Division_Code,Division_EN,Division_GR,Exports,Imports,Balance
00,Live animals other than animals of division 03,Ζωντανά ζώα,,819.0,
02,Dairy products and birds' eggs,Γαλακτοκομικά προϊόντα και αυγά πτηνών,1379680.0,,
03,"Fish (not marine mammals), crustaceans, molluscs and aquatic invertebrates and preparations thereof","Ψάρια (μη θαλάσσια θηλαστικά), μαλακόστρακα, μαλάκια και υδρόβια, ασπόνδυλα και τα παρασκευάσματά τους",6705861.0,30676.0,6675185.0
04,Cereals and cereal preparations,Δημητριακά και παρασκευάσματα δημητριακών,2868205.0,4432.0,2863773.0
05,Vegetables and fruit,Λαχανικά και φρούτα,18354396.0,4442434.0,13911962.0
06,"Sugars, sugar preparations and honey","Ζάχαρη, παρασκευάσματα ζάχαρης και μέλι",1577480.0,14879.0,1562601.0
07,"Coffee, tea, cocoa, spices, and manufactures thereof","Καφές, τσάι, κακάο, μπαχαρικά, υλικά και προϊόντα τους",254251.0,,
08,Feeding stuff for animals (not including unmilled cereals),Ζωοτροφές,51863274.0,1558975.0,50304299.0
09,Miscellaneous edible products and preparations,Διάφορα βρώσιμα προϊόντα και παρασκευάσματα,4496677.0,32552.0,4464125.0
11,Beverages,Ποτά,14361588.0,6522.0,14355066.0
12,Tobacco and tobacco manufactures,Καπνός και προϊόντα καπνού,2830.0,,
22,Oil-seeds and oleaginous fruits,Ελαιόσποροι και ελαιώδεις καρποί,,90001.0,
23,Crude rubber (including synthetic and reclaimed),Καουτσούκ ακατέργαστο (περιλαμβάνεται το συνθετικό και το αναγεννημένο),69726.0,32000.0,37726.0
24,Cork and wood,Ξυλεία και φελλός,1667230.0,19310.0,1647920.0
25,Pulp and waste paper,Πολτός και απορρίμματα χαρτιού,190540.0,149540.0,41000.0
26,Textile fibres (other than wool tops and other combed wool) and their wastes (not manufactured into yarn or fabric),"Υφαντικές ίνες (εκτός από μάλλινα νήματα και άλλο ακατέργαστο μαλλί) και απορρίμματα αυτών, μη μεταποιημένα σε κλωστές ή υφάσματα",55.0,3937.0,-3882.0
27,"Crude fertilizers, other than those of division 56, and crude minerals (excluding coal, petroleum and precious stones)","Λιπάσματα ακατέργαστα και ορυκτά ακατέργαστα (εκτός από άνθρακα, πετρέλαιο και πολύτιμους λίθους)",406831255.0,17757.0,406813498.0
28,Metalliferous ores and metal scrap,Μεταλλεύματα και απορρίμματα μετάλλων,2954.0,71927314.0,-71924360.0
29,"Crude animal and vegetable materials, n.e.s.","Ακατέργαστες ύλες ζωικής ή φυτικής προέλευσης, μη κατονομαζόμενες",749933.0,18490.0,731443.0
32,"Coal, coke and briquettes","Άνθρακας, οπτάνθρακας (κωκ) και μπρικέτες",1036246.0,,
33,"Petroleum, petroleum products and related materials",Πετρέλαιο και προϊόντα πετρελαίου,216484042.0,225523002.0,-9038960.0
34,"Gas, natural and manufactured","Φωταέριο, φυσικό και βιομηχανικό",45708.0,,
