date,"Βιομηχανικά είδη, ταξινομημένα κυρίως κατά πρώτη ύλη",Διάφορα βιομηχανικά είδη,"Είδη και συναλλαγές, μη ταξινομημένα κατά κατηγορίες",Λάδια και λίπη ζωικής ή φυτικής προέλευσης,Μηχανήματα και υλικό μεταφορών,"Ορυκτά, καύσιμα, λιπαντικά κλπ.",Ποτά και καπνός,"Πρώτες ύλες μη εδώδιμες, εκτός από καύσιμα",Τρόφιμα και ζωντανά ζώα,Χημικά προϊόντα και συναφή
2002,49473300.0,2490800.0,37400.0,3929200.0,1752300.0,71855300.0,3224200.0,213412400.0,14939500.0,23590600.0
2003,52304500.0,2273400.0,21100.0,8582200.0,1193800.0,18058300.0,2476700.0,190006000.0,17552300.0,22821100.0
2004,26107400.0,3349200.0,2800.0,790900.0,2729100.0,16483600.0,2133700.0,213985300.0,12525500.0,21587100.0
2005,17984200.0,2987500.0,4700.0,759200.0,2032300.0,43345000.0,2064000.0,177953900.0,10400200.0,22699700.0
2006,17693300.0,2904100.0,16600.0,2184600.0,1676700.0,127483500.0,3628100.0,194735200.0,24345400.0,47630600.0
2007,31315800.0,2288900.0,13700.0,1971000.0,941800.0,166433100.0,5510900.0,169977900.0,8614600.0,28914800.0
2008,24355500.0,2521300.0,1300.0,22000.0,1039200.0,91164600.0,4536200.0,196962700.0,12436000.0,22867800.0
2009,24347800.0,2071000.0,39900.0,219100.0,868000.0,138772200.0,6654400.0,144289700.0,9034600.0,17612800.0
2010,38887133.0,2501398.0,15312.0,451599.0,754643.0,230381220.0,7943373.0,149163138.0,10716390.0,15591648.0
2011,129184029.0,2902859.0,20143.0,40838.0,1097574.0,101358301.0,7870335.0,202115934.0,14449880.0,17124194.0
2012,55931330.0,2067208.0,27866.0,3022667.0,1126517.0,581319725.0,11443849.0,239825762.0,5640597.0,17432280.0
2013,60172616.0,2020023.0,94359.0,1579217.0,1227230.0,347938750.0,9485945.0,289878577.0,6647510.0,23830644.0
2014,38613822.0,2125611.0,138602.0,7751.0,1987927.0,112272292.0,3671121.0,311673098.0,8090346.0,25820940.0
2015,39672888.0,3318330.0,107944.0,29133.0,3466510.0,166669352.0,2368036.0,328490003.0,9745690.0,26558308.0
2016,390024837.0,4073923.0,65571.0,88339.0,4492948.0,204775735.0,2363842.0,356070953.0,11979739.0,28386673.0
2017,1091081966.0,5118393.0,42787.0,18121.0,6080531.0,352478972.0,2573586.0,355227455.0,10539088.0,35426534.0
2018,1000816355.0,6311837.0,61334.0,44157.0,8882296.0,151538907.0,4095991.0,336219096.0,18394966.0,34537933.0
2019,412445220.0,7761413.0,56917.0,117086.0,11422844.0,377085629.0,3684175.0,321908947.0,19719733.0,37263289.0
2020,501023381.0,8026087.0,41024.0,649554.0,15126005.0,136185078.0,3013084.0,358098401.0,17680042.0,40297530.0
2021,647126266.0,9285049.0,267231.0,6461081.0,16233130.0,196591085.0,8223007.0,339626002.0,21622226.0,36897946.0
2022,367097204.0,6612666.0,3326.0,6347967.0,19888534.0,348124557.0,6932941.0,436387410.0,22405475.0,36772940.0
2023,517696003.0,9046917.0,818.0,3530891.0,20877968.0,172338038.0,9443889.0,423958624.0,22061654.0,39274187.0
2024,1132445554.0,11477862.0,138.0,2726081.0,17976773.0,172831048.0,12178849.0,453946144.0,33922073.0,59384060.0
2025,771071096.0,14514740.0,96.0,3066683.0,21760732.0,217565996.0,14364418.0,409511693.0,87499824.0,64043191.0
