section,2014,2024
"Βιομηχανικά είδη, ταξινομημένα κυρίως κατά πρώτη ύλη",56532472.0,454477784.0
Διάφορα βιομηχανικά είδη,10331226.0,66464773.0
"Είδη και συναλλαγές, μη ταξινομημένα κατά κατηγορίες",518328.0,4423.0
Λάδια και λίπη ζωικής ή φυτικής προέλευσης,33341.0,3718301.0
Μηχανήματα και υλικό μεταφορών,11460632.0,120826955.0
"Ορυκτά, καύσιμα, λιπαντικά κλπ.",73283573.0,131553027.0
Ποτά και καπνός,2289246.0,8786840.0
"Πρώτες ύλες μη εδώδιμες, εκτός από καύσιμα",8062839.0,21713881.0
Τρόφιμα και ζωντανά ζώα,16722042.0,97713533.0
Χημικά προϊόντα και συναφή,23767630.0,80540958.0
