section,2015,2025
"Βιομηχανικά είδη, ταξινομημένα κυρίως κατά πρώτη ύλη",18126066.0,20882314.0
Διάφορα βιομηχανικά είδη,19716870.0,34271158.0
"Είδη και συναλλαγές, μη ταξινομημένα κατά κατηγορίες",1870.0,
Λάδια και λίπη ζωικής ή φυτικής προέλευσης,48011.0,22650.0
Μηχανήματα και υλικό μεταφορών,32790257.0,20700100.0
"Ορυκτά, καύσιμα, λιπαντικά κλπ.",315592518.0,124756268.0
Ποτά και καπνός,13045.0,18550.0
"Πρώτες ύλες μη εδώδιμες, εκτός από καύσιμα",18736900.0,62796274.0
Τρόφιμα και ζωντανά ζώα,4153699.0,16541312.0
Χημικά προϊόντα και συναφή,35705899.0,65247903.0
