date,AT_EUR,AT_PPS,BE_EUR,BE_PPS,BG_EUR,BG_PPS,CY_EUR,CY_PPS,CZ_EUR,CZ_PPS,DE_EUR,DE_PPS,DK_EUR,DK_PPS,EE_EUR,EE_PPS,EL_EUR,EL_PPS,ES_EUR,ES_PPS,EU27_2020_EUR,EU27_2020_PPS,FI_EUR,FI_PPS,FR_EUR,FR_PPS,HR_EUR,HR_PPS,HU_EUR,HU_PPS,IE_EUR,IE_PPS,IT_EUR,IT_PPS,LT_EUR,LT_PPS,LU_EUR,LU_PPS,LV_EUR,LV_PPS,MT_EUR,MT_PPS,NL_EUR,NL_PPS,PL_EUR,PL_PPS,PT_EUR,PT_PPS,RO_EUR,RO_PPS,SE_EUR,SE_PPS,SI_EUR,SI_PPS,SK_EUR,SK_PPS,EU_Median_EUR,EU_Median_PPS
2014-S2,0.3156,0.2856,0.2595,0.2338,0.0914,0.1939,0.2626,0.2987,0.257,0.407,0.4336,0.4161,0.3314,0.2457,0.1374,0.184,0.2123,0.2561,0.4664,0.5214,0.3277,,0.2989,0.2403,0.2821,0.2573,0.2092,0.3307,0.1327,0.2358,0.665,0.5975,0.2913,0.2902,0.1355,0.2209,0.2357,0.1977,0.1111,0.162,0.3679,0.459,,,0.1794,0.3107,0.394,0.5065,0.13,0.2518,0.3559,0.2775,0.2129,0.2663,0.2447,0.3673,0.26,0.27
2015-S1,0.355,0.3212,0.2641,0.238,0.0969,0.2055,0.2274,0.2587,0.2578,0.41,0.4366,0.419,0.3865,0.297,0.1347,0.1804,0.2629,0.3171,0.5072,0.567,0.3363,,0.3039,0.2444,0.287,0.2679,0.2156,0.3399,0.128,0.2252,0.697,0.6263,0.2957,0.2946,0.1287,0.2089,0.2397,0.2011,0.1501,0.2189,0.3738,0.4661,,,0.1836,0.3139,0.3874,0.498,0.1366,0.2658,0.3924,0.3092,0.2192,0.2742,0.2447,0.3673,0.26,0.3
2015-S2,0.3527,0.3248,0.3082,0.2792,0.0976,0.2112,0.2133,0.2342,0.262,0.41,0.4358,0.4179,0.3837,0.295,0.1322,0.1823,0.2252,0.2754,0.5294,0.5914,0.3354,,0.3016,0.243,0.285,0.266,0.2046,0.3231,0.1289,0.2303,0.481,0.4316,0.2925,0.2907,0.1275,0.2113,0.2397,0.1998,0.1647,0.244,0.3704,0.4619,,,0.179,0.3144,0.3971,0.5096,0.1362,0.2736,0.3443,0.269,0.2223,0.278,0.2516,0.3803,0.26,0.28
2016-S1,0.3695,0.3438,0.4088,0.3778,0.0978,0.2122,0.186,0.2105,0.267,0.4176,0.4555,0.4415,0.3843,0.2864,0.1247,0.1712,0.2642,0.3202,0.5215,0.5891,0.3419,,0.3091,0.253,0.2821,0.261,0.2266,0.3611,0.1262,0.2247,0.4091,0.3795,0.3135,0.3194,0.1261,0.2085,0.2328,0.1977,0.1614,0.2424,0.3522,0.4392,,,0.1602,0.2959,0.3819,0.4905,0.1302,0.2685,0.4105,0.3096,0.1865,0.2368,0.2154,0.3293,0.27,0.3
2016-S2,0.3685,0.3453,0.4934,0.4617,0.0967,0.2086,0.1962,0.2218,0.2671,0.4211,0.4517,0.4359,0.386,0.2874,0.128,0.173,0.2044,0.2477,0.5043,0.564,0.3442,,0.3156,0.2605,0.2945,0.2749,0.2089,0.3313,0.1283,0.2274,0.4433,0.4112,0.3126,0.3185,0.1197,0.201,0.2328,0.1971,0.1875,0.2828,0.364,0.4536,,,0.1675,0.309,0.3959,0.5063,0.1265,0.2604,0.3641,0.2935,0.1863,0.2378,0.2549,0.3923,0.26,0.29
2017-S1,0.3699,0.3278,0.4988,0.4416,0.0977,0.1939,0.2262,0.2535,0.2693,0.3985,0.4742,0.4372,0.3767,0.28,0.1237,0.1588,0.23,0.2747,0.5735,0.6243,0.3581,0.3547,0.3352,0.2697,0.3203,0.2856,0.2035,0.3131,0.1274,0.1989,0.4151,0.3588,0.3496,0.348,0.1137,0.1764,0.2681,0.217,0.19,0.2693,0.4047,0.4867,-0.087,-0.0764,0.1881,0.3163,0.3883,0.4632,0.1213,0.2343,0.431,0.321,0.2638,0.3177,0.24,0.3191,0.27,0.31
2017-S2,0.373,0.3305,0.516,0.4568,0.0998,0.1982,0.2409,0.27,0.2787,0.3985,0.4732,0.4363,0.3718,0.2765,0.137,0.1759,0.207,0.2472,0.5696,0.62,0.3485,0.3457,0.3412,0.2745,0.3008,0.2682,0.1966,0.3037,0.1297,0.2023,0.4176,0.361,0.3093,0.3079,0.113,0.1753,0.2704,0.2189,0.19,0.2693,0.3712,0.4464,-0.092,-0.0808,0.1906,0.3188,0.3879,0.4627,0.1293,0.2532,0.4217,0.3165,0.2535,0.3053,0.2351,0.3126,0.27,0.3
2018-S1,0.3652,0.3241,0.43,0.3811,0.1,0.1944,0.2976,0.3315,0.2878,0.4022,0.4731,0.4354,0.3838,0.2863,0.1537,0.1929,0.2303,0.2768,0.5952,0.6386,0.3675,0.3625,0.3446,0.2744,0.3468,0.3112,0.2176,0.3315,0.1182,0.1808,0.3842,0.3292,0.3063,0.3054,0.1121,0.1701,0.2913,0.2332,0.227,0.3135,0.3677,0.427,-0.016,-0.014,0.1724,0.2823,0.4077,0.484,0.1332,0.2516,0.4709,0.3657,0.3395,0.4051,0.246,0.3203,0.3,0.31
2018-S2,0.3573,0.3171,0.4358,0.3862,0.1016,0.1976,0.3159,0.3519,0.2951,0.417,0.4758,0.4379,0.3935,0.294,0.1592,0.1998,0.2099,0.2522,0.5704,0.612,0.3834,0.3775,0.3642,0.29,0.4245,0.381,0.2098,0.3197,0.1158,0.1824,0.3885,0.3329,0.3272,0.3263,0.1122,0.1703,0.3026,0.2423,0.191,0.2638,0.3708,0.4306,-0.046,-0.0402,0.1801,0.3007,0.4062,0.4822,0.1308,0.247,0.4591,0.3641,0.3071,0.3664,0.237,0.3086,0.31,0.32
2019-S1,0.3796,0.334,0.4742,0.4203,0.1014,0.1908,0.3333,0.3678,0.3204,0.4413,0.4985,0.4508,0.3662,0.2759,0.1644,0.2023,0.2216,0.2686,0.657,0.7049,0.4075,0.4032,0.3712,0.2954,0.3473,0.3193,0.2182,0.3324,0.1162,0.1746,0.3634,0.3025,0.5561,0.5587,0.1303,0.1942,0.3456,0.2741,0.2055,0.2779,0.3628,0.4226,0.098,0.083,0.178,0.2907,0.3759,0.4476,0.134,0.2524,0.472,0.3756,0.3358,0.4009,0.2556,0.3246,0.34,0.32
2019-S2,0.3847,0.3385,0.5012,0.4442,0.1017,0.1913,0.3214,0.3546,0.3216,0.4424,0.457,0.4133,0.3671,0.2766,0.1633,0.201,0.1983,0.2403,0.5607,0.6015,0.3883,0.3839,0.377,0.3,0.3792,0.3486,0.2035,0.3098,0.1145,0.1772,0.4117,0.3427,0.4676,0.4698,0.13,0.1938,0.3452,0.2738,0.2293,0.3101,0.3657,0.426,0.113,0.0958,0.1837,0.3009,0.3814,0.4541,0.1425,0.2687,0.4465,0.36,0.3021,0.3607,0.2486,0.3157,0.32,0.32
2020-S1,0.4074,0.3564,0.4393,0.3938,0.1034,0.1919,0.3547,0.3872,0.3242,0.4461,0.4752,0.4301,0.3588,0.2699,0.156,0.1944,0.2082,0.2517,0.6698,0.7134,0.3984,0.3974,0.3657,0.2892,0.4061,0.3731,0.2082,0.3228,0.1056,0.1637,0.336,0.2765,0.5455,0.5491,0.1496,0.2194,0.355,0.2744,0.2274,0.3081,0.3705,0.4224,-0.2066,-0.1773,0.1965,0.3237,0.3862,0.4539,0.1471,0.2773,0.3488,0.281,0.2382,0.2833,0.2582,0.3207,0.34,0.31
2020-S2,0.4037,0.3531,0.4792,0.4295,0.1044,0.1938,0.3218,0.3513,0.3255,0.4518,0.442,0.4,0.3585,0.2689,0.1607,0.2003,0.2109,0.2549,0.6214,0.6618,0.3892,0.3881,0.374,0.2958,0.4395,0.4038,0.2147,0.3332,0.1046,0.1677,0.4031,0.3317,0.4637,0.4668,0.136,0.1995,0.3595,0.2779,0.2245,0.3041,0.3662,0.4175,-0.2478,-0.2126,0.2106,0.3515,0.3905,0.459,0.1463,0.2782,0.3564,0.2778,0.3037,0.3613,0.268,0.3329,0.33,0.33
2021-S1,0.4387,0.3837,0.4346,0.3896,0.1061,0.197,0.3616,0.3948,0.3226,0.4356,0.4606,0.4169,0.3594,0.2693,0.1702,0.2121,0.2397,0.2897,0.5888,0.6271,0.3924,0.3907,0.3684,0.2913,0.3939,0.3619,0.2024,0.3144,0.0978,0.1499,0.4768,0.3978,0.5636,0.5673,0.1455,0.2134,0.3378,0.2611,0.2198,0.2978,0.3688,0.4205,-0.246,-0.2118,0.2228,0.3773,0.3977,0.4674,0.1564,0.3001,0.4051,0.312,0.347,0.4128,0.2574,0.3197,0.35,0.32
2021-S2,0.4545,0.3935,0.4078,0.3664,0.1119,0.2028,0.4209,0.4591,0.3302,0.4339,0.4756,0.4281,0.4174,0.3142,0.2112,0.2578,0.2381,0.2901,0.5176,0.5532,0.4003,0.3881,0.3733,0.3003,0.4236,0.3898,0.1986,0.304,0.1033,0.159,0.4213,0.3515,0.4413,0.4501,0.1733,0.2491,0.3369,0.2641,0.2546,0.3356,0.3815,0.4321,-0.2436,-0.2098,0.2293,0.3825,0.4224,0.4932,0.1629,0.3076,0.4701,0.3631,0.3068,0.3618,0.257,0.3176,0.34,0.35
2022-S1,0.3748,0.3245,0.4814,0.4332,0.1127,0.2043,0.3642,0.3972,0.427,0.5297,0.4795,0.4316,0.5275,0.3973,0.2444,0.2984,0.2634,0.3201,0.593,0.6338,0.3894,0.3907,0.3852,0.3089,0.4338,0.4002,0.2349,0.3611,0.0957,0.142,0.2248,0.1875,0.5531,0.5641,0.1713,0.2462,0.3419,0.268,0.2032,0.2647,0.375,0.4294,-0.9258,-0.7909,0.2131,0.3404,0.4227,0.4936,0.2252,0.4038,0.4513,0.3595,0.2424,0.2859,0.2718,0.3359,0.34,0.34
2022-S2,0.364,0.3191,0.5556,0.5,0.1161,0.2093,0.5587,0.6166,-0.0646,-0.0796,0.5164,0.465,0.6543,0.4897,0.2946,0.3594,0.3252,0.3952,0.562,0.5952,0.3974,0.398,0.4494,0.3595,0.426,0.393,0.2312,0.3548,0.0808,0.1301,0.3034,0.2552,0.5776,0.5914,0.2874,0.4162,0.3439,0.2655,0.3439,0.448,0.3986,0.4499,-0.8307,-0.7097,0.2323,0.3791,0.4199,0.4904,0.3591,0.6403,0.4747,0.3889,0.3102,0.3652,0.2886,0.3587,0.34,0.39
2023-S1,0.4113,0.3671,0.5197,0.4669,0.1159,0.1923,0.6151,0.6725,0.5493,0.6565,0.5741,0.5127,0.4634,0.3505,0.2909,0.3284,0.3584,0.4369,0.5002,0.5364,0.4347,0.4341,0.4409,0.3556,0.4355,0.401,0.2462,0.3698,0.0864,0.13,0.133,0.1119,0.6257,0.6508,0.3129,0.4159,0.3925,0.3024,0.3758,0.4707,0.3468,0.3867,-0.2341,-0.1992,0.2676,0.4295,0.3903,0.4565,0.1606,0.2874,0.4546,0.3825,0.3404,0.396,0.3126,0.3773,0.38,0.39
2023-S2,0.423,0.3768,0.5212,0.4657,0.12,0.1991,0.6676,0.7323,0.5439,0.6676,0.5779,0.5165,0.4295,0.323,0.3043,0.3392,0.3783,0.4612,0.4323,0.4636,0.4365,0.4309,0.4127,0.3328,0.5117,0.4684,0.2343,0.3478,0.0825,0.1249,0.3857,0.3244,0.5407,0.5634,0.2568,0.3413,0.3761,0.2843,0.4363,0.545,0.3617,0.4033,-0.2339,-0.199,0.2651,0.4105,0.3593,0.4261,0.1607,0.289,0.381,0.3277,0.3135,0.3695,0.3019,0.3807,0.38,0.38
2024-S1,0.3998,0.353,0.4452,0.3968,0.1205,0.1996,0.6234,0.6939,0.5739,0.7155,0.5803,0.516,0.4499,0.3438,0.3101,0.3446,0.4766,0.5884,0.515,0.5627,0.4698,0.461,0.3247,0.2704,0.501,0.4586,0.2349,0.3399,0.0993,0.1422,0.1734,0.1465,0.6048,0.6264,0.2569,0.3326,0.3896,0.2945,0.3753,0.4654,0.3495,0.3849,-0.0461,-0.0393,0.2238,0.3148,0.3931,0.4754,0.1631,0.2886,0.4471,0.3744,0.3701,0.4277,0.2645,0.3265,0.38,0.35
2024-S2,0.3575,0.3155,0.4758,0.4215,0.1233,0.2043,0.7839,0.8608,0.5781,0.7179,0.5887,0.526,0.4557,0.3448,0.3043,0.3315,0.4292,0.5299,0.4778,0.5325,0.4651,0.4577,0.3132,0.2608,0.5275,0.4829,0.2168,0.3042,0.0912,0.1366,0.3722,0.3144,0.5482,0.5699,0.2451,0.3136,0.377,0.2857,0.358,0.4645,0.3553,0.3913,-0.117,-0.0998,0.3093,0.4329,0.4686,0.5694,0.1594,0.2798,0.4484,0.3824,0.3151,0.3657,0.2726,0.3406,0.36,0.37
2025-S1,0.4268,0.3717,0.5009,0.4462,0.1328,0.2164,0.6592,0.7217,0.6002,0.7393,0.5856,0.5244,0.4305,0.3292,0.329,0.3599,0.5683,0.6993,0.5189,0.5784,0.4713,0.4713,0.3664,0.3051,0.456,0.4187,0.2506,0.3515,0.0907,0.1309,0.3025,0.2555,0.648,0.6774,0.2393,0.3062,0.455,0.3448,0.4361,0.5657,0.3292,0.3619,0.0772,0.0659,0.3188,0.4357,0.5013,0.6079,0.1639,0.2764,0.5118,0.4222,0.329,0.3771,0.2754,0.3434,0.43,0.37
2025-S2,0.5066,0.4412,0.5151,0.4589,0.1364,0.2223,0.8226,0.9006,0.6135,0.7371,0.5949,0.5327,0.4109,0.3144,0.3274,0.3582,0.4707,0.5792,0.5494,0.6123,0.4835,0.484,0.3758,0.313,0.4899,0.4498,0.2569,0.3604,0.0954,0.1332,0.3889,0.3285,0.5619,0.5874,0.2432,0.3112,0.455,0.3448,0.4398,0.5706,0.3136,0.3448,0.1253,0.1069,0.3718,0.51,0.4849,0.588,0.2964,0.5073,0.5049,0.4143,0.3349,0.3839,0.2906,0.3624,0.41,0.41
