date,EL_NETTUR_I21_SCA,EL_NETTUR_PCH_PRE_SCA,EL_NETTUR_PCH_SM_CA,EU27_2020_NETTUR_I21_SCA,EU27_2020_NETTUR_PCH_PRE_SCA,EU27_2020_NETTUR_PCH_SM_CA,SE_NETTUR_I21_SCA,SE_NETTUR_PCH_PRE_SCA,SE_NETTUR_PCH_SM_CA,EL_VOL_SLS_I21_SCA,EL_VOL_SLS_PCH_PRE_SCA,EL_VOL_SLS_PCH_SM_CA,EU27_2020_VOL_SLS_I21_SCA,EU27_2020_VOL_SLS_PCH_PRE_SCA,EU27_2020_VOL_SLS_PCH_SM_CA,SE_VOL_SLS_I21_SCA,SE_VOL_SLS_PCH_PRE_SCA,SE_VOL_SLS_PCH_SM_CA
2024-11-01,119.26666666666667,7.5,-3.9,117.76666666666667,0.36666666666666664,3.733333333333334,113.23333333333333,-0.10000000000000016,3.1999999999999997,95.8,7.666666666666667,-5.233333333333333,94.7,0.13333333333333333,1.2,97.26666666666665,-0.2666666666666669,0.4000000000000001
2024-12-01,119.06666666666666,-0.06666666666666703,-2.866666666666667,118.13333333333333,0.3333333333333333,4.033333333333334,114.10000000000001,0.7666666666666665,3.9666666666666663,95.86666666666667,0.20000000000000018,-3.3333333333333335,94.76666666666667,0.06666666666666667,1.5,97.73333333333333,0.4666666666666665,1.1
2025-01-01,119.73333333333333,0.6666666666666664,0.19999999999999987,118.63333333333334,0.4333333333333333,4.3,114.43333333333334,0.29999999999999977,3.6999999999999993,96.5,0.8000000000000002,0.0,95.0,0.2333333333333333,1.9333333333333333,97.96666666666665,0.23333333333333317,1.2
2025-02-01,118.33333333333333,-1.1000000000000003,2.1,119.0,0.3,4.233333333333333,114.10000000000001,-0.30000000000000027,2.8666666666666667,95.26666666666667,-1.1666666666666663,1.9000000000000001,95.13333333333333,0.13333333333333333,1.9333333333333333,97.56666666666666,-0.4000000000000002,0.6333333333333334
2025-03-01,121.39999999999999,2.6,4.566666666666666,119.40000000000002,0.3,4.266666666666667,112.66666666666667,-1.2666666666666668,0.7333333333333328,97.43333333333332,2.3000000000000003,3.6666666666666665,95.26666666666667,0.1333333333333333,1.7333333333333332,96.33333333333333,-1.2333333333333336,-1.2
2025-04-01,121.03333333333335,-0.20000000000000018,9.733333333333334,119.96666666666665,0.4666666666666666,4.833333333333333,114.36666666666667,1.533333333333333,2.5999999999999996,96.73333333333333,-0.6333333333333333,8.200000000000001,95.43333333333334,0.16666666666666663,2.1666666666666665,97.46666666666668,1.2333333333333332,0.33333333333333365
2025-05-01,121.56666666666666,0.5666666666666667,5.433333333333334,120.5,0.4666666666666666,5.2,114.3,0.06666666666666643,1.2,96.8,0.16666666666666674,3.1999999999999997,95.5,0.06666666666666665,2.2333333333333334,97.03333333333335,-0.3000000000000001,-1.1999999999999997
2025-06-01,120.7,-0.6333333333333334,6.766666666666666,120.96666666666665,0.43333333333333335,5.633333333333333,114.2,0.03333333333333307,0.833333333333333,95.90000000000002,-0.8333333333333331,4.3999999999999995,95.53333333333335,0.0333333333333333,2.6333333333333333,96.63333333333334,-0.3000000000000001,-1.4999999999999998
2025-07-01,120.7,0.033333333333333215,1.8999999999999995,120.8,-0.10000000000000007,4.6000000000000005,112.8,-1.1333333333333333,-0.9666666666666673,95.40000000000002,-0.46666666666666634,-0.9000000000000005,95.09999999999998,-0.43333333333333335,1.3333333333333333,95.19999999999999,-1.366666666666667,-3.1666666666666665
2025-08-01,117.46666666666665,-2.6999999999999997,6.8999999999999995,120.76666666666665,-6.47630097698008e-17,4.133333333333334,113.13333333333333,0.30000000000000004,0.26666666666666594,92.33333333333333,-3.233333333333333,4.133333333333333,94.83333333333333,-0.26666666666666666,0.9,95.39999999999999,0.19999999999999973,-1.9333333333333333
2025-09-01,116.0,-1.0333333333333334,5.2,120.73333333333333,-6.47630097698008e-17,3.4333333333333336,113.86666666666666,0.6666666666666666,0.9666666666666659,90.93333333333334,-1.2666666666666664,2.766666666666666,94.63333333333333,-0.20000000000000004,0.26666666666666666,96.03333333333332,0.6666666666666664,-1.2
2025-10-01,116.8,0.8333333333333334,3.6999999999999993,121.43333333333334,0.6,3.6,114.83333333333333,0.8333333333333331,1.2333333333333327,91.56666666666666,0.8333333333333336,1.5999999999999994,95.06666666666666,0.4666666666666666,0.6,96.83333333333333,0.833333333333333,-0.8333333333333334
2025-11-01,121.16666666666667,3.8333333333333335,1.0999999999999994,122.13333333333333,0.6,3.8000000000000003,114.89999999999999,0.0999999999999998,1.3999999999999995,95.0,3.8333333333333335,-1.1666666666666672,95.5,0.4666666666666666,0.9,96.83333333333333,0.06666666666666614,-0.5333333333333332
2025-12-01,123.53333333333335,1.9666666666666666,3.5999999999999996,123.06666666666666,0.7666666666666666,4.166666666666666,115.03333333333335,0.16666666666666652,0.8999999999999994,96.5,1.566666666666667,0.5999999999999993,96.06666666666668,0.6,1.3,96.73333333333335,-0.03333333333333372,-0.9666666666666665
2026-01-01,126.56666666666666,2.433333333333333,6.033333333333332,122.96666666666668,-0.10000000000000009,3.5999999999999996,113.53333333333335,-1.2666666666666666,-0.733333333333334,98.46666666666665,2.0333333333333337,2.366666666666666,95.89999999999999,-0.16666666666666674,0.8333333333333334,95.33333333333333,-1.4000000000000004,-2.6999999999999997
2026-02-01,130.66666666666666,3.2000000000000006,11.333333333333334,122.73333333333333,-0.2000000000000001,3.033333333333333,112.63333333333334,-0.7999999999999999,-1.3000000000000007,101.39999999999999,2.966666666666667,7.199999999999999,95.53333333333335,-0.3666666666666667,0.23333333333333336,94.53333333333335,-0.8333333333333338,-3.1999999999999997
2026-03-01,131.93333333333334,1.0999999999999999,9.9,122.43333333333334,-0.2333333333333334,2.533333333333333,113.03333333333335,0.3666666666666667,0.09999999999999935,102.10000000000001,0.8333333333333336,5.833333333333332,95.09999999999998,-0.4333333333333334,-0.2333333333333333,94.96666666666665,0.4999999999999994,-1.633333333333333
2026-04-01,130.93333333333334,-0.6666666666666665,9.0,123.0,0.5,2.566666666666667,115.7,2.3333333333333335,0.9999999999999992,101.10000000000001,-0.8999999999999999,5.2333333333333325,95.3,0.19999999999999996,-0.09999999999999998,97.56666666666666,2.7333333333333325,0.03333333333333366
2026-05-01,,,,123.53333333333335,0.4666666666666666,2.5999999999999996,117.63333333333334,1.8,2.9,,,,95.56666666666666,0.26666666666666655,0.16666666666666666,99.40000000000002,2.0333333333333328,2.5333333333333337
