date,"Βιομηχανικά είδη, ταξινομημένα κυρίως κατά πρώτη ύλη",Διάφορα βιομηχανικά είδη,"Είδη και συναλλαγές, μη ταξινομημένα κατά κατηγορίες",Λάδια και λίπη ζωικής ή φυτικής προέλευσης,Μηχανήματα και υλικό μεταφορών,"Ορυκτά, καύσιμα, λιπαντικά κλπ.",Ποτά και καπνός,"Πρώτες ύλες μη εδώδιμες, εκτός από καύσιμα",Τρόφιμα και ζωντανά ζώα,Χημικά προϊόντα και συναφή
2002,4739400.0,112000.0,,218300.0,4048200.0,1659900.0,74300.0,93272800.0,111300.0,61206500.0
2003,4339300.0,187600.0,100.0,156000.0,582900.0,809600.0,0.0,165289300.0,1246100.0,31854900.0
2004,6328400.0,284800.0,1200.0,524400.0,995900.0,4868700.0,,142159700.0,800800.0,2220100.0
2005,7849600.0,294200.0,100.0,1130700.0,986800.0,254700.0,0.0,199870700.0,1201400.0,2305200.0
2006,4687300.0,324100.0,1014400.0,1072000.0,945200.0,184100.0,17100.0,245212900.0,1265100.0,2481000.0
2007,8067600.0,465400.0,14095400.0,1032800.0,2896300.0,7546500.0,8500.0,315211200.0,1476800.0,6568500.0
2008,9354200.0,134400.0,17834700.0,1392400.0,1123800.0,5369000.0,46800.0,323429600.0,1260200.0,4292100.0
2009,10019400.0,188500.0,16038400.0,1594600.0,1794300.0,58681200.0,95000.0,489683900.0,1571700.0,14963700.0
2010,17049796.0,149086.0,18287848.0,1432952.0,2502402.0,277990887.0,255830.0,495574275.0,966920.0,23634110.0
2011,12212346.0,228910.0,16555599.0,2181553.0,1046102.0,34742134.0,763924.0,547272883.0,2590164.0,26648867.0
2012,9249998.0,186761.0,20190666.0,2767905.0,409145.0,112044642.0,548444.0,594870489.0,3540150.0,21890376.0
2013,13153351.0,290652.0,22035773.0,1673739.0,2134434.0,117735227.0,1436202.0,676389854.0,4061200.0,18823905.0
2014,8603730.0,352067.0,18026351.0,1007075.0,2407070.0,57520349.0,2965820.0,654195178.0,5471630.0,16899770.0
2015,8141708.0,267831.0,13517806.0,919615.0,3056413.0,4473730.0,16974565.0,549657519.0,5185882.0,27253604.0
2016,17722144.0,373890.0,3514650.0,956165.0,2080253.0,218211356.0,1670226.0,652439457.0,6134550.0,22338618.0
2017,27077972.0,274283.0,4146686.0,477848.0,2745044.0,270503543.0,1369402.0,898343672.0,6447345.0,13217907.0
2018,26568144.0,369321.0,33908.0,531073.0,2039212.0,874693032.0,2596753.0,875311962.0,9117841.0,13766740.0
2019,22734606.0,348902.0,11599315.0,359944.0,2512813.0,918119996.0,2893648.0,773524002.0,13443268.0,9489576.0
2020,27069965.0,555001.0,12319.0,264024.0,2196872.0,1380140900.0,2009920.0,613429590.0,10783512.0,14738247.0
2021,27601721.0,246844.0,4973689.0,197896.0,2738489.0,497581098.0,1768528.0,640668584.0,9353980.0,12931559.0
2022,26551303.0,157774.0,40.0,222895.0,1750881.0,90948517.0,1364535.0,433639964.0,12650302.0,6338733.0
2023,15526044.0,254539.0,389.0,95234.0,1399955.0,40316744.0,1842994.0,529300784.0,13299089.0,4280701.0
2024,16691235.0,437486.0,252.0,71903.0,1488420.0,18399124.0,772233.0,506454317.0,7247076.0,3715814.0
