Division_Code,Division_EN,Division_GR,Exports,Imports,Balance
00,Live animals other than animals of division 03,Ζωντανά ζώα,,594779.0,
01,Meat and meat preparations,Κρέας και παρασκευάσματα κρέατος,,157269.0,
02,Dairy products and birds' eggs,Γαλακτοκομικά προϊόντα και αυγά πτηνών,15748444.0,,
03,"Fish (not marine mammals), crustaceans, molluscs and aquatic invertebrates and preparations thereof","Ψάρια (μη θαλάσσια θηλαστικά), μαλακόστρακα, μαλάκια και υδρόβια, ασπόνδυλα και τα παρασκευάσματά τους",145682.0,22600419.0,-22454737.0
04,Cereals and cereal preparations,Δημητριακά και παρασκευάσματα δημητριακών,1498727.0,970177.0,528550.0
05,Vegetables and fruit,Λαχανικά και φρούτα,4257467.0,24164396.0,-19906929.0
06,"Sugars, sugar preparations and honey","Ζάχαρη, παρασκευάσματα ζάχαρης και μέλι",11515.0,6381550.0,-6370035.0
07,"Coffee, tea, cocoa, spices, and manufactures thereof","Καφές, τσάι, κακάο, μπαχαρικά, υλικά και προϊόντα τους",43785.0,3095479.0,-3051694.0
08,Feeding stuff for animals (not including unmilled cereals),Ζωοτροφές,,9668401.0,
09,Miscellaneous edible products and preparations,Διάφορα βρώσιμα προϊόντα και παρασκευάσματα,92810.0,4316399.0,-4223589.0
11,Beverages,Ποτά,688640.0,85794.0,602846.0
12,Tobacco and tobacco manufactures,Καπνός και προϊόντα καπνού,2792.0,10929283.0,-10926491.0
22,Oil-seeds and oleaginous fruits,Ελαιόσποροι και ελαιώδεις καρποί,129272.0,10376626.0,-10247354.0
23,Crude rubber (including synthetic and reclaimed),Καουτσούκ ακατέργαστο (περιλαμβάνεται το συνθετικό και το αναγεννημένο),2496.0,1432324.0,-1429828.0
24,Cork and wood,Ξυλεία και φελλός,62503.0,4153721.0,-4091218.0
26,Textile fibres (other than wool tops and other combed wool) and their wastes (not manufactured into yarn or fabric),"Υφαντικές ίνες (εκτός από μάλλινα νήματα και άλλο ακατέργαστο μαλλί) και απορρίμματα αυτών, μη μεταποιημένα σε κλωστές ή υφάσματα",1495321.0,6894633.0,-5399312.0
27,"Crude fertilizers, other than those of division 56, and crude minerals (excluding coal, petroleum and precious stones)","Λιπάσματα ακατέργαστα και ορυκτά ακατέργαστα (εκτός από άνθρακα, πετρέλαιο και πολύτιμους λίθους)",100283449.0,957492.0,99325957.0
28,Metalliferous ores and metal scrap,Μεταλλεύματα και απορρίμματα μετάλλων,82478699.0,83004.0,82395695.0
29,"Crude animal and vegetable materials, n.e.s.","Ακατέργαστες ύλες ζωικής ή φυτικής προέλευσης, μη κατονομαζόμενες",537220.0,2721214.0,-2183994.0
32,"Coal, coke and briquettes","Άνθρακας, οπτάνθρακας (κωκ) και μπρικέτες",623078.0,265927.0,357151.0
33,"Petroleum, petroleum products and related materials",Πετρέλαιο και προϊόντα πετρελαίου,13470022.0,3314953.0,10155069.0
41,Animal oils and fats,Λάδια και λίπη ζωικής προέλευσης,,2119009.0,
42,"Fixed vegetable fats and oils, crude, refined or fractionated","Λάδια και λίπη σταθεράς φυτικής προέλευσης, ακατέργαστα και εξευγενισμένα",795986.0,24868.0,771118.0
43,"Animal or vegetable fats and oils, processed; waxes of animal or vegetable origin; inedible mixtures or preparations of animal or vegetable fats or oils, n.e.s.","Λάδια και λίπη επεξεργασμένα και κερί ζωικής ή φυτικής προέλευσης, μη εδώδιμα μείγματα ή παρασκευάσματα από ζωικά ή φυτικά λίπη και έλαια, μη κατονομαζόμενα",,1417095.0,
51,Organic chemicals,Οργανικά χημικά,513095.0,111750967.0,-111237872.0
52,Inorganic chemicals,Ανόργανα χημικά,126060.0,13234831.0,-13108771.0
53,"Dyeing, tanning and colouring materials","Βαφικές, δεψικές και χρωστικές ύλες",1728095.0,25423879.0,-23695784.0
54,Medicinal and pharmaceutical products,Ιατρικά και φαρμακευτικά προϊόντα,71627780.0,44486931.0,27140849.0
55,"Essential oils and resinoids and perfume materials; toilet, polishing and cleaning preparations","Αιθέρια λάδια, ρητινοειδή και αρωματικές ύλες. Παρασκευάσματα καλλωπισμού, στίλβωσης και καθαρισμού",4544643.0,25921297.0,-21376654.0
56,Fertilizers (other than those of group 272),Βιομηχανικά λιπάσματα (εκτός αυτών της κατηγορίας 27),516467.0,14070184.0,-13553717.0
57,Plastics in primary forms,Πλαστικές ύλες σε πρωτογενή μορφή,7880.0,22642495.0,-22634615.0
58,Plastics in non-primary forms,Πλαστικές ύλες σε μη πρωτογενή μορφή,2071224.0,38068836.0,-35997612.0
59,"Chemical materials and products, n.e.s.","Χημικές ύλες και προϊόντα, μη κατονομαζόμενα",2031307.0,69363786.0,-67332479.0
61,"Leather, leather manufactures, n.e.s., and dressed furskins","Δέρματα, είδη από δέρμα, μη κατονομαζόμενα, και γουναρικά κατεργασμένα",2756246.0,4877908.0,-2121662.0
62,"Rubber manufactures, n.e.s.",Είδη από καουτσούκ,118931.0,88072408.0,-87953477.0
63,Cork and wood manufactures (excluding furniture),Είδη από φελλό και ξύλο (εκτός επίπλων),3096.0,81455059.0,-81451963.0
