section,2015,2025
"Βιομηχανικά είδη, ταξινομημένα κυρίως κατά πρώτη ύλη",562250169.0,1050370025.0
Διάφορα βιομηχανικά είδη,736941065.0,1605228330.0
"Είδη και συναλλαγές, μη ταξινομημένα κατά κατηγορίες",165801.0,3419.0
Λάδια και λίπη ζωικής ή φυτικής προέλευσης,3006848.0,3575098.0
Μηχανήματα και υλικό μεταφορών,1108484889.0,3322698775.0
"Ορυκτά, καύσιμα, λιπαντικά κλπ.",910408.0,2431158.0
Ποτά και καπνός,6160198.0,9760401.0
"Πρώτες ύλες μη εδώδιμες, εκτός από καύσιμα",13952098.0,27329326.0
Τρόφιμα και ζωντανά ζώα,40378636.0,94765400.0
Χημικά προϊόντα και συναφή,79363010.0,369169018.0
