section,2014,2024
"Βιομηχανικά είδη, ταξινομημένα κυρίως κατά πρώτη ύλη",503808928.0,1340341452.0
Διάφορα βιομηχανικά είδη,709426290.0,1647678162.0
"Είδη και συναλλαγές, μη ταξινομημένα κατά κατηγορίες",18733.0,4842.0
Λάδια και λίπη ζωικής ή φυτικής προέλευσης,2269853.0,3560972.0
Μηχανήματα και υλικό μεταφορών,935695202.0,3473794366.0
"Ορυκτά, καύσιμα, λιπαντικά κλπ.",494740.0,3580880.0
Ποτά και καπνός,3713478.0,11015077.0
"Πρώτες ύλες μη εδώδιμες, εκτός από καύσιμα",14465387.0,26619014.0
Τρόφιμα και ζωντανά ζώα,38372394.0,71948869.0
Χημικά προϊόντα και συναφή,83683045.0,364963206.0
