section,2014,2024
"Βιομηχανικά είδη, ταξινομημένα κυρίως κατά πρώτη ύλη",15311546.0,15023830.0
Διάφορα βιομηχανικά είδη,3046200.0,26056094.0
"Είδη και συναλλαγές, μη ταξινομημένα κατά κατηγορίες",18762619.0,9649.0
Λάδια και λίπη ζωικής ή φυτικής προέλευσης,4349496.0,795986.0
Μηχανήματα και υλικό μεταφορών,24336451.0,47975824.0
"Ορυκτά, καύσιμα, λιπαντικά κλπ.",40712901.0,14093100.0
Ποτά και καπνός,1960577.0,691432.0
"Πρώτες ύλες μη εδώδιμες, εκτός από καύσιμα",144103040.0,184988960.0
Τρόφιμα και ζωντανά ζώα,7248465.0,21798430.0
Χημικά προϊόντα και συναφή,13694424.0,83166551.0
