date,"Βιομηχανικά είδη, ταξινομημένα κυρίως κατά πρώτη ύλη",Διάφορα βιομηχανικά είδη,"Είδη και συναλλαγές, μη ταξινομημένα κατά κατηγορίες",Λάδια και λίπη ζωικής ή φυτικής προέλευσης,Μηχανήματα και υλικό μεταφορών,"Ορυκτά, καύσιμα, λιπαντικά κλπ.",Ποτά και καπνός,"Πρώτες ύλες μη εδώδιμες, εκτός από καύσιμα",Τρόφιμα και ζωντανά ζώα,Χημικά προϊόντα και συναφή
2002,2529800.0,1063038.0,,377677.0,27523873.0,253556.0,544759.0,16959278.0,147058.0,11569710.0
2003,2932672.0,1475641.0,150000.0,256341.0,4338439.0,142839.0,409.0,37416559.0,1186693.0,5628013.0
2004,11795856.0,1887301.0,29564.0,1115017.0,8374820.0,900103.0,,33117556.0,844135.0,2007588.0
2005,16625487.0,1905788.0,1619.0,2777059.0,5236882.0,64205.0,1500.0,50437203.0,1261992.0,2618061.0
2006,6865624.0,2699881.0,1227494.0,2977272.0,10285464.0,136045.0,96820.0,62638527.0,1660127.0,1807477.0
2007,22140227.0,5588205.0,16180384.0,3186931.0,8646538.0,3526568.0,39474.0,66368885.0,1975571.0,4308004.0
2008,24447771.0,2161578.0,13375253.0,3601954.0,3845328.0,1626958.0,205226.0,79967835.0,2004835.0,3372899.0
2009,21545210.0,1979566.0,14754841.0,4437481.0,4331904.0,18755550.0,198659.0,91189725.0,1813360.0,5838180.0
2010,25369088.0,1656534.0,20751411.0,4241805.0,7528706.0,109655453.0,635591.0,136487105.0,1522582.0,9018382.0
2011,22496340.0,1524147.0,20729642.0,7124417.0,8122909.0,24266978.0,2214597.0,207089578.0,3176652.0,8860493.0
2012,25554033.0,2817348.0,22847843.0,9506290.0,3587008.0,85619737.0,1987667.0,214731469.0,4621694.0,10735435.0
2013,34864908.0,3088545.0,24504948.0,6531353.0,14399642.0,80581104.0,2173215.0,198489890.0,5869750.0,10346634.0
2014,15311546.0,3046200.0,18762619.0,4349496.0,24336451.0,40712901.0,1960577.0,144103040.0,7248465.0,13694424.0
2015,13318487.0,3595034.0,16133693.0,4586655.0,24763376.0,1463348.0,10896189.0,126704357.0,7197511.0,19261461.0
2016,12128499.0,6278882.0,4958830.0,4220684.0,22744229.0,73592098.0,1767301.0,175503013.0,7588660.0,19320013.0
2017,12763778.0,7622251.0,6680486.0,2678327.0,22134837.0,114253794.0,2235462.0,278488911.0,7311307.0,19603091.0
2018,13295075.0,10070546.0,460810.0,2520769.0,42481856.0,443935108.0,2286257.0,342133734.0,9297996.0,35009878.0
2019,11038334.0,13595266.0,15989583.0,1582251.0,86553065.0,418621217.0,2516206.0,282258851.0,11988960.0,48320814.0
2020,9891760.0,16181583.0,96813.0,1772307.0,97520005.0,433558324.0,1902103.0,226529664.0,11760146.0,55607988.0
2021,18966667.0,11428461.0,9610557.0,1241939.0,89931599.0,267008313.0,2030675.0,237866517.0,17992744.0,59362595.0
2022,19685655.0,10200419.0,1364.0,1311865.0,68809069.0,60262470.0,1712254.0,151140270.0,29421322.0,59339613.0
2023,13552608.0,15580439.0,5170.0,726133.0,48311261.0,28052681.0,1942015.0,184639232.0,24677100.0,50331850.0
2024,15023830.0,26056094.0,9649.0,795986.0,47975824.0,14093100.0,691432.0,184988960.0,21798430.0,83166551.0
2025,16279528.0,21640181.0,97806.0,1752895.0,45684264.0,278571368.0,1003370.0,200011283.0,21384064.0,110110049.0
