date,"Βιομηχανικά είδη, ταξινομημένα κυρίως κατά πρώτη ύλη",Διάφορα βιομηχανικά είδη,"Είδη και συναλλαγές, μη ταξινομημένα κατά κατηγορίες",Λάδια και λίπη ζωικής ή φυτικής προέλευσης,Μηχανήματα και υλικό μεταφορών,"Ορυκτά, καύσιμα, λιπαντικά κλπ.",Ποτά και καπνός,"Πρώτες ύλες μη εδώδιμες, εκτός από καύσιμα",Τρόφιμα και ζωντανά ζώα,Χημικά προϊόντα και συναφή
2002,185082103.0,422125590.0,7986.0,1224154.0,368481815.0,1471908.0,3287714.0,11287820.0,9378976.0,26044911.0
2003,212900901.0,467877001.0,,1294272.0,482920314.0,385507.0,2626795.0,9787848.0,15046020.0,30364158.0
2004,280676768.0,579603483.0,1500.0,1651697.0,492207915.0,4924430.0,1341905.0,14551664.0,15124414.0,33043809.0
2005,357234546.0,729096877.0,84310.0,1665323.0,543657270.0,185689.0,762741.0,14025887.0,14268940.0,41764131.0
2006,417894750.0,789010400.0,52040.0,2161491.0,523729536.0,8799371.0,996261.0,10931669.0,15855957.0,49282420.0
2007,711391792.0,1047687076.0,21674.0,2724087.0,982610572.0,212003.0,2599930.0,24607729.0,29064403.0,66575507.0
2008,691547444.0,1115711403.0,10299.0,7755170.0,1357148346.0,270728.0,700408.0,23399642.0,25204256.0,83968390.0
2009,423784965.0,930594994.0,40973.0,2302682.0,1573554011.0,1220692.0,1389273.0,15314822.0,22255241.0,75879633.0
2010,446845724.0,879002715.0,7979.0,1655486.0,819704965.0,128838.0,2460641.0,12733843.0,29043265.0,69152584.0
2011,465202835.0,772143941.0,31725.0,1472118.0,822061098.0,882570.0,5369109.0,13065974.0,33562666.0,77435027.0
2012,406204812.0,636491879.0,46314.0,1889692.0,964291028.0,728370.0,1565854.0,38413450.0,33376269.0,65077641.0
2013,409520678.0,621035786.0,18520.0,1669219.0,770130292.0,682655.0,3764104.0,36439574.0,35463396.0,80466724.0
2014,503808928.0,709426290.0,18733.0,2269853.0,935695202.0,494740.0,3713478.0,14465387.0,38372394.0,83683045.0
2015,562250169.0,736941065.0,165801.0,3006848.0,1108484889.0,910408.0,6160198.0,13952098.0,40378636.0,79363010.0
2016,544572178.0,850211994.0,1065512.0,1916285.0,1262653875.0,1150647.0,3989323.0,12532138.0,46623644.0,96230494.0
2017,478691475.0,862093536.0,180392.0,2686806.0,1195267379.0,1161899.0,4612218.0,15575457.0,49786780.0,109074386.0
2018,683664780.0,1035201530.0,11210.0,2857818.0,1530205171.0,494183.0,2116459.0,11995354.0,44934739.0,133640344.0
2019,725505171.0,1598737678.0,12108.0,2723302.0,1520234848.0,981808.0,3825892.0,15010109.0,47262179.0,146991881.0
2020,647496348.0,1189520991.0,55016.0,1788897.0,1671203417.0,1639089.0,2308026.0,15849194.0,45694122.0,167312988.0
2021,864161756.0,1511471373.0,134825.0,2200518.0,2182678320.0,1401840.0,2462630.0,37067163.0,44800801.0,362886064.0
2022,1465830207.0,2199088550.0,8038.0,2871747.0,3672897678.0,8125082.0,10851128.0,24456957.0,71350034.0,452445709.0
2023,1419010898.0,1704609042.0,6948.0,4513815.0,3326239242.0,8188512.0,9398275.0,26886880.0,61089105.0,340553816.0
2024,1340341452.0,1647678162.0,4842.0,3560972.0,3473794366.0,3580880.0,11015077.0,26619014.0,71948869.0,364963206.0
2025,1050370025.0,1605228330.0,3419.0,3575098.0,3322698775.0,2431158.0,9760401.0,27329326.0,94765400.0,369169018.0
