date,daytotal,dailydose1,dailydose2,dailydose3,totaldose1,totaldose2,totaldose3,totaldistinctpersons,totalvaccinations,dailydose1_avg,dailydose2_avg,dailydose3_avg
2022-12-09,6826.0,35.0,46.0,6748.0,7932124.0,7642403.0,6953429.0,7931793.0,21949080.0,36.0,38.0,5625.0
2022-12-10,1628.0,8.0,12.0,1610.0,7932132.0,7642415.0,6955039.0,7931801.0,21950708.0,34.0,38.0,5635.0
2022-12-11,149.0,2.0,2.0,147.0,7932134.0,7642417.0,6955186.0,7931803.0,21950857.0,34.0,38.0,5631.0
2022-12-12,5160.0,21.0,29.0,5110.0,7932155.0,7642446.0,6960296.0,7931824.0,21956017.0,22.0,27.0,5567.0
2022-12-13,9298.0,57.0,74.0,9168.0,7932212.0,7642520.0,6969464.0,7931881.0,21965315.0,26.0,32.0,5521.0
2022-12-14,5491.0,42.0,56.0,5394.0,7932254.0,7642576.0,6974858.0,7931923.0,21970806.0,27.0,36.0,5420.0
2022-12-15,8339.0,40.0,45.0,8257.0,7932294.0,7642621.0,6983115.0,7931963.0,21979145.0,29.0,38.0,5205.0
2022-12-16,5743.0,60.0,54.0,5631.0,7932354.0,7642675.0,6988746.0,7932023.0,21984888.0,33.0,39.0,5045.0
2022-12-17,1391.0,4.0,9.0,1378.0,7932358.0,7642684.0,6990124.0,7932027.0,21986279.0,32.0,38.0,5012.0
2022-12-18,177.0,1.0,1.0,175.0,7932359.0,7642685.0,6990299.0,7932028.0,21986456.0,32.0,38.0,5016.0
2022-12-19,4163.0,114.0,127.0,3980.0,7932473.0,7642812.0,6994279.0,7932142.0,21990619.0,45.0,52.0,4855.0
2022-12-20,6638.0,30.0,41.0,6574.0,7932503.0,7642853.0,7000853.0,7932171.0,21997257.0,42.0,48.0,4484.0
2022-12-21,3508.0,35.0,25.0,3453.0,7932538.0,7642878.0,7004306.0,7932206.0,22000765.0,41.0,43.0,4207.0
2022-12-22,4010.0,18.0,21.0,3972.0,7932556.0,7642899.0,7008278.0,7932224.0,22004775.0,37.0,40.0,3595.0
2022-12-23,2176.0,28.0,33.0,2119.0,7932584.0,7642932.0,7010397.0,7932251.0,22006951.0,33.0,37.0,3093.0
2022-12-24,234.0,6.0,6.0,222.0,7932590.0,7642938.0,7010619.0,7932257.0,22007185.0,33.0,36.0,2928.0
2022-12-25,18.0,0.0,1.0,17.0,7932590.0,7642939.0,7010636.0,7932257.0,22007203.0,33.0,36.0,2905.0
2022-12-26,19.0,0.0,0.0,19.0,7932590.0,7642939.0,7010655.0,7932257.0,22007222.0,17.0,18.0,2339.0
2022-12-27,2842.0,36.0,41.0,2767.0,7932626.0,7642980.0,7013422.0,7932293.0,22010064.0,18.0,18.0,1796.0
2022-12-28,2267.0,30.0,36.0,2203.0,7932656.0,7643016.0,7015625.0,7932323.0,22012331.0,17.0,20.0,1617.0
2022-12-29,3084.0,30.0,30.0,3025.0,7932686.0,7643046.0,7018650.0,7932353.0,22015415.0,19.0,21.0,1482.0
2022-12-30,1586.0,35.0,41.0,1510.0,7932721.0,7643087.0,7020160.0,7932388.0,22017001.0,20.0,22.0,1395.0
2022-12-31,132.0,7.0,5.0,121.0,7932728.0,7643092.0,7020281.0,7932395.0,22017133.0,20.0,22.0,1380.0
2023-01-01,20.0,1.0,1.0,19.0,7932729.0,7643093.0,7020300.0,7932396.0,22017153.0,20.0,22.0,1381.0
2023-01-02,1409.0,70.0,86.0,1284.0,7932799.0,7643179.0,7021584.0,7932466.0,22018562.0,30.0,34.0,1561.0
2023-01-03,3521.0,23.0,24.0,3486.0,7932822.0,7643203.0,7025070.0,7932489.0,22022083.0,28.0,32.0,1664.0
2023-01-04,2815.0,27.0,22.0,2768.0,7932849.0,7643225.0,7027838.0,7932516.0,22024898.0,28.0,30.0,1745.0
2023-01-05,5177.0,29.0,37.0,5117.0,7932878.0,7643262.0,7032955.0,7932545.0,22030075.0,27.0,31.0,2044.0
2023-01-06,738.0,12.0,14.0,712.0,7932890.0,7643276.0,7033667.0,7932557.0,22030813.0,24.0,27.0,1930.0
2023-01-07,66.0,1.0,1.0,64.0,7932891.0,7643277.0,7033731.0,7932558.0,22030879.0,23.0,26.0,1921.0
2023-01-08,39.0,3.0,3.0,33.0,7932894.0,7643280.0,7033764.0,7932561.0,22030918.0,24.0,27.0,1923.0
2023-01-09,3365.0,30.0,37.0,3302.0,7932924.0,7643317.0,7037066.0,7932591.0,22034283.0,18.0,20.0,2212.0
2023-01-10,8008.0,50.0,52.0,7911.0,7932974.0,7643369.0,7044977.0,7932641.0,22042291.0,22.0,24.0,2844.0
2023-01-11,4454.0,45.0,40.0,4374.0,7933019.0,7643409.0,7049351.0,7932686.0,22046745.0,24.0,26.0,3073.0
2023-01-12,6877.0,32.0,35.0,6811.0,7933051.0,7643444.0,7056162.0,7932718.0,22053622.0,25.0,26.0,3315.0
2023-01-13,5238.0,57.0,72.0,5114.0,7933108.0,7643516.0,7061276.0,7932775.0,22058860.0,31.0,34.0,3944.0
2023-01-14,727.0,15.0,18.0,696.0,7933123.0,7643534.0,7061972.0,7932790.0,22059587.0,33.0,37.0,4034.0
2023-01-15,28.0,2.0,4.0,22.0,7933125.0,7643538.0,7061994.0,7932792.0,22059615.0,33.0,37.0,4033.0
2023-01-16,3601.0,136.0,159.0,3397.0,7933261.0,7643697.0,7065391.0,7932928.0,22063216.0,48.0,54.0,4046.0
2023-01-17,5894.0,25.0,24.0,5858.0,7933286.0,7643721.0,7071249.0,7932953.0,22069110.0,45.0,50.0,3753.0
2023-01-18,3107.0,45.0,42.0,3045.0,7933331.0,7643763.0,7074294.0,7932998.0,22072217.0,45.0,51.0,3563.0
2023-01-19,4518.0,34.0,38.0,4449.0,7933365.0,7643801.0,7078743.0,7933032.0,22076735.0,45.0,51.0,3226.0
2023-01-20,2974.0,27.0,36.0,2914.0,7933392.0,7643837.0,7081657.0,7933059.0,22079709.0,41.0,46.0,2912.0
2023-01-21,420.0,4.0,12.0,404.0,7933396.0,7643849.0,7082061.0,7933063.0,22080129.0,39.0,45.0,2870.0
2023-01-22,12.0,0.0,0.0,12.0,7933396.0,7643849.0,7082073.0,7933063.0,22080141.0,39.0,44.0,2868.0
2023-01-23,1817.0,27.0,26.0,1765.0,7933423.0,7643875.0,7083838.0,7933090.0,22081958.0,23.0,25.0,2635.0
2023-01-24,3227.0,47.0,34.0,3150.0,7933470.0,7643909.0,7086988.0,7933137.0,22085185.0,26.0,27.0,2248.0
2023-01-25,1673.0,46.0,34.0,1601.0,7933516.0,7643943.0,7088589.0,7933183.0,22086858.0,26.0,26.0,2042.0
2023-01-26,2240.0,43.0,28.0,2170.0,7933559.0,7643971.0,7090759.0,7933226.0,22089098.0,28.0,24.0,1717.0
2023-01-27,1470.0,39.0,42.0,1389.0,7933598.0,7644013.0,7092148.0,7933265.0,22090568.0,29.0,25.0,1499.0
2023-01-28,266.0,19.0,17.0,233.0,7933617.0,7644030.0,7092381.0,7933284.0,22090834.0,32.0,26.0,1474.0
2023-01-29,0.0,0.0,0.0,233.0,7933617.0,7644030.0,7092614.0,7933284.0,22090834.0,32.0,26.0,1506.0
2023-01-30,1136.0,74.0,97.0,1013.0,7933691.0,7644127.0,7093627.0,7933359.0,22092024.0,38.0,36.0,1398.0
2023-01-31,1863.0,31.0,17.0,1818.0,7933722.0,7644144.0,7095445.0,7933390.0,22093887.0,36.0,34.0,1208.0
2023-02-01,1101.0,28.0,24.0,1050.0,7933750.0,7644168.0,7096495.0,7933418.0,22094988.0,33.0,32.0,1129.0
2023-02-02,1769.0,33.0,11.0,1725.0,7933783.0,7644179.0,7098220.0,7933450.0,22096757.0,32.0,30.0,1066.0
2023-02-03,1250.0,30.0,20.0,1200.0,7933813.0,7644199.0,7099420.0,7933480.0,22098007.0,31.0,27.0,1039.0
2023-02-04,150.0,9.0,3.0,139.0,7933822.0,7644202.0,7099559.0,7933489.0,22098157.0,29.0,25.0,1025.0
2023-02-05,10.0,1.0,1.0,8.0,7933823.0,7644203.0,7099567.0,7933490.0,22098167.0,29.0,25.0,993.0
2023-02-06,463.0,17.0,10.0,437.0,7933840.0,7644213.0,7100004.0,7933507.0,22098630.0,21.0,12.0,911.0
2023-02-07,947.0,25.0,30.0,892.0,7933865.0,7644243.0,7100896.0,7933532.0,22099577.0,20.0,14.0,779.0
2023-02-08,610.0,23.0,22.0,567.0,7933888.0,7644265.0,7101463.0,7933555.0,22100187.0,20.0,14.0,710.0
2023-02-09,1059.0,27.0,16.0,1016.0,7933915.0,7644281.0,7102479.0,7933582.0,22101246.0,19.0,15.0,608.0
2023-02-10,704.0,23.0,19.0,662.0,7933938.0,7644300.0,7103141.0,7933605.0,22101950.0,18.0,14.0,532.0
2023-02-11,120.0,5.0,5.0,110.0,7933943.0,7644305.0,7103251.0,7933610.0,22102070.0,17.0,15.0,527.0
2023-02-12,34.0,0.0,0.0,34.0,7933943.0,7644305.0,7103285.0,7933610.0,22102104.0,17.0,15.0,531.0
2023-02-13,610.0,44.0,56.0,537.0,7933987.0,7644361.0,7103822.0,7933654.0,22102714.0,21.0,21.0,545.0
2023-02-14,1061.0,27.0,15.0,1025.0,7934014.0,7644376.0,7104847.0,7933681.0,22103775.0,21.0,19.0,564.0
2023-02-15,553.0,9.0,12.0,532.0,7934023.0,7644388.0,7105379.0,7933690.0,22104328.0,19.0,18.0,559.0
2023-02-16,808.0,23.0,17.0,769.0,7934046.0,7644405.0,7106148.0,7933713.0,22105136.0,19.0,18.0,524.0
2023-02-17,599.0,24.0,22.0,557.0,7934070.0,7644427.0,7106705.0,7933737.0,22105735.0,19.0,18.0,509.0
2023-02-18,114.0,9.0,3.0,103.0,7934079.0,7644430.0,7106808.0,7933746.0,22105849.0,19.0,18.0,508.0
2023-02-19,6.0,0.0,1.0,5.0,7934079.0,7644431.0,7106813.0,7933746.0,22105855.0,19.0,18.0,504.0
2023-02-20,471.0,20.0,7.0,445.0,7934099.0,7644438.0,7107258.0,7933766.0,22106326.0,16.0,11.0,491.0
2023-02-21,887.0,19.0,16.0,853.0,7934118.0,7644454.0,7108111.0,7933785.0,22107213.0,15.0,11.0,466.0
2023-02-22,555.0,13.0,24.0,519.0,7934131.0,7644478.0,7108630.0,7933798.0,22107768.0,15.0,13.0,464.0
2023-02-23,742.0,27.0,17.0,699.0,7934158.0,7644495.0,7109329.0,7933825.0,22108510.0,16.0,13.0,454.0
2023-02-24,516.0,27.0,26.0,466.0,7934185.0,7644521.0,7109795.0,7933852.0,22109026.0,16.0,13.0,441.0
2023-02-25,77.0,5.0,8.0,65.0,7934190.0,7644529.0,7109860.0,7933857.0,22109103.0,16.0,14.0,436.0
2023-02-26,6.0,0.0,0.0,6.0,7934190.0,7644529.0,7109866.0,7933857.0,22109109.0,16.0,14.0,436.0
2023-02-27,16.0,1.0,2.0,13.0,7934191.0,7644531.0,7109879.0,7933858.0,22109125.0,13.0,13.0,374.0
2023-02-28,552.0,23.0,27.0,505.0,7934214.0,7644558.0,7110384.0,7933881.0,22109677.0,14.0,15.0,325.0
2023-03-01,401.0,24.0,23.0,358.0,7934238.0,7644581.0,7110742.0,7933905.0,22110078.0,15.0,15.0,302.0
2023-03-02,658.0,22.0,18.0,615.0,7934260.0,7644599.0,7111357.0,7933927.0,22110736.0,15.0,15.0,290.0
2023-03-03,435.0,46.0,44.0,365.0,7934306.0,7644643.0,7111722.0,7933973.0,22111171.0,17.0,17.0,275.0
2023-03-04,71.0,3.0,0.0,68.0,7934309.0,7644643.0,7111790.0,7933976.0,22111242.0,17.0,16.0,276.0
2023-03-05,42.0,1.0,1.0,40.0,7934310.0,7644644.0,7111830.0,7933977.0,22111284.0,17.0,16.0,281.0
2023-03-06,449.0,66.0,71.0,355.0,7934376.0,7644715.0,7112185.0,7934043.0,22111733.0,26.0,26.0,329.0
2023-03-07,545.0,26.0,21.0,501.0,7934402.0,7644736.0,7112686.0,7934069.0,22112278.0,27.0,25.0,329.0
2023-03-08,291.0,19.0,21.0,257.0,7934421.0,7644757.0,7112943.0,7934088.0,22112569.0,26.0,25.0,314.0
2023-03-09,546.0,31.0,26.0,503.0,7934452.0,7644783.0,7113446.0,7934119.0,22113115.0,27.0,26.0,298.0
2023-03-10,411.0,35.0,30.0,348.0,7934487.0,7644813.0,7113794.0,7934154.0,22113526.0,26.0,24.0,296.0
2023-03-11,66.0,6.0,7.0,54.0,7934493.0,7644820.0,7113848.0,7934160.0,22113592.0,26.0,25.0,294.0
2023-03-12,0.0,0.0,0.0,0.0,7934493.0,7644820.0,7113848.0,7934160.0,22113592.0,26.0,25.0,288.0
2023-03-13,325.0,23.0,35.0,268.0,7934516.0,7644855.0,7114116.0,7934183.0,22113917.0,20.0,20.0,276.0
2023-03-14,470.0,17.0,21.0,435.0,7934533.0,7644876.0,7114551.0,7934200.0,22114387.0,19.0,20.0,266.0
2023-03-15,261.0,14.0,12.0,237.0,7934547.0,7644888.0,7114788.0,7934214.0,22114648.0,18.0,19.0,264.0
2023-03-16,430.0,14.0,30.0,382.0,7934561.0,7644918.0,7115170.0,7934228.0,22115078.0,16.0,19.0,246.0
2023-03-17,364.0,20.0,27.0,305.0,7934581.0,7644945.0,7115475.0,7934248.0,22115442.0,13.0,19.0,240.0
2023-03-18,46.0,5.0,6.0,38.0,7934586.0,7644951.0,7115513.0,7934253.0,22115488.0,13.0,19.0,238.0
2023-03-19,9.0,2.0,2.0,6.0,7934588.0,7644953.0,7115519.0,7934255.0,22115497.0,14.0,19.0,239.0
2023-03-20,274.0,65.0,64.0,203.0,7934653.0,7645017.0,7115722.0,7934320.0,22115771.0,20.0,23.0,229.0
2023-03-21,494.0,48.0,40.0,413.0,7934701.0,7645057.0,7116135.0,7934368.0,22116265.0,24.0,26.0,226.0
2023-03-22,282.0,18.0,23.0,244.0,7934719.0,7645080.0,7116379.0,7934386.0,22116547.0,25.0,27.0,227.0
2023-03-23,440.0,19.0,23.0,401.0,7934738.0,7645103.0,7116780.0,7934405.0,22116987.0,25.0,26.0,230.0
2023-03-24,207.0,24.0,29.0,160.0,7934762.0,7645132.0,7116940.0,7934429.0,22117194.0,26.0,27.0,209.0
2023-03-25,30.0,1.0,1.0,28.0,7934763.0,7645133.0,7116968.0,7934430.0,22117224.0,25.0,26.0,208.0
2023-03-26,7.0,0.0,1.0,6.0,7934763.0,7645134.0,7116974.0,7934430.0,22117231.0,25.0,26.0,208.0
2023-03-27,197.0,22.0,16.0,162.0,7934785.0,7645150.0,7117136.0,7934452.0,22117428.0,19.0,19.0,202.0
2023-03-28,275.0,21.0,17.0,239.0,7934806.0,7645167.0,7117375.0,7934473.0,22117703.0,15.0,16.0,177.0
2023-03-29,190.0,10.0,15.0,167.0,7934816.0,7645182.0,7117542.0,7934483.0,22117893.0,14.0,15.0,166.0
2023-03-30,353.0,17.0,19.0,314.0,7934833.0,7645201.0,7117856.0,7934500.0,22118246.0,14.0,14.0,154.0
2023-03-31,226.0,19.0,37.0,161.0,7934852.0,7645238.0,7118017.0,7934519.0,22118472.0,13.0,15.0,154.0
2023-04-01,28.0,10.0,1.0,17.0,7934862.0,7645239.0,7118034.0,7934529.0,22118500.0,14.0,15.0,152.0
2023-04-02,4.0,0.0,2.0,2.0,7934862.0,7645241.0,7118036.0,7934529.0,22118504.0,14.0,15.0,152.0
2023-04-03,185.0,46.0,34.0,133.0,7934908.0,7645275.0,7118169.0,7934575.0,22118689.0,18.0,18.0,148.0
2023-04-04,280.0,32.0,16.0,233.0,7934940.0,7645291.0,7118402.0,7934607.0,22118969.0,19.0,18.0,147.0
2023-04-05,192.0,19.0,19.0,159.0,7934959.0,7645310.0,7118561.0,7934626.0,22119161.0,20.0,18.0,146.0
2023-04-06,214.0,24.0,13.0,179.0,7934983.0,7645323.0,7118740.0,7934650.0,22119375.0,21.0,17.0,126.0
2023-04-07,172.0,20.0,4.0,148.0,7935003.0,7645327.0,7118888.0,7934670.0,22119547.0,22.0,13.0,124.0
2023-04-08,0.0,0.0,0.0,0.0,7935003.0,7645327.0,7118888.0,7934670.0,22119547.0,20.0,13.0,122.0
2023-04-09,6.0,0.0,0.0,6.0,7935003.0,7645327.0,7118894.0,7934670.0,22119553.0,20.0,12.0,123.0
2023-04-10,132.0,25.0,24.0,83.0,7935028.0,7645351.0,7118977.0,7934695.0,22119685.0,17.0,11.0,115.0
2023-04-11,168.0,12.0,6.0,150.0,7935040.0,7645357.0,7119127.0,7934707.0,22119853.0,14.0,9.0,104.0
2023-04-12,104.0,19.0,17.0,71.0,7935059.0,7645374.0,7119198.0,7934726.0,22119957.0,14.0,9.0,91.0
2023-04-13,114.0,23.0,12.0,78.0,7935082.0,7645386.0,7119276.0,7934749.0,22120071.0,14.0,9.0,77.0
2023-04-14,7.0,0.0,1.0,6.0,7935082.0,7645387.0,7119282.0,7934749.0,22120078.0,11.0,9.0,56.0
2023-04-15,1.0,1.0,1.0,0.0,7935083.0,7645388.0,7119282.0,7934750.0,22120079.0,11.0,9.0,56.0
2023-04-16,0.0,0.0,0.0,0.0,7935083.0,7645388.0,7119282.0,7934750.0,22120079.0,11.0,9.0,55.0
2023-04-17,1.0,0.0,0.0,1.0,7935083.0,7645388.0,7119283.0,7934750.0,22120080.0,8.0,5.0,44.0
2023-04-18,95.0,10.0,20.0,65.0,7935093.0,7645408.0,7119348.0,7934760.0,22120175.0,8.0,7.0,32.0
2023-04-19,94.0,12.0,10.0,73.0,7935105.0,7645418.0,7119421.0,7934772.0,22120269.0,7.0,6.0,32.0
2023-04-20,147.0,21.0,13.0,112.0,7935126.0,7645431.0,7119533.0,7934793.0,22120416.0,6.0,6.0,37.0
2023-04-21,102.0,19.0,17.0,66.0,7935145.0,7645448.0,7119599.0,7934812.0,22120518.0,9.0,9.0,45.0
2023-04-22,3.0,2.0,1.0,1.0,7935147.0,7645449.0,7119600.0,7934814.0,22120521.0,9.0,9.0,45.0
2023-04-23,0.0,0.0,0.0,0.0,7935147.0,7645449.0,7119600.0,7934814.0,22120521.0,9.0,9.0,45.0
2023-04-24,155.0,32.0,15.0,108.0,7935179.0,7645464.0,7119708.0,7934846.0,22120676.0,14.0,11.0,61.0
2023-04-25,188.0,18.0,19.0,156.0,7935197.0,7645483.0,7119864.0,7934864.0,22120864.0,15.0,11.0,74.0
2023-04-26,134.0,10.0,17.0,108.0,7935207.0,7645500.0,7119972.0,7934874.0,22120998.0,15.0,12.0,79.0
2023-04-27,207.0,14.0,17.0,171.0,7935221.0,7645517.0,7120143.0,7934888.0,22121205.0,14.0,12.0,87.0
2023-04-28,143.0,26.0,39.0,86.0,7935247.0,7645556.0,7120229.0,7934914.0,22121348.0,15.0,15.0,90.0
2023-04-29,0.0,0.0,0.0,0.0,7935247.0,7645556.0,7120229.0,7934914.0,22121348.0,14.0,15.0,90.0
2023-04-30,16.0,0.0,0.0,16.0,7935247.0,7645556.0,7120245.0,7934914.0,22121364.0,14.0,15.0,92.0
2023-05-01,6.0,1.0,0.0,5.0,7935248.0,7645556.0,7120250.0,7934915.0,22121370.0,10.0,13.0,77.0
2023-05-02,108.0,10.0,18.0,80.0,7935258.0,7645574.0,7120330.0,7934925.0,22121478.0,9.0,13.0,67.0
2023-05-03,139.0,25.0,20.0,103.0,7935283.0,7645594.0,7120433.0,7934950.0,22121617.0,11.0,13.0,66.0
2023-05-04,0.0,0.0,0.0,103.0,7935283.0,7645594.0,7120536.0,7934950.0,22121617.0,9.0,11.0,56.0
2023-05-05,145.0,56.0,48.0,58.0,7935339.0,7645642.0,7120594.0,7935036.0,22121939.0,13.0,12.0,52.0
2023-05-06,19.0,6.0,7.0,9.0,7935345.0,7645649.0,7120603.0,7935042.0,22121958.0,14.0,13.0,53.0
2023-05-07,5.0,0.0,0.0,5.0,7935345.0,7645649.0,7120608.0,7935042.0,22121963.0,14.0,13.0,52.0
2023-05-08,120.0,17.0,17.0,86.0,7935362.0,7645666.0,7120694.0,7935059.0,22122083.0,16.0,16.0,63.0
2023-05-09,142.0,11.0,16.0,118.0,7935373.0,7645682.0,7120812.0,7935070.0,22122225.0,16.0,15.0,69.0
2023-05-10,94.0,7.0,8.0,80.0,7935380.0,7645690.0,7120892.0,7935077.0,22122319.0,14.0,14.0,66.0
2023-05-11,189.0,28.0,13.0,144.0,7935408.0,7645703.0,7121036.0,7935105.0,22122508.0,18.0,16.0,71.0
2023-05-12,75.0,13.0,10.0,50.0,7935421.0,7645713.0,7121086.0,7935118.0,22122583.0,12.0,10.0,70.0
2023-05-13,4.0,2.0,1.0,1.0,7935423.0,7645714.0,7121087.0,7935120.0,22122587.0,11.0,9.0,69.0
2023-05-14,14.0,1.0,1.0,12.0,7935424.0,7645715.0,7121099.0,7935121.0,22122601.0,11.0,9.0,70.0
2023-05-15,131.0,46.0,36.0,76.0,7935470.0,7645751.0,7121175.0,7935166.0,22122732.0,15.0,12.0,69.0
2023-05-16,140.0,7.0,21.0,112.0,7935477.0,7645772.0,7121287.0,7935173.0,22122872.0,15.0,13.0,68.0
2023-05-17,88.0,10.0,11.0,67.0,7935487.0,7645783.0,7121354.0,7935183.0,22122960.0,15.0,13.0,66.0
2023-05-18,138.0,14.0,10.0,115.0,7935501.0,7645793.0,7121469.0,7935197.0,22123098.0,13.0,13.0,62.0
2023-05-19,70.0,12.0,17.0,42.0,7935513.0,7645810.0,7121511.0,7935209.0,22123168.0,13.0,14.0,61.0
2023-05-20,8.0,3.0,2.0,3.0,7935516.0,7645812.0,7121514.0,7935212.0,22123176.0,13.0,14.0,61.0
2023-05-21,1.0,1.0,1.0,0.0,7935517.0,7645813.0,7121514.0,7935213.0,22123177.0,13.0,14.0,59.0
2023-05-22,86.0,22.0,17.0,47.0,7935539.0,7645830.0,7121561.0,7935235.0,22123263.0,10.0,11.0,55.0
2023-05-23,104.0,8.0,10.0,86.0,7935547.0,7645840.0,7121647.0,7935243.0,22123367.0,10.0,10.0,51.0
2023-05-24,75.0,10.0,12.0,52.0,7935557.0,7645852.0,7121699.0,7935253.0,22123442.0,10.0,10.0,49.0
2023-05-25,108.0,15.0,22.0,70.0,7935572.0,7645874.0,7121769.0,7935268.0,22123550.0,10.0,12.0,43.0
2023-05-26,68.0,15.0,15.0,40.0,7935587.0,7645889.0,7121809.0,7935283.0,22123618.0,11.0,11.0,43.0
2023-05-27,2.0,1.0,1.0,0.0,7935588.0,7645890.0,7121809.0,7935284.0,22123620.0,10.0,11.0,42.0
2023-05-28,2.0,0.0,0.0,2.0,7935588.0,7645890.0,7121811.0,7935284.0,22123622.0,10.0,11.0,42.0
2023-05-29,88.0,26.0,29.0,42.0,7935614.0,7645919.0,7121853.0,7935310.0,22123710.0,11.0,13.0,42.0
2023-05-30,129.0,14.0,17.0,99.0,7935628.0,7645936.0,7121952.0,7935324.0,22123839.0,12.0,14.0,44.0
2023-05-31,47.0,7.0,7.0,33.0,7935635.0,7645943.0,7121985.0,7935331.0,22123886.0,11.0,13.0,41.0
2023-06-01,118.0,20.0,8.0,90.0,7935655.0,7645951.0,7122075.0,7935351.0,22124004.0,12.0,11.0,44.0
2023-06-02,60.0,19.0,8.0,39.0,7935674.0,7645959.0,7122114.0,7935370.0,22124064.0,12.0,10.0,44.0
2023-06-03,3.0,0.0,0.0,3.0,7935674.0,7645959.0,7122117.0,7935370.0,22124067.0,12.0,10.0,44.0
2023-06-04,2.0,1.0,0.0,1.0,7935675.0,7645959.0,7122118.0,7935371.0,22124069.0,12.0,10.0,44.0
2023-06-05,1.0,0.0,0.0,1.0,7935675.0,7645959.0,7122119.0,7935371.0,22124070.0,9.0,6.0,38.0
2023-06-06,74.0,6.0,4.0,64.0,7935681.0,7645963.0,7122183.0,7935377.0,22124144.0,8.0,4.0,33.0
2023-06-07,72.0,14.0,9.0,49.0,7935695.0,7645972.0,7122232.0,7935391.0,22124216.0,9.0,4.0,35.0
2023-06-08,109.0,14.0,12.0,82.0,7935709.0,7645984.0,7122314.0,7935405.0,22124325.0,8.0,5.0,34.0
2023-06-09,60.0,10.0,11.0,39.0,7935719.0,7645995.0,7122353.0,7935415.0,22124385.0,6.0,5.0,34.0
2023-06-10,1.0,0.0,0.0,1.0,7935719.0,7645995.0,7122354.0,7935415.0,22124386.0,6.0,5.0,34.0
2023-06-11,0.0,0.0,0.0,0.0,7935719.0,7645995.0,7122354.0,7935415.0,22124386.0,6.0,5.0,34.0
2023-06-12,104.0,20.0,34.0,60.0,7935739.0,7646029.0,7122414.0,7935435.0,22124490.0,9.0,10.0,42.0
2023-06-13,78.0,9.0,8.0,60.0,7935748.0,7646037.0,7122474.0,7935444.0,22124568.0,10.0,11.0,42.0
2023-06-14,39.0,4.0,4.0,32.0,7935752.0,7646041.0,7122506.0,7935448.0,22124607.0,8.0,10.0,39.0
2023-06-15,67.0,9.0,5.0,53.0,7935761.0,7646046.0,7122559.0,7935457.0,22124674.0,7.0,9.0,35.0
2023-06-16,58.0,20.0,17.0,24.0,7935781.0,7646063.0,7122583.0,7935477.0,22124732.0,9.0,10.0,33.0
2023-06-17,5.0,1.0,1.0,3.0,7935782.0,7646064.0,7122586.0,7935478.0,22124737.0,9.0,10.0,33.0
2023-06-18,0.0,0.0,0.0,0.0,7935782.0,7646064.0,7122586.0,7935478.0,22124737.0,9.0,10.0,33.0
2023-06-19,45.0,10.0,10.0,25.0,7935792.0,7646074.0,7122611.0,7935487.0,22124782.0,8.0,6.0,28.0
2023-06-20,100.0,16.0,15.0,73.0,7935808.0,7646089.0,7122684.0,7935503.0,22124882.0,9.0,7.0,30.0
2023-06-21,56.0,10.0,12.0,35.0,7935818.0,7646101.0,7122719.0,7935513.0,22124938.0,9.0,9.0,30.0
2023-06-22,81.0,5.0,14.0,62.0,7935823.0,7646115.0,7122781.0,7935518.0,22125019.0,9.0,10.0,32.0
2023-06-23,29.0,7.0,7.0,17.0,7935830.0,7646122.0,7122798.0,7935525.0,22125048.0,7.0,8.0,31.0
2023-06-24,3.0,1.0,1.0,1.0,7935831.0,7646123.0,7122799.0,7935526.0,22125051.0,7.0,8.0,30.0
2023-06-25,0.0,0.0,0.0,0.0,7935831.0,7646123.0,7122799.0,7935526.0,22125051.0,7.0,8.0,30.0
2023-06-26,54.0,17.0,22.0,25.0,7935848.0,7646145.0,7122824.0,7935543.0,22125105.0,8.0,10.0,30.0
2023-06-27,63.0,15.0,15.0,36.0,7935863.0,7646160.0,7122860.0,7935558.0,22125168.0,8.0,10.0,25.0
2023-06-28,37.0,8.0,9.0,21.0,7935871.0,7646169.0,7122881.0,7935566.0,22125205.0,8.0,10.0,23.0
2023-06-29,95.0,15.0,24.0,56.0,7935886.0,7646193.0,7122937.0,7935581.0,22125300.0,9.0,11.0,22.0
2023-06-30,36.0,6.0,12.0,18.0,7935892.0,7646205.0,7122955.0,7935587.0,22125336.0,9.0,12.0,22.0
2023-07-01,3.0,1.0,1.0,1.0,7935893.0,7646206.0,7122956.0,7935588.0,22125339.0,9.0,12.0,22.0
2023-07-02,0.0,0.0,0.0,0.0,7935893.0,7646206.0,7122956.0,7935588.0,22125339.0,9.0,12.0,22.0
2023-07-03,38.0,9.0,7.0,22.0,7935902.0,7646213.0,7122978.0,7935596.0,22125377.0,8.0,10.0,22.0
2023-07-04,73.0,14.0,17.0,43.0,7935916.0,7646230.0,7123021.0,7935610.0,22125450.0,8.0,10.0,23.0
2023-07-05,55.0,16.0,10.0,30.0,7935932.0,7646240.0,7123051.0,7935626.0,22125505.0,9.0,10.0,24.0
2023-07-06,60.0,13.0,17.0,30.0,7935945.0,7646257.0,7123081.0,7935639.0,22125565.0,8.0,9.0,21.0
2023-07-07,46.0,11.0,14.0,20.0,7935956.0,7646271.0,7123101.0,7935650.0,22125611.0,9.0,9.0,21.0
