area,areaid,dailydose1,dailydose2,dailydose3,daydiff,daytotal,totaldistinctpersons,totaldose1,totaldose2,totaldose3,totalvaccinations,date
ΔΥΤΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,904,429,705,0,140,1134,19868,19868,10119,0,29987,2021-02-23
ΕΒΡΟΥ,102,338,89,0,-10,427,7152,7152,3888,0,11040,2021-02-23
ΕΥΒΟΙΑΣ,802,350,207,0,-136,557,7567,7567,4488,0,12055,2021-02-23
ΕΥΡΥΤΑΝΙΑΣ,803,52,21,0,-1,73,896,896,488,0,1384,2021-02-23
ΖΑΚΥΝΘΟΥ,601,52,50,0,-6,102,1437,1437,1126,0,2563,2021-02-23
ΗΛΕΙΑΣ,703,140,178,0,2,318,4652,4652,2713,0,7365,2021-02-23
ΗΜΑΘΙΑΣ,201,207,156,0,11,363,5867,5867,2574,0,8441,2021-02-23
ΗΡΑΚΛΕΙΟΥ,1301,419,306,0,-15,725,12004,12004,7608,0,19612,2021-02-23
ΘΑΣΟΥ,103,2,46,0,6,48,423,423,236,0,659,2021-02-23
ΘΕΣΠΡΩΤΙΑΣ,402,83,95,0,-6,178,2656,2656,1418,0,4074,2021-02-23
ΘΕΣΣΑΛΟΝΙΚΗΣ,202,1927,1538,0,-251,3465,57692,57692,28085,0,85777,2021-02-23
ΘΗΡΑΣ,1202,1,11,0,-24,12,387,387,284,0,671,2021-02-23
ΙΘΑΚΗΣ,602,4,2,0,0,6,128,128,3,0,131,2021-02-23
ΙΚΑΡΙΑΣ,1101,22,10,0,-45,32,792,792,318,0,1110,2021-02-23
ΙΩΑΝΝΙΝΩΝ,403,351,138,0,-53,489,9757,9757,5751,0,15508,2021-02-23
ΚΑΒΑΛΑΣ,104,152,116,0,-15,268,5208,5208,2761,0,7969,2021-02-23
ΚΑΛΥΜΝΟΥ,1203,1,36,0,-2,37,727,727,636,0,1363,2021-02-23
ΚΑΡΔΙΤΣΑΣ,501,217,252,0,4,469,5970,5970,2879,0,8849,2021-02-23
ΚΑΡΠΑΘΟΥ,1204,1,10,0,-19,11,272,272,226,0,498,2021-02-23
ΚΑΣΤΟΡΙΑΣ,302,98,60,0,5,158,2571,2571,1317,0,3888,2021-02-23
ΚΕΑΣ-ΚΥΘΝΟΥ,1205,0,0,0,0,0,44,44,0,0,44,2021-02-23
ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,905,1879,2179,0,507,4058,75449,75449,39723,0,115172,2021-02-23
ΚΕΡΚΥΡΑΣ,603,63,102,0,-8,165,3750,3750,2335,0,6085,2021-02-23
ΚΕΦΑΛΛΗΝΙΑΣ,604,71,19,0,-184,90,2121,2121,1483,0,3604,2021-02-23
ΚΙΛΚΙΣ,203,173,130,0,-15,303,3764,3764,2013,0,5777,2021-02-23
ΚΟΖΑΝΗΣ,303,191,163,0,12,354,6044,6044,2529,0,8573,2021-02-23
ΚΟΡΙΝΘΙΑΣ,1003,180,137,0,-16,317,4564,4564,1771,0,6335,2021-02-23
ΚΩ,1206,40,66,0,-134,106,1494,1494,885,0,2379,2021-02-23
ΛΑΚΩΝΙΑΣ,1004,141,133,0,-8,274,4229,4229,2050,0,6279,2021-02-23
ΛΑΡΙΣΑΣ,502,413,320,0,-102,733,11340,11340,5079,0,16419,2021-02-23
ΛΑΣΙΘΙΟΥ,1302,120,210,0,-8,330,4619,4619,3296,0,7915,2021-02-23
ΛΕΣΒΟΥ,1102,43,84,0,-81,127,2926,2926,2089,0,5015,2021-02-23
ΛΕΥΚΑΔΑΣ,605,90,4,0,-10,94,1865,1865,750,0,2615,2021-02-23
ΛΗΜΝΟΥ,1103,0,18,0,-42,18,791,791,630,0,1421,2021-02-23
ΜΑΓΝΗΣΙΑΣ,503,242,191,0,-55,433,6063,6063,3009,0,9072,2021-02-23
ΜΕΣΣΗΝΙΑΣ,1005,194,226,0,-49,420,6614,6614,3287,0,9901,2021-02-23
ΜΗΛΟΥ,1207,0,22,0,-5,22,292,292,72,0,364,2021-02-23
ΜΥΚΟΝΟΥ,1208,6,18,0,-18,24,165,165,142,0,307,2021-02-23
ΝΑΞΟΥ,1209,0,12,0,-36,12,456,456,371,0,827,2021-02-23
ΝΗΣΩΝ,906,36,194,0,-3,230,1911,1911,1111,0,3022,2021-02-23
ΝΟΤΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,907,613,289,0,132,902,11668,11668,4867,0,16535,2021-02-23
ΞΑΝΘΗΣ,105,140,59,0,-8,199,3073,3073,1712,0,4785,2021-02-23
ΠΑΡΟΥ,1210,1,41,0,0,42,304,304,194,0,498,2021-02-23
ΠΕΙΡΑΙΩΣ,908,595,599,0,158,1194,18706,18706,9788,0,28494,2021-02-23
ΠΕΛΛΑΣ,204,123,278,0,-15,401,6522,6522,3031,0,9553,2021-02-23
ΠΙΕΡΙΑΣ,205,66,211,0,38,277,4506,4506,2243,0,6749,2021-02-23
ΠΡΕΒΕΖΑΣ,404,157,7,0,5,164,2266,2266,852,0,3118,2021-02-23
ΡΕΘΥΜΝΟΥ,1303,174,127,0,6,301,3373,3373,2094,0,5467,2021-02-23
ΡΟΔΟΠΗΣ,106,102,63,0,-12,165,2934,2934,1369,0,4303,2021-02-23
ΡΟΔΟΥ,1211,155,13,0,-49,168,3554,3554,1933,0,5487,2021-02-23
ΣΑΜΟΥ,1104,37,12,0,-35,49,1204,1204,732,0,1936,2021-02-23
ΣΕΡΡΩΝ,206,378,70,0,-14,448,5856,5856,2140,0,7996,2021-02-23
ΣΠΟΡΑΔΩΝ,504,0,12,0,-54,12,285,285,195,0,480,2021-02-23
ΣΥΡΟΥ,1212,2,4,0,-54,6,906,906,673,0,1579,2021-02-23
ΤΗΝΟΥ,1213,6,36,0,-6,42,304,304,211,0,515,2021-02-23
ΤΡΙΚΑΛΩΝ,505,229,192,0,-23,421,6619,6619,2855,0,9474,2021-02-23
ΦΘΙΩΤΙΔΑΣ,804,205,83,0,-28,288,4847,4847,2662,0,7509,2021-02-23
ΦΛΩΡΙΝΑΣ,304,91,52,0,-8,143,2218,2218,1203,0,3421,2021-02-23
ΦΩΚΙΔΑΣ,805,45,52,0,-2,97,1476,1476,693,0,2169,2021-02-23
ΧΑΛΚΙΔΙΚΗΣ,207,259,100,0,-50,359,3800,3800,1571,0,5371,2021-02-23
ΧΑΝΙΩΝ,1304,243,371,0,75,614,8156,8156,4597,0,12753,2021-02-23
ΧΙΟΥ,1105,115,14,0,-25,129,2424,2424,893,0,3317,2021-02-23
ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,701,232,172,0,18,404,6377,6377,2443,0,8820,2021-02-24
ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,901,398,502,0,60,900,12496,12496,5983,0,18479,2021-02-24
ΑΝΔΡΟΥ,1201,1,42,0,2,43,297,297,231,0,528,2021-02-24
ΑΡΓΟΛΙΔΑΣ,1001,110,159,0,-16,269,4105,4105,2227,0,6332,2021-02-24
ΑΡΚΑΔΙΑΣ,1002,127,156,0,6,283,4066,4066,2121,0,6187,2021-02-24
ΑΡΤΑΣ,401,40,153,0,5,193,3798,3798,2181,0,5979,2021-02-24
ΑΧΑΪΑΣ,702,283,392,0,-54,675,11833,11833,7649,0,19482,2021-02-24
ΒΟΙΩΤΙΑΣ,801,262,121,0,-23,383,4917,4917,2084,0,7001,2021-02-24
ΒΟΡΕΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,902,3933,1353,0,267,5286,73658,73658,34204,0,107862,2021-02-24
ΓΡΕΒΕΝΩΝ,301,37,43,0,-13,80,1687,1687,729,0,2416,2021-02-24
ΔΡΑΜΑΣ,101,100,145,0,7,245,4168,4168,2149,0,6317,2021-02-24
ΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ,903,146,66,0,-97,212,3887,3887,2728,0,6615,2021-02-24
ΔΥΤΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,904,392,631,0,-111,1023,20260,20260,10750,0,31010,2021-02-24
ΕΒΡΟΥ,102,279,154,0,6,433,7431,7431,4042,0,11473,2021-02-24
ΕΥΒΟΙΑΣ,802,230,296,0,-31,526,7797,7797,4784,0,12581,2021-02-24
ΕΥΡΥΤΑΝΙΑΣ,803,30,40,0,-3,70,926,926,528,0,1454,2021-02-24
ΖΑΚΥΝΘΟΥ,601,48,11,0,-43,59,1485,1485,1137,0,2622,2021-02-24
ΗΛΕΙΑΣ,703,124,218,0,24,342,4776,4776,2931,0,7707,2021-02-24
ΗΜΑΘΙΑΣ,201,166,199,0,2,365,6033,6033,2773,0,8806,2021-02-24
ΗΡΑΚΛΕΙΟΥ,1301,453,273,0,1,726,12457,12457,7881,0,20338,2021-02-24
ΘΑΣΟΥ,103,6,36,0,-6,42,429,429,272,0,701,2021-02-24
ΘΕΣΠΡΩΤΙΑΣ,402,42,104,0,-32,146,2698,2698,1522,0,4220,2021-02-24
ΘΕΣΣΑΛΟΝΙΚΗΣ,202,2057,1590,0,182,3647,59749,59749,29675,0,89424,2021-02-24
ΘΗΡΑΣ,1202,5,13,0,6,18,392,392,297,0,689,2021-02-24
ΙΘΑΚΗΣ,602,0,0,0,-6,0,128,128,3,0,131,2021-02-24
ΙΚΑΡΙΑΣ,1101,15,20,0,3,35,807,807,338,0,1145,2021-02-24
ΙΩΑΝΝΙΝΩΝ,403,236,242,0,-11,478,9993,9993,5993,0,15986,2021-02-24
ΚΑΒΑΛΑΣ,104,170,114,0,16,284,5378,5378,2875,0,8253,2021-02-24
ΚΑΛΥΜΝΟΥ,1203,5,13,0,-19,18,732,732,649,0,1381,2021-02-24
ΚΑΡΔΙΤΣΑΣ,501,251,226,0,8,477,6221,6221,3105,0,9326,2021-02-24
ΚΑΡΠΑΘΟΥ,1204,0,13,0,2,13,272,272,239,0,511,2021-02-24
ΚΑΣΤΟΡΙΑΣ,302,89,52,0,-17,141,2660,2660,1369,0,4029,2021-02-24
ΚΕΑΣ-ΚΥΘΝΟΥ,1205,0,0,0,0,0,44,44,0,0,44,2021-02-24
ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,905,1614,2332,0,-112,3946,77063,77063,42055,0,119118,2021-02-24
ΚΕΡΚΥΡΑΣ,603,50,109,0,-6,159,3800,3800,2444,0,6244,2021-02-24
ΚΕΦΑΛΛΗΝΙΑΣ,604,7,10,0,-73,17,2128,2128,1493,0,3621,2021-02-24
ΚΙΛΚΙΣ,203,174,92,0,-37,266,3938,3938,2105,0,6043,2021-02-24
ΚΟΖΑΝΗΣ,303,145,193,0,-16,338,6189,6189,2722,0,8911,2021-02-24
ΚΟΡΙΝΘΙΑΣ,1003,178,148,0,9,326,4742,4742,1919,0,6661,2021-02-24
ΚΩ,1206,40,6,0,-60,46,1534,1534,891,0,2425,2021-02-24
ΛΑΚΩΝΙΑΣ,1004,130,154,0,10,284,4359,4359,2204,0,6563,2021-02-24
ΛΑΡΙΣΑΣ,502,334,350,0,-49,684,11674,11674,5429,0,17103,2021-02-24
ΛΑΣΙΘΙΟΥ,1302,104,139,0,-87,243,4723,4723,3435,0,8158,2021-02-24
ΛΕΣΒΟΥ,1102,44,72,0,-11,116,2970,2970,2161,0,5131,2021-02-24
ΛΕΥΚΑΔΑΣ,605,58,38,0,2,96,1923,1923,788,0,2711,2021-02-24
ΛΗΜΝΟΥ,1103,3,9,0,-6,12,794,794,639,0,1433,2021-02-24
ΜΑΓΝΗΣΙΑΣ,503,230,163,0,-40,393,6293,6293,3172,0,9465,2021-02-24
ΜΕΣΣΗΝΙΑΣ,1005,181,254,0,15,435,6795,6795,3541,0,10336,2021-02-24
ΜΗΛΟΥ,1207,4,18,0,0,22,296,296,90,0,386,2021-02-24
ΜΥΚΟΝΟΥ,1208,0,0,0,-24,0,165,165,142,0,307,2021-02-24
ΝΑΞΟΥ,1209,2,22,0,12,24,458,458,393,0,851,2021-02-24
ΝΗΣΩΝ,906,22,116,0,-92,138,1933,1933,1227,0,3160,2021-02-24
ΝΟΤΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,907,560,299,0,-43,859,12228,12228,5166,0,17394,2021-02-24
ΞΑΝΘΗΣ,105,138,68,0,7,206,3211,3211,1780,0,4991,2021-02-24
ΠΑΡΟΥ,1210,0,36,0,-6,36,304,304,230,0,534,2021-02-24
ΠΕΙΡΑΙΩΣ,908,760,613,0,179,1373,19466,19466,10401,0,29867,2021-02-24
ΠΕΛΛΑΣ,204,127,292,0,18,419,6649,6649,3323,0,9972,2021-02-24
ΠΙΕΡΙΑΣ,205,32,207,0,-38,239,4538,4538,2450,0,6988,2021-02-24
ΠΡΕΒΕΖΑΣ,404,117,45,0,-2,162,2383,2383,897,0,3280,2021-02-24
ΡΕΘΥΜΝΟΥ,1303,200,69,0,-32,269,3573,3573,2163,0,5736,2021-02-24
ΡΟΔΟΠΗΣ,106,100,47,0,-18,147,3034,3034,1416,0,4450,2021-02-24
ΡΟΔΟΥ,1211,180,11,0,23,191,3734,3734,1944,0,5678,2021-02-24
ΣΑΜΟΥ,1104,40,6,0,-3,46,1244,1244,738,0,1982,2021-02-24
ΣΕΡΡΩΝ,206,371,55,0,-22,426,6227,6227,2195,0,8422,2021-02-24
ΣΠΟΡΑΔΩΝ,504,1,5,0,-6,6,286,286,200,0,486,2021-02-24
ΣΥΡΟΥ,1212,3,3,0,0,6,909,909,676,0,1585,2021-02-24
ΤΗΝΟΥ,1213,2,28,0,-12,30,306,306,239,0,545,2021-02-24
ΤΡΙΚΑΛΩΝ,505,200,198,0,-23,398,6819,6819,3053,0,9872,2021-02-24
ΦΘΙΩΤΙΔΑΣ,804,232,33,0,-23,265,5079,5079,2695,0,7774,2021-02-24
ΦΛΩΡΙΝΑΣ,304,61,86,0,4,147,2279,2279,1289,0,3568,2021-02-24
ΦΩΚΙΔΑΣ,805,71,52,0,26,123,1547,1547,745,0,2292,2021-02-24
ΧΑΛΚΙΔΙΚΗΣ,207,253,60,0,-46,313,4053,4053,1631,0,5684,2021-02-24
ΧΑΝΙΩΝ,1304,204,365,0,-45,569,8360,8360,4962,0,13322,2021-02-24
ΧΙΟΥ,1105,123,9,0,3,132,2547,2547,902,0,3449,2021-02-24
ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,701,225,181,0,2,406,6602,6602,2624,0,9226,2021-02-25
ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,901,448,532,0,80,980,12944,12944,6515,0,19459,2021-02-25
ΑΝΔΡΟΥ,1201,0,12,0,-31,12,297,297,243,0,540,2021-02-25
ΑΡΓΟΛΙΔΑΣ,1001,92,152,0,-25,244,4197,4197,2379,0,6576,2021-02-25
ΑΡΚΑΔΙΑΣ,1002,142,146,0,5,288,4208,4208,2267,0,6475,2021-02-25
ΑΡΤΑΣ,401,30,138,0,-25,168,3828,3828,2319,0,6147,2021-02-25
ΑΧΑΪΑΣ,702,222,489,0,36,711,12055,12055,8138,0,20193,2021-02-25
ΒΟΙΩΤΙΑΣ,801,286,107,0,10,393,5203,5203,2191,0,7394,2021-02-25
ΒΟΡΕΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,902,3583,1348,0,-355,4931,77241,77241,35552,0,112793,2021-02-25
ΓΡΕΒΕΝΩΝ,301,56,48,0,24,104,1743,1743,777,0,2520,2021-02-25
ΔΡΑΜΑΣ,101,129,147,0,31,276,4297,4297,2296,0,6593,2021-02-25
ΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ,903,153,57,0,-2,210,4040,4040,2785,0,6825,2021-02-25
ΔΥΤΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,904,485,583,0,45,1068,20745,20745,11333,0,32078,2021-02-25
ΕΒΡΟΥ,102,273,165,0,5,438,7704,7704,4207,0,11911,2021-02-25
ΕΥΒΟΙΑΣ,802,243,246,0,-37,489,8040,8040,5030,0,13070,2021-02-25
ΕΥΡΥΤΑΝΙΑΣ,803,28,25,0,-17,53,954,954,553,0,1507,2021-02-25
ΖΑΚΥΝΘΟΥ,601,36,18,0,-5,54,1521,1521,1155,0,2676,2021-02-25
ΗΛΕΙΑΣ,703,154,192,0,4,346,4930,4930,3123,0,8053,2021-02-25
ΗΜΑΘΙΑΣ,201,177,189,0,1,366,6210,6210,2962,0,9172,2021-02-25
ΗΡΑΚΛΕΙΟΥ,1301,456,256,0,-14,712,12913,12913,8137,0,21050,2021-02-25
ΘΑΣΟΥ,103,1,41,0,0,42,430,430,313,0,743,2021-02-25
ΘΕΣΠΡΩΤΙΑΣ,402,80,103,0,37,183,2778,2778,1625,0,4403,2021-02-25
ΘΕΣΣΑΛΟΝΙΚΗΣ,202,2231,1561,0,145,3792,61980,61980,31236,0,93216,2021-02-25
ΘΗΡΑΣ,1202,3,3,0,-12,6,395,395,300,0,695,2021-02-25
ΙΘΑΚΗΣ,602,0,0,0,0,0,128,128,3,0,131,2021-02-25
ΙΚΑΡΙΑΣ,1101,16,8,0,-11,24,823,823,346,0,1169,2021-02-25
ΙΩΑΝΝΙΝΩΝ,403,256,232,0,10,488,10249,10249,6225,0,16474,2021-02-25
ΚΑΒΑΛΑΣ,104,123,199,0,38,322,5501,5501,3074,0,8575,2021-02-25
ΚΑΛΥΜΝΟΥ,1203,13,4,0,-1,17,745,745,653,0,1398,2021-02-25
ΚΑΡΔΙΤΣΑΣ,501,199,217,0,-61,416,6420,6420,3322,0,9742,2021-02-25
ΚΑΡΠΑΘΟΥ,1204,6,6,0,-1,12,278,278,245,0,523,2021-02-25
ΚΑΣΤΟΡΙΑΣ,302,107,69,0,35,176,2767,2767,1438,0,4205,2021-02-25
ΚΕΑΣ-ΚΥΘΝΟΥ,1205,0,0,0,0,0,44,44,0,0,44,2021-02-25
ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,905,1816,2407,0,277,4223,78879,78879,44462,0,123341,2021-02-25
ΚΕΡΚΥΡΑΣ,603,67,95,0,3,162,3867,3867,2539,0,6406,2021-02-25
ΚΕΦΑΛΛΗΝΙΑΣ,604,45,67,0,95,112,2173,2173,1560,0,3733,2021-02-25
ΚΙΛΚΙΣ,203,135,119,0,-12,254,4073,4073,2224,0,6297,2021-02-25
ΚΟΖΑΝΗΣ,303,226,183,0,71,409,6415,6415,2905,0,9320,2021-02-25
ΚΟΡΙΝΘΙΑΣ,1003,178,153,0,5,331,4920,4920,2072,0,6992,2021-02-25
ΚΩ,1206,58,5,0,17,63,1592,1592,896,0,2488,2021-02-25
ΛΑΚΩΝΙΑΣ,1004,107,149,0,-28,256,4466,4466,2353,0,6819,2021-02-25
ΛΑΡΙΣΑΣ,502,284,358,0,-42,642,11958,11958,5787,0,17745,2021-02-25
ΛΑΣΙΘΙΟΥ,1302,100,138,0,-5,238,4823,4823,3573,0,8396,2021-02-25
ΛΕΣΒΟΥ,1102,85,75,0,44,160,3055,3055,2236,0,5291,2021-02-25
ΛΕΥΚΑΔΑΣ,605,54,45,0,3,99,1977,1977,833,0,2810,2021-02-25
ΛΗΜΝΟΥ,1103,15,3,0,6,18,809,809,642,0,1451,2021-02-25
ΜΑΓΝΗΣΙΑΣ,503,250,151,0,8,401,6543,6543,3323,0,9866,2021-02-25
ΜΕΣΣΗΝΙΑΣ,1005,136,260,0,-39,396,6931,6931,3801,0,10732,2021-02-25
ΜΗΛΟΥ,1207,1,17,0,-4,18,297,297,107,0,404,2021-02-25
ΜΥΚΟΝΟΥ,1208,0,0,0,0,0,165,165,142,0,307,2021-02-25
ΝΑΞΟΥ,1209,12,12,0,0,24,470,470,405,0,875,2021-02-25
ΝΗΣΩΝ,906,21,107,0,-10,128,1954,1954,1334,0,3288,2021-02-25
ΝΟΤΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,907,518,278,0,-63,796,12746,12746,5444,0,18190,2021-02-25
ΞΑΝΘΗΣ,105,99,111,0,4,210,3310,3310,1891,0,5201,2021-02-25
ΠΑΡΟΥ,1210,0,30,0,-6,30,304,304,260,0,564,2021-02-25
ΠΕΙΡΑΙΩΣ,908,775,597,0,-1,1372,20241,20241,10998,0,31239,2021-02-25
ΠΕΛΛΑΣ,204,158,293,0,32,451,6807,6807,3616,0,10423,2021-02-25
ΠΙΕΡΙΑΣ,205,99,203,0,63,302,4637,4637,2653,0,7290,2021-02-25
ΠΡΕΒΕΖΑΣ,404,117,50,0,5,167,2500,2500,947,0,3447,2021-02-25
ΡΕΘΥΜΝΟΥ,1303,230,21,0,-18,251,3803,3803,2184,0,5987,2021-02-25
ΡΟΔΟΠΗΣ,106,124,75,0,52,199,3158,3158,1491,0,4649,2021-02-25
ΡΟΔΟΥ,1211,161,7,0,-23,168,3895,3895,1951,0,5846,2021-02-25
ΣΑΜΟΥ,1104,50,7,0,11,57,1294,1294,745,0,2039,2021-02-25
ΣΕΡΡΩΝ,206,287,115,0,-24,402,6514,6514,2310,0,8824,2021-02-25
ΣΠΟΡΑΔΩΝ,504,0,0,0,-6,0,286,286,200,0,486,2021-02-25
ΣΥΡΟΥ,1212,19,5,0,18,24,928,928,681,0,1609,2021-02-25
ΤΗΝΟΥ,1213,3,21,0,-6,24,309,309,260,0,569,2021-02-25
ΤΡΙΚΑΛΩΝ,505,173,212,0,-13,385,6992,6992,3265,0,10257,2021-02-25
ΦΘΙΩΤΙΔΑΣ,804,275,37,0,47,312,5354,5354,2732,0,8086,2021-02-25
ΦΛΩΡΙΝΑΣ,304,72,95,0,20,167,2351,2351,1384,0,3735,2021-02-25
ΦΩΚΙΔΑΣ,805,47,50,0,-26,97,1594,1594,795,0,2389,2021-02-25
ΧΑΛΚΙΔΙΚΗΣ,207,206,90,0,-17,296,4259,4259,1721,0,5980,2021-02-25
ΧΑΝΙΩΝ,1304,185,341,0,-43,526,8545,8545,5303,0,13848,2021-02-25
ΧΙΟΥ,1105,88,38,0,-6,126,2635,2635,940,0,3575,2021-02-25
ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,701,213,193,0,0,406,6815,6815,2817,0,9632,2021-02-26
ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,901,439,530,0,-11,969,13383,13383,7045,0,20428,2021-02-26
ΑΝΔΡΟΥ,1201,0,17,0,5,17,297,297,260,0,557,2021-02-26
ΑΡΓΟΛΙΔΑΣ,1001,115,159,0,30,274,4312,4312,2538,0,6850,2021-02-26
ΑΡΚΑΔΙΑΣ,1002,144,146,0,2,290,4352,4352,2413,0,6765,2021-02-26
ΑΡΤΑΣ,401,46,143,0,21,189,3874,3874,2462,0,6336,2021-02-26
ΑΧΑΪΑΣ,702,273,438,0,0,711,12328,12328,8576,0,20904,2021-02-26
ΒΟΙΩΤΙΑΣ,801,265,106,0,-22,371,5468,5468,2297,0,7765,2021-02-26
ΒΟΡΕΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,902,3300,1332,0,-299,4632,80541,80541,36884,0,117425,2021-02-26
ΓΡΕΒΕΝΩΝ,301,71,53,0,20,124,1814,1814,830,0,2644,2021-02-26
ΔΡΑΜΑΣ,101,75,149,0,-52,224,4372,4372,2445,0,6817,2021-02-26
ΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ,903,129,38,0,-43,167,4169,4169,2823,0,6992,2021-02-26
ΔΥΤΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,904,408,565,0,-95,973,21153,21153,11898,0,33051,2021-02-26
ΕΒΡΟΥ,102,201,166,0,-71,367,7905,7905,4373,0,12278,2021-02-26
ΕΥΒΟΙΑΣ,802,304,218,0,33,522,8344,8344,5248,0,13592,2021-02-26
ΕΥΡΥΤΑΝΙΑΣ,803,34,38,0,19,72,988,988,591,0,1579,2021-02-26
ΖΑΚΥΝΘΟΥ,601,7,51,0,4,58,1528,1528,1206,0,2734,2021-02-26
ΗΛΕΙΑΣ,703,144,167,0,-35,311,5074,5074,3290,0,8364,2021-02-26
ΗΜΑΘΙΑΣ,201,164,205,0,3,369,6374,6374,3167,0,9541,2021-02-26
ΗΡΑΚΛΕΙΟΥ,1301,397,285,0,-30,682,13310,13310,8422,0,21732,2021-02-26
ΘΑΣΟΥ,103,0,30,0,-12,30,430,430,343,0,773,2021-02-26
ΘΕΣΠΡΩΤΙΑΣ,402,65,107,0,-11,172,2843,2843,1732,0,4575,2021-02-26
ΘΕΣΣΑΛΟΝΙΚΗΣ,202,2079,1548,0,-165,3627,64059,64059,32784,0,96843,2021-02-26
ΘΗΡΑΣ,1202,1,5,0,0,6,396,396,305,0,701,2021-02-26
ΙΘΑΚΗΣ,602,0,0,0,0,0,128,128,3,0,131,2021-02-26
ΙΚΑΡΙΑΣ,1101,25,45,0,46,70,848,848,391,0,1239,2021-02-26
ΙΩΑΝΝΙΝΩΝ,403,263,266,0,41,529,10512,10512,6491,0,17003,2021-02-26
ΚΑΒΑΛΑΣ,104,81,203,0,-38,284,5582,5582,3277,0,8859,2021-02-26
ΚΑΛΥΜΝΟΥ,1203,207,8,0,198,215,952,952,661,0,1613,2021-02-26
ΚΑΡΔΙΤΣΑΣ,501,289,174,0,47,463,6709,6709,3496,0,10205,2021-02-26
ΚΑΡΠΑΘΟΥ,1204,0,0,0,-12,0,278,278,245,0,523,2021-02-26
ΚΑΣΤΟΡΙΑΣ,302,53,100,0,-23,153,2820,2820,1538,0,4358,2021-02-26
ΚΕΑΣ-ΚΥΘΝΟΥ,1205,0,0,0,0,0,44,44,0,0,44,2021-02-26
ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,905,1594,2416,0,-213,4010,80473,80473,46878,0,127351,2021-02-26
ΚΕΡΚΥΡΑΣ,603,37,121,0,-4,158,3904,3904,2660,0,6564,2021-02-26
ΚΕΦΑΛΛΗΝΙΑΣ,604,48,25,0,-39,73,2221,2221,1585,0,3806,2021-02-26
ΚΙΛΚΙΣ,203,86,85,0,-83,171,4159,4159,2309,0,6468,2021-02-26
ΚΟΖΑΝΗΣ,303,190,195,0,-24,385,6605,6605,3100,0,9705,2021-02-26
ΚΟΡΙΝΘΙΑΣ,1003,173,153,0,-5,326,5093,5093,2225,0,7318,2021-02-26
ΚΩ,1206,52,6,0,-5,58,1644,1644,902,0,2546,2021-02-26
ΛΑΚΩΝΙΑΣ,1004,119,147,0,10,266,4585,4585,2500,0,7085,2021-02-26
ΛΑΡΙΣΑΣ,502,361,327,0,46,688,12319,12319,6114,0,18433,2021-02-26
ΛΑΣΙΘΙΟΥ,1302,85,120,0,-33,205,4908,4908,3693,0,8601,2021-02-26
ΛΕΣΒΟΥ,1102,52,119,0,11,171,3107,3107,2355,0,5462,2021-02-26
ΛΕΥΚΑΔΑΣ,605,52,54,0,7,106,2029,2029,887,0,2916,2021-02-26
ΛΗΜΝΟΥ,1103,3,39,0,24,42,812,812,681,0,1493,2021-02-26
ΜΑΓΝΗΣΙΑΣ,503,208,165,0,-28,373,6751,6751,3488,0,10239,2021-02-26
ΜΕΣΣΗΝΙΑΣ,1005,164,255,0,23,419,7095,7095,4056,0,11151,2021-02-26
ΜΗΛΟΥ,1207,1,23,0,6,24,298,298,130,0,428,2021-02-26
ΜΥΚΟΝΟΥ,1208,0,0,0,0,0,165,165,142,0,307,2021-02-26
ΝΑΞΟΥ,1209,3,3,0,-18,6,473,473,408,0,881,2021-02-26
ΝΗΣΩΝ,906,51,96,0,19,147,2005,2005,1430,0,3435,2021-02-26
ΝΟΤΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,907,501,293,0,-2,794,13247,13247,5737,0,18984,2021-02-26
ΞΑΝΘΗΣ,105,104,96,0,-10,200,3414,3414,1987,0,5401,2021-02-26
