area,areaid,dailydose1,dailydose2,dailydose3,daydiff,daytotal,totaldistinctpersons,totaldose1,totaldose2,totaldose3,totalvaccinations,date
ΤΗΝΟΥ,1213,0,0,0,-35,0,5983,5983,5457,0,10784,2021-08-01
ΤΡΙΚΑΛΩΝ,505,3,2,0,-586,5,61288,61288,57571,0,115820,2021-08-01
ΦΘΙΩΤΙΔΑΣ,804,5,8,0,-615,13,70863,70863,65890,0,134268,2021-08-01
ΦΛΩΡΙΝΑΣ,304,0,0,0,-161,0,24027,24027,22286,0,45185,2021-08-01
ΦΩΚΙΔΑΣ,805,0,0,0,-95,0,15745,15745,14362,0,28582,2021-08-01
ΧΑΛΚΙΔΙΚΗΣ,207,10,4,0,-538,14,51275,51275,46985,0,96087,2021-08-01
ΧΑΝΙΩΝ,1304,15,27,0,-979,42,91092,91093,81218,0,169223,2021-08-01
ΧΙΟΥ,1105,6,3,0,-375,9,31610,31612,28812,0,53326,2021-08-01
ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,701,198,560,0,736,738,85525,85525,78708,0,160633,2021-08-02
ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,901,654,1065,0,1648,1690,133270,133272,115945,0,245858,2021-08-02
ΑΝΔΡΟΥ,1201,8,4,0,12,12,6271,6271,5850,0,11750,2021-08-02
ΑΡΓΟΛΙΔΑΣ,1001,260,332,0,541,562,54537,54537,49481,0,99215,2021-08-02
ΑΡΚΑΔΙΑΣ,1002,85,170,0,234,240,39008,39008,35999,0,72772,2021-08-02
ΑΡΤΑΣ,401,162,120,0,255,268,32222,32222,29155,0,58684,2021-08-02
ΑΧΑΪΑΣ,702,499,975,0,1398,1439,153321,153321,138459,0,284098,2021-08-02
ΒΟΙΩΤΙΑΣ,801,137,369,0,475,492,64882,64883,57457,0,117934,2021-08-02
ΒΟΡΕΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,902,1775,4916,0,6205,6532,577479,577488,521917,0,1081912,2021-08-02
ΓΡΕΒΕΝΩΝ,301,40,84,0,113,114,16230,16230,14883,0,29470,2021-08-02
ΔΡΑΜΑΣ,101,120,210,0,310,310,39402,39402,36535,0,73739,2021-08-02
ΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ,903,176,259,0,414,435,42638,42639,36350,0,78989,2021-08-02
ΔΥΤΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,904,954,2065,0,2690,2949,375140,375142,335290,0,703699,2021-08-02
ΕΒΡΟΥ,102,248,307,0,512,525,69517,69520,63682,0,128968,2021-08-02
ΕΥΒΟΙΑΣ,802,815,512,0,1237,1274,97973,97974,87744,0,180169,2021-08-02
ΕΥΡΥΤΑΝΙΑΣ,803,17,91,0,105,105,7135,7135,6693,0,12830,2021-08-02
ΖΑΚΥΝΘΟΥ,601,105,219,0,305,309,24257,24258,21994,0,42033,2021-08-02
ΗΛΕΙΑΣ,703,234,529,0,723,747,64998,64999,59292,0,120548,2021-08-02
ΗΜΑΘΙΑΣ,201,120,363,0,459,468,57925,57925,53682,0,108436,2021-08-02
ΗΡΑΚΛΕΙΟΥ,1301,922,955,0,1747,1812,156255,156257,137582,0,287688,2021-08-02
ΘΑΣΟΥ,103,37,54,0,81,81,9566,9567,8954,0,16336,2021-08-02
ΘΕΣΠΡΩΤΙΑΣ,402,107,116,0,213,220,29564,29564,27068,0,54915,2021-08-02
ΘΕΣΣΑΛΟΝΙΚΗΣ,202,1720,1885,0,3356,3491,563888,563897,521054,0,1067231,2021-08-02
ΘΗΡΑΣ,1202,161,172,0,287,287,19949,19949,17682,0,30813,2021-08-02
ΙΘΑΚΗΣ,602,24,14,0,28,28,2090,2090,2001,0,4001,2021-08-02
ΙΚΑΡΙΑΣ,1101,0,0,0,0,0,5234,5234,5088,0,10142,2021-08-02
ΙΩΑΝΝΙΝΩΝ,403,184,426,0,566,591,90154,90155,84226,0,169326,2021-08-02
ΚΑΒΑΛΑΣ,104,197,294,0,458,462,57659,57659,53774,0,109090,2021-08-02
ΚΑΛΥΜΝΟΥ,1203,35,31,0,66,66,14542,14542,13620,0,24902,2021-08-02
ΚΑΡΔΙΤΣΑΣ,501,117,274,0,382,386,56966,56966,51846,0,106771,2021-08-02
ΚΑΡΠΑΘΟΥ,1204,0,0,0,0,0,4508,4508,4254,0,8536,2021-08-02
ΚΑΣΤΟΡΙΑΣ,302,68,157,0,214,215,25753,25753,24055,0,48338,2021-08-02
ΚΕΑΣ-ΚΥΘΝΟΥ,1205,12,0,0,12,12,3617,3617,3317,0,6715,2021-08-02
ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,905,1995,3073,0,4483,4872,616283,616293,556054,0,1133547,2021-08-02
ΚΕΡΚΥΡΑΣ,603,166,347,0,458,498,61457,61457,57425,0,110064,2021-08-02
ΚΕΦΑΛΛΗΝΙΑΣ,604,73,158,0,223,226,20527,20527,19290,0,36807,2021-08-02
ΚΙΛΚΙΣ,203,69,181,0,233,235,33172,33172,31162,0,61866,2021-08-02
ΚΟΖΑΝΗΣ,303,190,358,0,519,523,66179,66179,61164,0,123565,2021-08-02
ΚΟΡΙΝΘΙΑΣ,1003,337,338,0,636,650,67915,67915,60988,0,125831,2021-08-02
ΚΩ,1206,148,128,0,196,236,24578,24578,22543,0,40627,2021-08-02
ΛΑΚΩΝΙΑΣ,1004,131,241,0,354,357,39739,39739,36594,0,73067,2021-08-02
ΛΑΡΙΣΑΣ,502,255,541,0,757,771,125313,125313,114980,0,235116,2021-08-02
ΛΑΣΙΘΙΟΥ,1302,183,360,0,512,523,47693,47693,42790,0,85171,2021-08-02
ΛΕΣΒΟΥ,1102,196,306,0,467,467,41553,41553,37724,0,73226,2021-08-02
ΛΕΥΚΑΔΑΣ,605,74,137,0,188,196,20051,20051,18854,0,32596,2021-08-02
ΛΗΜΝΟΥ,1103,47,59,0,102,102,10081,10081,9446,0,17854,2021-08-02
ΜΑΓΝΗΣΙΑΣ,503,280,487,0,740,748,94500,94501,85797,0,177311,2021-08-02
ΜΕΣΣΗΝΙΑΣ,1005,329,483,0,777,782,78674,78674,70964,0,145466,2021-08-02
ΜΗΛΟΥ,1207,19,19,0,-93,19,8815,8815,8278,0,16452,2021-08-02
ΜΥΚΟΝΟΥ,1208,108,69,0,136,159,13440,13440,12335,0,18954,2021-08-02
ΝΑΞΟΥ,1209,40,54,0,89,89,12313,12313,11247,0,21558,2021-08-02
ΝΗΣΩΝ,906,116,181,0,279,291,52411,52412,48216,0,87977,2021-08-02
ΝΟΤΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,907,654,530,0,890,1150,315861,315866,285338,0,597045,2021-08-02
ΞΑΝΘΗΣ,105,294,256,0,516,525,46695,46695,41517,0,85697,2021-08-02
ΠΑΡΟΥ,1210,75,56,0,114,121,12611,12611,11975,0,19548,2021-08-02
ΠΕΙΡΑΙΩΣ,908,1077,759,0,1730,1772,157713,157713,139238,0,289834,2021-08-02
ΠΕΛΛΑΣ,204,126,433,0,547,549,63440,63441,58843,0,119043,2021-08-02
ΠΙΕΡΙΑΣ,205,186,317,0,489,493,56815,56815,51920,0,106650,2021-08-02
ΠΡΕΒΕΖΑΣ,404,77,155,0,215,216,30911,30911,28759,0,57671,2021-08-02
ΡΕΘΥΜΝΟΥ,1303,292,320,0,580,597,43981,43981,37586,0,78420,2021-08-02
ΡΟΔΟΠΗΣ,106,568,174,0,689,713,50358,50358,44356,0,91629,2021-08-02
ΡΟΔΟΥ,1211,456,715,0,1020,1086,71128,71128,63955,0,115699,2021-08-02
ΣΑΜΟΥ,1104,61,120,0,172,174,16411,16411,14999,0,29083,2021-08-02
ΣΕΡΡΩΝ,206,172,328,0,478,480,67886,67887,63023,0,128386,2021-08-02
ΣΠΟΡΑΔΩΝ,504,14,4,0,16,18,8687,8687,8320,0,15859,2021-08-02
ΣΥΡΟΥ,1212,33,104,0,127,127,14843,14843,14681,0,23934,2021-08-02
ΤΗΝΟΥ,1213,9,9,0,18,18,5992,5992,5466,0,10802,2021-08-02
ΤΡΙΚΑΛΩΝ,505,126,261,0,372,377,61414,61414,57832,0,116197,2021-08-02
ΦΘΙΩΤΙΔΑΣ,804,213,261,0,446,459,71076,71076,66151,0,134727,2021-08-02
ΦΛΩΡΙΝΑΣ,304,62,121,0,178,178,24089,24089,22407,0,45363,2021-08-02
ΦΩΚΙΔΑΣ,805,43,99,0,137,137,15788,15788,14461,0,28719,2021-08-02
ΧΑΛΚΙΔΙΚΗΣ,207,314,317,0,578,592,51589,51589,47302,0,96679,2021-08-02
ΧΑΝΙΩΝ,1304,393,594,0,905,947,91485,91486,81812,0,170170,2021-08-02
ΧΙΟΥ,1105,192,137,0,311,320,31802,31804,28949,0,53646,2021-08-02
ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,701,151,368,0,-240,498,85676,85676,79076,0,161131,2021-08-03
ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,901,467,1317,0,71,1761,133737,133739,117262,0,247619,2021-08-03
ΑΝΔΡΟΥ,1201,0,0,0,-12,0,6271,6271,5850,0,11750,2021-08-03
ΑΡΓΟΛΙΔΑΣ,1001,150,428,0,-6,556,54687,54687,49909,0,99771,2021-08-03
ΑΡΚΑΔΙΑΣ,1002,66,175,0,-9,231,39074,39074,36174,0,73003,2021-08-03
ΑΡΤΑΣ,401,90,201,0,8,276,32312,32312,29356,0,58960,2021-08-03
ΑΧΑΪΑΣ,702,384,1085,0,-5,1434,153705,153705,139544,0,285532,2021-08-03
ΒΟΙΩΤΙΑΣ,801,97,416,0,2,494,64979,64980,57873,0,118428,2021-08-03
ΒΟΡΕΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,902,1360,4980,0,-351,6181,578839,578848,526897,0,1088093,2021-08-03
ΓΡΕΒΕΝΩΝ,301,17,48,0,-49,65,16247,16247,14931,0,29535,2021-08-03
ΔΡΑΜΑΣ,101,68,190,0,-62,248,39470,39470,36725,0,73987,2021-08-03
ΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ,903,101,355,0,21,456,42739,42740,36705,0,79445,2021-08-03
ΔΥΤΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,904,683,2830,0,519,3468,375823,375825,338120,0,707167,2021-08-03
ΕΒΡΟΥ,102,142,378,0,-28,497,69659,69662,64060,0,129465,2021-08-03
ΕΥΒΟΙΑΣ,802,602,607,0,-100,1174,98575,98576,88351,0,181343,2021-08-03
ΕΥΡΥΤΑΝΙΑΣ,803,11,85,0,-12,93,7146,7146,6778,0,12923,2021-08-03
ΖΑΚΥΝΘΟΥ,601,100,130,0,-92,217,24357,24358,22124,0,42250,2021-08-03
ΗΛΕΙΑΣ,703,175,295,0,-294,453,65173,65174,59587,0,121001,2021-08-03
ΗΜΑΘΙΑΣ,201,109,213,0,-161,307,58034,58034,53895,0,108743,2021-08-03
ΗΡΑΚΛΕΙΟΥ,1301,604,1453,0,171,1983,156859,156861,139035,0,289671,2021-08-03
ΘΑΣΟΥ,103,39,36,0,-16,65,9605,9606,8990,0,16401,2021-08-03
ΘΕΣΠΡΩΤΙΑΣ,402,49,117,0,-58,162,29613,29613,27185,0,55077,2021-08-03
ΘΕΣΣΑΛΟΝΙΚΗΣ,202,1159,2396,0,-43,3448,565047,565056,523450,0,1070679,2021-08-03
ΘΗΡΑΣ,1202,123,114,0,-80,207,20072,20072,17796,0,31020,2021-08-03
ΙΘΑΚΗΣ,602,0,0,0,-28,0,2090,2090,2001,0,4001,2021-08-03
ΙΚΑΡΙΑΣ,1101,0,0,0,0,0,5234,5234,5088,0,10142,2021-08-03
ΙΩΑΝΝΙΝΩΝ,403,148,443,0,-19,572,90302,90303,84669,0,169898,2021-08-03
ΚΑΒΑΛΑΣ,104,143,264,0,-84,378,57802,57802,54038,0,109468,2021-08-03
ΚΑΛΥΜΝΟΥ,1203,32,26,0,-13,53,14574,14574,13646,0,24955,2021-08-03
ΚΑΡΔΙΤΣΑΣ,501,65,260,0,-66,320,57031,57031,52106,0,107091,2021-08-03
ΚΑΡΠΑΘΟΥ,1204,28,2,0,30,30,4536,4536,4256,0,8566,2021-08-03
ΚΑΣΤΟΡΙΑΣ,302,34,69,0,-117,98,25787,25787,24124,0,48436,2021-08-03
ΚΕΑΣ-ΚΥΘΝΟΥ,1205,19,11,0,9,21,3636,3636,3328,0,6736,2021-08-03
ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,905,1518,3831,0,257,5129,617801,617811,559885,0,1138676,2021-08-03
ΚΕΡΚΥΡΑΣ,603,188,206,0,-129,369,61645,61645,57631,0,110433,2021-08-03
ΚΕΦΑΛΛΗΝΙΑΣ,604,54,75,0,-103,123,20580,20581,19365,0,36930,2021-08-03
ΚΙΛΚΙΣ,203,63,82,0,-107,128,33235,33235,31244,0,61994,2021-08-03
ΚΟΖΑΝΗΣ,303,135,213,0,-195,328,66314,66314,61377,0,123893,2021-08-03
ΚΟΡΙΝΘΙΑΣ,1003,241,445,0,21,671,68156,68156,61433,0,126502,2021-08-03
ΚΩ,1206,87,138,0,-19,217,24665,24665,22681,0,40844,2021-08-03
ΛΑΚΩΝΙΑΣ,1004,77,199,0,-90,267,39816,39816,36793,0,73334,2021-08-03
ΛΑΡΙΣΑΣ,502,206,593,0,10,781,125519,125519,115573,0,235897,2021-08-03
ΛΑΣΙΘΙΟΥ,1302,137,321,0,-89,434,47830,47830,43111,0,85605,2021-08-03
ΛΕΣΒΟΥ,1102,155,214,0,-133,334,41708,41708,37938,0,73560,2021-08-03
ΛΕΥΚΑΔΑΣ,605,51,86,0,-69,127,20102,20102,18940,0,32723,2021-08-03
ΛΗΜΝΟΥ,1103,30,36,0,-41,61,10111,10111,9482,0,17915,2021-08-03
ΜΑΓΝΗΣΙΑΣ,503,201,561,0,0,748,94701,94702,86358,0,178059,2021-08-03
ΜΕΣΣΗΝΙΑΣ,1005,231,467,0,-103,679,78905,78905,71431,0,146145,2021-08-03
ΜΗΛΟΥ,1207,65,59,0,46,65,8880,8880,8337,0,16517,2021-08-03
ΜΥΚΟΝΟΥ,1208,102,77,0,-1,158,13542,13542,12412,0,19112,2021-08-03
ΝΑΞΟΥ,1209,32,29,0,-31,58,12345,12345,11276,0,21616,2021-08-03
ΝΗΣΩΝ,906,106,248,0,38,329,52517,52518,48464,0,88306,2021-08-03
ΝΟΤΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,907,493,667,0,-35,1115,316354,316359,286005,0,598160,2021-08-03
ΞΑΝΘΗΣ,105,147,323,0,-75,450,46842,46842,41840,0,86147,2021-08-03
ΠΑΡΟΥ,1210,50,89,0,6,127,12661,12661,12064,0,19675,2021-08-03
ΠΕΙΡΑΙΩΣ,908,605,1143,0,-88,1684,158318,158318,140381,0,291518,2021-08-03
ΠΕΛΛΑΣ,204,94,208,0,-257,292,63534,63535,59051,0,119335,2021-08-03
ΠΙΕΡΙΑΣ,205,110,239,0,-154,339,56925,56925,52159,0,106989,2021-08-03
ΠΡΕΒΕΖΑΣ,404,47,176,0,-6,210,30958,30958,28935,0,57881,2021-08-03
ΡΕΘΥΜΝΟΥ,1303,189,426,0,-10,587,44170,44170,38012,0,79007,2021-08-03
ΡΟΔΟΠΗΣ,106,354,361,0,-35,678,50712,50712,44717,0,92307,2021-08-03
ΡΟΔΟΥ,1211,497,380,0,-250,836,71625,71625,64335,0,116535,2021-08-03
ΣΑΜΟΥ,1104,63,100,0,-28,146,16474,16474,15099,0,29229,2021-08-03
ΣΕΡΡΩΝ,206,140,262,0,-103,377,68026,68027,63285,0,128763,2021-08-03
ΣΠΟΡΑΔΩΝ,504,30,20,0,17,35,8717,8717,8340,0,15894,2021-08-03
ΣΥΡΟΥ,1212,28,65,0,-38,89,14871,14871,14746,0,24023,2021-08-03
ΤΗΝΟΥ,1213,5,5,0,-13,5,5997,5997,5471,0,10807,2021-08-03
ΤΡΙΚΑΛΩΝ,505,122,302,0,38,415,61536,61536,58134,0,116612,2021-08-03
ΦΘΙΩΤΙΔΑΣ,804,157,324,0,12,471,71233,71233,66475,0,135198,2021-08-03
ΦΛΩΡΙΝΑΣ,304,55,77,0,-56,122,24144,24144,22484,0,45485,2021-08-03
ΦΩΚΙΔΑΣ,805,37,42,0,-62,75,15825,15825,14503,0,28794,2021-08-03
ΧΑΛΚΙΔΙΚΗΣ,207,217,294,0,-114,478,51806,51806,47596,0,97157,2021-08-03
ΧΑΝΙΩΝ,1304,329,608,0,-80,867,91814,91815,82420,0,171037,2021-08-03
ΧΙΟΥ,1105,107,184,0,-42,278,31909,31911,29133,0,53924,2021-08-03
ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,701,164,306,0,-46,452,85840,85840,79382,0,161583,2021-08-04
ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,901,471,1382,0,60,1821,134208,134210,118644,0,249440,2021-08-04
ΑΝΔΡΟΥ,1201,34,8,0,42,42,6305,6305,5858,0,11792,2021-08-04
ΑΡΓΟΛΙΔΑΣ,1001,141,417,0,-33,523,54828,54828,50326,0,100294,2021-08-04
ΑΡΚΑΔΙΑΣ,1002,55,186,0,0,231,39129,39129,36360,0,73234,2021-08-04
ΑΡΤΑΣ,401,71,245,0,30,306,32383,32383,29601,0,59266,2021-08-04
ΑΧΑΪΑΣ,702,398,938,0,-123,1311,154103,154103,140482,0,286843,2021-08-04
ΒΟΙΩΤΙΑΣ,801,111,243,0,-152,342,65090,65091,58116,0,118770,2021-08-04
ΒΟΡΕΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,902,1020,4980,0,-347,5834,579859,579868,531877,0,1093927,2021-08-04
ΓΡΕΒΕΝΩΝ,301,25,33,0,-7,58,16272,16272,14964,0,29593,2021-08-04
ΔΡΑΜΑΣ,101,71,150,0,-37,211,39541,39541,36875,0,74198,2021-08-04
ΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ,903,94,422,0,60,516,42833,42834,37127,0,79961,2021-08-04
ΔΥΤΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,904,718,2113,0,-736,2732,376541,376543,340233,0,709899,2021-08-04
ΕΒΡΟΥ,102,185,310,0,-36,461,69844,69847,64370,0,129926,2021-08-04
ΕΥΒΟΙΑΣ,802,531,644,0,-49,1125,99106,99107,88995,0,182468,2021-08-04
ΕΥΡΥΤΑΝΙΑΣ,803,10,18,0,-67,26,7156,7156,6796,0,12949,2021-08-04
ΖΑΚΥΝΘΟΥ,601,92,90,0,-50,167,24449,24450,22214,0,42417,2021-08-04
ΗΛΕΙΑΣ,703,144,290,0,-46,407,65317,65318,59877,0,121408,2021-08-04
ΗΜΑΘΙΑΣ,201,105,134,0,-83,224,58139,58139,54029,0,108967,2021-08-04
ΗΡΑΚΛΕΙΟΥ,1301,581,1421,0,-61,1922,157440,157442,140456,0,291593,2021-08-04
ΘΑΣΟΥ,103,19,17,0,-29,36,9624,9625,9007,0,16437,2021-08-04
ΘΕΣΠΡΩΤΙΑΣ,402,68,90,0,-12,150,29681,29681,27275,0,55227,2021-08-04
ΘΕΣΣΑΛΟΝΙΚΗΣ,202,1145,1989,0,-435,3013,566192,566201,525439,0,1073692,2021-08-04
ΘΗΡΑΣ,1202,69,104,0,-54,153,20141,20141,17900,0,31173,2021-08-04
ΙΘΑΚΗΣ,602,0,0,0,0,0,2090,2090,2001,0,4001,2021-08-04
ΙΚΑΡΙΑΣ,1101,58,8,0,66,66,5292,5292,5096,0,10208,2021-08-04
ΙΩΑΝΝΙΝΩΝ,403,163,307,0,-125,447,90465,90466,84976,0,170345,2021-08-04
ΚΑΒΑΛΑΣ,104,119,183,0,-101,277,57921,57921,54221,0,109745,2021-08-04
ΚΑΛΥΜΝΟΥ,1203,35,37,0,4,57,14609,14609,13683,0,25012,2021-08-04
ΚΑΡΔΙΤΣΑΣ,501,82,204,0,-43,277,57113,57113,52310,0,107368,2021-08-04
ΚΑΡΠΑΘΟΥ,1204,0,0,0,-30,0,4536,4536,4256,0,8566,2021-08-04
ΚΑΣΤΟΡΙΑΣ,302,32,61,0,-15,83,25819,25819,24185,0,48519,2021-08-04
ΚΕΑΣ-ΚΥΘΝΟΥ,1205,19,10,0,-1,20,3655,3655,3338,0,6756,2021-08-04
ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,905,1287,3637,0,-467,4662,619088,619098,563522,0,1143338,2021-08-04
ΚΕΡΚΥΡΑΣ,603,154,158,0,-77,292,61799,61799,57789,0,110725,2021-08-04
ΚΕΦΑΛΛΗΝΙΑΣ,604,53,45,0,-32,91,20633,20634,19410,0,37021,2021-08-04
ΚΙΛΚΙΣ,203,85,72,0,5,133,33320,33320,31316,0,62127,2021-08-04
ΚΟΖΑΝΗΣ,303,121,221,0,-11,317,66435,66435,61598,0,124210,2021-08-04
ΚΟΡΙΝΘΙΑΣ,1003,221,540,0,70,741,68377,68377,61973,0,127243,2021-08-04
ΚΩ,1206,110,113,0,-38,179,24775,24775,22794,0,41023,2021-08-04
ΛΑΚΩΝΙΑΣ,1004,100,120,0,-56,211,39916,39916,36913,0,73545,2021-08-04
ΛΑΡΙΣΑΣ,502,213,437,0,-146,635,125732,125732,116010,0,236532,2021-08-04
ΛΑΣΙΘΙΟΥ,1302,176,260,0,-21,413,48006,48006,43371,0,86018,2021-08-04
ΛΕΣΒΟΥ,1102,138,156,0,-65,269,41846,41846,38094,0,73829,2021-08-04
ΛΕΥΚΑΔΑΣ,605,57,72,0,-18,109,20159,20159,19012,0,32832,2021-08-04
ΛΗΜΝΟΥ,1103,25,24,0,-15,46,10136,10136,9506,0,17961,2021-08-04
ΜΑΓΝΗΣΙΑΣ,503,198,540,0,-31,717,94899,94900,86898,0,178776,2021-08-04
ΜΕΣΣΗΝΙΑΣ,1005,185,402,0,-123,556,79090,79090,71833,0,146701,2021-08-04
ΜΗΛΟΥ,1207,74,64,0,10,75,8954,8954,8401,0,16592,2021-08-04
ΜΥΚΟΝΟΥ,1208,61,91,0,-25,133,13603,13603,12503,0,19245,2021-08-04
ΝΑΞΟΥ,1209,41,29,0,6,64,12386,12386,11305,0,21680,2021-08-04
ΝΗΣΩΝ,906,154,178,0,-27,302,52671,52672,48642,0,88608,2021-08-04
ΝΟΤΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,907,405,763,0,9,1124,316759,316764,286768,0,599284,2021-08-04
ΞΑΝΘΗΣ,105,125,272,0,-78,372,46967,46967,42112,0,86519,2021-08-04
ΠΑΡΟΥ,1210,46,55,0,-32,95,12707,12707,12119,0,19770,2021-08-04
ΠΕΙΡΑΙΩΣ,908,583,1227,0,42,1726,158901,158901,141608,0,293244,2021-08-04
ΠΕΛΛΑΣ,204,103,135,0,-69,223,63637,63638,59186,0,119558,2021-08-04
ΠΙΕΡΙΑΣ,205,151,191,0,-17,322,57076,57076,52350,0,107311,2021-08-04
ΠΡΕΒΕΖΑΣ,404,65,187,0,25,235,31023,31023,29122,0,58116,2021-08-04
ΡΕΘΥΜΝΟΥ,1303,171,377,0,-56,531,44341,44341,38389,0,79538,2021-08-04
ΡΟΔΟΠΗΣ,106,267,409,0,-21,657,50979,50979,45126,0,92964,2021-08-04
ΡΟΔΟΥ,1211,279,251,0,-349,487,71904,71904,64586,0,117022,2021-08-04
ΣΑΜΟΥ,1104,48,72,0,-45,101,16522,16522,15171,0,29330,2021-08-04
ΣΕΡΡΩΝ,206,159,232,0,-39,338,68185,68186,63517,0,129101,2021-08-04
ΣΠΟΡΑΔΩΝ,504,47,16,0,21,56,8764,8764,8356,0,15950,2021-08-04
ΣΥΡΟΥ,1212,28,51,0,-20,69,14899,14899,14797,0,24092,2021-08-04
ΤΗΝΟΥ,1213,16,8,0,19,24,6013,6013,5479,0,10831,2021-08-04
ΤΡΙΚΑΛΩΝ,505,97,325,0,-12,403,61633,61633,58459,0,117015,2021-08-04
ΦΘΙΩΤΙΔΑΣ,804,171,208,0,-102,369,71404,71404,66683,0,135567,2021-08-04
ΦΛΩΡΙΝΑΣ,304,53,59,0,-15,107,24197,24197,22543,0,45592,2021-08-04
ΦΩΚΙΔΑΣ,805,31,31,0,-19,56,15856,15856,14534,0,28850,2021-08-04
ΧΑΛΚΙΔΙΚΗΣ,207,244,310,0,31,509,52050,52050,47906,0,97666,2021-08-04
ΧΑΝΙΩΝ,1304,300,540,0,-77,790,92114,92115,82960,0,171827,2021-08-04
ΧΙΟΥ,1105,129,160,0,-8,270,32038,32040,29293,0,54194,2021-08-04
ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,701,145,385,0,63,515,85985,85985,79767,0,162098,2021-08-05
ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,901,363,1231,0,-242,1579,134571,134573,119875,0,251019,2021-08-05
ΑΝΔΡΟΥ,1201,27,21,0,-9,33,6332,6332,5879,0,11825,2021-08-05
ΑΡΓΟΛΙΔΑΣ,1001,119,356,0,-62,461,54947,54947,50682,0,100755,2021-08-05
ΑΡΚΑΔΙΑΣ,1002,70,132,0,-39,192,39199,39199,36492,0,73426,2021-08-05
ΑΡΤΑΣ,401,66,273,0,21,327,32449,32449,29874,0,59593,2021-08-05
ΑΧΑΪΑΣ,702,332,798,0,-200,1111,154435,154435,141280,0,287954,2021-08-05
ΒΟΙΩΤΙΑΣ,801,77,261,0,-16,326,65167,65168,58377,0,119096,2021-08-05
ΒΟΡΕΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,902,1029,4759,0,-212,5622,580888,580897,536636,0,1099549,2021-08-05
ΓΡΕΒΕΝΩΝ,301,59,98,0,50,108,16331,16331,15062,0,29701,2021-08-05
ΔΡΑΜΑΣ,101,66,182,0,23,234,39607,39607,37057,0,74432,2021-08-05
ΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ,903,118,393,0,-5,511,42951,42952,37520,0,80472,2021-08-05
ΔΥΤΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,904,498,2067,0,-201,2531,377039,377041,342300,0,712430,2021-08-05
ΕΒΡΟΥ,102,190,358,0,33,494,70034,70037,64728,0,130420,2021-08-05
ΕΥΒΟΙΑΣ,802,518,836,0,183,1308,99623,99625,89831,0,183776,2021-08-05
ΕΥΡΥΤΑΝΙΑΣ,803,7,23,0,1,27,7163,7163,6819,0,12976,2021-08-05
ΖΑΚΥΝΘΟΥ,601,68,136,0,29,196,24517,24518,22350,0,42613,2021-08-05
ΗΛΕΙΑΣ,703,103,324,0,5,412,65420,65421,60201,0,121820,2021-08-05
ΗΜΑΘΙΑΣ,201,97,247,0,100,324,58236,58236,54276,0,109291,2021-08-05
ΗΡΑΚΛΕΙΟΥ,1301,517,1283,0,-185,1737,157957,157959,141739,0,293330,2021-08-05
ΘΑΣΟΥ,103,12,30,0,6,42,9636,9637,9037,0,16479,2021-08-05
ΘΕΣΠΡΩΤΙΑΣ,402,43,127,0,15,165,29724,29724,27402,0,55392,2021-08-05
ΘΕΣΣΑΛΟΝΙΚΗΣ,202,1068,1961,0,-133,2880,567260,567269,527400,0,1076572,2021-08-05
ΘΗΡΑΣ,1202,50,160,0,37,190,20191,20191,18060,0,31363,2021-08-05
ΙΘΑΚΗΣ,602,0,0,0,0,0,2090,2090,2001,0,4001,2021-08-05
ΙΚΑΡΙΑΣ,1101,72,18,0,24,90,5364,5364,5114,0,10298,2021-08-05
ΙΩΑΝΝΙΝΩΝ,403,138,407,0,85,532,90603,90604,85383,0,170877,2021-08-05
ΚΑΒΑΛΑΣ,104,110,253,0,65,342,58031,58031,54474,0,110087,2021-08-05
