"party","value","num_ads","total_spend_pct","type","location_type","is_exclusion","total_num_ads","total_spend_formatted","custom_audience_type","detailed_type"
"ΝΔ","All",9,0.66549562054277,"gender",NA,NA,11,"€1,045",NA,NA
"ΝΔ","Women",2,0.33450437945723,"gender",NA,NA,11,"€1,045",NA,NA
"ΝΔ","Men",0,0,"gender",NA,NA,11,"€1,045",NA,NA
"ΝΔ","English (UK)",11,1,"language",NA,NA,11,"€1,045",NA,NA
"ΝΔ","Greek",11,1,"language",NA,NA,11,"€1,045",NA,NA
"ΝΔ","English (US)",11,1,"language",NA,NA,11,"€1,045",NA,NA
"ΝΔ","Greece",11,1,"location","countries",FALSE,11,"€1,045",NA,NA
"ΝΔ","13",0,0,"age",NA,NA,11,"€1,045",NA,NA
"ΝΔ","14",0,0,"age",NA,NA,11,"€1,045",NA,NA
"ΝΔ","15",0,0,"age",NA,NA,11,"€1,045",NA,NA
"ΝΔ","16",0,0,"age",NA,NA,11,"€1,045",NA,NA
"ΝΔ","17",0,0,"age",NA,NA,11,"€1,045",NA,NA
"ΝΔ","18",9,0.66549562054277,"age",NA,NA,11,"€1,045",NA,NA
"ΝΔ","19",9,0.66549562054277,"age",NA,NA,11,"€1,045",NA,NA
"ΝΔ","20",9,0.66549562054277,"age",NA,NA,11,"€1,045",NA,NA
"ΝΔ","21",9,0.66549562054277,"age",NA,NA,11,"€1,045",NA,NA
"ΝΔ","22",9,0.66549562054277,"age",NA,NA,11,"€1,045",NA,NA
"ΝΔ","23",9,0.66549562054277,"age",NA,NA,11,"€1,045",NA,NA
"ΝΔ","24",9,0.66549562054277,"age",NA,NA,11,"€1,045",NA,NA
"ΝΔ","25",11,1,"age",NA,NA,11,"€1,045",NA,NA
"ΝΔ","26",11,1,"age",NA,NA,11,"€1,045",NA,NA
"ΝΔ","27",11,1,"age",NA,NA,11,"€1,045",NA,NA
"ΝΔ","28",11,1,"age",NA,NA,11,"€1,045",NA,NA
"ΝΔ","29",11,1,"age",NA,NA,11,"€1,045",NA,NA
"ΝΔ","30",11,1,"age",NA,NA,11,"€1,045",NA,NA
"ΝΔ","31",11,1,"age",NA,NA,11,"€1,045",NA,NA
"ΝΔ","32",11,1,"age",NA,NA,11,"€1,045",NA,NA
"ΝΔ","33",11,1,"age",NA,NA,11,"€1,045",NA,NA
"ΝΔ","34",11,1,"age",NA,NA,11,"€1,045",NA,NA
"ΝΔ","35",11,1,"age",NA,NA,11,"€1,045",NA,NA
"ΝΔ","36",11,1,"age",NA,NA,11,"€1,045",NA,NA
"ΝΔ","37",11,1,"age",NA,NA,11,"€1,045",NA,NA
"ΝΔ","38",11,1,"age",NA,NA,11,"€1,045",NA,NA
"ΝΔ","39",11,1,"age",NA,NA,11,"€1,045",NA,NA
"ΝΔ","40",11,1,"age",NA,NA,11,"€1,045",NA,NA
"ΝΔ","41",11,1,"age",NA,NA,11,"€1,045",NA,NA
"ΝΔ","42",11,1,"age",NA,NA,11,"€1,045",NA,NA
"ΝΔ","43",11,1,"age",NA,NA,11,"€1,045",NA,NA
"ΝΔ","44",11,1,"age",NA,NA,11,"€1,045",NA,NA
"ΝΔ","45",9,0.66549562054277,"age",NA,NA,11,"€1,045",NA,NA
"ΝΔ","46",9,0.66549562054277,"age",NA,NA,11,"€1,045",NA,NA
"ΝΔ","47",9,0.66549562054277,"age",NA,NA,11,"€1,045",NA,NA
"ΝΔ","48",9,0.66549562054277,"age",NA,NA,11,"€1,045",NA,NA
"ΝΔ","49",9,0.66549562054277,"age",NA,NA,11,"€1,045",NA,NA
"ΝΔ","50",9,0.66549562054277,"age",NA,NA,11,"€1,045",NA,NA
"ΝΔ","51",9,0.66549562054277,"age",NA,NA,11,"€1,045",NA,NA
"ΝΔ","52",9,0.66549562054277,"age",NA,NA,11,"€1,045",NA,NA
"ΝΔ","53",9,0.66549562054277,"age",NA,NA,11,"€1,045",NA,NA
"ΝΔ","54",9,0.66549562054277,"age",NA,NA,11,"€1,045",NA,NA
"ΝΔ","55",9,0.66549562054277,"age",NA,NA,11,"€1,045",NA,NA
"ΝΔ","56",9,0.66549562054277,"age",NA,NA,11,"€1,045",NA,NA
"ΝΔ","57",9,0.66549562054277,"age",NA,NA,11,"€1,045",NA,NA
"ΝΔ","58",9,0.66549562054277,"age",NA,NA,11,"€1,045",NA,NA
"ΝΔ","59",9,0.66549562054277,"age",NA,NA,11,"€1,045",NA,NA
"ΝΔ","60",9,0.66549562054277,"age",NA,NA,11,"€1,045",NA,NA
"ΝΔ","61",9,0.66549562054277,"age",NA,NA,11,"€1,045",NA,NA
"ΝΔ","62",9,0.66549562054277,"age",NA,NA,11,"€1,045",NA,NA
"ΝΔ","63",9,0.66549562054277,"age",NA,NA,11,"€1,045",NA,NA
"ΝΔ","64",9,0.66549562054277,"age",NA,NA,11,"€1,045",NA,NA
"ΝΔ","65+",9,0.66549562054277,"age",NA,NA,11,"€1,045",NA,NA
