"party","value","num_ads","total_spend_pct","type","location_type","is_exclusion","custom_audience_type","total_num_ads","total_spend_formatted","detailed_type"
"ΣΥΡΙΖΑ","All",1,1,"gender",NA,NA,NA,1,"€132",NA
"ΣΥΡΙΖΑ","Women",0,0,"gender",NA,NA,NA,1,"€132",NA
"ΣΥΡΙΖΑ","Men",0,0,"gender",NA,NA,NA,1,"€132",NA
"ΣΥΡΙΖΑ","Greece",1,1,"location","countries",FALSE,NA,1,"€132",NA
"ΣΥΡΙΖΑ","13",0,0,"age",NA,NA,NA,1,"€132",NA
"ΣΥΡΙΖΑ","14",0,0,"age",NA,NA,NA,1,"€132",NA
"ΣΥΡΙΖΑ","15",0,0,"age",NA,NA,NA,1,"€132",NA
"ΣΥΡΙΖΑ","16",0,0,"age",NA,NA,NA,1,"€132",NA
"ΣΥΡΙΖΑ","17",0,0,"age",NA,NA,NA,1,"€132",NA
"ΣΥΡΙΖΑ","18",1,1,"age",NA,NA,NA,1,"€132",NA
"ΣΥΡΙΖΑ","19",1,1,"age",NA,NA,NA,1,"€132",NA
"ΣΥΡΙΖΑ","20",1,1,"age",NA,NA,NA,1,"€132",NA
"ΣΥΡΙΖΑ","21",1,1,"age",NA,NA,NA,1,"€132",NA
"ΣΥΡΙΖΑ","22",1,1,"age",NA,NA,NA,1,"€132",NA
"ΣΥΡΙΖΑ","23",1,1,"age",NA,NA,NA,1,"€132",NA
"ΣΥΡΙΖΑ","24",1,1,"age",NA,NA,NA,1,"€132",NA
"ΣΥΡΙΖΑ","25",1,1,"age",NA,NA,NA,1,"€132",NA
"ΣΥΡΙΖΑ","26",1,1,"age",NA,NA,NA,1,"€132",NA
"ΣΥΡΙΖΑ","27",1,1,"age",NA,NA,NA,1,"€132",NA
"ΣΥΡΙΖΑ","28",1,1,"age",NA,NA,NA,1,"€132",NA
"ΣΥΡΙΖΑ","29",1,1,"age",NA,NA,NA,1,"€132",NA
"ΣΥΡΙΖΑ","30",1,1,"age",NA,NA,NA,1,"€132",NA
"ΣΥΡΙΖΑ","31",1,1,"age",NA,NA,NA,1,"€132",NA
"ΣΥΡΙΖΑ","32",1,1,"age",NA,NA,NA,1,"€132",NA
"ΣΥΡΙΖΑ","33",1,1,"age",NA,NA,NA,1,"€132",NA
"ΣΥΡΙΖΑ","34",1,1,"age",NA,NA,NA,1,"€132",NA
"ΣΥΡΙΖΑ","35",1,1,"age",NA,NA,NA,1,"€132",NA
"ΣΥΡΙΖΑ","36",1,1,"age",NA,NA,NA,1,"€132",NA
"ΣΥΡΙΖΑ","37",1,1,"age",NA,NA,NA,1,"€132",NA
"ΣΥΡΙΖΑ","38",1,1,"age",NA,NA,NA,1,"€132",NA
