"","party","value","num_ads","total_spend_pct","type","location_type","is_exclusion","total_num_ads","total_spend_formatted","custom_audience_type","detailed_type"
"1","Ανδρουλάκης","All",1,1,"gender",NA,NA,1,"≤€100",NA,NA
"2","Ανδρουλάκης","Women",0,0,"gender",NA,NA,1,"≤€100",NA,NA
"3","Ανδρουλάκης","Men",0,0,"gender",NA,NA,1,"≤€100",NA,NA
"4","Ανδρουλάκης","Crete, Greece",1,1,"location","regions",FALSE,1,"≤€100",NA,NA
"5","Ανδρουλάκης","Peloponnese (region), Greece",1,1,"location","regions",FALSE,1,"≤€100",NA,NA
"6","Ανδρουλάκης","13",0,0,"age",NA,NA,1,"≤€100",NA,NA
"7","Ανδρουλάκης","14",0,0,"age",NA,NA,1,"≤€100",NA,NA
"8","Ανδρουλάκης","15",0,0,"age",NA,NA,1,"≤€100",NA,NA
"9","Ανδρουλάκης","16",0,0,"age",NA,NA,1,"≤€100",NA,NA
"10","Ανδρουλάκης","17",0,0,"age",NA,NA,1,"≤€100",NA,NA
"11","Ανδρουλάκης","18",0,0,"age",NA,NA,1,"≤€100",NA,NA
"12","Ανδρουλάκης","19",0,0,"age",NA,NA,1,"≤€100",NA,NA
"13","Ανδρουλάκης","20",0,0,"age",NA,NA,1,"≤€100",NA,NA
"14","Ανδρουλάκης","21",0,0,"age",NA,NA,1,"≤€100",NA,NA
"15","Ανδρουλάκης","22",0,0,"age",NA,NA,1,"≤€100",NA,NA
"16","Ανδρουλάκης","23",0,0,"age",NA,NA,1,"≤€100",NA,NA
"17","Ανδρουλάκης","24",0,0,"age",NA,NA,1,"≤€100",NA,NA
"18","Ανδρουλάκης","25",0,0,"age",NA,NA,1,"≤€100",NA,NA
"19","Ανδρουλάκης","26",0,0,"age",NA,NA,1,"≤€100",NA,NA
"20","Ανδρουλάκης","27",0,0,"age",NA,NA,1,"≤€100",NA,NA
"21","Ανδρουλάκης","28",0,0,"age",NA,NA,1,"≤€100",NA,NA
"22","Ανδρουλάκης","29",0,0,"age",NA,NA,1,"≤€100",NA,NA
"23","Ανδρουλάκης","30",1,1,"age",NA,NA,1,"≤€100",NA,NA
"24","Ανδρουλάκης","31",1,1,"age",NA,NA,1,"≤€100",NA,NA
"25","Ανδρουλάκης","32",1,1,"age",NA,NA,1,"≤€100",NA,NA
"26","Ανδρουλάκης","33",1,1,"age",NA,NA,1,"≤€100",NA,NA
"27","Ανδρουλάκης","34",1,1,"age",NA,NA,1,"≤€100",NA,NA
"28","Ανδρουλάκης","35",1,1,"age",NA,NA,1,"≤€100",NA,NA
"29","Ανδρουλάκης","36",1,1,"age",NA,NA,1,"≤€100",NA,NA
"30","Ανδρουλάκης","37",1,1,"age",NA,NA,1,"≤€100",NA,NA
"31","Ανδρουλάκης","38",1,1,"age",NA,NA,1,"≤€100",NA,NA
"32","Ανδρουλάκης","39",1,1,"age",NA,NA,1,"≤€100",NA,NA
"33","Ανδρουλάκης","40",1,1,"age",NA,NA,1,"≤€100",NA,NA
"34","Ανδρουλάκης","41",1,1,"age",NA,NA,1,"≤€100",NA,NA
"35","Ανδρουλάκης","42",1,1,"age",NA,NA,1,"≤€100",NA,NA
"36","Ανδρουλάκης","43",1,1,"age",NA,NA,1,"≤€100",NA,NA
"37","Ανδρουλάκης","44",1,1,"age",NA,NA,1,"≤€100",NA,NA
"38","Ανδρουλάκης","45",1,1,"age",NA,NA,1,"≤€100",NA,NA
"39","Ανδρουλάκης","46",1,1,"age",NA,NA,1,"≤€100",NA,NA
"40","Ανδρουλάκης","47",1,1,"age",NA,NA,1,"≤€100",NA,NA
"41","Ανδρουλάκης","48",1,1,"age",NA,NA,1,"≤€100",NA,NA
"42","Ανδρουλάκης","49",1,1,"age",NA,NA,1,"≤€100",NA,NA
"43","Ανδρουλάκης","50",1,1,"age",NA,NA,1,"≤€100",NA,NA
"44","Ανδρουλάκης","51",1,1,"age",NA,NA,1,"≤€100",NA,NA
"45","Ανδρουλάκης","52",1,1,"age",NA,NA,1,"≤€100",NA,NA
"46","Ανδρουλάκης","53",1,1,"age",NA,NA,1,"≤€100",NA,NA
"47","Ανδρουλάκης","54",1,1,"age",NA,NA,1,"≤€100",NA,NA
"48","Ανδρουλάκης","55",1,1,"age",NA,NA,1,"≤€100",NA,NA
"49","Ανδρουλάκης","56",1,1,"age",NA,NA,1,"≤€100",NA,NA
"50","Ανδρουλάκης","57",1,1,"age",NA,NA,1,"≤€100",NA,NA
"51","Ανδρουλάκης","58",1,1,"age",NA,NA,1,"≤€100",NA,NA
"52","Ανδρουλάκης","59",1,1,"age",NA,NA,1,"≤€100",NA,NA
"53","Ανδρουλάκης","60",1,1,"age",NA,NA,1,"≤€100",NA,NA
"54","Ανδρουλάκης","61",1,1,"age",NA,NA,1,"≤€100",NA,NA
"55","Ανδρουλάκης","62",1,1,"age",NA,NA,1,"≤€100",NA,NA
"56","Ανδρουλάκης","63",1,1,"age",NA,NA,1,"≤€100",NA,NA
"57","Ανδρουλάκης","64",1,1,"age",NA,NA,1,"≤€100",NA,NA
"58","Ανδρουλάκης","65+",1,1,"age",NA,NA,1,"≤€100",NA,NA
