"party","value","num_ads","total_spend_pct","type","location_type","is_exclusion","total_num_ads","total_spend_formatted","custom_audience_type","detailed_type"
"Ανδρουλάκης","All",1,1,"gender",NA,NA,1,"≤€100",NA,NA
"Ανδρουλάκης","Women",0,0,"gender",NA,NA,1,"≤€100",NA,NA
"Ανδρουλάκης","Men",0,0,"gender",NA,NA,1,"≤€100",NA,NA
"Ανδρουλάκης","Attica (region), Greece",1,1,"location","regions",FALSE,1,"≤€100",NA,NA
"Ανδρουλάκης","13",0,0,"age",NA,NA,1,"≤€100",NA,NA
"Ανδρουλάκης","14",0,0,"age",NA,NA,1,"≤€100",NA,NA
"Ανδρουλάκης","15",0,0,"age",NA,NA,1,"≤€100",NA,NA
"Ανδρουλάκης","16",0,0,"age",NA,NA,1,"≤€100",NA,NA
"Ανδρουλάκης","17",0,0,"age",NA,NA,1,"≤€100",NA,NA
"Ανδρουλάκης","18",1,1,"age",NA,NA,1,"≤€100",NA,NA
"Ανδρουλάκης","19",1,1,"age",NA,NA,1,"≤€100",NA,NA
"Ανδρουλάκης","20",1,1,"age",NA,NA,1,"≤€100",NA,NA
"Ανδρουλάκης","21",1,1,"age",NA,NA,1,"≤€100",NA,NA
"Ανδρουλάκης","22",1,1,"age",NA,NA,1,"≤€100",NA,NA
"Ανδρουλάκης","23",1,1,"age",NA,NA,1,"≤€100",NA,NA
"Ανδρουλάκης","24",1,1,"age",NA,NA,1,"≤€100",NA,NA
"Ανδρουλάκης","25",1,1,"age",NA,NA,1,"≤€100",NA,NA
"Ανδρουλάκης","26",1,1,"age",NA,NA,1,"≤€100",NA,NA
"Ανδρουλάκης","27",1,1,"age",NA,NA,1,"≤€100",NA,NA
"Ανδρουλάκης","28",1,1,"age",NA,NA,1,"≤€100",NA,NA
"Ανδρουλάκης","29",1,1,"age",NA,NA,1,"≤€100",NA,NA
"Ανδρουλάκης","30",1,1,"age",NA,NA,1,"≤€100",NA,NA
"Ανδρουλάκης","31",1,1,"age",NA,NA,1,"≤€100",NA,NA
"Ανδρουλάκης","32",1,1,"age",NA,NA,1,"≤€100",NA,NA
"Ανδρουλάκης","33",1,1,"age",NA,NA,1,"≤€100",NA,NA
"Ανδρουλάκης","34",1,1,"age",NA,NA,1,"≤€100",NA,NA
"Ανδρουλάκης","35",1,1,"age",NA,NA,1,"≤€100",NA,NA
"Ανδρουλάκης","36",1,1,"age",NA,NA,1,"≤€100",NA,NA
"Ανδρουλάκης","37",1,1,"age",NA,NA,1,"≤€100",NA,NA
"Ανδρουλάκης","38",1,1,"age",NA,NA,1,"≤€100",NA,NA
"Ανδρουλάκης","39",1,1,"age",NA,NA,1,"≤€100",NA,NA
"Ανδρουλάκης","40",1,1,"age",NA,NA,1,"≤€100",NA,NA
"Ανδρουλάκης","41",1,1,"age",NA,NA,1,"≤€100",NA,NA
"Ανδρουλάκης","42",1,1,"age",NA,NA,1,"≤€100",NA,NA
"Ανδρουλάκης","43",1,1,"age",NA,NA,1,"≤€100",NA,NA
"Ανδρουλάκης","44",1,1,"age",NA,NA,1,"≤€100",NA,NA
"Ανδρουλάκης","45",1,1,"age",NA,NA,1,"≤€100",NA,NA
"Ανδρουλάκης","46",1,1,"age",NA,NA,1,"≤€100",NA,NA
"Ανδρουλάκης","47",1,1,"age",NA,NA,1,"≤€100",NA,NA
"Ανδρουλάκης","48",1,1,"age",NA,NA,1,"≤€100",NA,NA
"Ανδρουλάκης","49",1,1,"age",NA,NA,1,"≤€100",NA,NA
"Ανδρουλάκης","50",1,1,"age",NA,NA,1,"≤€100",NA,NA
"Ανδρουλάκης","51",1,1,"age",NA,NA,1,"≤€100",NA,NA
"Ανδρουλάκης","52",1,1,"age",NA,NA,1,"≤€100",NA,NA
"Ανδρουλάκης","53",1,1,"age",NA,NA,1,"≤€100",NA,NA
"Ανδρουλάκης","54",1,1,"age",NA,NA,1,"≤€100",NA,NA
"Ανδρουλάκης","55",1,1,"age",NA,NA,1,"≤€100",NA,NA
"Ανδρουλάκης","56",1,1,"age",NA,NA,1,"≤€100",NA,NA
"Ανδρουλάκης","57",1,1,"age",NA,NA,1,"≤€100",NA,NA
"Ανδρουλάκης","58",1,1,"age",NA,NA,1,"≤€100",NA,NA
"Ανδρουλάκης","59",1,1,"age",NA,NA,1,"≤€100",NA,NA
"Ανδρουλάκης","60",1,1,"age",NA,NA,1,"≤€100",NA,NA
"Ανδρουλάκης","61",1,1,"age",NA,NA,1,"≤€100",NA,NA
"Ανδρουλάκης","62",1,1,"age",NA,NA,1,"≤€100",NA,NA
"Ανδρουλάκης","63",1,1,"age",NA,NA,1,"≤€100",NA,NA
"Ανδρουλάκης","64",1,1,"age",NA,NA,1,"≤€100",NA,NA
"Ανδρουλάκης","65+",1,1,"age",NA,NA,1,"≤€100",NA,NA
