"party","value","num_ads","total_spend_pct","type","location_type","is_exclusion","custom_audience_type","total_num_ads","total_spend_formatted","detailed_type"
"Ζέρβας","All",13,1,"gender",NA,NA,NA,13,"€2,171",NA
"Ζέρβας","Women",0,0,"gender",NA,NA,NA,13,"€2,171",NA
"Ζέρβας","Men",0,0,"gender",NA,NA,NA,13,"€2,171",NA
"Ζέρβας","Sykies, Greece",1,0.099937818106446,"location","CITY",FALSE,NA,13,"€2,171",NA
"Ζέρβας","Thessaloníki, Greece",7,0.8052324911909,"location","CITY",FALSE,NA,13,"€2,171",NA
"Ζέρβας","�Gios Pávlos, Thessaloniki, Greece",1,0.099937818106446,"location","CITY",FALSE,NA,13,"€2,171",NA
"Ζέρβας","Thessaloníki, Greece",1,0.098892241081504,"location","CITY",TRUE,NA,13,"€2,171",NA
"Ζέρβας","Greece",5,0.094829690702655,"location","countries",FALSE,NA,13,"€2,171",NA
"Ζέρβας","13",0,0,"age",NA,NA,NA,13,"€2,171",NA
"Ζέρβας","14",0,0,"age",NA,NA,NA,13,"€2,171",NA
"Ζέρβας","15",0,0,"age",NA,NA,NA,13,"€2,171",NA
"Ζέρβας","16",0,0,"age",NA,NA,NA,13,"€2,171",NA
"Ζέρβας","17",0,0,"age",NA,NA,NA,13,"€2,171",NA
"Ζέρβας","18",13,1,"age",NA,NA,NA,13,"€2,171",NA
"Ζέρβας","19",13,1,"age",NA,NA,NA,13,"€2,171",NA
"Ζέρβας","20",13,1,"age",NA,NA,NA,13,"€2,171",NA
"Ζέρβας","21",13,1,"age",NA,NA,NA,13,"€2,171",NA
"Ζέρβας","22",13,1,"age",NA,NA,NA,13,"€2,171",NA
"Ζέρβας","23",13,1,"age",NA,NA,NA,13,"€2,171",NA
"Ζέρβας","24",13,1,"age",NA,NA,NA,13,"€2,171",NA
"Ζέρβας","25",13,1,"age",NA,NA,NA,13,"€2,171",NA
"Ζέρβας","26",13,1,"age",NA,NA,NA,13,"€2,171",NA
"Ζέρβας","27",13,1,"age",NA,NA,NA,13,"€2,171",NA
"Ζέρβας","28",13,1,"age",NA,NA,NA,13,"€2,171",NA
"Ζέρβας","29",13,1,"age",NA,NA,NA,13,"€2,171",NA
"Ζέρβας","30",13,1,"age",NA,NA,NA,13,"€2,171",NA
"Ζέρβας","31",13,1,"age",NA,NA,NA,13,"€2,171",NA
"Ζέρβας","32",13,1,"age",NA,NA,NA,13,"€2,171",NA
"Ζέρβας","33",13,1,"age",NA,NA,NA,13,"€2,171",NA
"Ζέρβας","34",13,1,"age",NA,NA,NA,13,"€2,171",NA
"Ζέρβας","35",13,1,"age",NA,NA,NA,13,"€2,171",NA
"Ζέρβας","36",13,1,"age",NA,NA,NA,13,"€2,171",NA
"Ζέρβας","37",13,1,"age",NA,NA,NA,13,"€2,171",NA
"Ζέρβας","38",13,1,"age",NA,NA,NA,13,"€2,171",NA
"Ζέρβας","39",13,1,"age",NA,NA,NA,13,"€2,171",NA
"Ζέρβας","40",13,1,"age",NA,NA,NA,13,"€2,171",NA
"Ζέρβας","41",13,1,"age",NA,NA,NA,13,"€2,171",NA
"Ζέρβας","42",13,1,"age",NA,NA,NA,13,"€2,171",NA
"Ζέρβας","43",13,1,"age",NA,NA,NA,13,"€2,171",NA
"Ζέρβας","44",13,1,"age",NA,NA,NA,13,"€2,171",NA
"Ζέρβας","45",13,1,"age",NA,NA,NA,13,"€2,171",NA
"Ζέρβας","46",13,1,"age",NA,NA,NA,13,"€2,171",NA
"Ζέρβας","47",13,1,"age",NA,NA,NA,13,"€2,171",NA
"Ζέρβας","48",13,1,"age",NA,NA,NA,13,"€2,171",NA
"Ζέρβας","49",13,1,"age",NA,NA,NA,13,"€2,171",NA
"Ζέρβας","50",13,1,"age",NA,NA,NA,13,"€2,171",NA
"Ζέρβας","51",13,1,"age",NA,NA,NA,13,"€2,171",NA
"Ζέρβας","52",13,1,"age",NA,NA,NA,13,"€2,171",NA
"Ζέρβας","53",13,1,"age",NA,NA,NA,13,"€2,171",NA
"Ζέρβας","54",13,1,"age",NA,NA,NA,13,"€2,171",NA
"Ζέρβας","55",13,1,"age",NA,NA,NA,13,"€2,171",NA
"Ζέρβας","56",13,1,"age",NA,NA,NA,13,"€2,171",NA
"Ζέρβας","57",13,1,"age",NA,NA,NA,13,"€2,171",NA
"Ζέρβας","58",13,1,"age",NA,NA,NA,13,"€2,171",NA
"Ζέρβας","59",13,1,"age",NA,NA,NA,13,"€2,171",NA
"Ζέρβας","60",13,1,"age",NA,NA,NA,13,"€2,171",NA
"Ζέρβας","61",13,1,"age",NA,NA,NA,13,"€2,171",NA
"Ζέρβας","62",13,1,"age",NA,NA,NA,13,"€2,171",NA
"Ζέρβας","63",13,1,"age",NA,NA,NA,13,"€2,171",NA
"Ζέρβας","64",13,1,"age",NA,NA,NA,13,"€2,171",NA
"Ζέρβας","65+",13,1,"age",NA,NA,NA,13,"€2,171",NA
"Ζέρβας","Custom audience",5,0.094829690702655,"custom_audience",NA,FALSE,"HAS_CA_INCLUSION",13,"€2,171",NA
"Ζέρβας","Custom audience",0,0,"custom_audience",NA,TRUE,"HAS_CA_EXCLUSION",13,"€2,171",NA
"Ζέρβας","Customer list custom audience",0,0,"custom_audience",NA,FALSE,"HAS_DFCA_INCLUSION",13,"€2,171",NA
"Ζέρβας","Customer list custom audience",0,0,"custom_audience",NA,TRUE,"HAS_DFCA_EXCLUSION",13,"€2,171",NA
"Πέγκας","All",19,1,"gender",NA,NA,NA,19,"€1,887",NA
"Πέγκας","Women",0,0,"gender",NA,NA,NA,19,"€1,887",NA
"Πέγκας","Men",0,0,"gender",NA,NA,NA,19,"€1,887",NA
"Πέγκας","Thessaloníki, Greece",18,0.98092507300837,"location","CITY",FALSE,NA,19,"€1,887",NA
"Πέγκας","Central Macedonia, Greece",1,0.019074926991631,"location","regions",FALSE,NA,19,"€1,887",NA
"Πέγκας","13",0,0,"age",NA,NA,NA,19,"€1,887",NA
"Πέγκας","14",0,0,"age",NA,NA,NA,19,"€1,887",NA
"Πέγκας","15",0,0,"age",NA,NA,NA,19,"€1,887",NA
"Πέγκας","16",0,0,"age",NA,NA,NA,19,"€1,887",NA
"Πέγκας","17",0,0,"age",NA,NA,NA,19,"€1,887",NA
"Πέγκας","18",19,1,"age",NA,NA,NA,19,"€1,887",NA
"Πέγκας","19",19,1,"age",NA,NA,NA,19,"€1,887",NA
"Πέγκας","20",19,1,"age",NA,NA,NA,19,"€1,887",NA
"Πέγκας","21",19,1,"age",NA,NA,NA,19,"€1,887",NA
"Πέγκας","22",19,1,"age",NA,NA,NA,19,"€1,887",NA
"Πέγκας","23",19,1,"age",NA,NA,NA,19,"€1,887",NA
"Πέγκας","24",19,1,"age",NA,NA,NA,19,"€1,887",NA
"Πέγκας","25",19,1,"age",NA,NA,NA,19,"€1,887",NA
"Πέγκας","26",19,1,"age",NA,NA,NA,19,"€1,887",NA
"Πέγκας","27",19,1,"age",NA,NA,NA,19,"€1,887",NA
"Πέγκας","28",19,1,"age",NA,NA,NA,19,"€1,887",NA
"Πέγκας","29",19,1,"age",NA,NA,NA,19,"€1,887",NA
"Πέγκας","30",19,1,"age",NA,NA,NA,19,"€1,887",NA
"Πέγκας","31",19,1,"age",NA,NA,NA,19,"€1,887",NA
"Πέγκας","32",19,1,"age",NA,NA,NA,19,"€1,887",NA
"Πέγκας","33",19,1,"age",NA,NA,NA,19,"€1,887",NA
"Πέγκας","34",19,1,"age",NA,NA,NA,19,"€1,887",NA
"Πέγκας","35",19,1,"age",NA,NA,NA,19,"€1,887",NA
"Πέγκας","36",19,1,"age",NA,NA,NA,19,"€1,887",NA
"Πέγκας","37",19,1,"age",NA,NA,NA,19,"€1,887",NA
"Πέγκας","38",19,1,"age",NA,NA,NA,19,"€1,887",NA
"Πέγκας","39",19,1,"age",NA,NA,NA,19,"€1,887",NA
"Πέγκας","40",19,1,"age",NA,NA,NA,19,"€1,887",NA
"Πέγκας","41",18,0.94892329218718,"age",NA,NA,NA,19,"€1,887",NA
"Πέγκας","42",18,0.94892329218718,"age",NA,NA,NA,19,"€1,887",NA
"Πέγκας","43",18,0.94892329218718,"age",NA,NA,NA,19,"€1,887",NA
"Πέγκας","44",18,0.94892329218718,"age",NA,NA,NA,19,"€1,887",NA
"Πέγκας","45",18,0.94892329218718,"age",NA,NA,NA,19,"€1,887",NA
"Πέγκας","46",18,0.94892329218718,"age",NA,NA,NA,19,"€1,887",NA
"Πέγκας","47",18,0.94892329218718,"age",NA,NA,NA,19,"€1,887",NA
"Πέγκας","48",18,0.94892329218718,"age",NA,NA,NA,19,"€1,887",NA
"Πέγκας","49",18,0.94892329218718,"age",NA,NA,NA,19,"€1,887",NA
"Πέγκας","50",18,0.94892329218718,"age",NA,NA,NA,19,"€1,887",NA
"Πέγκας","51",18,0.94892329218718,"age",NA,NA,NA,19,"€1,887",NA
"Πέγκας","52",18,0.94892329218718,"age",NA,NA,NA,19,"€1,887",NA
"Πέγκας","53",18,0.94892329218718,"age",NA,NA,NA,19,"€1,887",NA
"Πέγκας","54",18,0.94892329218718,"age",NA,NA,NA,19,"€1,887",NA
"Πέγκας","55",18,0.94892329218718,"age",NA,NA,NA,19,"€1,887",NA
"Πέγκας","56",18,0.94892329218718,"age",NA,NA,NA,19,"€1,887",NA
"Πέγκας","57",18,0.94892329218718,"age",NA,NA,NA,19,"€1,887",NA
"Πέγκας","58",18,0.94892329218718,"age",NA,NA,NA,19,"€1,887",NA
"Πέγκας","59",18,0.94892329218718,"age",NA,NA,NA,19,"€1,887",NA
"Πέγκας","60",18,0.94892329218718,"age",NA,NA,NA,19,"€1,887",NA
"Πέγκας","61",18,0.94892329218718,"age",NA,NA,NA,19,"€1,887",NA
"Πέγκας","62",18,0.94892329218718,"age",NA,NA,NA,19,"€1,887",NA
"Πέγκας","63",18,0.94892329218718,"age",NA,NA,NA,19,"€1,887",NA
"Πέγκας","64",18,0.94892329218718,"age",NA,NA,NA,19,"€1,887",NA
"Πέγκας","65+",18,0.94892329218718,"age",NA,NA,NA,19,"€1,887",NA
"Πέγκας","Custom audience",1,0.3781860004134,"custom_audience",NA,FALSE,"HAS_CA_INCLUSION",19,"€1,887",NA
"Πέγκας","Custom audience",0,0,"custom_audience",NA,TRUE,"HAS_CA_EXCLUSION",19,"€1,887",NA
"Πέγκας","Customer list custom audience",0,0,"custom_audience",NA,FALSE,"HAS_DFCA_INCLUSION",19,"€1,887",NA
"Πέγκας","Customer list custom audience",0,0,"custom_audience",NA,TRUE,"HAS_DFCA_EXCLUSION",19,"€1,887",NA
"Πέγκας","Lookalike audience",1,0.3781860004134,"lookalike_audience",NA,FALSE,NA,19,"€1,887",NA
"Πέγκας","Lookalike audience",0,0,"lookalike_audience",NA,TRUE,NA,19,"€1,887",NA
"Κουριαννίδης","All",4,1,"gender",NA,NA,NA,4,"≤€100",NA
"Κουριαννίδης","Women",0,0,"gender",NA,NA,NA,4,"≤€100",NA
"Κουριαννίδης","Men",0,0,"gender",NA,NA,NA,4,"≤€100",NA
"Κουριαννίδης","Thessaloníki, Greece",4,1,"location","CITY",FALSE,NA,4,"≤€100",NA
"Κουριαννίδης","13",0,0,"age",NA,NA,NA,4,"≤€100",NA
"Κουριαννίδης","14",0,0,"age",NA,NA,NA,4,"≤€100",NA
"Κουριαννίδης","15",0,0,"age",NA,NA,NA,4,"≤€100",NA
"Κουριαννίδης","16",0,0,"age",NA,NA,NA,4,"≤€100",NA
"Κουριαννίδης","17",0,0,"age",NA,NA,NA,4,"≤€100",NA
"Κουριαννίδης","18",4,1,"age",NA,NA,NA,4,"≤€100",NA
"Κουριαννίδης","19",4,1,"age",NA,NA,NA,4,"≤€100",NA
"Κουριαννίδης","20",4,1,"age",NA,NA,NA,4,"≤€100",NA
"Κουριαννίδης","21",4,1,"age",NA,NA,NA,4,"≤€100",NA
"Κουριαννίδης","22",4,1,"age",NA,NA,NA,4,"≤€100",NA
"Κουριαννίδης","23",4,1,"age",NA,NA,NA,4,"≤€100",NA
"Κουριαννίδης","24",4,1,"age",NA,NA,NA,4,"≤€100",NA
"Κουριαννίδης","25",4,1,"age",NA,NA,NA,4,"≤€100",NA
"Κουριαννίδης","26",4,1,"age",NA,NA,NA,4,"≤€100",NA
"Κουριαννίδης","27",4,1,"age",NA,NA,NA,4,"≤€100",NA
"Κουριαννίδης","28",4,1,"age",NA,NA,NA,4,"≤€100",NA
"Κουριαννίδης","29",4,1,"age",NA,NA,NA,4,"≤€100",NA
"Κουριαννίδης","30",4,1,"age",NA,NA,NA,4,"≤€100",NA
"Κουριαννίδης","31",4,1,"age",NA,NA,NA,4,"≤€100",NA
"Κουριαννίδης","32",4,1,"age",NA,NA,NA,4,"≤€100",NA
"Κουριαννίδης","33",4,1,"age",NA,NA,NA,4,"≤€100",NA
"Κουριαννίδης","34",4,1,"age",NA,NA,NA,4,"≤€100",NA
"Κουριαννίδης","35",4,1,"age",NA,NA,NA,4,"≤€100",NA
"Κουριαννίδης","36",4,1,"age",NA,NA,NA,4,"≤€100",NA
"Κουριαννίδης","37",4,1,"age",NA,NA,NA,4,"≤€100",NA
"Κουριαννίδης","38",4,1,"age",NA,NA,NA,4,"≤€100",NA
"Κουριαννίδης","39",4,1,"age",NA,NA,NA,4,"≤€100",NA
"Κουριαννίδης","40",4,1,"age",NA,NA,NA,4,"≤€100",NA
"Κουριαννίδης","41",4,1,"age",NA,NA,NA,4,"≤€100",NA
"Κουριαννίδης","42",4,1,"age",NA,NA,NA,4,"≤€100",NA
"Κουριαννίδης","43",4,1,"age",NA,NA,NA,4,"≤€100",NA
"Κουριαννίδης","44",4,1,"age",NA,NA,NA,4,"≤€100",NA
"Κουριαννίδης","45",4,1,"age",NA,NA,NA,4,"≤€100",NA
"Κουριαννίδης","46",4,1,"age",NA,NA,NA,4,"≤€100",NA
"Κουριαννίδης","47",4,1,"age",NA,NA,NA,4,"≤€100",NA
"Κουριαννίδης","48",4,1,"age",NA,NA,NA,4,"≤€100",NA
"Κουριαννίδης","49",4,1,"age",NA,NA,NA,4,"≤€100",NA
"Κουριαννίδης","50",4,1,"age",NA,NA,NA,4,"≤€100",NA
"Κουριαννίδης","51",4,1,"age",NA,NA,NA,4,"≤€100",NA
"Κουριαννίδης","52",4,1,"age",NA,NA,NA,4,"≤€100",NA
"Κουριαννίδης","53",4,1,"age",NA,NA,NA,4,"≤€100",NA
"Κουριαννίδης","54",4,1,"age",NA,NA,NA,4,"≤€100",NA
"Κουριαννίδης","55",4,1,"age",NA,NA,NA,4,"≤€100",NA
"Κουριαννίδης","56",4,1,"age",NA,NA,NA,4,"≤€100",NA
"Κουριαννίδης","57",4,1,"age",NA,NA,NA,4,"≤€100",NA
"Κουριαννίδης","58",4,1,"age",NA,NA,NA,4,"≤€100",NA
"Κουριαννίδης","59",4,1,"age",NA,NA,NA,4,"≤€100",NA
"Κουριαννίδης","60",4,1,"age",NA,NA,NA,4,"≤€100",NA
"Κουριαννίδης","61",4,1,"age",NA,NA,NA,4,"≤€100",NA
"Κουριαννίδης","62",4,1,"age",NA,NA,NA,4,"≤€100",NA
"Κουριαννίδης","63",4,1,"age",NA,NA,NA,4,"≤€100",NA
"Κουριαννίδης","64",4,1,"age",NA,NA,NA,4,"≤€100",NA
"Κουριαννίδης","65+",4,1,"age",NA,NA,NA,4,"≤€100",NA
"Καλόγηρος","All",15,1,"gender",NA,NA,NA,15,"€686",NA
"Καλόγηρος","Women",0,0,"gender",NA,NA,NA,15,"€686",NA
"Καλόγηρος","Men",0,0,"gender",NA,NA,NA,15,"€686",NA
"Καλόγηρος","Thessaloníki, Greece",15,1,"location","CITY",FALSE,NA,15,"€686",NA
"Καλόγηρος","13",0,0,"age",NA,NA,NA,15,"€686",NA
"Καλόγηρος","14",0,0,"age",NA,NA,NA,15,"€686",NA
"Καλόγηρος","15",0,0,"age",NA,NA,NA,15,"€686",NA
"Καλόγηρος","16",0,0,"age",NA,NA,NA,15,"€686",NA
"Καλόγηρος","17",0,0,"age",NA,NA,NA,15,"€686",NA
"Καλόγηρος","18",15,1,"age",NA,NA,NA,15,"€686",NA
"Καλόγηρος","19",15,1,"age",NA,NA,NA,15,"€686",NA
"Καλόγηρος","20",15,1,"age",NA,NA,NA,15,"€686",NA
"Καλόγηρος","21",15,1,"age",NA,NA,NA,15,"€686",NA
"Καλόγηρος","22",15,1,"age",NA,NA,NA,15,"€686",NA
"Καλόγηρος","23",15,1,"age",NA,NA,NA,15,"€686",NA
"Καλόγηρος","24",15,1,"age",NA,NA,NA,15,"€686",NA
"Καλόγηρος","25",15,1,"age",NA,NA,NA,15,"€686",NA
"Καλόγηρος","26",15,1,"age",NA,NA,NA,15,"€686",NA
"Καλόγηρος","27",15,1,"age",NA,NA,NA,15,"€686",NA
"Καλόγηρος","28",15,1,"age",NA,NA,NA,15,"€686",NA
