"party","value","num_ads","total_spend_pct","type","location_type","is_exclusion","total_num_ads","total_spend_formatted","custom_audience_type","detailed_type"
"Ανδρουλάκης","All",2,1,"gender",NA,NA,2,"€177",NA,NA
"Ανδρουλάκης","Women",0,0,"gender",NA,NA,2,"€177",NA,NA
"Ανδρουλάκης","Men",0,0,"gender",NA,NA,2,"€177",NA,NA
"Ανδρουλάκης","Thessaloníki, Greece",1,0.65134250902527,"location","CITY",FALSE,2,"€177",NA,NA
"Ανδρουλάκης","Crete, Greece",2,1,"location","regions",FALSE,2,"€177",NA,NA
"Ανδρουλάκης","Peloponnese (region), Greece",2,1,"location","regions",FALSE,2,"€177",NA,NA
"Ανδρουλάκης","Athens, Greece",1,0.65134250902527,"location","CITY",FALSE,2,"€177",NA,NA
"Ανδρουλάκης","13",0,0,"age",NA,NA,2,"€177",NA,NA
"Ανδρουλάκης","14",0,0,"age",NA,NA,2,"€177",NA,NA
"Ανδρουλάκης","15",0,0,"age",NA,NA,2,"€177",NA,NA
"Ανδρουλάκης","16",0,0,"age",NA,NA,2,"€177",NA,NA
"Ανδρουλάκης","17",0,0,"age",NA,NA,2,"€177",NA,NA
"Ανδρουλάκης","18",0,0,"age",NA,NA,2,"€177",NA,NA
"Ανδρουλάκης","19",0,0,"age",NA,NA,2,"€177",NA,NA
"Ανδρουλάκης","20",0,0,"age",NA,NA,2,"€177",NA,NA
"Ανδρουλάκης","21",0,0,"age",NA,NA,2,"€177",NA,NA
"Ανδρουλάκης","22",0,0,"age",NA,NA,2,"€177",NA,NA
"Ανδρουλάκης","23",0,0,"age",NA,NA,2,"€177",NA,NA
"Ανδρουλάκης","24",0,0,"age",NA,NA,2,"€177",NA,NA
"Ανδρουλάκης","25",0,0,"age",NA,NA,2,"€177",NA,NA
"Ανδρουλάκης","26",0,0,"age",NA,NA,2,"€177",NA,NA
"Ανδρουλάκης","27",0,0,"age",NA,NA,2,"€177",NA,NA
"Ανδρουλάκης","28",0,0,"age",NA,NA,2,"€177",NA,NA
"Ανδρουλάκης","29",0,0,"age",NA,NA,2,"€177",NA,NA
"Ανδρουλάκης","30",2,1,"age",NA,NA,2,"€177",NA,NA
"Ανδρουλάκης","31",2,1,"age",NA,NA,2,"€177",NA,NA
"Ανδρουλάκης","32",2,1,"age",NA,NA,2,"€177",NA,NA
"Ανδρουλάκης","33",2,1,"age",NA,NA,2,"€177",NA,NA
"Ανδρουλάκης","34",2,1,"age",NA,NA,2,"€177",NA,NA
"Ανδρουλάκης","35",2,1,"age",NA,NA,2,"€177",NA,NA
"Ανδρουλάκης","36",2,1,"age",NA,NA,2,"€177",NA,NA
"Ανδρουλάκης","37",2,1,"age",NA,NA,2,"€177",NA,NA
"Ανδρουλάκης","38",2,1,"age",NA,NA,2,"€177",NA,NA
"Ανδρουλάκης","39",2,1,"age",NA,NA,2,"€177",NA,NA
"Ανδρουλάκης","40",2,1,"age",NA,NA,2,"€177",NA,NA
"Ανδρουλάκης","41",2,1,"age",NA,NA,2,"€177",NA,NA
"Ανδρουλάκης","42",2,1,"age",NA,NA,2,"€177",NA,NA
"Ανδρουλάκης","43",2,1,"age",NA,NA,2,"€177",NA,NA
"Ανδρουλάκης","44",2,1,"age",NA,NA,2,"€177",NA,NA
"Ανδρουλάκης","45",2,1,"age",NA,NA,2,"€177",NA,NA
"Ανδρουλάκης","46",2,1,"age",NA,NA,2,"€177",NA,NA
"Ανδρουλάκης","47",2,1,"age",NA,NA,2,"€177",NA,NA
"Ανδρουλάκης","48",2,1,"age",NA,NA,2,"€177",NA,NA
"Ανδρουλάκης","49",2,1,"age",NA,NA,2,"€177",NA,NA
"Ανδρουλάκης","50",2,1,"age",NA,NA,2,"€177",NA,NA
"Ανδρουλάκης","51",2,1,"age",NA,NA,2,"€177",NA,NA
"Ανδρουλάκης","52",2,1,"age",NA,NA,2,"€177",NA,NA
"Ανδρουλάκης","53",2,1,"age",NA,NA,2,"€177",NA,NA
"Ανδρουλάκης","54",2,1,"age",NA,NA,2,"€177",NA,NA
"Ανδρουλάκης","55",2,1,"age",NA,NA,2,"€177",NA,NA
"Ανδρουλάκης","56",2,1,"age",NA,NA,2,"€177",NA,NA
"Ανδρουλάκης","57",2,1,"age",NA,NA,2,"€177",NA,NA
"Ανδρουλάκης","58",2,1,"age",NA,NA,2,"€177",NA,NA
"Ανδρουλάκης","59",2,1,"age",NA,NA,2,"€177",NA,NA
"Ανδρουλάκης","60",2,1,"age",NA,NA,2,"€177",NA,NA
"Ανδρουλάκης","61",2,1,"age",NA,NA,2,"€177",NA,NA
"Ανδρουλάκης","62",2,1,"age",NA,NA,2,"€177",NA,NA
"Ανδρουλάκης","63",2,1,"age",NA,NA,2,"€177",NA,NA
"Ανδρουλάκης","64",2,1,"age",NA,NA,2,"€177",NA,NA
"Ανδρουλάκης","65+",2,1,"age",NA,NA,2,"€177",NA,NA
