"party","value","num_ads","total_spend_pct","type","location_type","is_exclusion","total_num_ads","total_spend_formatted","custom_audience_type","detailed_type"
"Ανδρουλάκης","All",3,1,"gender",NA,NA,3,"€1,055",NA,NA
"Ανδρουλάκης","Women",0,0,"gender",NA,NA,3,"€1,055",NA,NA
"Ανδρουλάκης","Men",0,0,"gender",NA,NA,3,"€1,055",NA,NA
"Ανδρουλάκης","Peloponnese (region), Greece",3,1,"location","regions",FALSE,3,"€1,055",NA,NA
"Ανδρουλάκης","Thessaloníki, Greece",3,1,"location","CITY",FALSE,3,"€1,055",NA,NA
"Ανδρουλάκης","Athens, Greece",3,1,"location","CITY",FALSE,3,"€1,055",NA,NA
"Ανδρουλάκης","Crete, Greece",3,1,"location","regions",FALSE,3,"€1,055",NA,NA
"Ανδρουλάκης","13",0,0,"age",NA,NA,3,"€1,055",NA,NA
"Ανδρουλάκης","14",0,0,"age",NA,NA,3,"€1,055",NA,NA
"Ανδρουλάκης","15",0,0,"age",NA,NA,3,"€1,055",NA,NA
"Ανδρουλάκης","16",0,0,"age",NA,NA,3,"€1,055",NA,NA
"Ανδρουλάκης","17",0,0,"age",NA,NA,3,"€1,055",NA,NA
"Ανδρουλάκης","18",0,0,"age",NA,NA,3,"€1,055",NA,NA
"Ανδρουλάκης","19",0,0,"age",NA,NA,3,"€1,055",NA,NA
"Ανδρουλάκης","20",0,0,"age",NA,NA,3,"€1,055",NA,NA
"Ανδρουλάκης","21",0,0,"age",NA,NA,3,"€1,055",NA,NA
"Ανδρουλάκης","22",0,0,"age",NA,NA,3,"€1,055",NA,NA
"Ανδρουλάκης","23",0,0,"age",NA,NA,3,"€1,055",NA,NA
"Ανδρουλάκης","24",0,0,"age",NA,NA,3,"€1,055",NA,NA
"Ανδρουλάκης","25",0,0,"age",NA,NA,3,"€1,055",NA,NA
"Ανδρουλάκης","26",0,0,"age",NA,NA,3,"€1,055",NA,NA
"Ανδρουλάκης","27",0,0,"age",NA,NA,3,"€1,055",NA,NA
"Ανδρουλάκης","28",0,0,"age",NA,NA,3,"€1,055",NA,NA
"Ανδρουλάκης","29",0,0,"age",NA,NA,3,"€1,055",NA,NA
"Ανδρουλάκης","30",3,1,"age",NA,NA,3,"€1,055",NA,NA
"Ανδρουλάκης","31",3,1,"age",NA,NA,3,"€1,055",NA,NA
"Ανδρουλάκης","32",3,1,"age",NA,NA,3,"€1,055",NA,NA
"Ανδρουλάκης","33",3,1,"age",NA,NA,3,"€1,055",NA,NA
"Ανδρουλάκης","34",3,1,"age",NA,NA,3,"€1,055",NA,NA
"Ανδρουλάκης","35",3,1,"age",NA,NA,3,"€1,055",NA,NA
"Ανδρουλάκης","36",3,1,"age",NA,NA,3,"€1,055",NA,NA
"Ανδρουλάκης","37",3,1,"age",NA,NA,3,"€1,055",NA,NA
"Ανδρουλάκης","38",3,1,"age",NA,NA,3,"€1,055",NA,NA
"Ανδρουλάκης","39",3,1,"age",NA,NA,3,"€1,055",NA,NA
"Ανδρουλάκης","40",3,1,"age",NA,NA,3,"€1,055",NA,NA
"Ανδρουλάκης","41",3,1,"age",NA,NA,3,"€1,055",NA,NA
"Ανδρουλάκης","42",3,1,"age",NA,NA,3,"€1,055",NA,NA
"Ανδρουλάκης","43",3,1,"age",NA,NA,3,"€1,055",NA,NA
"Ανδρουλάκης","44",3,1,"age",NA,NA,3,"€1,055",NA,NA
"Ανδρουλάκης","45",3,1,"age",NA,NA,3,"€1,055",NA,NA
"Ανδρουλάκης","46",3,1,"age",NA,NA,3,"€1,055",NA,NA
"Ανδρουλάκης","47",3,1,"age",NA,NA,3,"€1,055",NA,NA
"Ανδρουλάκης","48",3,1,"age",NA,NA,3,"€1,055",NA,NA
"Ανδρουλάκης","49",3,1,"age",NA,NA,3,"€1,055",NA,NA
"Ανδρουλάκης","50",3,1,"age",NA,NA,3,"€1,055",NA,NA
"Ανδρουλάκης","51",3,1,"age",NA,NA,3,"€1,055",NA,NA
"Ανδρουλάκης","52",3,1,"age",NA,NA,3,"€1,055",NA,NA
"Ανδρουλάκης","53",3,1,"age",NA,NA,3,"€1,055",NA,NA
"Ανδρουλάκης","54",3,1,"age",NA,NA,3,"€1,055",NA,NA
"Ανδρουλάκης","55",3,1,"age",NA,NA,3,"€1,055",NA,NA
"Ανδρουλάκης","56",3,1,"age",NA,NA,3,"€1,055",NA,NA
"Ανδρουλάκης","57",3,1,"age",NA,NA,3,"€1,055",NA,NA
"Ανδρουλάκης","58",3,1,"age",NA,NA,3,"€1,055",NA,NA
"Ανδρουλάκης","59",3,1,"age",NA,NA,3,"€1,055",NA,NA
"Ανδρουλάκης","60",3,1,"age",NA,NA,3,"€1,055",NA,NA
"Ανδρουλάκης","61",3,1,"age",NA,NA,3,"€1,055",NA,NA
"Ανδρουλάκης","62",3,1,"age",NA,NA,3,"€1,055",NA,NA
"Ανδρουλάκης","63",3,1,"age",NA,NA,3,"€1,055",NA,NA
"Ανδρουλάκης","64",3,1,"age",NA,NA,3,"€1,055",NA,NA
"Ανδρουλάκης","65+",3,1,"age",NA,NA,3,"€1,055",NA,NA
