"party","value","num_ads","total_spend_pct","type","location_type","is_exclusion","custom_audience_type","total_num_ads","total_spend_formatted","detailed_type"
"ΣΥΡΙΖΑ","All",3,1,"gender",NA,NA,NA,3,"€575",NA
"ΣΥΡΙΖΑ","Women",0,0,"gender",NA,NA,NA,3,"€575",NA
"ΣΥΡΙΖΑ","Men",0,0,"gender",NA,NA,NA,3,"€575",NA
"ΣΥΡΙΖΑ","Greece",3,1,"location","countries",FALSE,NA,3,"€575",NA
"ΣΥΡΙΖΑ","13",0,0,"age",NA,NA,NA,3,"€575",NA
"ΣΥΡΙΖΑ","14",0,0,"age",NA,NA,NA,3,"€575",NA
"ΣΥΡΙΖΑ","15",0,0,"age",NA,NA,NA,3,"€575",NA
"ΣΥΡΙΖΑ","16",0,0,"age",NA,NA,NA,3,"€575",NA
"ΣΥΡΙΖΑ","17",0,0,"age",NA,NA,NA,3,"€575",NA
"ΣΥΡΙΖΑ","18",3,1,"age",NA,NA,NA,3,"€575",NA
"ΣΥΡΙΖΑ","19",3,1,"age",NA,NA,NA,3,"€575",NA
"ΣΥΡΙΖΑ","20",3,1,"age",NA,NA,NA,3,"€575",NA
"ΣΥΡΙΖΑ","21",3,1,"age",NA,NA,NA,3,"€575",NA
"ΣΥΡΙΖΑ","22",3,1,"age",NA,NA,NA,3,"€575",NA
"ΣΥΡΙΖΑ","23",3,1,"age",NA,NA,NA,3,"€575",NA
"ΣΥΡΙΖΑ","24",3,1,"age",NA,NA,NA,3,"€575",NA
"ΣΥΡΙΖΑ","25",3,1,"age",NA,NA,NA,3,"€575",NA
"ΣΥΡΙΖΑ","26",3,1,"age",NA,NA,NA,3,"€575",NA
"ΣΥΡΙΖΑ","27",3,1,"age",NA,NA,NA,3,"€575",NA
"ΣΥΡΙΖΑ","28",3,1,"age",NA,NA,NA,3,"€575",NA
"ΣΥΡΙΖΑ","29",3,1,"age",NA,NA,NA,3,"€575",NA
"ΣΥΡΙΖΑ","30",3,1,"age",NA,NA,NA,3,"€575",NA
"ΣΥΡΙΖΑ","31",3,1,"age",NA,NA,NA,3,"€575",NA
"ΣΥΡΙΖΑ","32",3,1,"age",NA,NA,NA,3,"€575",NA
"ΣΥΡΙΖΑ","33",3,1,"age",NA,NA,NA,3,"€575",NA
"ΣΥΡΙΖΑ","34",3,1,"age",NA,NA,NA,3,"€575",NA
"ΣΥΡΙΖΑ","35",3,1,"age",NA,NA,NA,3,"€575",NA
"ΣΥΡΙΖΑ","36",3,1,"age",NA,NA,NA,3,"€575",NA
"ΣΥΡΙΖΑ","37",3,1,"age",NA,NA,NA,3,"€575",NA
"ΣΥΡΙΖΑ","38",3,1,"age",NA,NA,NA,3,"€575",NA
"ΣΥΡΙΖΑ","39",3,1,"age",NA,NA,NA,3,"€575",NA
"ΣΥΡΙΖΑ","40",3,1,"age",NA,NA,NA,3,"€575",NA
"ΣΥΡΙΖΑ","41",3,1,"age",NA,NA,NA,3,"€575",NA
"ΣΥΡΙΖΑ","42",3,1,"age",NA,NA,NA,3,"€575",NA
"ΣΥΡΙΖΑ","43",3,1,"age",NA,NA,NA,3,"€575",NA
"ΣΥΡΙΖΑ","44",3,1,"age",NA,NA,NA,3,"€575",NA
"ΣΥΡΙΖΑ","45",3,1,"age",NA,NA,NA,3,"€575",NA
"ΣΥΡΙΖΑ","46",3,1,"age",NA,NA,NA,3,"€575",NA
"ΣΥΡΙΖΑ","47",3,1,"age",NA,NA,NA,3,"€575",NA
"ΣΥΡΙΖΑ","48",3,1,"age",NA,NA,NA,3,"€575",NA
"ΣΥΡΙΖΑ","49",3,1,"age",NA,NA,NA,3,"€575",NA
"ΣΥΡΙΖΑ","50",3,1,"age",NA,NA,NA,3,"€575",NA
"ΣΥΡΙΖΑ","51",3,1,"age",NA,NA,NA,3,"€575",NA
"ΣΥΡΙΖΑ","52",3,1,"age",NA,NA,NA,3,"€575",NA
"ΣΥΡΙΖΑ","53",3,1,"age",NA,NA,NA,3,"€575",NA
"ΣΥΡΙΖΑ","54",3,1,"age",NA,NA,NA,3,"€575",NA
"ΣΥΡΙΖΑ","55",3,1,"age",NA,NA,NA,3,"€575",NA
"ΣΥΡΙΖΑ","56",3,1,"age",NA,NA,NA,3,"€575",NA
"ΣΥΡΙΖΑ","57",3,1,"age",NA,NA,NA,3,"€575",NA
"ΣΥΡΙΖΑ","58",3,1,"age",NA,NA,NA,3,"€575",NA
"ΣΥΡΙΖΑ","59",3,1,"age",NA,NA,NA,3,"€575",NA
"ΣΥΡΙΖΑ","60",3,1,"age",NA,NA,NA,3,"€575",NA
"ΣΥΡΙΖΑ","61",3,1,"age",NA,NA,NA,3,"€575",NA
"ΣΥΡΙΖΑ","62",3,1,"age",NA,NA,NA,3,"€575",NA
"ΣΥΡΙΖΑ","63",3,1,"age",NA,NA,NA,3,"€575",NA
"ΣΥΡΙΖΑ","64",3,1,"age",NA,NA,NA,3,"€575",NA
"ΣΥΡΙΖΑ","65+",3,1,"age",NA,NA,NA,3,"€575",NA
"ΣΥΡΙΖΑ","Custom audience",3,1,"custom_audience",NA,FALSE,"HAS_CA_INCLUSION",3,"€575",NA
