date,cases,deaths,stringencyIndex,icu,week,cases_7d_avg,deaths_7d_avg,icu_7d_avg
2020-11-12,3316.0,50.0,,310.0,2020-11-09,2404.285714285714,36.714285714285715,248.57142857142858
2020-11-13,3038.0,38.0,,336.0,2020-11-09,2488.714285714286,40.285714285714285,268.57142857142856
2020-11-14,2835.0,38.0,,366.0,2020-11-09,2528.714285714286,40.857142857142854,291.2857142857143
2020-11-15,1695.0,71.0,,392.0,2020-11-09,2501.0,46.0,314.7142857142857
2020-11-16,2198.0,59.0,,400.0,2020-11-16,2602.285714285714,48.57142857142857,337.7142857142857
2020-11-17,2422.0,63.0,,443.0,2020-11-16,2607.8571428571427,51.714285714285715,363.42857142857144
2020-11-18,3209.0,60.0,,480.0,2020-11-16,2673.285714285714,54.142857142857146,389.57142857142856
2020-11-19,3227.0,59.0,,499.0,2020-11-16,2660.5714285714284,55.42857142857143,416.57142857142856
2020-11-20,2551.0,72.0,,519.0,2020-11-16,2591.0,60.285714285714285,442.7142857142857
2020-11-21,2309.0,108.0,,522.0,2020-11-16,2515.8571428571427,70.28571428571429,465.0
2020-11-22,1498.0,103.0,,540.0,2020-11-16,2487.714285714286,74.85714285714286,486.14285714285717
2020-11-23,1387.0,84.0,,549.0,2020-11-23,2371.8571428571427,78.42857142857143,507.42857142857144
2020-11-24,2131.0,101.0,,562.0,2020-11-23,2330.285714285714,83.85714285714286,524.4285714285714
2020-11-25,2151.0,87.0,,597.0,2020-11-23,2179.1428571428573,87.71428571428571,541.1428571428571
2020-11-26,2018.0,99.0,,608.0,2020-11-23,2006.4285714285713,93.42857142857143,556.7142857142857
2020-11-27,1981.0,101.0,,607.0,2020-11-23,1925.0,97.57142857142857,569.2857142857143
2020-11-28,1747.0,121.0,,606.0,2020-11-23,1844.7142857142858,99.42857142857143,581.2857142857143
2020-11-29,1193.0,98.0,,603.0,2020-11-23,1801.142857142857,98.71428571428571,590.2857142857143
2020-11-30,1044.0,85.0,,600.0,2020-11-30,1752.142857142857,98.85714285714286,597.5714285714286
2020-12-01,2199.0,111.0,,596.0,2020-11-30,1761.857142857143,100.28571428571429,602.4285714285714
2020-12-02,2185.0,89.0,,613.0,2020-11-30,1766.7142857142858,100.57142857142857,604.7142857142857
2020-12-03,1882.0,100.0,,622.0,2020-11-30,1747.2857142857142,100.71428571428571,606.7142857142857
2020-12-04,1648.0,98.0,,612.0,2020-11-30,1699.7142857142858,100.28571428571429,607.4285714285714
2020-12-05,1383.0,98.0,,594.0,2020-11-30,1647.7142857142858,97.0,605.7142857142857
2020-12-06,903.0,101.0,,600.0,2020-11-30,1606.2857142857142,97.42857142857143,605.2857142857143
2020-12-07,1250.0,89.0,,600.0,2020-12-07,1635.7142857142858,98.0,605.2857142857143
2020-12-08,1324.0,102.0,,579.0,2020-12-07,1510.7142857142858,96.71428571428571,602.8571428571429
2020-12-09,1675.0,95.0,,578.0,2020-12-07,1437.857142857143,97.57142857142857,597.8571428571429
2020-12-10,1533.0,81.0,,571.0,2020-12-07,1388.0,94.85714285714286,590.5714285714286
2020-12-11,1395.0,102.0,,583.0,2020-12-07,1351.857142857143,95.42857142857143,586.4285714285714
2020-12-12,1194.0,68.0,,577.0,2020-12-07,1324.857142857143,91.14285714285714,584.0
2020-12-13,692.0,85.0,,552.0,2020-12-07,1294.7142857142858,88.85714285714286,577.1428571428571
2020-12-14,639.0,62.0,,558.0,2020-12-14,1207.4285714285713,85.0,571.1428571428571
2020-12-15,1199.0,98.0,,550.0,2020-12-14,1189.5714285714287,84.42857142857143,567.0
2020-12-16,1185.0,85.0,,552.0,2020-12-14,1119.5714285714287,83.0,563.2857142857143
2020-12-17,1153.0,78.0,,542.0,2020-12-14,1065.2857142857142,82.57142857142857,559.1428571428571
2020-12-18,874.0,96.0,,527.0,2020-12-14,990.8571428571429,81.71428571428571,551.1428571428571
2020-12-19,901.0,58.0,,534.0,2020-12-14,949.0,80.28571428571429,545.0
2020-12-20,587.0,70.0,,515.0,2020-12-14,934.0,78.14285714285714,539.7142857142857
2020-12-21,525.0,85.0,,505.0,2020-12-21,917.7142857142857,81.42857142857143,532.1428571428571
2020-12-22,833.0,83.0,,491.0,2020-12-21,865.4285714285714,79.28571428571429,523.7142857142857
2020-12-23,935.0,62.0,,495.0,2020-12-21,829.7142857142857,76.0,515.5714285714286
2020-12-24,870.0,55.0,,476.0,2020-12-21,789.2857142857143,72.71428571428571,506.14285714285717
2020-12-25,617.0,50.0,,470.0,2020-12-21,752.5714285714286,66.14285714285714,498.0
2020-12-26,262.0,46.0,,473.0,2020-12-21,661.2857142857143,64.42857142857143,489.2857142857143
2020-12-27,342.0,53.0,,469.0,2020-12-21,626.2857142857143,62.0,482.7142857142857
2020-12-28,475.0,66.0,,467.0,2020-12-28,619.1428571428571,59.285714285714285,477.2857142857143
2020-12-29,1045.0,58.0,,458.0,2020-12-28,649.4285714285714,55.714285714285715,472.57142857142856
2020-12-30,942.0,58.0,,443.0,2020-12-28,650.4285714285714,55.142857142857146,465.14285714285717
2020-12-31,932.0,50.0,,438.0,2020-12-28,659.2857142857143,54.42857142857143,459.7142857142857
2021-01-01,597.0,43.0,84.26,429.0,2020-12-28,656.4285714285714,53.42857142857143,453.85714285714283
2021-01-02,262.0,40.0,84.26,431.0,2020-12-28,656.4285714285714,52.57142857142857,447.85714285714283
2021-01-03,390.0,36.0,84.26,421.0,2020-12-28,663.2857142857143,50.142857142857146,441.0
2021-01-04,427.0,54.0,84.26,407.0,2021-01-04,656.4285714285714,48.42857142857143,432.42857142857144
2021-01-05,927.0,40.0,84.26,405.0,2021-01-04,639.5714285714286,45.857142857142854,424.85714285714283
2021-01-06,814.0,48.0,84.26,399.0,2021-01-04,621.2857142857143,44.42857142857143,418.57142857142856
2021-01-07,510.0,47.0,84.26,391.0,2021-01-04,561.0,44.0,411.85714285714283
2021-01-08,717.0,49.0,84.26,386.0,2021-01-04,578.1428571428571,44.857142857142854,405.7142857142857
2021-01-09,799.0,32.0,84.26,362.0,2021-01-04,654.8571428571429,43.714285714285715,395.85714285714283
2021-01-10,445.0,36.0,84.26,353.0,2021-01-04,662.7142857142857,43.714285714285715,386.14285714285717
2021-01-11,441.0,39.0,80.56,350.0,2021-01-11,664.7142857142857,41.57142857142857,378.0
2021-01-12,841.0,27.0,80.56,337.0,2021-01-11,652.4285714285714,39.714285714285715,368.2857142857143
2021-01-13,668.0,25.0,80.56,340.0,2021-01-11,631.5714285714286,36.42857142857143,359.85714285714283
2021-01-14,595.0,33.0,80.56,328.0,2021-01-11,643.7142857142857,34.42857142857143,350.85714285714283
2021-01-15,577.0,34.0,80.56,319.0,2021-01-11,623.7142857142857,32.285714285714285,341.2857142857143
2021-01-16,510.0,20.0,80.56,323.0,2021-01-11,582.4285714285714,30.571428571428573,335.7142857142857
2021-01-17,237.0,28.0,80.56,320.0,2021-01-11,552.7142857142857,29.428571428571427,331.0
2021-01-18,318.0,19.0,80.56,322.0,2021-01-18,535.1428571428571,26.571428571428573,327.0
2021-01-19,537.0,30.0,80.56,320.0,2021-01-18,491.7142857142857,27.0,324.57142857142856
2021-01-20,511.0,27.0,80.56,300.0,2021-01-18,469.2857142857143,27.285714285714285,318.85714285714283
2021-01-21,506.0,25.0,80.56,293.0,2021-01-18,456.57142857142856,26.142857142857142,313.85714285714283
2021-01-22,562.0,28.0,80.56,288.0,2021-01-18,454.42857142857144,25.285714285714285,309.42857142857144
2021-01-23,605.0,24.0,80.56,292.0,2021-01-18,468.0,25.857142857142858,305.0
2021-01-24,334.0,24.0,80.56,288.0,2021-01-18,481.85714285714283,25.285714285714285,300.42857142857144
2021-01-25,432.0,25.0,80.56,286.0,2021-01-25,498.14285714285717,26.142857142857142,295.2857142857143
2021-01-26,814.0,21.0,80.56,283.0,2021-01-25,537.7142857142857,24.857142857142858,290.0
2021-01-27,857.0,32.0,80.56,274.0,2021-01-25,587.1428571428571,25.571428571428573,286.2857142857143
2021-01-28,713.0,18.0,80.56,268.0,2021-01-25,616.7142857142857,24.571428571428573,282.7142857142857
2021-01-29,882.0,22.0,80.56,260.0,2021-01-25,662.4285714285714,23.714285714285715,278.7142857142857
2021-01-30,795.0,15.0,80.56,257.0,2021-01-25,689.5714285714286,22.428571428571427,273.7142857142857
2021-01-31,484.0,17.0,80.56,255.0,2021-01-25,711.0,21.428571428571427,269.0
2021-02-01,538.0,33.0,81.48,248.0,2021-02-01,726.1428571428571,22.571428571428573,263.57142857142856
2021-02-02,1221.0,22.0,81.48,244.0,2021-02-01,784.2857142857143,22.714285714285715,258.0
2021-02-03,1150.0,27.0,81.48,246.0,2021-02-01,826.1428571428571,22.0,254.0
2021-02-04,1069.0,25.0,81.48,249.0,2021-02-01,877.0,23.0,251.28571428571428
2021-02-05,1172.0,19.0,81.48,246.0,2021-02-01,918.4285714285714,22.571428571428573,249.28571428571428
2021-02-06,1106.0,29.0,81.48,249.0,2021-02-01,962.8571428571429,24.571428571428573,248.14285714285714
2021-02-07,733.0,21.0,81.48,262.0,2021-02-01,998.4285714285714,25.142857142857142,249.14285714285714
2021-02-08,629.0,25.0,81.48,276.0,2021-02-08,1011.4285714285714,24.0,253.14285714285714
2021-02-09,1492.0,20.0,81.48,277.0,2021-02-08,1050.142857142857,23.714285714285715,257.85714285714283
2021-02-10,1482.0,17.0,81.48,284.0,2021-02-08,1097.5714285714287,22.285714285714285,263.2857142857143
2021-02-11,1323.0,22.0,81.48,281.0,2021-02-08,1133.857142857143,21.857142857142858,267.85714285714283
2021-02-12,1372.0,21.0,81.48,293.0,2021-02-08,1162.4285714285713,22.142857142857142,274.57142857142856
2021-02-13,1222.0,26.0,81.48,300.0,2021-02-08,1179.0,21.714285714285715,281.85714285714283
2021-02-14,662.0,23.0,81.48,301.0,2021-02-08,1168.857142857143,22.0,287.42857142857144
2021-02-15,696.0,26.0,81.48,299.0,2021-02-15,1178.4285714285713,22.142857142857142,290.7142857142857
2021-02-16,1081.0,29.0,78.7,309.0,2021-02-15,1119.7142857142858,23.428571428571427,295.2857142857143
2021-02-17,754.0,13.0,78.7,313.0,2021-02-15,1015.7142857142857,22.857142857142858,299.42857142857144
2021-02-18,1400.0,27.0,78.7,320.0,2021-02-15,1026.7142857142858,23.571428571428573,305.0
2021-02-19,1435.0,28.0,78.7,325.0,2021-02-15,1035.7142857142858,24.571428571428573,309.57142857142856
2021-02-20,1424.0,23.0,80.56,325.0,2021-02-15,1064.5714285714287,24.142857142857142,313.14285714285717
2021-02-21,884.0,25.0,80.56,326.0,2021-02-15,1096.2857142857142,24.428571428571427,316.7142857142857
2021-02-22,870.0,24.0,80.56,346.0,2021-02-22,1121.142857142857,24.142857142857142,323.42857142857144
2021-02-23,2111.0,22.0,80.56,357.0,2021-02-22,1268.2857142857142,23.142857142857142,330.2857142857143
2021-02-24,1903.0,28.0,80.56,357.0,2021-02-22,1432.4285714285713,25.285714285714285,336.57142857142856
2021-02-25,1783.0,39.0,80.56,367.0,2021-02-22,1487.142857142857,27.0,343.2857142857143
2021-02-26,1732.0,29.0,80.56,371.0,2021-02-22,1529.5714285714287,27.142857142857142,349.85714285714283
2021-02-27,1630.0,29.0,80.56,379.0,2021-02-22,1559.0,28.0,357.57142857142856
2021-02-28,1269.0,36.0,88.89,391.0,2021-02-22,1614.0,29.571428571428573,366.85714285714283
2021-03-01,1170.0,30.0,88.89,406.0,2021-03-01,1656.857142857143,30.428571428571427,375.42857142857144
2021-03-02,2312.0,23.0,88.89,422.0,2021-03-01,1685.5714285714287,30.571428571428573,384.7142857142857
2021-03-03,2697.0,40.0,88.89,431.0,2021-03-01,1799.0,32.285714285714285,395.2857142857143
2021-03-04,2217.0,35.0,88.89,449.0,2021-03-01,1861.0,31.714285714285715,407.0
2021-03-05,2181.0,32.0,88.89,451.0,2021-03-01,1925.142857142857,32.142857142857146,418.42857142857144
2021-03-06,2301.0,41.0,88.89,452.0,2021-03-01,2021.0,33.857142857142854,428.85714285714283
2021-03-07,1142.0,53.0,88.89,466.0,2021-03-01,2002.857142857143,36.285714285714285,439.57142857142856
2021-03-08,1161.0,39.0,88.89,477.0,2021-03-08,2001.5714285714287,37.57142857142857,449.7142857142857
2021-03-09,3181.0,46.0,88.89,484.0,2021-03-08,2125.714285714286,40.857142857142854,458.57142857142856
2021-03-10,2629.0,43.0,88.89,479.0,2021-03-08,2116.0,41.285714285714285,465.42857142857144
2021-03-11,2570.0,51.0,88.89,506.0,2021-03-08,2166.4285714285716,43.57142857142857,473.57142857142856
2021-03-12,2357.0,49.0,88.89,521.0,2021-03-08,2191.5714285714284,46.0,483.57142857142856
2021-03-13,2503.0,52.0,88.89,545.0,2021-03-08,2220.4285714285716,47.57142857142857,496.85714285714283
2021-03-14,1626.0,53.0,88.89,564.0,2021-03-08,2289.5714285714284,47.57142857142857,510.85714285714283
2021-03-15,1134.0,46.0,88.89,564.0,2021-03-15,2285.714285714286,48.57142857142857,523.2857142857143
2021-03-16,1508.0,59.0,88.89,605.0,2021-03-15,2046.7142857142858,50.42857142857143,540.5714285714286
2021-03-17,3458.0,56.0,87.96,630.0,2021-03-15,2165.1428571428573,52.285714285714285,562.1428571428571
2021-03-18,3070.0,45.0,87.96,645.0,2021-03-15,2236.5714285714284,51.42857142857143,582.0
2021-03-19,2762.0,64.0,87.96,649.0,2021-03-15,2294.4285714285716,53.57142857142857,600.2857142857143
2021-03-20,2532.0,60.0,87.96,672.0,2021-03-15,2298.5714285714284,54.714285714285715,618.4285714285714
2021-03-21,1514.0,41.0,87.96,674.0,2021-03-15,2282.5714285714284,53.0,634.1428571428571
2021-03-22,1705.0,69.0,87.96,681.0,2021-03-22,2364.1428571428573,56.285714285714285,650.8571428571429
2021-03-23,3517.0,51.0,87.96,699.0,2021-03-22,2651.1428571428573,55.142857142857146,664.2857142857143
2021-03-24,3058.0,67.0,87.96,699.0,2021-03-22,2594.0,56.714285714285715,674.1428571428571
2021-03-25,2587.0,52.0,87.96,706.0,2021-03-22,2525.0,57.714285714285715,682.8571428571429
2021-03-26,1466.0,53.0,87.96,707.0,2021-03-22,2339.8571428571427,56.142857142857146,691.1428571428571
2021-03-27,3132.0,72.0,87.96,728.0,2021-03-22,2425.5714285714284,57.857142857142854,699.1428571428571
2021-03-28,1441.0,54.0,87.96,735.0,2021-03-22,2415.1428571428573,59.714285714285715,707.8571428571429
2021-03-29,1724.0,65.0,87.96,738.0,2021-03-29,2417.8571428571427,59.142857142857146,716.0
2021-03-30,4322.0,72.0,87.96,741.0,2021-03-29,2532.8571428571427,62.142857142857146,722.0
2021-03-31,3612.0,76.0,87.96,739.0,2021-03-29,2612.0,63.42857142857143,727.7142857142857
2021-04-01,3483.0,67.0,87.96,755.0,2021-03-29,2740.0,65.57142857142857,734.7142857142857
2021-04-02,3058.0,72.0,87.96,753.0,2021-03-29,2967.4285714285716,68.28571428571429,741.2857142857143
2021-04-03,3229.0,70.0,87.96,755.0,2021-03-29,2981.285714285714,68.0,745.1428571428571
2021-04-04,1955.0,78.0,87.96,749.0,2021-03-29,3054.714285714286,71.42857142857143,747.1428571428571
2021-04-05,1863.0,73.0,87.96,759.0,2021-04-05,3074.5714285714284,72.57142857142857,750.1428571428571
2021-04-06,4293.0,79.0,87.96,751.0,2021-04-05,3070.4285714285716,73.57142857142857,751.5714285714286
2021-04-07,3445.0,75.0,87.96,749.0,2021-04-05,3046.5714285714284,73.42857142857143,753.0
2021-04-08,3215.0,73.0,87.96,776.0,2021-04-05,3008.285714285714,74.28571428571429,756.0
2021-04-09,2734.0,78.0,87.96,790.0,2021-04-05,2962.0,75.14285714285714,761.2857142857143
2021-04-10,2799.0,75.0,87.96,781.0,2021-04-05,2900.5714285714284,75.85714285714286,765.0
2021-04-11,1717.0,52.0,87.96,780.0,2021-04-05,2866.5714285714284,72.14285714285714,769.4285714285714
2021-04-12,1606.0,76.0,87.96,781.0,2021-04-12,2829.8571428571427,72.57142857142857,772.5714285714286
2021-04-13,4017.0,93.0,87.96,802.0,2021-04-12,2790.4285714285716,74.57142857142857,779.8571428571429
2021-04-14,3081.0,81.0,87.96,809.0,2021-04-12,2738.4285714285716,75.42857142857143,788.4285714285714
2021-04-15,3822.0,104.0,87.96,819.0,2021-04-12,2825.1428571428573,79.85714285714286,794.5714285714286
2021-04-16,3027.0,91.0,87.96,824.0,2021-04-12,2867.0,81.71428571428571,799.4285714285714
2021-04-17,2411.0,67.0,87.96,837.0,2021-04-12,2811.5714285714284,80.57142857142857,807.4285714285714
2021-04-18,1829.0,65.0,87.96,841.0,2021-04-12,2827.5714285714284,82.42857142857143,816.1428571428571
2021-04-19,1606.0,78.0,87.96,847.0,2021-04-19,2827.5714285714284,82.71428571428571,825.5714285714286
2021-04-20,3750.0,87.0,87.96,847.0,2021-04-19,2789.4285714285716,81.85714285714286,832.0
2021-04-21,3010.0,86.0,87.96,831.0,2021-04-19,2779.285714285714,82.57142857142857,835.1428571428571
2021-04-22,2756.0,75.0,71.3,822.0,2021-04-19,2627.0,78.42857142857143,835.5714285714286
2021-04-23,2739.0,76.0,71.3,819.0,2021-04-19,2585.8571428571427,76.28571428571429,834.8571428571429
2021-04-24,2596.0,86.0,71.3,797.0,2021-04-19,2612.285714285714,79.0,829.1428571428571
2021-04-25,1399.0,57.0,71.3,816.0,2021-04-19,2550.8571428571427,77.85714285714286,825.5714285714286
2021-04-26,1307.0,80.0,71.3,811.0,2021-04-26,2508.1428571428573,78.14285714285714,820.4285714285714
2021-04-27,3287.0,92.0,71.3,813.0,2021-04-26,2442.0,78.85714285714286,815.5714285714286
2021-04-28,2770.0,63.0,71.3,805.0,2021-04-26,2407.714285714286,75.57142857142857,811.8571428571429
2021-04-29,2415.0,73.0,71.3,817.0,2021-04-26,2359.0,75.28571428571429,811.1428571428571
2021-04-30,2125.0,66.0,71.3,802.0,2021-04-26,2271.285714285714,73.85714285714286,808.7142857142857
2021-05-01,1389.0,72.0,71.3,811.0,2021-04-26,2098.8571428571427,71.85714285714286,810.7142857142857
2021-05-02,0.0,0.0,71.3,811.0,2021-04-26,1899.0,63.714285714285715,810.0
2021-05-03,2146.0,134.0,71.3,797.0,2021-05-03,2018.857142857143,71.42857142857143,808.0
2021-05-04,1368.0,81.0,71.3,783.0,2021-05-03,1744.7142857142858,69.85714285714286,803.7142857142857
2021-05-05,2091.0,96.0,71.3,765.0,2021-05-03,1647.7142857142858,74.57142857142857,798.0
2021-05-06,3418.0,83.0,71.3,754.0,2021-05-03,1791.0,76.0,789.0
2021-05-07,2671.0,63.0,71.3,749.0,2021-05-03,1869.0,75.57142857142857,781.4285714285714
2021-05-08,2461.0,68.0,71.3,737.0,2021-05-03,2022.142857142857,75.0,770.8571428571429
2021-05-09,1427.0,51.0,71.3,728.0,2021-05-03,2226.0,82.28571428571429,759.0
2021-05-10,1900.0,60.0,71.3,732.0,2021-05-10,2190.8571428571427,71.71428571428571,749.7142857142857
2021-05-11,3172.0,52.0,71.3,732.0,2021-05-10,2448.5714285714284,67.57142857142857,742.4285714285714
2021-05-12,2478.0,70.0,71.3,707.0,2021-05-10,2503.8571428571427,63.857142857142854,734.1428571428571
2021-05-13,2139.0,55.0,71.3,683.0,2021-05-10,2321.1428571428573,59.857142857142854,724.0
2021-05-14,2188.0,56.0,71.3,677.0,2021-05-10,2252.1428571428573,58.857142857142854,713.7142857142857
2021-05-15,1950.0,43.0,71.3,661.0,2021-05-10,2179.1428571428573,55.285714285714285,702.8571428571429
2021-05-16,1259.0,50.0,71.3,656.0,2021-05-10,2155.1428571428573,55.142857142857146,692.5714285714286
2021-05-17,1395.0,56.0,71.3,647.0,2021-05-17,2083.0,54.57142857142857,680.4285714285714
2021-05-18,2781.0,63.0,56.48,639.0,2021-05-17,2027.142857142857,56.142857142857146,667.1428571428571
2021-05-19,2292.0,53.0,56.48,642.0,2021-05-17,2000.5714285714287,53.714285714285715,657.8571428571429
2021-05-20,1886.0,54.0,56.48,626.0,2021-05-17,1964.4285714285713,53.57142857142857,649.7142857142857
2021-05-21,1982.0,56.0,56.48,617.0,2021-05-17,1935.0,53.57142857142857,641.1428571428571
2021-05-22,1503.0,37.0,56.48,586.0,2021-05-17,1871.142857142857,52.714285714285715,630.4285714285714
2021-05-23,875.0,38.0,56.48,569.0,2021-05-17,1816.2857142857142,51.0,618.0
2021-05-24,1377.0,50.0,56.48,563.0,2021-05-24,1813.7142857142858,50.142857142857146,606.0
2021-05-25,2402.0,50.0,62.04,556.0,2021-05-24,1759.5714285714287,48.285714285714285,594.1428571428571
2021-05-26,1511.0,44.0,62.04,547.0,2021-05-24,1648.0,47.0,580.5714285714286
2021-05-27,1876.0,39.0,62.04,540.0,2021-05-24,1646.5714285714287,44.857142857142854,568.2857142857143
2021-05-28,1928.0,40.0,62.04,521.0,2021-05-24,1638.857142857143,42.57142857142857,554.5714285714286
2021-05-29,1497.0,29.0,62.04,510.0,2021-05-24,1638.0,41.42857142857143,543.7142857142857
2021-05-30,906.0,30.0,62.04,497.0,2021-05-24,1642.4285714285713,40.285714285714285,533.4285714285714
2021-05-31,1005.0,41.0,62.04,481.0,2021-05-31,1589.2857142857142,39.0,521.7142857142857
2021-06-01,1857.0,27.0,62.04,482.0,2021-05-31,1511.4285714285713,35.714285714285715,511.14285714285717
2021-06-02,1379.0,23.0,62.04,486.0,2021-05-31,1492.5714285714287,32.714285714285715,502.42857142857144
2021-06-03,1209.0,39.0,62.04,476.0,2021-05-31,1397.2857142857142,32.714285714285715,493.2857142857143
2021-06-04,1106.0,34.0,62.04,445.0,2021-05-31,1279.857142857143,31.857142857142858,482.42857142857144
2021-06-05,932.0,35.0,62.04,416.0,2021-05-31,1199.142857142857,32.714285714285715,469.0
2021-06-06,579.0,24.0,62.04,398.0,2021-05-31,1152.4285714285713,31.857142857142858,454.85714285714283
2021-06-07,798.0,24.0,62.04,392.0,2021-06-07,1122.857142857143,29.428571428571427,442.14285714285717
2021-06-08,1368.0,30.0,45.37,381.0,2021-06-07,1053.0,29.857142857142858,427.7142857142857
2021-06-09,886.0,15.0,45.37,381.0,2021-06-07,982.5714285714286,28.714285714285715,412.7142857142857
2021-06-10,750.0,24.0,45.37,376.0,2021-06-07,917.0,26.571428571428573,398.42857142857144
2021-06-11,784.0,11.0,45.37,375.0,2021-06-07,871.0,23.285714285714285,388.42857142857144
2021-06-12,682.0,24.0,45.37,360.0,2021-06-07,835.2857142857143,21.714285714285715,380.42857142857144
2021-06-13,297.0,17.0,45.37,358.0,2021-06-07,795.0,20.714285714285715,374.7142857142857
2021-06-14,468.0,21.0,45.37,353.0,2021-06-14,747.8571428571429,20.285714285714285,369.14285714285717
2021-06-15,794.0,22.0,45.37,343.0,2021-06-14,665.8571428571429,19.142857142857142,363.7142857142857
2021-06-16,546.0,13.0,45.37,330.0,2021-06-14,617.2857142857143,18.857142857142858,356.42857142857144
2021-06-17,512.0,16.0,45.37,321.0,2021-06-14,583.2857142857143,17.714285714285715,348.57142857142856
2021-06-18,453.0,20.0,45.37,307.0,2021-06-14,536.0,19.0,338.85714285714283
2021-06-19,389.0,20.0,45.37,301.0,2021-06-14,494.14285714285717,18.428571428571427,330.42857142857144
2021-06-20,247.0,14.0,45.37,296.0,2021-06-14,487.0,18.0,321.57142857142856
2021-06-21,206.0,17.0,45.37,283.0,2021-06-21,449.57142857142856,17.428571428571427,311.57142857142856
2021-06-22,395.0,16.0,45.37,277.0,2021-06-21,392.57142857142856,16.571428571428573,302.14285714285717
2021-06-23,512.0,14.0,45.37,271.0,2021-06-21,387.7142857142857,16.714285714285715,293.7142857142857
2021-06-24,454.0,18.0,45.37,256.0,2021-06-21,379.42857142857144,17.0,284.42857142857144
2021-06-25,386.0,21.0,45.37,239.0,2021-06-21,369.85714285714283,17.142857142857142,274.7142857142857
2021-06-26,375.0,12.0,45.37,238.0,2021-06-21,367.85714285714283,16.0,265.7142857142857
2021-06-27,235.0,18.0,45.37,231.0,2021-06-21,366.14285714285717,16.571428571428573,256.42857142857144
2021-06-28,361.0,18.0,41.67,215.0,2021-06-28,388.2857142857143,16.714285714285715,246.71428571428572
2021-06-29,563.0,13.0,41.67,204.0,2021-06-28,412.2857142857143,16.285714285714285,236.28571428571428
2021-06-30,627.0,11.0,41.67,196.0,2021-06-28,428.7142857142857,15.857142857142858,225.57142857142858
2021-07-01,729.0,4.0,41.67,189.0,2021-06-28,468.0,13.857142857142858,216.0
2021-07-02,980.0,12.0,41.67,186.0,2021-06-28,552.8571428571429,12.571428571428571,208.42857142857142
2021-07-03,1182.0,9.0,41.67,177.0,2021-06-28,668.1428571428571,12.142857142857142,199.71428571428572
2021-07-04,617.0,6.0,41.67,177.0,2021-06-28,722.7142857142857,10.428571428571429,192.0
2021-07-05,999.0,6.0,41.67,173.0,2021-07-05,813.8571428571429,8.714285714285714,186.0
2021-07-06,2181.0,11.0,54.17,168.0,2021-07-05,1045.0,8.428571428571429,180.85714285714286
2021-07-07,1816.0,9.0,54.17,159.0,2021-07-05,1214.857142857143,8.142857142857142,175.57142857142858
2021-07-08,2061.0,10.0,54.17,153.0,2021-07-05,1405.142857142857,9.0,170.42857142857142
2021-07-09,1997.0,12.0,54.17,141.0,2021-07-05,1550.4285714285713,9.0,164.0
2021-07-10,2327.0,2.0,54.17,142.0,2021-07-05,1714.0,8.0,159.0
2021-07-11,1464.0,5.0,54.17,142.0,2021-07-05,1835.0,7.857142857142857,154.0
2021-07-12,2063.0,10.0,54.17,139.0,2021-07-12,1987.0,8.428571428571429,149.14285714285714
2021-07-13,3911.0,4.0,57.87,133.0,2021-07-12,2234.1428571428573,7.428571428571429,144.14285714285714
2021-07-14,2935.0,7.0,57.87,135.0,2021-07-12,2394.0,7.142857142857143,140.71428571428572
2021-07-15,2794.0,6.0,57.87,132.0,2021-07-12,2498.714285714286,6.571428571428571,137.71428571428572
2021-07-16,2688.0,14.0,57.87,123.0,2021-07-12,2597.4285714285716,6.857142857142857,135.14285714285714
2021-07-17,2554.0,7.0,57.87,124.0,2021-07-12,2629.8571428571427,7.571428571428571,132.57142857142858
2021-07-18,1558.0,10.0,57.87,123.0,2021-07-12,2643.285714285714,8.285714285714286,129.85714285714286
2021-07-19,1834.0,8.0,57.87,123.0,2021-07-19,2610.5714285714284,8.0,127.57142857142857
2021-07-20,4327.0,9.0,66.2,121.0,2021-07-19,2670.0,8.714285714285714,125.85714285714286
2021-07-21,2968.0,3.0,66.2,125.0,2021-07-19,2674.714285714286,8.142857142857142,124.42857142857143
2021-07-22,2601.0,5.0,66.2,126.0,2021-07-19,2647.1428571428573,8.0,123.57142857142857
2021-07-23,2852.0,7.0,66.2,130.0,2021-07-19,2670.5714285714284,7.0,124.57142857142857
2021-07-24,2472.0,8.0,66.2,133.0,2021-07-19,2658.8571428571427,7.142857142857143,125.85714285714286
2021-07-25,1553.0,8.0,66.2,134.0,2021-07-19,2658.1428571428573,6.857142857142857,127.42857142857143
2021-07-26,2056.0,5.0,66.2,147.0,2021-07-26,2689.8571428571427,6.428571428571429,130.85714285714286
2021-07-27,4170.0,8.0,66.2,142.0,2021-07-26,2667.4285714285716,6.285714285714286,133.85714285714286
2021-07-28,2870.0,15.0,66.2,144.0,2021-07-26,2653.4285714285716,8.0,136.57142857142858
2021-07-29,2694.0,9.0,66.2,157.0,2021-07-26,2666.714285714286,8.571428571428571,141.0
2021-07-30,2843.0,13.0,66.2,165.0,2021-07-26,2665.4285714285716,9.428571428571429,146.0
2021-07-31,2752.0,17.0,66.2,172.0,2021-07-26,2705.4285714285716,10.714285714285714,151.57142857142858
2021-08-01,1603.0,10.0,66.2,176.0,2021-07-26,2712.5714285714284,11.0,157.57142857142858
2021-08-02,2154.0,8.0,66.2,188.0,2021-08-02,2726.5714285714284,11.428571428571429,163.42857142857142
