date,Greece,EU_Total,EU_Median
2012,36.0,63.0,63.0
2013,40.0,63.0,60.0
2014,43.0,64.0,61.0
2015,46.0,65.0,61.0
2016,44.0,64.0,61.0
2017,48.0,64.0,60.0
2018,45.0,64.0,60.0
2019,48.0,64.0,60.0
2020,50.0,64.0,60.0
2021,49.0,64.0,61.0
2022,52.0,64.0,60.0
2023,49.0,64.0,60.0
2024,49.0,62.0,59.0
