"","party","value","num_ads","total_spend_pct","type","location_type","is_exclusion","custom_audience_type","detailed_type","total_num_ads","total_spend_formatted"
"1","ΝΔ","All",193,0.98652268650343,"gender",NA,NA,NA,NA,202,"€20,046"
"2","ΝΔ","Women",9,0.013477313496569,"gender",NA,NA,NA,NA,202,"€20,046"
"3","ΝΔ","Men",0,0,"gender",NA,NA,NA,NA,202,"€20,046"
"4","ΝΔ","English (UK)",187,0.91145040376569,"language",NA,NA,NA,NA,202,"€20,046"
"5","ΝΔ","Greek",193,0.94525418182326,"language",NA,NA,NA,NA,202,"€20,046"
"6","ΝΔ","English (US)",188,0.92264799254525,"language",NA,NA,NA,NA,202,"€20,046"
"7","ΝΔ","Greece",196,0.94629726812157,"location","countries",FALSE,NA,NA,202,"€20,046"
"8","ΝΔ","Syros, Kikladhes, Greece",3,0.0074826850667555,"location","CITY",FALSE,NA,NA,202,"€20,046"
"9","ΝΔ","Mándra, Greece",2,0.0074028697593768,"location","CITY",FALSE,NA,NA,202,"€20,046"
"10","ΝΔ","Patras, Greece",1,0.029758139664816,"location","CITY",FALSE,NA,NA,202,"€20,046"
"11","ΝΔ","Crete, Greece",1,0.029758139664816,"location","regions",FALSE,NA,NA,202,"€20,046"
"12","ΝΔ","Athens, Greece",1,0.029758139664816,"location","CITY",FALSE,NA,NA,202,"€20,046"
"13","ΝΔ","Asprópirgos, Greece",1,7.9815307378726e-05,"location","CITY",FALSE,NA,NA,202,"€20,046"
"14","ΝΔ","Elefsína, Attiki, Greece",1,7.9815307378726e-05,"location","CITY",FALSE,NA,NA,202,"€20,046"
"15","ΝΔ","�No Síros, Kikladhes, Greece",2,0.016461907146862,"location","CITY",FALSE,NA,NA,202,"€20,046"
"16","ΝΔ","Attica (region), Greece",2,0.016461907146862,"location","regions",FALSE,NA,NA,202,"€20,046"
"17","ΝΔ","Pýrgos, Ilia, Greece",1,0.029758139664816,"location","CITY",FALSE,NA,NA,202,"€20,046"
"18","ΝΔ","Kozáni, Greece",1,0.029758139664816,"location","CITY",FALSE,NA,NA,202,"€20,046"
"19","ΝΔ","Thessaloníki, Greece",1,0.029758139664816,"location","CITY",FALSE,NA,NA,202,"€20,046"
"20","ΝΔ","Lamía, Greece",1,0.029758139664816,"location","CITY",FALSE,NA,NA,202,"€20,046"
"21","ΝΔ","Piraeus, Greece",1,0.029758139664816,"location","CITY",FALSE,NA,NA,202,"€20,046"
"22","ΝΔ","Grevená, Grevena, Greece",1,0.029758139664816,"location","CITY",FALSE,NA,NA,202,"€20,046"
"23","ΝΔ","Kastoriá, Greece",1,0.029758139664816,"location","CITY",FALSE,NA,NA,202,"€20,046"
"24","ΝΔ","Trikala, Greece",1,0.029758139664816,"location","CITY",FALSE,NA,NA,202,"€20,046"
