"party","value","num_ads","total_spend_pct","type","location_type","is_exclusion","custom_audience_type","detailed_type","total_num_ads","total_spend_formatted"
"Ζέρβας","All",37,1,"gender",NA,NA,NA,NA,37,"€6,225"
"Ζέρβας","Women",0,0,"gender",NA,NA,NA,NA,37,"€6,225"
"Ζέρβας","Men",0,0,"gender",NA,NA,NA,NA,37,"€6,225"
"Ζέρβας","Greece",16,0.11215200975361,"location","countries",FALSE,NA,NA,37,"€6,225"
"Ζέρβας","Thessaloníki, Greece",20,0.76959997686892,"location","CITY",FALSE,NA,NA,37,"€6,225"
"Ζέρβας","�Gios Pávlos, Thessaloniki, Greece",1,0.11824801337748,"location","CITY",FALSE,NA,NA,37,"€6,225"
"Ζέρβας","Thessaloníki, Greece",1,0.11937565357351,"location","CITY",TRUE,NA,NA,37,"€6,225"
"Ζέρβας","Sykies, Greece",1,0.11824801337748,"location","CITY",FALSE,NA,NA,37,"€6,225"
"Ζέρβας","13",0,0,"age",NA,NA,NA,NA,37,"€6,225"
"Ζέρβας","14",0,0,"age",NA,NA,NA,NA,37,"€6,225"
"Ζέρβας","15",0,0,"age",NA,NA,NA,NA,37,"€6,225"
"Ζέρβας","16",0,0,"age",NA,NA,NA,NA,37,"€6,225"
"Ζέρβας","17",0,0,"age",NA,NA,NA,NA,37,"€6,225"
"Ζέρβας","18",37,1,"age",NA,NA,NA,NA,37,"€6,225"
"Ζέρβας","19",37,1,"age",NA,NA,NA,NA,37,"€6,225"
"Ζέρβας","20",37,1,"age",NA,NA,NA,NA,37,"€6,225"
"Ζέρβας","21",37,1,"age",NA,NA,NA,NA,37,"€6,225"
"Ζέρβας","22",37,1,"age",NA,NA,NA,NA,37,"€6,225"
"Ζέρβας","23",37,1,"age",NA,NA,NA,NA,37,"€6,225"
"Ζέρβας","24",37,1,"age",NA,NA,NA,NA,37,"€6,225"
"Ζέρβας","25",37,1,"age",NA,NA,NA,NA,37,"€6,225"
"Ζέρβας","26",37,1,"age",NA,NA,NA,NA,37,"€6,225"
"Ζέρβας","27",37,1,"age",NA,NA,NA,NA,37,"€6,225"
"Ζέρβας","28",37,1,"age",NA,NA,NA,NA,37,"€6,225"
"Ζέρβας","29",37,1,"age",NA,NA,NA,NA,37,"€6,225"
"Ζέρβας","30",37,1,"age",NA,NA,NA,NA,37,"€6,225"
"Ζέρβας","31",37,1,"age",NA,NA,NA,NA,37,"€6,225"
"Ζέρβας","32",37,1,"age",NA,NA,NA,NA,37,"€6,225"
"Ζέρβας","33",37,1,"age",NA,NA,NA,NA,37,"€6,225"
"Ζέρβας","34",37,1,"age",NA,NA,NA,NA,37,"€6,225"
"Ζέρβας","35",37,1,"age",NA,NA,NA,NA,37,"€6,225"
"Ζέρβας","36",37,1,"age",NA,NA,NA,NA,37,"€6,225"
"Ζέρβας","37",37,1,"age",NA,NA,NA,NA,37,"€6,225"
"Ζέρβας","38",37,1,"age",NA,NA,NA,NA,37,"€6,225"
"Ζέρβας","39",37,1,"age",NA,NA,NA,NA,37,"€6,225"
"Ζέρβας","40",37,1,"age",NA,NA,NA,NA,37,"€6,225"
"Ζέρβας","41",37,1,"age",NA,NA,NA,NA,37,"€6,225"
"Ζέρβας","42",37,1,"age",NA,NA,NA,NA,37,"€6,225"
"Ζέρβας","43",37,1,"age",NA,NA,NA,NA,37,"€6,225"
"Ζέρβας","44",37,1,"age",NA,NA,NA,NA,37,"€6,225"
"Ζέρβας","45",37,1,"age",NA,NA,NA,NA,37,"€6,225"
"Ζέρβας","46",37,1,"age",NA,NA,NA,NA,37,"€6,225"
"Ζέρβας","47",37,1,"age",NA,NA,NA,NA,37,"€6,225"
"Ζέρβας","48",37,1,"age",NA,NA,NA,NA,37,"€6,225"
"Ζέρβας","49",37,1,"age",NA,NA,NA,NA,37,"€6,225"
