Division_Code,Division_EN,Division_GR,Exports,Imports,Balance
00,Live animals other than animals of division 03,Ζωντανά ζώα,9531168.0,15502064.0,-5970896.0
01,Meat and meat preparations,Κρέας και παρασκευάσματα κρέατος,89790440.0,474660590.0,-384870150.0
02,Dairy products and birds' eggs,Γαλακτοκομικά προϊόντα και αυγά πτηνών,422134999.0,628451044.0,-206316045.0
03,"Fish (not marine mammals), crustaceans, molluscs and aquatic invertebrates and preparations thereof","Ψάρια (μη θαλάσσια θηλαστικά), μαλακόστρακα, μαλάκια και υδρόβια, ασπόνδυλα και τα παρασκευάσματά τους",166312506.0,144653930.0,21658576.0
04,Cereals and cereal preparations,Δημητριακά και παρασκευάσματα δημητριακών,1038269594.0,2433713871.0,-1395444277.0
05,Vegetables and fruit,Λαχανικά και φρούτα,2680240721.0,1166159032.0,1514081689.0
06,"Sugars, sugar preparations and honey","Ζάχαρη, παρασκευάσματα ζάχαρης και μέλι",41966681.0,409386033.0,-367419352.0
07,"Coffee, tea, cocoa, spices, and manufactures thereof","Καφές, τσάι, κακάο, μπαχαρικά, υλικά και προϊόντα τους",23478127.0,144197414.0,-120719287.0
08,Feeding stuff for animals (not including unmilled cereals),Ζωοτροφές,475023979.0,1321403171.0,-846379192.0
09,Miscellaneous edible products and preparations,Διάφορα βρώσιμα προϊόντα και παρασκευάσματα,173411602.0,168669515.0,4742087.0
11,Beverages,Ποτά,306335329.0,292049889.0,14285440.0
12,Tobacco and tobacco manufactures,Καπνός και προϊόντα καπνού,88004009.0,73206698.0,14797311.0
21,"Hides, skins and furskins, raw","Δορές, δέρματα και γουναρικά ακατέργαστα",12225531.0,955584.0,11269947.0
22,Oil-seeds and oleaginous fruits,Ελαιόσποροι και ελαιώδεις καρποί,209935919.0,642669414.0,-432733495.0
23,Crude rubber (including synthetic and reclaimed),Καουτσούκ ακατέργαστο (περιλαμβάνεται το συνθετικό και το αναγεννημένο),21765491.0,21970369.0,-204878.0
24,Cork and wood,Ξυλεία και φελλός,79965633.0,314846369.0,-234880736.0
25,Pulp and waste paper,Πολτός και απορρίμματα χαρτιού,481245068.0,198056180.0,283188888.0
26,Textile fibres (other than wool tops and other combed wool) and their wastes (not manufactured into yarn or fabric),"Υφαντικές ίνες (εκτός από μάλλινα νήματα και άλλο ακατέργαστο μαλλί) και απορρίμματα αυτών, μη μεταποιημένα σε κλωστές ή υφάσματα",255554563.0,45248833.0,210305730.0
27,"Crude fertilizers, other than those of division 56, and crude minerals (excluding coal, petroleum and precious stones)","Λιπάσματα ακατέργαστα και ορυκτά ακατέργαστα (εκτός από άνθρακα, πετρέλαιο και πολύτιμους λίθους)",3395847360.0,1214707630.0,2181139730.0
28,Metalliferous ores and metal scrap,Μεταλλεύματα και απορρίμματα μετάλλων,890601778.0,2230743546.0,-1340141768.0
29,"Crude animal and vegetable materials, n.e.s.","Ακατέργαστες ύλες ζωικής ή φυτικής προέλευσης, μη κατονομαζόμενες",19884133.0,101590238.0,-81706105.0
32,"Coal, coke and briquettes","Άνθρακας, οπτάνθρακας (κωκ) και μπρικέτες",814113436.0,99004123.0,715109313.0
33,"Petroleum, petroleum products and related materials",Πετρέλαιο και προϊόντα πετρελαίου,19104430544.0,25987208233.0,-6882777689.0
34,"Gas, natural and manufactured","Φωταέριο, φυσικό και βιομηχανικό",1319054561.0,6279087421.0,-4960032860.0
35,Electric current,Ηλεκτρική ενέργεια,0.0,0.0,0.0
41,Animal oils and fats,Λάδια και λίπη ζωικής προέλευσης,1242629.0,49209355.0,-47966726.0
42,"Fixed vegetable fats and oils, crude, refined or fractionated","Λάδια και λίπη σταθεράς φυτικής προέλευσης, ακατέργαστα και εξευγενισμένα",235402770.0,284513191.0,-49110421.0
43,"Animal or vegetable fats and oils, processed; waxes of animal or vegetable origin; inedible mixtures or preparations of animal or vegetable fats or oils, n.e.s.","Λάδια και λίπη επεξεργασμένα και κερί ζωικής ή φυτικής προέλευσης, μη εδώδιμα μείγματα ή παρασκευάσματα από ζωικά ή φυτικά λίπη και έλαια, μη κατονομαζόμενα",16458211.0,9683069.0,6775142.0
51,Organic chemicals,Οργανικά χημικά,41232157.0,662408823.0,-621176666.0
52,Inorganic chemicals,Ανόργανα χημικά,441007662.0,557519963.0,-116512301.0
53,"Dyeing, tanning and colouring materials","Βαφικές, δεψικές και χρωστικές ύλες",161025036.0,116966374.0,44058662.0
54,Medicinal and pharmaceutical products,Ιατρικά και φαρμακευτικά προϊόντα,57836550.0,63913222.0,-6076672.0
55,"Essential oils and resinoids and perfume materials; toilet, polishing and cleaning preparations","Αιθέρια λάδια, ρητινοειδή και αρωματικές ύλες. Παρασκευάσματα καλλωπισμού, στίλβωσης και καθαρισμού",309542593.0,294782344.0,14760249.0
56,Fertilizers (other than those of group 272),Βιομηχανικά λιπάσματα (εκτός αυτών της κατηγορίας 27),790664944.0,814034033.0,-23369089.0
57,Plastics in primary forms,Πλαστικές ύλες σε πρωτογενή μορφή,499966657.0,995554989.0,-495588332.0
58,Plastics in non-primary forms,Πλαστικές ύλες σε μη πρωτογενή μορφή,191621601.0,226692952.0,-35071351.0
59,"Chemical materials and products, n.e.s.","Χημικές ύλες και προϊόντα, μη κατονομαζόμενα",1206305190.0,350348981.0,855956209.0
61,"Leather, leather manufactures, n.e.s., and dressed furskins","Δέρματα, είδη από δέρμα, μη κατονομαζόμενα, και γουναρικά κατεργασμένα",664399.0,2120904.0,-1456505.0
62,"Rubber manufactures, n.e.s.",Είδη από καουτσούκ,22823212.0,107494852.0,-84671640.0
63,Cork and wood manufactures (excluding furniture),Είδη από φελλό και ξύλο (εκτός επίπλων),129489553.0,451421129.0,-321931576.0
64,"Paper, paperboard and articles of paper pulp, of paper or of paperboard","Χαρτί, χαρτόνια και είδη από χαρτοπολτό, χαρτί ή χαρτόνι",301888034.0,1085916780.0,-784028746.0
65,"Textile yarn, fabrics, made-up articles, n.e.s., and related products","Υφαντικά νήματα, υφάσματα έτοιμα, προϊόντα μη κατονομαζόμενα και συναφή προϊόντα",140504891.0,240986856.0,-100481965.0
66,"Non-metallic mineral manufactures, n.e.s.","Είδη από μη μεταλλικά ορυκτά, μη κατονομαζόμενα",3725945401.0,1807922123.0,1918023278.0
67,Iron and steel,Σίδηρος και χάλυβας,1128175447.0,1955549525.0,-827374078.0
68,Non-ferrous metals,Μη σιδηρούχα μέταλλα,797596793.0,679437408.0,118159385.0
69,"Manufactures of metals, n.e.s.","Είδη από μέταλλο, μη κατονομαζόμενα",194777550.0,402281706.0,-207504156.0
71,Power-generating machinery and equipment,Μηχανήματα και εξοπλισμός παραγωγής ενέργειας,22612641.0,49813992.0,-27201351.0
72,Machinery specialized for particular industries,Μηχανήματα ειδικά για ορισμένες βιομηχανίες,26709424.0,132906536.0,-106197112.0
73,Metalworking machinery,Μηχανήματα κατεργασίας μετάλλων,3751390.0,15287795.0,-11536405.0
74,"General industrial machinery and equipment, n.e.s., and machine parts, n.e.s.","Γενικός βιομηχανικός εξοπλισμός, μηχανήματα και μέρη αυτών, μη κατονομαζόμενα",91241175.0,246844322.0,-155603147.0
75,Office machines and automatic data-processing machines,Μηχανές γραφείου και μηχανές αυτόματης επεξεργασίας στοιχείων,5485908.0,17593438.0,-12107530.0
76,Telecommunications and sound-recording and reproducing apparatus and equipment,Συσκευές και εξοπλισμός τηλεπικοινωνιών και εγγραφής και αναπαραγωγής του ήχου,3953338.0,27069414.0,-23116076.0
77,"Electrical machinery, apparatus and appliances, n.e.s., and electrical parts thereof (including nonelectrical counterparts, n.e.s., of electrical household-type equipment)","Ηλεκτρικά μηχανήματα, συσκευές, υλικά μη κατονομαζόμενα και ηλεκτρικά μέρη αυτών (περιλαμβάνονται τα αντίστοιχα μη ηλεκτρικά είδη, τα μη κατονομαζόμενα του οικιακού εξοπλισμού)",401738724.0,767503967.0,-365765243.0
78,Road vehicles (including air-cushion vehicles),Οχήματα για δρόμους,57968058.0,468264850.0,-410296792.0
79,Other transport equipment,Λοιπό μεταφορικό υλικό,2055156.0,5005582.0,-2950426.0
81,"Prefabricated buildings; sanitary plumbing, heating and lighting fixtures and fittings, n.e.s.","Προκατασκευασμένα κτίρια, συσκευές υγιεινής, θέρμανσης και φωτισμού, μη κατονομαζόμενα",11938832.0,65752312.0,-53813480.0
82,"Furniture and parts thereof; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings","Έπιπλα και μέρη αυτών, κρεβάτια, στρώματα, υποστηρίγματα στρωμάτων, μαξιλάρια και παρόμοιος εξοπλισμός επίπλωση",27469023.0,183270508.0,-155801485.0
83,"Travel goods, handbags and similar containers","Είδη ταξιδιού, σακίδια χεριού και παρόμοια είδη",2448693.0,27400099.0,-24951406.0
84,Articles of apparel and clothing accessories,Είδη ενδυμασίας και συμπληρώματα ένδυσης,19475705.0,114118682.0,-94642977.0
85,Footwear,Υποδήματα,8205027.0,43085142.0,-34880115.0
