Division_Code,Division_EN,Division_GR,Exports,Imports,Balance
00,Live animals other than animals of division 03,Ζωντανά ζώα,20550891.0,82400950.0,-61850059.0
01,Meat and meat preparations,Κρέας και παρασκευάσματα κρέατος,256052281.0,1811380508.0,-1555328227.0
02,Dairy products and birds' eggs,Γαλακτοκομικά προϊόντα και αυγά πτηνών,1469232773.0,1415636884.0,53595889.0
03,"Fish (not marine mammals), crustaceans, molluscs and aquatic invertebrates and preparations thereof","Ψάρια (μη θαλάσσια θηλαστικά), μαλακόστρακα, μαλάκια και υδρόβια, ασπόνδυλα και τα παρασκευάσματά τους",1010549438.0,766162363.0,244387075.0
04,Cereals and cereal preparations,Δημητριακά και παρασκευάσματα δημητριακών,907542538.0,998516464.0,-90973926.0
05,Vegetables and fruit,Λαχανικά και φρούτα,3579575325.0,1337335846.0,2242239479.0
06,"Sugars, sugar preparations and honey","Ζάχαρη, παρασκευάσματα ζάχαρης και μέλι",113901047.0,316890895.0,-202989848.0
07,"Coffee, tea, cocoa, spices, and manufactures thereof","Καφές, τσάι, κακάο, μπαχαρικά, υλικά και προϊόντα τους",138168654.0,867871283.0,-729702629.0
08,Feeding stuff for animals (not including unmilled cereals),Ζωοτροφές,219537905.0,835050734.0,-615512829.0
09,Miscellaneous edible products and preparations,Διάφορα βρώσιμα προϊόντα και παρασκευάσματα,419508783.0,555356452.0,-135847669.0
11,Beverages,Ποτά,355127049.0,527967980.0,-172840931.0
12,Tobacco and tobacco manufactures,Καπνός και προϊόντα καπνού,1019581844.0,506963113.0,512618731.0
21,"Hides, skins and furskins, raw","Δορές, δέρματα και γουναρικά ακατέργαστα",48541758.0,12932384.0,35609374.0
22,Oil-seeds and oleaginous fruits,Ελαιόσποροι και ελαιώδεις καρποί,111060034.0,360249037.0,-249189003.0
23,Crude rubber (including synthetic and reclaimed),Καουτσούκ ακατέργαστο (περιλαμβάνεται το συνθετικό και το αναγεννημένο),6578526.0,35386177.0,-28807651.0
24,Cork and wood,Ξυλεία και φελλός,15035932.0,174123732.0,-159087800.0
25,Pulp and waste paper,Πολτός και απορρίμματα χαρτιού,64970607.0,141623325.0,-76652718.0
26,Textile fibres (other than wool tops and other combed wool) and their wastes (not manufactured into yarn or fabric),"Υφαντικές ίνες (εκτός από μάλλινα νήματα και άλλο ακατέργαστο μαλλί) και απορρίμματα αυτών, μη μεταποιημένα σε κλωστές ή υφάσματα",456411604.0,99523654.0,356887950.0
27,"Crude fertilizers, other than those of division 56, and crude minerals (excluding coal, petroleum and precious stones)","Λιπάσματα ακατέργαστα και ορυκτά ακατέργαστα (εκτός από άνθρακα, πετρέλαιο και πολύτιμους λίθους)",313408650.0,133490526.0,179918124.0
28,Metalliferous ores and metal scrap,Μεταλλεύματα και απορρίμματα μετάλλων,652761072.0,970849167.0,-318088095.0
29,"Crude animal and vegetable materials, n.e.s.","Ακατέργαστες ύλες ζωικής ή φυτικής προέλευσης, μη κατονομαζόμενες",76256869.0,214431071.0,-138174202.0
32,"Coal, coke and briquettes","Άνθρακας, οπτάνθρακας (κωκ) και μπρικέτες",31062332.0,23971602.0,7090730.0
33,"Petroleum, petroleum products and related materials",Πετρέλαιο και προϊόντα πετρελαίου,13316747922.0,17133624643.0,-3816876721.0
34,"Gas, natural and manufactured","Φωταέριο, φυσικό και βιομηχανικό",496611940.0,3535828001.0,-3039216061.0
35,Electric current,Ηλεκτρική ενέργεια,1067379220.0,945857008.0,121522212.0
41,Animal oils and fats,Λάδια και λίπη ζωικής προέλευσης,2597977.0,78903656.0,-76305679.0
42,"Fixed vegetable fats and oils, crude, refined or fractionated","Λάδια και λίπη σταθεράς φυτικής προέλευσης, ακατέργαστα και εξευγενισμένα",1061470688.0,346822299.0,714648389.0
43,"Animal or vegetable fats and oils, processed; waxes of animal or vegetable origin; inedible mixtures or preparations of animal or vegetable fats or oils, n.e.s.","Λάδια και λίπη επεξεργασμένα και κερί ζωικής ή φυτικής προέλευσης, μη εδώδιμα μείγματα ή παρασκευάσματα από ζωικά ή φυτικά λίπη και έλαια, μη κατονομαζόμενα",18113450.0,26217380.0,-8103930.0
51,Organic chemicals,Οργανικά χημικά,74888225.0,2247679908.0,-2172791683.0
52,Inorganic chemicals,Ανόργανα χημικά,180671251.0,264582838.0,-83911587.0
53,"Dyeing, tanning and colouring materials","Βαφικές, δεψικές και χρωστικές ύλες",325696143.0,416648639.0,-90952496.0
54,Medicinal and pharmaceutical products,Ιατρικά και φαρμακευτικά προϊόντα,2827958690.0,4136122749.0,-1308164059.0
55,"Essential oils and resinoids and perfume materials; toilet, polishing and cleaning preparations","Αιθέρια λάδια, ρητινοειδή και αρωματικές ύλες. Παρασκευάσματα καλλωπισμού, στίλβωσης και καθαρισμού",743491027.0,1316802788.0,-573311761.0
56,Fertilizers (other than those of group 272),Βιομηχανικά λιπάσματα (εκτός αυτών της κατηγορίας 27),251961235.0,361589366.0,-109628131.0
57,Plastics in primary forms,Πλαστικές ύλες σε πρωτογενή μορφή,557361458.0,1297026734.0,-739665276.0
58,Plastics in non-primary forms,Πλαστικές ύλες σε μη πρωτογενή μορφή,598125119.0,672646578.0,-74521459.0
59,"Chemical materials and products, n.e.s.","Χημικές ύλες και προϊόντα, μη κατονομαζόμενα",498637997.0,1238259960.0,-739621963.0
61,"Leather, leather manufactures, n.e.s., and dressed furskins","Δέρματα, είδη από δέρμα, μη κατονομαζόμενα, και γουναρικά κατεργασμένα",33638036.0,43926408.0,-10288372.0
62,"Rubber manufactures, n.e.s.",Είδη από καουτσούκ,74802313.0,498887641.0,-424085328.0
63,Cork and wood manufactures (excluding furniture),Είδη από φελλό και ξύλο (εκτός επίπλων),147753367.0,419330620.0,-271577253.0
64,"Paper, paperboard and articles of paper pulp, of paper or of paperboard","Χαρτί, χαρτόνια και είδη από χαρτοπολτό, χαρτί ή χαρτόνι",679542095.0,1387917389.0,-708375294.0
65,"Textile yarn, fabrics, made-up articles, n.e.s., and related products","Υφαντικά νήματα, υφάσματα έτοιμα, προϊόντα μη κατονομαζόμενα και συναφή προϊόντα",506121345.0,901729734.0,-395608389.0
66,"Non-metallic mineral manufactures, n.e.s.","Είδη από μη μεταλλικά ορυκτά, μη κατονομαζόμενα",692428634.0,870593506.0,-178164872.0
67,Iron and steel,Σίδηρος και χάλυβας,1045282169.0,1788671696.0,-743389527.0
68,Non-ferrous metals,Μη σιδηρούχα μέταλλα,3342901229.0,2331100125.0,1011801104.0
69,"Manufactures of metals, n.e.s.","Είδη από μέταλλο, μη κατονομαζόμενα",1006851255.0,1521740448.0,-514889193.0
71,Power-generating machinery and equipment,Μηχανήματα και εξοπλισμός παραγωγής ενέργειας,336988266.0,1107567672.0,-770579406.0
72,Machinery specialized for particular industries,Μηχανήματα ειδικά για ορισμένες βιομηχανίες,232650149.0,1224137011.0,-991486862.0
73,Metalworking machinery,Μηχανήματα κατεργασίας μετάλλων,51549738.0,142411871.0,-90862133.0
74,"General industrial machinery and equipment, n.e.s., and machine parts, n.e.s.","Γενικός βιομηχανικός εξοπλισμός, μηχανήματα και μέρη αυτών, μη κατονομαζόμενα",736481873.0,2383081422.0,-1646599549.0
75,Office machines and automatic data-processing machines,Μηχανές γραφείου και μηχανές αυτόματης επεξεργασίας στοιχείων,658295024.0,1392081366.0,-733786342.0
76,Telecommunications and sound-recording and reproducing apparatus and equipment,Συσκευές και εξοπλισμός τηλεπικοινωνιών και εγγραφής και αναπαραγωγής του ήχου,492224383.0,1942772619.0,-1450548236.0
77,"Electrical machinery, apparatus and appliances, n.e.s., and electrical parts thereof (including nonelectrical counterparts, n.e.s., of electrical household-type equipment)","Ηλεκτρικά μηχανήματα, συσκευές, υλικά μη κατονομαζόμενα και ηλεκτρικά μέρη αυτών (περιλαμβάνονται τα αντίστοιχα μη ηλεκτρικά είδη, τα μη κατονομαζόμενα του οικιακού εξοπλισμού)",1745236707.0,4099521813.0,-2354285106.0
78,Road vehicles (including air-cushion vehicles),Οχήματα για δρόμους,289417324.0,4648295455.0,-4358878131.0
79,Other transport equipment,Λοιπό μεταφορικό υλικό,296338703.0,685929976.0,-389591273.0
81,"Prefabricated buildings; sanitary plumbing, heating and lighting fixtures and fittings, n.e.s.","Προκατασκευασμένα κτίρια, συσκευές υγιεινής, θέρμανσης και φωτισμού, μη κατονομαζόμενα",114584831.0,324325977.0,-209741146.0
