section,2015,2025
"Βιομηχανικά είδη, ταξινομημένα κυρίως κατά πρώτη ύλη",4850217375.0,9874556241.0
Διάφορα βιομηχανικά είδη,4668517942.0,9458801190.0
"Είδη και συναλλαγές, μη ταξινομημένα κατά κατηγορίες",100166766.0,37318144.0
Λάδια και λίπη ζωικής ή φυτικής προέλευσης,276372640.0,461689103.0
Μηχανήματα και υλικό μεταφορών,7374104177.0,19820743539.0
"Ορυκτά, καύσιμα, λιπαντικά κλπ.",11343147291.0,16504376946.0
Ποτά και καπνός,562150938.0,1156476423.0
"Πρώτες ύλες μη εδώδιμες, εκτός από καύσιμα",1136288175.0,2482529238.0
Τρόφιμα και ζωντανά ζώα,5091951686.0,10178802686.0
Χημικά προϊόντα και συναφή,6808442075.0,12478214420.0
