date,twh_Coal_Greece,twh_Gas_Greece,twh_Hydro_Greece,twh_Net imports_Greece,twh_Other fossil_Greece,twh_Solar_Greece,twh_Wind_Greece,twh_Bioenergy_EU,twh_Coal_EU,twh_Gas_EU,twh_Hydro_EU,twh_Net imports_EU,twh_Nuclear_EU,twh_Other fossil_EU,twh_Other renewables_EU,twh_Solar_EU,twh_Wind_EU,twh_Bioenergy_World,twh_Coal_World,twh_Gas_World,twh_Hydro_World,twh_Nuclear_World,twh_Other fossil_World,twh_Other renewables_World,twh_Solar_World,twh_Wind_World,share_Coal_Greece,share_Gas_Greece,share_Hydro_Greece,share_Net imports_Greece,share_Other fossil_Greece,share_Solar_Greece,share_Wind_Greece,share_Bioenergy_EU,share_Coal_EU,share_Gas_EU,share_Hydro_EU,share_Net imports_EU,share_Nuclear_EU,share_Other fossil_EU,share_Other renewables_EU,share_Solar_EU,share_Wind_EU,share_Bioenergy_World,share_Coal_World,share_Gas_World,share_Hydro_World,share_Nuclear_World,share_Other fossil_World,share_Other renewables_World,share_Solar_World,share_Wind_World,twh_Coal_Greece_12m_avg,twh_Gas_Greece_12m_avg,twh_Hydro_Greece_12m_avg,twh_Net imports_Greece_12m_avg,twh_Other fossil_Greece_12m_avg,twh_Solar_Greece_12m_avg,twh_Wind_Greece_12m_avg,twh_Bioenergy_EU_12m_avg,twh_Coal_EU_12m_avg,twh_Gas_EU_12m_avg,twh_Hydro_EU_12m_avg,twh_Net imports_EU_12m_avg,twh_Nuclear_EU_12m_avg,twh_Other fossil_EU_12m_avg,twh_Other renewables_EU_12m_avg,twh_Solar_EU_12m_avg,twh_Wind_EU_12m_avg,twh_Bioenergy_World_12m_avg,twh_Coal_World_12m_avg,twh_Gas_World_12m_avg,twh_Hydro_World_12m_avg,twh_Nuclear_World_12m_avg,twh_Other fossil_World_12m_avg,twh_Other renewables_World_12m_avg,twh_Solar_World_12m_avg,twh_Wind_World_12m_avg,share_Coal_Greece_12m_avg,share_Gas_Greece_12m_avg,share_Hydro_Greece_12m_avg,share_Net imports_Greece_12m_avg,share_Other fossil_Greece_12m_avg,share_Solar_Greece_12m_avg,share_Wind_Greece_12m_avg,share_Bioenergy_EU_12m_avg,share_Coal_EU_12m_avg,share_Gas_EU_12m_avg,share_Hydro_EU_12m_avg,share_Net imports_EU_12m_avg,share_Nuclear_EU_12m_avg,share_Other fossil_EU_12m_avg,share_Other renewables_EU_12m_avg,share_Solar_EU_12m_avg,share_Wind_EU_12m_avg,share_Bioenergy_World_12m_avg,share_Coal_World_12m_avg,share_Gas_World_12m_avg,share_Hydro_World_12m_avg,share_Nuclear_World_12m_avg,share_Other fossil_World_12m_avg,share_Other renewables_World_12m_avg,share_Solar_World_12m_avg,share_Wind_World_12m_avg
2024-02-01,0.37,1.2,0.22,0.36,0.0,0.65,0.94,9.33,22.48,33.3,28.96,-1.59,53.85,6.71,1.01,13.2,53.42,45.15,837.86,482.29,311.1,219.52,87.94,10.68,128.39,221.58,11.06,35.56,6.53,10.7,0.0,19.09,27.76,4.2,10.12,14.98,13.03,-0.72,24.23,3.02,0.46,5.94,24.03,1.93,35.74,20.57,13.27,9.36,3.75,0.46,5.48,9.45,0.3575,1.3533333333333333,0.2791666666666667,0.31249999999999994,,0.7458333333333332,0.8441666666666666,8.736666666666666,23.66333333333333,34.57,27.1975,0.3341666666666668,49.61249999999999,6.345833333333334,1.0275,20.87333333333333,40.1275,44.064166666666665,850.4691666666666,538.2691666666666,348.6175,219.41666666666666,74.5675,11.0525,138.08,194.37416666666664,9.976666666666667,37.67,7.674166666666667,9.2675,,20.779166666666665,23.903333333333336,4.114166666666667,11.124166666666667,16.299166666666668,12.800833333333335,0.215,23.363333333333333,2.9875000000000003,0.4891666666666667,10.2175,18.608333333333334,1.8275,35.13,22.215833333333336,14.410000000000002,9.080833333333333,3.075833333333333,0.4583333333333333,5.72,8.080833333333333
2024-03-01,0.28,1.46,0.2,0.1,0.0,0.84,0.7,10.04,22.52,32.69,34.39,-1.39,51.24,6.78,1.07,22.29,42.76,45.84,835.22,504.47,333.86,220.14,79.68,11.13,165.58,229.03,8.16,41.79,5.75,2.83,0.0,24.1,20.18,4.49,10.06,14.61,15.37,-0.62,22.9,3.03,0.48,9.96,19.11,1.89,34.44,20.8,13.77,9.08,3.29,0.46,6.83,9.44,0.345,1.3875,0.2833333333333334,0.2741666666666666,,0.7633333333333333,0.8316666666666667,8.720833333333333,23.066666666666666,34.12166666666667,27.9525,0.30583333333333357,49.62166666666666,6.302499999999999,1.03,21.229166666666668,39.794999999999995,44.123333333333335,850.2458333333333,538.1158333333334,349.3325,219.52416666666667,76.1875,11.033333333333333,141.32333333333335,195.93166666666664,9.495833333333334,38.33416666666667,7.7491666666666665,8.003333333333334,,21.1025,23.3175,4.113333333333333,10.875833333333333,16.1225,13.154166666666667,0.20166666666666666,23.39916666666667,2.9725,0.4908333333333334,10.3875,18.489166666666666,1.8241666666666667,35.01833333333334,22.147499999999997,14.399999999999999,9.059166666666666,3.135833333333333,0.4566666666666667,5.838333333333334,8.119166666666667
2024-04-01,0.21,1.23,0.18,-0.24,0.0,0.95,0.93,8.67,17.16,24.23,32.3,-0.83,45.32,5.94,1.02,29.81,40.94,43.3,755.85,468.06,336.74,206.7,62.24,11.22,180.06,218.95,5.91,35.2,5.22,-6.82,0.0,27.12,26.55,4.22,8.35,11.8,15.73,-0.4,22.06,2.89,0.5,14.51,19.94,1.9,33.11,20.5,14.75,9.05,2.73,0.49,7.89,9.59,0.3391666666666666,1.3925,0.2866666666666667,0.2208333333333333,,0.7875,0.8575,8.684166666666666,22.515833333333333,33.555,28.638333333333332,0.2916666666666668,49.45083333333333,6.296666666666667,1.03,21.703333333333333,40.375,44.145,850.9991666666666,538.5175,351.3233333333333,219.8225,76.71833333333333,11.036666666666667,144.86666666666667,197.23666666666665,9.188333333333333,37.85166666666667,7.770833333333333,6.260000000000001,,21.456666666666667,23.731666666666666,4.086666666666667,10.583333333333334,15.815833333333332,13.464166666666666,0.19583333333333333,23.268333333333334,2.9633333333333334,0.49,10.594166666666668,18.738333333333333,1.8175,34.91916666666666,22.0825,14.431666666666667,9.035833333333333,3.1491666666666664,0.455,5.969166666666666,8.14
2024-05-01,0.05,1.67,0.2,-0.15,0.0,0.96,0.66,8.52,16.22,23.42,34.13,-1.22,45.77,5.72,1.03,37.39,28.55,43.76,769.38,510.64,390.1,214.95,77.19,11.19,207.23,195.32,1.41,47.1,5.69,-4.14,0.0,27.09,18.69,4.24,8.08,11.67,17.0,-0.61,22.8,2.85,0.51,18.62,14.22,1.81,31.8,21.1,16.12,8.88,3.19,0.46,8.56,8.07,0.32666666666666666,1.4516666666666669,0.29083333333333333,0.15749999999999997,,0.8108333333333334,0.8491666666666667,8.695,22.3125,33.184999999999995,29.06416666666667,0.28750000000000014,49.64333333333334,6.2925,1.0283333333333333,22.325833333333332,40.100833333333334,44.30416666666667,850.9425000000001,538.5683333333333,354.9941666666667,220.6425,77.85916666666667,11.031666666666666,149.2325,198.03833333333333,8.693333333333333,38.880833333333335,7.796666666666667,4.0775,,21.649166666666662,22.97583333333333,4.083333333333333,10.463333333333333,15.603333333333332,13.646666666666667,0.19500000000000003,23.320000000000004,2.955833333333333,0.4875,10.873333333333333,18.569166666666668,1.8158333333333332,34.765,21.983333333333334,14.515,9.029166666666667,3.183333333333333,0.45249999999999996,6.118333333333333,8.135833333333332
2024-06-01,0.19,2.02,0.3,0.17,0.0,1.23,0.81,7.69,17.23,25.23,31.56,-0.48,45.53,6.06,0.98,37.89,26.9,42.29,810.42,561.74,414.91,215.9,76.22,11.01,206.07,185.93,4.21,44.39,6.69,3.66,0.0,26.92,17.8,3.86,8.65,12.68,15.85,-0.24,22.87,3.04,0.49,19.04,13.51,1.68,32.1,22.25,16.44,8.55,3.02,0.44,8.16,7.36,0.32416666666666666,1.4974999999999998,0.2916666666666667,0.1433333333333333,,0.8416666666666667,0.8799999999999999,8.724166666666667,22.17,32.538333333333334,29.375,0.055000000000000195,49.860833333333325,6.389166666666667,1.0275,22.732499999999998,40.534166666666664,44.482499999999995,848.9191666666667,538.62,360.3516666666667,221.11333333333334,78.7725,11.043333333333335,153.03666666666666,200.73499999999999,8.485833333333334,38.844166666666666,7.609999999999999,3.529166666666667,,21.72083333333333,23.336666666666662,4.0841666666666665,10.355833333333333,15.2175,13.750833333333333,0.07416666666666667,23.349166666666672,2.9950000000000006,0.48500000000000004,11.016666666666666,18.746666666666666,1.8158333333333332,34.52583333333333,21.87833333333333,14.660833333333334,9.0075,3.2075,0.45083333333333336,6.238333333333333,8.213333333333333
2024-07-01,0.39,2.4,0.36,0.06,0.0,1.37,1.06,7.67,18.09,32.12,29.59,0.75,51.2,6.63,1.02,41.5,26.56,43.96,910.65,646.28,451.12,231.89,82.56,11.02,212.01,180.71,6.99,43.03,6.47,1.02,0.0,24.61,18.92,3.58,8.44,14.98,13.8,0.35,23.88,3.09,0.48,19.36,12.39,1.59,32.87,23.33,16.28,8.37,2.98,0.4,7.65,6.52,0.3066666666666667,1.5316666666666665,0.29083333333333333,0.09166666666666662,,0.8583333333333333,0.9208333333333333,8.730833333333333,22.101666666666663,32.19083333333334,29.91333333333333,-0.1449999999999998,50.20916666666667,6.460833333333333,1.0275,23.468333333333334,40.144999999999996,44.5375,846.2516666666667,539.1541666666667,365.9891666666667,221.69333333333336,79.935,11.049166666666666,157.12666666666667,201.2408333333333,8.005833333333333,38.899166666666666,7.497500000000001,2.4133333333333336,,21.7,23.896666666666665,4.0725,10.284999999999998,14.980833333333335,13.954166666666667,-0.02583333333333333,23.415000000000003,3.016666666666666,0.4833333333333334,11.292499999999999,18.500833333333333,1.8124999999999998,34.3025,21.811666666666667,14.8125,8.998333333333333,3.2399999999999998,0.45,6.364166666666667,8.2075
2024-08-01,0.29,2.2,0.33,0.14,0.0,1.34,0.75,7.57,18.73,32.17,22.94,1.39,51.61,6.53,1.01,39.46,26.9,43.93,941.28,653.25,429.3,232.35,82.34,10.96,218.27,164.14,5.83,44.78,6.75,2.94,0.0,27.27,15.37,3.66,9.05,15.55,11.09,0.67,24.94,3.16,0.49,19.07,13.0,1.58,33.91,23.53,15.47,8.37,2.97,0.4,7.86,5.91,0.29916666666666664,1.5733333333333333,0.2875,0.08166666666666662,,0.8758333333333334,0.8991666666666666,8.700833333333334,21.900833333333335,32.012499999999996,29.765,-0.2974999999999998,50.67666666666667,6.4941666666666675,1.0283333333333333,24.287499999999998,40.115,44.57333333333333,847.2233333333334,540.0916666666667,366.75083333333333,222.27166666666665,80.01083333333334,11.041666666666666,161.72416666666666,202.25833333333333,7.8116666666666665,39.53916666666667,7.381666666666668,2.183333333333333,,21.9175,23.349166666666665,4.0441666666666665,10.15,14.833333333333334,13.838333333333331,-0.10583333333333333,23.558333333333337,3.0225000000000004,0.4816666666666667,11.635,18.4375,1.8083333333333333,34.225,21.7675,14.789166666666667,8.991666666666665,3.233333333333333,0.44916666666666666,6.510000000000001,8.225833333333334
2024-09-01,0.16,1.7,0.18,0.32,0.0,1.11,0.54,7.61,18.7,29.86,23.34,-0.43,48.18,6.24,1.01,28.93,36.06,43.73,851.22,573.63,364.42,215.45,85.81,10.83,186.23,190.32,4.34,46.11,4.85,8.7,0.0,30.13,14.6,3.81,9.35,14.93,11.67,-0.22,24.1,3.12,0.51,14.47,18.04,1.73,33.76,22.75,14.45,8.54,3.4,0.43,7.38,7.55,0.2966666666666667,1.5841666666666665,0.27666666666666667,0.1191666666666666,,0.895,0.8641666666666667,8.684166666666666,21.535,31.662499999999998,29.965000000000003,-0.6108333333333332,50.79416666666666,6.512499999999999,1.03,24.515,40.85666666666667,44.67583333333334,849.6816666666667,540.5300000000001,365.3183333333333,222.23749999999998,80.67333333333333,11.049999999999999,164.86666666666667,205.23666666666668,7.771666666666666,40.02666666666667,7.13,3.1941666666666664,,22.546666666666667,22.525833333333335,4.025,9.9325,14.6075,13.906666666666666,-0.2675,23.5475,3.0225000000000004,0.48166666666666663,11.71,18.768333333333334,1.8058333333333334,34.21083333333333,21.7075,14.680000000000001,8.960833333333333,3.2483333333333335,0.4483333333333334,6.614166666666666,8.323333333333332
2024-10-01,0.07,1.45,0.1,-0.02,0.0,1.07,1.02,8.43,23.55,30.65,30.28,0.3,51.36,6.6,1.06,19.57,39.66,45.43,792.53,526.32,346.85,218.34,82.36,10.79,172.67,214.53,1.78,38.99,2.67,-0.43,0.0,28.94,27.59,3.99,11.15,14.51,14.34,0.14,24.32,3.13,0.5,9.27,18.78,1.88,32.89,21.84,14.39,9.06,3.42,0.45,7.16,8.9,0.2725,1.5883333333333336,0.25333333333333335,0.1258333333333333,,0.9183333333333334,0.8916666666666667,8.696666666666667,21.413333333333338,31.480833333333333,30.58583333333333,-0.6624999999999999,50.949999999999996,6.5425,1.0308333333333333,24.764166666666664,40.45166666666666,44.84166666666667,849.7325,541.3158333333333,364.3866666666667,222.38916666666668,81.56250000000001,11.020833333333334,167.69416666666666,207.31416666666667,7.094166666666666,40.05166666666667,6.469166666666667,3.3891666666666667,,23.140833333333333,23.243333333333336,4.024166666666667,9.854166666666666,14.494166666666665,14.181666666666667,-0.29250000000000004,23.58,3.0316666666666667,0.4808333333333333,11.814166666666665,18.54,1.8074999999999999,34.12916666666666,21.685000000000002,14.603333333333333,8.944166666666666,3.2775,0.4458333333333333,6.716666666666666,8.389166666666666
2024-11-01,0.41,2.15,0.1,-0.65,0.0,0.72,1.07,9.32,27.9,45.8,23.86,-1.01,53.22,7.16,1.04,12.35,43.25,46.14,822.61,521.08,315.96,222.8,79.79,10.85,145.61,220.67,9.2,48.38,2.23,-14.55,0.0,16.08,24.12,4.16,12.46,20.46,10.66,-0.45,23.77,3.2,0.46,5.52,19.32,1.93,34.48,21.84,13.24,9.34,3.34,0.46,6.1,9.25,0.275,1.6825,0.24250000000000002,0.047499999999999966,,0.9366666666666666,0.8975000000000001,8.714166666666666,21.4325,32.568333333333335,29.88,-0.7183333333333332,51.23583333333334,6.5808333333333335,1.0316666666666667,24.9825,39.76583333333333,44.905833333333334,849.7466666666666,543.1716666666667,363.52666666666664,222.785,82.54083333333334,11.0325,170.155,206.68666666666664,6.858333333333333,41.36666666666667,6.0425,1.4124999999999999,,23.144166666666663,22.59,4.026666666666666,9.8475,14.961666666666666,13.848333333333334,-0.31666666666666665,23.680000000000003,3.045,0.48000000000000004,11.906666666666666,18.205,1.8066666666666666,34.06583333333333,21.724166666666665,14.541666666666666,8.944166666666666,3.3125,0.4458333333333333,6.810833333333334,8.344999999999999
2024-12-01,0.44,2.16,0.17,-0.41,0.0,0.6,1.1,9.86,26.46,44.97,24.36,-1.91,59.97,7.27,1.08,10.11,54.54,48.51,934.88,532.84,331.15,251.78,98.3,11.76,144.72,249.98,9.9,48.35,3.74,-9.25,0.0,13.32,24.7,4.13,11.09,18.85,10.21,-0.8,25.13,3.05,0.45,4.24,22.86,1.86,35.9,20.46,12.72,9.67,3.78,0.45,5.56,9.6,0.2708333333333333,1.7575,0.22,-0.013333333333333372,,0.9474999999999999,0.9116666666666666,8.724166666666667,21.349166666666665,33.19583333333333,29.130000000000006,-0.6549999999999998,51.53666666666667,6.5808333333333335,1.0333333333333334,25.208333333333332,39.699999999999996,44.98583333333334,848.9366666666668,544.3433333333334,363.44250000000005,223.98083333333332,82.74916666666667,11.071666666666665,173.29333333333332,207.6625,6.5441666666666665,42.475833333333334,5.333333333333333,-0.11250000000000011,,23.1575,22.49166666666667,4.025833333333334,9.799999999999999,15.207499999999998,13.518333333333333,-0.2891666666666667,23.77916666666667,3.0416666666666665,0.48,11.998333333333335,18.151666666666667,1.805,33.949999999999996,21.722499999999997,14.509166666666667,8.969166666666666,3.3125,0.4458333333333333,6.921666666666667,8.360833333333334
2025-01-01,0.51,2.29,0.22,-0.37,0.0,0.69,0.84,10.12,28.51,47.95,29.09,-1.4,63.2,6.51,1.16,11.61,53.56,48.87,926.9,555.67,331.27,249.41,99.56,12.12,157.27,239.43,11.24,50.25,4.81,-8.21,0.0,15.19,18.52,4.02,11.33,19.05,11.56,-0.56,25.11,2.59,0.46,4.61,21.28,1.86,35.37,21.2,12.64,9.52,3.8,0.46,6.0,9.14,0.2808333333333333,1.8275,0.21333333333333335,-0.057500000000000044,,0.9608333333333334,0.8683333333333333,8.735833333333334,21.462500000000002,33.5325,28.733333333333334,-0.6516666666666665,51.70416666666666,6.5125,1.0408333333333333,25.342499999999998,39.425000000000004,45.07583333333333,849.0666666666667,544.6891666666667,363.065,224.93583333333333,82.8325,11.13,177.0091666666667,209.21583333333334,6.6691666666666665,43.660833333333336,5.116666666666667,-1.1291666666666669,,23.321666666666662,21.233333333333334,4.03,9.844166666666666,15.339166666666666,13.359166666666667,-0.2883333333333334,23.8425,3.0141666666666667,0.4825,12.050833333333332,18.04,1.8033333333333335,33.86416666666666,21.680833333333336,14.461666666666666,8.9825,3.3058333333333336,0.4466666666666667,7.052500000000001,8.398333333333333
2025-02-01,0.44,2.41,0.18,-0.41,0.0,0.68,0.79,9.44,29.16,45.74,27.47,-0.32,54.54,6.05,1.07,17.84,34.7,46.21,793.66,497.32,313.59,221.72,88.36,11.1,171.49,218.24,9.76,53.5,4.06,-9.11,0.0,15.14,17.51,4.18,12.9,20.24,12.16,-0.14,24.13,2.68,0.47,7.89,15.36,1.96,33.61,21.06,13.28,9.39,3.74,0.47,7.26,9.24,0.2866666666666667,1.9283333333333335,0.21,-0.1216666666666667,,0.9633333333333334,0.8558333333333334,8.745,22.019166666666667,34.56916666666667,28.609166666666667,-0.5458333333333332,51.76166666666666,6.4575,1.0458333333333334,25.729166666666668,37.865,45.16416666666667,845.3833333333333,545.9416666666667,363.27250000000004,225.11916666666664,82.8675,11.165,180.60083333333333,208.9375,6.560833333333332,45.155833333333334,4.910833333333334,-2.78,,22.992500000000003,20.379166666666666,4.028333333333333,10.075833333333334,15.777499999999998,13.286666666666667,-0.24,23.834166666666665,2.9858333333333333,0.4833333333333334,12.213333333333333,17.3175,1.8058333333333332,33.68666666666666,21.721666666666668,14.462499999999999,8.985,3.305,0.44750000000000006,7.200833333333333,8.380833333333333
2025-03-01,0.18,1.48,0.11,0.1,0.0,1.05,1.03,9.81,24.64,37.37,26.34,-2.67,54.79,6.08,1.2,29.97,40.01,45.94,840.16,500.95,329.48,234.03,66.02,12.07,216.27,252.41,4.67,38.41,2.96,2.59,0.0,27.34,26.64,4.26,10.7,16.23,11.44,-1.16,23.8,2.64,0.52,13.02,17.38,1.84,33.64,20.06,13.19,9.37,2.64,0.48,8.66,10.11,0.2783333333333333,1.93,0.20249999999999999,-0.12166666666666671,,0.9808333333333333,0.8833333333333333,8.725833333333334,22.195833333333336,34.95916666666667,27.938333333333333,-0.6524999999999999,52.057500000000005,6.399166666666667,1.0566666666666666,26.36916666666667,37.63583333333333,45.17249999999999,845.7950000000001,545.6483333333333,362.90749999999997,226.27666666666667,81.72916666666667,11.243333333333334,184.82500000000002,210.88583333333335,6.27,44.87416666666667,4.678333333333334,-2.7999999999999994,,23.2625,20.9175,4.009166666666666,10.129166666666668,15.912500000000001,12.959166666666668,-0.285,23.909166666666664,2.953333333333333,0.48666666666666664,12.468333333333332,17.173333333333336,1.8016666666666665,33.62,21.66,14.414166666666667,9.009166666666667,3.250833333333334,0.44916666666666666,7.353333333333334,8.436666666666666
2025-04-01,0.14,1.07,0.11,0.45,0.0,0.88,0.69,8.88,18.29,27.2,27.06,-1.4,45.03,5.66,1.19,37.43,31.37,44.38,746.67,475.57,325.76,213.26,70.27,11.97,243.11,226.39,4.88,36.85,3.84,15.59,0.0,30.56,23.89,4.39,9.05,13.46,13.39,-0.69,22.28,2.8,0.59,18.52,15.52,1.88,31.67,20.17,13.82,9.05,2.98,0.51,10.31,9.6,0.2725,1.9166666666666667,0.19666666666666668,-0.06416666666666672,,0.975,0.8633333333333333,8.743333333333334,22.290000000000003,35.20666666666667,27.50166666666667,-0.6999999999999998,52.03333333333333,6.375833333333333,1.0708333333333333,27.004166666666666,36.83833333333333,45.262499999999996,845.0300000000001,546.2741666666667,361.9925,226.82333333333335,82.39833333333333,11.305833333333332,190.07916666666665,211.50583333333336,6.184166666666667,45.01166666666666,4.5633333333333335,-0.9325000000000001,,23.549166666666665,20.695833333333333,4.023333333333333,10.1875,16.050833333333333,12.764166666666666,-0.30916666666666665,23.9275,2.945833333333333,0.49416666666666664,12.8025,16.805,1.8,33.5,21.632499999999997,14.336666666666668,9.009166666666667,3.2716666666666665,0.45083333333333336,7.555,8.4375
2025-05-01,0.08,1.43,0.17,-0.14,0.0,1.0,0.76,8.25,13.51,24.29,28.24,-1.59,43.66,5.43,1.19,43.56,33.88,44.5,757.1,506.17,364.19,213.38,77.28,11.79,259.51,221.22,2.31,41.67,4.87,-3.94,0.0,29.07,22.09,4.08,6.69,12.02,13.98,-0.79,21.61,2.69,0.59,21.56,16.77,1.81,30.84,20.62,14.83,8.69,3.15,0.48,10.57,9.01,0.275,1.8966666666666665,0.19416666666666668,-0.06333333333333338,,0.9783333333333334,0.8716666666666666,8.720833333333333,22.06416666666667,35.27916666666667,27.010833333333334,-0.7308333333333331,51.857499999999995,6.351666666666667,1.0841666666666667,27.51833333333333,37.2825,45.32416666666666,844.0066666666667,545.9016666666668,359.8333333333333,226.6925,82.40583333333333,11.355833333333331,194.43583333333333,213.66416666666666,6.259166666666668,44.55916666666667,4.495,-0.9158333333333335,,23.714166666666667,20.979166666666668,4.01,10.071666666666667,16.080000000000002,12.512500000000001,-0.32416666666666666,23.828333333333333,2.9325000000000006,0.5008333333333334,13.0475,17.017500000000002,1.8,33.42,21.5925,14.229166666666666,8.993333333333332,3.268333333333333,0.45250000000000007,7.7225,8.515833333333333
2025-06-01,0.07,2.0,0.25,-0.21,0.0,1.24,0.78,7.39,12.44,28.07,25.89,-0.05,44.71,5.32,1.12,47.52,32.52,43.45,806.05,560.23,401.9,216.92,74.97,11.3,272.59,206.69,1.52,46.04,5.8,-4.84,0.0,28.6,18.01,3.6,6.07,13.69,12.63,-0.02,21.81,2.59,0.55,23.18,15.86,1.68,31.07,21.6,15.49,8.36,2.89,0.44,10.51,7.97,0.265,1.8949999999999998,0.19000000000000003,-0.09500000000000004,,0.9791666666666666,0.8691666666666666,8.695833333333333,21.665000000000003,35.51583333333333,26.53833333333333,-0.6949999999999998,51.78916666666667,6.289999999999999,1.0958333333333334,28.320833333333336,37.75083333333334,45.42083333333333,843.6424999999999,545.7758333333333,358.74916666666667,226.7775,82.30166666666666,11.38,199.97916666666666,215.39416666666668,6.035,44.696666666666665,4.420833333333333,-1.6241666666666668,,23.854166666666668,20.996666666666666,3.9883333333333333,9.856666666666667,16.164166666666667,12.244166666666667,-0.30583333333333335,23.74,2.8949999999999996,0.5058333333333334,13.3925,17.21333333333333,1.8,33.33416666666667,21.53833333333333,14.15,8.9775,3.2575,0.45249999999999996,7.918333333333334,8.566666666666666
2025-07-01,0.33,2.46,0.32,-0.16,0.0,1.49,0.87,7.44,18.0,34.31,24.69,-0.97,49.8,5.67,1.14,45.89,28.14,46.71,945.24,652.67,423.04,233.2,77.74,11.24,287.86,201.03,5.98,44.93,5.91,-2.86,0.0,27.31,15.85,3.46,8.37,15.95,11.48,-0.45,23.15,2.64,0.53,21.34,13.08,1.62,32.84,22.67,14.7,8.1,2.7,0.39,10.0,6.98,0.26,1.9000000000000001,0.18666666666666668,-0.11333333333333338,,0.9891666666666667,0.8533333333333334,8.676666666666666,21.6575,35.69833333333333,26.13,-0.838333333333333,51.67250000000001,6.21,1.1058333333333334,28.686666666666667,37.8825,45.650000000000006,846.525,546.3083333333333,356.40916666666664,226.88666666666666,81.89999999999999,11.398333333333333,206.29999999999998,217.0875,5.9508333333333345,44.855,4.3741666666666665,-1.9475,,24.079166666666666,20.740833333333335,3.9783333333333335,9.850833333333334,16.245,12.050833333333332,-0.37250000000000005,23.679166666666664,2.8575,0.5099999999999999,13.5575,17.270833333333332,1.8025000000000002,33.33166666666666,21.483333333333334,14.018333333333333,8.955,3.234166666666667,0.45166666666666666,8.114166666666668,8.605
2025-08-01,0.07,1.99,0.24,-0.3,0.0,1.33,1.16,7.78,14.98,30.12,22.53,-1.54,49.38,5.53,1.05,44.26,28.58,46.01,954.79,646.18,406.34,229.59,81.69,11.35,277.88,182.63,1.54,41.58,4.94,-6.23,0.0,27.77,24.14,3.81,7.34,14.75,11.03,-0.76,24.18,2.71,0.52,21.68,13.99,1.62,33.66,22.78,14.32,8.09,2.88,0.4,9.8,6.44,0.2416666666666667,1.8825,0.17916666666666667,-0.15000000000000005,,0.9883333333333334,0.8875000000000001,8.694166666666666,21.345,35.5275,26.09583333333333,-1.0824999999999998,51.48666666666667,6.126666666666666,1.1091666666666666,29.08666666666667,38.0225,45.82333333333333,847.6508333333335,545.7191666666666,354.49583333333334,226.65666666666667,81.84583333333333,11.430833333333332,211.2675,218.62833333333333,5.593333333333334,44.58833333333333,4.223333333333334,-2.7116666666666673,,24.120833333333334,21.471666666666664,3.9908333333333332,9.708333333333334,16.178333333333335,12.045833333333334,-0.4916666666666667,23.61583333333333,2.8200000000000003,0.5125000000000001,13.774999999999999,17.353333333333335,1.8058333333333334,33.310833333333335,21.420833333333334,13.9225,8.931666666666667,3.2266666666666666,0.45166666666666666,8.275833333333333,8.649166666666666
2025-09-01,0.1,1.75,0.2,-0.2,0.0,1.15,0.88,7.78,16.05,30.19,21.2,-0.34,48.82,5.23,1.04,33.61,37.39,44.81,822.84,571.65,403.19,216.13,79.55,10.73,241.22,192.86,2.54,42.85,4.96,-4.77,0.0,28.22,21.43,3.86,7.97,15.0,10.53,-0.17,24.25,2.6,0.52,16.69,18.58,1.74,31.86,22.13,15.61,8.37,3.08,0.42,9.34,7.47,0.23666666666666666,1.8866666666666667,0.18083333333333332,-0.19333333333333336,,0.9916666666666666,0.9158333333333334,8.708333333333334,21.124166666666667,35.555,25.9175,-1.075,51.54,6.0425,1.1116666666666666,29.47666666666667,38.13333333333333,45.913333333333334,845.2858333333334,545.5541666666667,357.72666666666663,226.71333333333334,81.32416666666667,11.4225,215.85,218.84,5.443333333333334,44.31666666666666,4.2325,-3.834166666666667,,23.961666666666662,22.040833333333335,3.9949999999999997,9.593333333333334,16.184166666666666,11.950833333333334,-0.4875,23.628333333333334,2.776666666666667,0.5133333333333333,13.959999999999999,17.398333333333333,1.8066666666666666,33.1525,21.36916666666667,14.019166666666665,8.917499999999999,3.1999999999999997,0.45083333333333336,8.439166666666667,8.6425
2025-10-01,0.19,1.83,0.17,-0.22,0.0,0.79,0.74,8.77,20.07,38.42,21.26,-2.34,50.26,6.39,1.08,23.2,48.88,45.41,805.78,547.74,376.24,216.2,73.91,11.11,205.26,224.05,5.22,49.23,4.6,-5.83,0.0,21.19,19.76,4.01,9.19,17.6,9.74,-1.07,23.02,2.93,0.5,10.62,22.39,1.81,32.16,21.86,15.02,8.63,2.95,0.44,8.19,8.94,0.24666666666666667,1.9183333333333332,0.18666666666666665,-0.21000000000000005,,0.9683333333333333,0.8925,8.736666666666666,20.834166666666665,36.20249999999999,25.165833333333335,-1.295,51.44833333333333,6.0249999999999995,1.1133333333333335,29.77916666666667,38.90166666666667,45.91166666666666,846.39,547.3391666666666,360.1758333333333,226.535,80.61999999999999,11.449166666666665,218.56583333333333,219.63333333333333,5.73,45.169999999999995,4.3933333333333335,-4.284166666666667,,23.31583333333333,21.388333333333335,3.9966666666666666,9.43,16.441666666666666,11.5675,-0.5883333333333334,23.52,2.7600000000000002,0.5133333333333333,14.0725,17.699166666666667,1.8008333333333333,33.09166666666667,21.370833333333334,14.071666666666667,8.881666666666666,3.160833333333333,0.45,8.525,8.645833333333334
