section,2015,2025
"Βιομηχανικά είδη, ταξινομημένα κυρίως κατά πρώτη ύλη",6479914.75,3715404.5
Διάφορα βιομηχανικά είδη,1042909.3333333334,1603762.25
"Είδη και συναλλαγές, μη ταξινομημένα κατά κατηγορίες",420330.3333333333,475.0
Λάδια και λίπη ζωικής ή φυτικής προέλευσης,533404.6666666666,585399.0
Μηχανήματα και υλικό μεταφορών,2444942.5,3199803.5
"Ορυκτά, καύσιμα, λιπαντικά κλπ.",22254.0,1509195.6666666667
Ποτά και καπνός,2065171.5,939359.0
"Πρώτες ύλες μη εδώδιμες, εκτός από καύσιμα",746972.75,531070.0
Τρόφιμα και ζωντανά ζώα,1359735.0,8263456.75
Χημικά προϊόντα και συναφή,1040106.75,2848376.5
