section,2014,2024
"Βιομηχανικά είδη, ταξινομημένα κυρίως κατά πρώτη ύλη",2497631.0,2385342.5
Διάφορα βιομηχανικά είδη,1151504.0,1502079.3333333333
"Είδη και συναλλαγές, μη ταξινομημένα κατά κατηγορίες",344223.0,
Λάδια και λίπη ζωικής ή φυτικής προέλευσης,,149114.33333333334
Μηχανήματα και υλικό μεταφορών,648332.0,3042280.3333333335
"Ορυκτά, καύσιμα, λιπαντικά κλπ.",977940.0,11986.0
Ποτά και καπνός,8455627.0,17142402.333333332
"Πρώτες ύλες μη εδώδιμες, εκτός από καύσιμα",29622534.666666668,39228794.75
Τρόφιμα και ζωντανά ζώα,39805389.5,99778458.5
Χημικά προϊόντα και συναφή,3849535.3333333335,2676966.75
