date,"Βιομηχανικά είδη, ταξινομημένα κυρίως κατά πρώτη ύλη",Διάφορα βιομηχανικά είδη,"Είδη και συναλλαγές, μη ταξινομημένα κατά κατηγορίες",Λάδια και λίπη ζωικής ή φυτικής προέλευσης,Μηχανήματα και υλικό μεταφορών,"Ορυκτά, καύσιμα, λιπαντικά κλπ.",Ποτά και καπνός,"Πρώτες ύλες μη εδώδιμες, εκτός από καύσιμα",Τρόφιμα και ζωντανά ζώα,Χημικά προϊόντα και συναφή
2002,1717269.0,35072.0,840604.5,89535.0,1027981.0,6963580.0,1212703.0,1744786.0,223094.33333333334,383909.5
2003,1395388.3333333333,77042.25,728540.5,119073.0,1120028.75,,1109966.75,3013619.0,122163.33333333333,1707127.25
2004,835704.0,101599.66666666667,794602.5,83111.0,1334689.0,797.0,1187017.75,351623.6666666667,420281.3333333333,5260542.333333333
2005,3899050.6666666665,257811.33333333334,767735.5,150458.0,1062795.25,29917.0,2187759.25,363183.3333333333,422116.3333333333,1923704.3333333333
2006,3497338.0,223157.75,1318864.0,230332.0,2014052.6666666667,23842139.0,1626975.3333333333,769210.6666666666,161105.33333333334,657748.5
2007,4688750.0,693026.0,1610660.0,1409670.0,2036887.0,145853.0,1275791.3333333333,403815.6666666667,425948.25,2059522.3333333333
2008,7190094.333333333,205594.5,256387.33333333334,554591.6666666666,1645304.6666666667,10961.5,1852686.0,2372838.3333333335,273780.25,2259098.6666666665
2009,3883795.0,591947.3333333334,425520.5,740976.5,1877062.75,113439.5,2256267.5,276243.75,144215.33333333334,365443.6666666667
2010,2717650.25,325048.3333333333,223662.5,1838144.0,1758148.25,38870866.0,1673851.25,375883.3333333333,742613.5,433337.6666666667
2011,5120234.0,189478.33333333334,200471.66666666666,716343.6666666666,2225485.0,7091240.666666667,1163827.75,1697213.0,1728073.75,1829628.25
2012,6908645.0,266482.25,359516.3333333333,658773.5,2406741.75,21036516.5,1595955.6666666667,1419143.0,803989.25,745241.3333333334
2013,4531894.333333333,243979.5,1021326.3333333334,594800.6666666666,2504322.75,33091661.333333332,1272520.5,1419578.0,494366.0,577316.0
2014,5653991.5,415826.75,488214.6666666667,912412.5,2967839.0,78738.0,1257816.75,896173.25,1996444.75,2842764.3333333335
2015,6479914.75,1042909.3333333334,420330.3333333333,533404.6666666666,2444942.5,22254.0,2065171.5,746972.75,1359735.0,1040106.75
2016,2581128.25,388448.25,651398.0,1123922.0,1917284.75,35393784.0,1657730.3333333333,866640.6666666666,1096081.75,963333.5
2017,2454792.25,535250.25,672043.0,861196.0,2068998.25,503755.5,1352778.6666666667,798461.5,1595383.75,1079903.0
2018,3982736.0,529932.25,990989.3333333334,972721.6666666666,2420130.25,50799383.0,1302562.5,529239.5,1055271.5,1625060.25
2019,3140424.0,258382.25,1056427.0,607651.3333333334,1751798.75,104818686.0,839117.3333333334,335575.0,645493.25,2053239.75
2020,2074548.5,854897.0,1178402.3333333333,789884.0,2273342.75,8871939.0,729660.6666666666,321465.75,1195033.75,1777614.25
2021,2744598.0,997610.75,1172765.3333333333,530091.0,1735756.0,23987859.0,1045296.5,256565.5,930164.5,3064893.5
2022,3518593.5,1676974.5,638.0,889142.3333333334,3430094.25,5150965.0,1013114.0,281585.75,1034420.0,4102783.25
2023,10745786.0,1014376.0,,903812.3333333334,2919031.5,15275409.0,580184.0,462626.75,2854954.0,3744046.5
2024,2519356.25,1363709.0,796.5,852428.3333333334,3380520.75,7963847.333333333,814699.75,462552.0,7117627.0,3261968.75
