Division_Code,Division_EN,Division_GR,Exports,Imports,Balance
01,Meat and meat preparations,Κρέας και παρασκευάσματα κρέατος,,2829911.0,
02,Dairy products and birds' eggs,Γαλακτοκομικά προϊόντα και αυγά πτηνών,37206.5,,
03,"Fish (not marine mammals), crustaceans, molluscs and aquatic invertebrates and preparations thereof","Ψάρια (μη θαλάσσια θηλαστικά), μαλακόστρακα, μαλάκια και υδρόβια, ασπόνδυλα και τα παρασκευάσματά τους",,11600295.5,
04,Cereals and cereal preparations,Δημητριακά και παρασκευάσματα δημητριακών,121070.66666666667,351569.6666666667,-230499.0
05,Vegetables and fruit,Λαχανικά και φρούτα,6976673.5,4752085.0,2224588.5
06,"Sugars, sugar preparations and honey","Ζάχαρη, παρασκευάσματα ζάχαρης και μέλι",6509.0,90370.0,-83861.0
07,"Coffee, tea, cocoa, spices, and manufactures thereof","Καφές, τσάι, κακάο, μπαχαρικά, υλικά και προϊόντα τους",20568.0,104458267.0,-104437699.0
08,Feeding stuff for animals (not including unmilled cereals),Ζωοτροφές,,61865848.25,
09,Miscellaneous edible products and preparations,Διάφορα βρώσιμα προϊόντα και παρασκευάσματα,39272.0,10146.0,29126.0
11,Beverages,Ποτά,105838.0,219353.0,-113515.0
12,Tobacco and tobacco manufactures,Καπνός και προϊόντα καπνού,1417723.5,25494250.5,-24076527.0
21,"Hides, skins and furskins, raw","Δορές, δέρματα και γουναρικά ακατέργαστα",,11443.0,
22,Oil-seeds and oleaginous fruits,Ελαιόσποροι και ελαιώδεις καρποί,,24024448.0,
23,Crude rubber (including synthetic and reclaimed),Καουτσούκ ακατέργαστο (περιλαμβάνεται το συνθετικό και το αναγεννημένο),158372.5,210023.0,-51650.5
24,Cork and wood,Ξυλεία και φελλός,,513956.0,
25,Pulp and waste paper,Πολτός και απορρίμματα χαρτιού,,41228439.0,
26,Textile fibres (other than wool tops and other combed wool) and their wastes (not manufactured into yarn or fabric),"Υφαντικές ίνες (εκτός από μάλλινα νήματα και άλλο ακατέργαστο μαλλί) και απορρίμματα αυτών, μη μεταποιημένα σε κλωστές ή υφάσματα",4332.0,2602.0,1730.0
27,"Crude fertilizers, other than those of division 56, and crude minerals (excluding coal, petroleum and precious stones)","Λιπάσματα ακατέργαστα και ορυκτά ακατέργαστα (εκτός από άνθρακα, πετρέλαιο και πολύτιμους λίθους)",376289.25,37471.0,338818.25
28,Metalliferous ores and metal scrap,Μεταλλεύματα και απορρίμματα μετάλλων,,13741603.333333334,
29,"Crude animal and vegetable materials, n.e.s.","Ακατέργαστες ύλες ζωικής ή φυτικής προέλευσης, μη κατονομαζόμενες",19642.0,35611.5,-15969.5
32,"Coal, coke and briquettes","Άνθρακας, οπτάνθρακας (κωκ) και μπρικέτες",867.0,,
33,"Petroleum, petroleum products and related materials",Πετρέλαιο και προϊόντα πετρελαίου,7946864.666666667,11986.0,7934878.666666667
34,"Gas, natural and manufactured","Φωταέριο, φυσικό και βιομηχανικό",50081.0,,
41,Animal oils and fats,Λάδια και λίπη ζωικής προέλευσης,,26829.0,
42,"Fixed vegetable fats and oils, crude, refined or fractionated","Λάδια και λίπη σταθεράς φυτικής προέλευσης, ακατέργαστα και εξευγενισμένα",852428.3333333334,1311.0,851117.3333333334
43,"Animal or vegetable fats and oils, processed; waxes of animal or vegetable origin; inedible mixtures or preparations of animal or vegetable fats or oils, n.e.s.","Λάδια και λίπη επεξεργασμένα και κερί ζωικής ή φυτικής προέλευσης, μη εδώδιμα μείγματα ή παρασκευάσματα από ζωικά ή φυτικά λίπη και έλαια, μη κατονομαζόμενα",,196187.0,
51,Organic chemicals,Οργανικά χημικά,29309.0,1969845.5,-1940536.5
52,Inorganic chemicals,Ανόργανα χημικά,226139.0,308.0,225831.0
53,"Dyeing, tanning and colouring materials","Βαφικές, δεψικές και χρωστικές ύλες",414700.0,88003.0,326697.0
54,Medicinal and pharmaceutical products,Ιατρικά και φαρμακευτικά προϊόντα,1501002.25,745143.0,755859.25
55,"Essential oils and resinoids and perfume materials; toilet, polishing and cleaning preparations","Αιθέρια λάδια, ρητινοειδή και αρωματικές ύλες. Παρασκευάσματα καλλωπισμού, στίλβωσης και καθαρισμού",468474.75,130491.5,337983.25
