Division_Code,Division_EN,Division_GR,Exports,Imports,Balance
56,Fertilizers (other than those of group 272),Βιομηχανικά λιπάσματα (εκτός αυτών της κατηγορίας 27),120489.0,,
57,Plastics in primary forms,Πλαστικές ύλες σε πρωτογενή μορφή,638244.5,229282.0,408962.5
58,Plastics in non-primary forms,Πλαστικές ύλες σε μη πρωτογενή μορφή,207083.25,4284.0,202799.25
59,"Chemical materials and products, n.e.s.","Χημικές ύλες και προϊόντα, μη κατονομαζόμενα",184345.5,1094436.25,-910090.75
61,"Leather, leather manufactures, n.e.s., and dressed furskins","Δέρματα, είδη από δέρμα, μη κατονομαζόμενα, και γουναρικά κατεργασμένα",152.0,31664.0,-31512.0
62,"Rubber manufactures, n.e.s.",Είδη από καουτσούκ,46219.333333333336,332445.0,-286225.6666666667
63,Cork and wood manufactures (excluding furniture),Είδη από φελλό και ξύλο (εκτός επίπλων),143806.0,539835.0,-396029.0
64,"Paper, paperboard and articles of paper pulp, of paper or of paperboard","Χαρτί, χαρτόνια και είδη από χαρτοπολτό, χαρτί ή χαρτόνι",53634.666666666664,4062403.0,-4008768.3333333335
65,"Textile yarn, fabrics, made-up articles, n.e.s., and related products","Υφαντικά νήματα, υφάσματα έτοιμα, προϊόντα μη κατονομαζόμενα και συναφή προϊόντα",241809.0,61970.0,179839.0
66,"Non-metallic mineral manufactures, n.e.s.","Είδη από μη μεταλλικά ορυκτά, μη κατονομαζόμενα",789091.0,468619.5,320471.5
67,Iron and steel,Σίδηρος και χάλυβας,20326.5,496900.0,-476573.5
68,Non-ferrous metals,Μη σιδηρούχα μέταλλα,603406.6666666666,797398.0,-193991.33333333337
69,"Manufactures of metals, n.e.s.","Είδη από μέταλλο, μη κατονομαζόμενα",1076179.25,538953.0,537226.25
71,Power-generating machinery and equipment,Μηχανήματα και εξοπλισμός παραγωγής ενέργειας,803976.6666666666,780480.0,23496.666666666628
72,Machinery specialized for particular industries,Μηχανήματα ειδικά για ορισμένες βιομηχανίες,3137120.5,3171692.5,-34572.0
73,Metalworking machinery,Μηχανήματα κατεργασίας μετάλλων,848201.0,8849.0,839352.0
74,"General industrial machinery and equipment, n.e.s., and machine parts, n.e.s.","Γενικός βιομηχανικός εξοπλισμός, μηχανήματα και μέρη αυτών, μη κατονομαζόμενα",453173.3333333333,126170.33333333333,327003.0
75,Office machines and automatic data-processing machines,Μηχανές γραφείου και μηχανές αυτόματης επεξεργασίας στοιχείων,71845.33333333333,829.0,71016.33333333333
76,Telecommunications and sound-recording and reproducing apparatus and equipment,Συσκευές και εξοπλισμός τηλεπικοινωνιών και εγγραφής και αναπαραγωγής του ήχου,82794.25,51483.0,31311.25
77,"Electrical machinery, apparatus and appliances, n.e.s., and electrical parts thereof (including nonelectrical counterparts, n.e.s., of electrical household-type equipment)","Ηλεκτρικά μηχανήματα, συσκευές, υλικά μη κατονομαζόμενα και ηλεκτρικά μέρη αυτών (περιλαμβάνονται τα αντίστοιχα μη ηλεκτρικά είδη, τα μη κατονομαζόμενα του οικιακού εξοπλισμού)",300156.0,210325.5,89830.5
78,Road vehicles (including air-cushion vehicles),Οχήματα για δρόμους,5555.666666666667,149044.0,-143488.33333333334
79,Other transport equipment,Λοιπό μεταφορικό υλικό,5328.666666666667,10944.0,-5615.333333333333
81,"Prefabricated buildings; sanitary plumbing, heating and lighting fixtures and fittings, n.e.s.","Προκατασκευασμένα κτίρια, συσκευές υγιεινής, θέρμανσης και φωτισμού, μη κατονομαζόμενα",51763.666666666664,4076.5,47687.166666666664
82,"Furniture and parts thereof; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings","Έπιπλα και μέρη αυτών, κρεβάτια, στρώματα, υποστηρίγματα στρωμάτων, μαξιλάρια και παρόμοιος εξοπλισμός επίπλωση",16486.0,321591.0,-305105.0
83,"Travel goods, handbags and similar containers","Είδη ταξιδιού, σακίδια χεριού και παρόμοια είδη",24447.0,10131.0,14316.0
84,Articles of apparel and clothing accessories,Είδη ενδυμασίας και συμπληρώματα ένδυσης,91261.0,131886.5,-40625.5
85,Footwear,Υποδήματα,14871.5,2982130.0,-2967258.5
87,"Professional, scientific and controlling instruments and apparatus, n.e.s.","Όργανα και συσκευές επαγγελματικές, επιστημονικές και ελέγχου μ.α.κ.",1030238.25,67172.66666666667,963065.5833333334
88,"Photographic apparatus, equipment and supplies and optical goods, n.e.s.; watches and clocks","Φωτογραφικές συσκευές και εφόδια για τη φωτογράφιση, είδη οπτικής, μη κατονομαζόμενα, ωρολόγια χεριού και τοίχου",1389.0,7543.0,-6154.0
89,"Miscellaneous manufactured articles, n.e.s.","Διάφορα βιομηχανικά είδη, μη κατονομαζόμενα",196628.75,233756.0,-37127.25
