TIME,GEO,UNIT,Value,Year,Week,Week num
2019W06,Sterea Ellada,Number,157,2019,W06,6
2019W07,Sterea Ellada,Number,130,2019,W07,7
2019W08,Sterea Ellada,Number,157,2019,W08,8
2019W09,Sterea Ellada,Number,164,2019,W09,9
2019W10,Sterea Ellada,Number,150,2019,W10,10
2019W11,Sterea Ellada,Number,130,2019,W11,11
2019W12,Sterea Ellada,Number,154,2019,W12,12
2019W13,Sterea Ellada,Number,143,2019,W13,13
2019W14,Sterea Ellada,Number,142,2019,W14,14
2019W15,Sterea Ellada,Number,116,2019,W15,15
2019W16,Sterea Ellada,Number,100,2019,W16,16
2019W17,Sterea Ellada,Number,134,2019,W17,17
2019W18,Sterea Ellada,Number,117,2019,W18,18
2019W19,Sterea Ellada,Number,135,2019,W19,19
2019W20,Sterea Ellada,Number,155,2019,W20,20
2019W21,Sterea Ellada,Number,129,2019,W21,21
2019W22,Sterea Ellada,Number,122,2019,W22,22
2019W23,Sterea Ellada,Number,132,2019,W23,23
2019W24,Sterea Ellada,Number,133,2019,W24,24
2019W25,Sterea Ellada,Number,121,2019,W25,25
2019W26,Sterea Ellada,Number,118,2019,W26,26
2019W27,Sterea Ellada,Number,116,2019,W27,27
2019W28,Sterea Ellada,Number,138,2019,W28,28
2019W29,Sterea Ellada,Number,116,2019,W29,29
2019W30,Sterea Ellada,Number,120,2019,W30,30
2019W31,Sterea Ellada,Number,135,2019,W31,31
2019W32,Sterea Ellada,Number,109,2019,W32,32
2019W33,Sterea Ellada,Number,140,2019,W33,33
2019W34,Sterea Ellada,Number,128,2019,W34,34
2019W35,Sterea Ellada,Number,126,2019,W35,35
2019W36,Sterea Ellada,Number,121,2019,W36,36
2019W37,Sterea Ellada,Number,118,2019,W37,37
2019W38,Sterea Ellada,Number,112,2019,W38,38
2019W39,Sterea Ellada,Number,88,2019,W39,39
2019W40,Sterea Ellada,Number,131,2019,W40,40
2019W41,Sterea Ellada,Number,98,2019,W41,41
2019W42,Sterea Ellada,Number,118,2019,W42,42
2019W43,Sterea Ellada,Number,121,2019,W43,43
2019W44,Sterea Ellada,Number,126,2019,W44,44
2019W45,Sterea Ellada,Number,126,2019,W45,45
2019W46,Sterea Ellada,Number,123,2019,W46,46
2019W47,Sterea Ellada,Number,119,2019,W47,47
2019W48,Sterea Ellada,Number,145,2019,W48,48
2019W49,Sterea Ellada,Number,153,2019,W49,49
2019W50,Sterea Ellada,Number,127,2019,W50,50
2019W51,Sterea Ellada,Number,141,2019,W51,51
2019W52,Sterea Ellada,Number,136,2019,W52,52
2019W99,Sterea Ellada,Number,:,2019,W99,99
2020W01,Sterea Ellada,Number,150,2020,W01,1
2020W02,Sterea Ellada,Number,155,2020,W02,2
2020W03,Sterea Ellada,Number,155,2020,W03,3
2020W04,Sterea Ellada,Number,147,2020,W04,4
2020W05,Sterea Ellada,Number,145,2020,W05,5
2020W06,Sterea Ellada,Number,153,2020,W06,6
2020W07,Sterea Ellada,Number,115,2020,W07,7
2020W08,Sterea Ellada,Number,127,2020,W08,8
2020W09,Sterea Ellada,Number,156,2020,W09,9
2020W10,Sterea Ellada,Number,151,2020,W10,10
2020W11,Sterea Ellada,Number,140,2020,W11,11
2020W12,Sterea Ellada,Number,141,2020,W12,12
2020W13,Sterea Ellada,Number,114,2020,W13,13
2020W14,Sterea Ellada,Number,131,2020,W14,14
2020W15,Sterea Ellada,Number,113,2020,W15,15
2020W16,Sterea Ellada,Number,149,2020,W16,16
2020W17,Sterea Ellada,Number,111,2020,W17,17
2020W18,Sterea Ellada,Number,132,2020,W18,18
2020W19,Sterea Ellada,Number,127,2020,W19,19
2020W20,Sterea Ellada,Number,151,2020,W20,20
2020W21,Sterea Ellada,Number,112,2020,W21,21
2020W22,Sterea Ellada,Number,100,2020,W22,22
2020W23,Sterea Ellada,Number,99,2020,W23,23
2020W24,Sterea Ellada,Number,147,2020,W24,24
2020W25,Sterea Ellada,Number,140,2020,W25,25
2020W26,Sterea Ellada,Number,115,2020,W26,26
2020W27,Sterea Ellada,Number,134,2020,W27,27
2020W28,Sterea Ellada,Number,134,2020,W28,28
2020W29,Sterea Ellada,Number,118,2020,W29,29
2020W30,Sterea Ellada,Number,112,2020,W30,30
2020W31,Sterea Ellada,Number,135,2020,W31,31
2020W32,Sterea Ellada,Number,128,2020,W32,32
2020W33,Sterea Ellada,Number,120,2020,W33,33
2020W34,Sterea Ellada,Number,129,2020,W34,34
2020W35,Sterea Ellada,Number,105,2020,W35,35
2020W36,Sterea Ellada,Number,128,2020,W36,36
2020W37,Sterea Ellada,Number,116,2020,W37,37
2020W38,Sterea Ellada,Number,113,2020,W38,38
2020W39,Sterea Ellada,Number,126,2020,W39,39
2020W40,Sterea Ellada,Number,122,2020,W40,40
2020W41,Sterea Ellada,Number,104,2020,W41,41
2020W42,Sterea Ellada,Number,119,2020,W42,42
2020W43,Sterea Ellada,Number,102,2020,W43,43
2020W44,Sterea Ellada,Number,123,2020,W44,44
2020W45,Sterea Ellada,Number,138,2020,W45,45
2020W46,Sterea Ellada,Number,126,2020,W46,46
2020W47,Sterea Ellada,Number,127,2020,W47,47
2020W48,Sterea Ellada,Number,166,2020,W48,48
2020W49,Sterea Ellada,Number,167,2020,W49,49
2020W50,Sterea Ellada,Number,152,2020,W50,50
2020W51,Sterea Ellada,Number,130,2020,W51,51
2020W52,Sterea Ellada,Number,143,2020,W52,52
2020W53,Sterea Ellada,Number,135,2020,W53,53
2020W99,Sterea Ellada,Number,:,2020,W99,99
2021W01,Sterea Ellada,Number,:,2021,W01,1
2021W02,Sterea Ellada,Number,:,2021,W02,2
2021W03,Sterea Ellada,Number,:,2021,W03,3
2021W04,Sterea Ellada,Number,:,2021,W04,4
2021W05,Sterea Ellada,Number,:,2021,W05,5
2021W06,Sterea Ellada,Number,:,2021,W06,6
2021W07,Sterea Ellada,Number,:,2021,W07,7
2021W08,Sterea Ellada,Number,:,2021,W08,8
2021W09,Sterea Ellada,Number,:,2021,W09,9
2021W10,Sterea Ellada,Number,:,2021,W10,10
2021W99,Sterea Ellada,Number,:,2021,W99,99
2016W01,Voiotia,Number,29,2016,W01,1
2016W02,Voiotia,Number,29,2016,W02,2
2016W03,Voiotia,Number,32,2016,W03,3
2016W04,Voiotia,Number,19,2016,W04,4
2016W05,Voiotia,Number,29,2016,W05,5
2016W06,Voiotia,Number,31,2016,W06,6
2016W07,Voiotia,Number,25,2016,W07,7
2016W08,Voiotia,Number,16,2016,W08,8
2016W09,Voiotia,Number,29,2016,W09,9
2016W10,Voiotia,Number,24,2016,W10,10
2016W11,Voiotia,Number,24,2016,W11,11
2016W12,Voiotia,Number,25,2016,W12,12
2016W13,Voiotia,Number,27,2016,W13,13
2016W14,Voiotia,Number,22,2016,W14,14
2016W15,Voiotia,Number,31,2016,W15,15
2016W16,Voiotia,Number,24,2016,W16,16
2016W17,Voiotia,Number,23,2016,W17,17
2016W18,Voiotia,Number,22,2016,W18,18
2016W19,Voiotia,Number,27,2016,W19,19
2016W20,Voiotia,Number,19,2016,W20,20
2016W21,Voiotia,Number,22,2016,W21,21
2016W22,Voiotia,Number,29,2016,W22,22
2016W23,Voiotia,Number,20,2016,W23,23
2016W24,Voiotia,Number,28,2016,W24,24
2016W25,Voiotia,Number,33,2016,W25,25
2016W26,Voiotia,Number,17,2016,W26,26
2016W27,Voiotia,Number,29,2016,W27,27
2016W28,Voiotia,Number,22,2016,W28,28
2016W29,Voiotia,Number,18,2016,W29,29
2016W30,Voiotia,Number,26,2016,W30,30
2016W31,Voiotia,Number,20,2016,W31,31
2016W32,Voiotia,Number,25,2016,W32,32
2016W33,Voiotia,Number,25,2016,W33,33
2016W34,Voiotia,Number,29,2016,W34,34
2016W35,Voiotia,Number,23,2016,W35,35
2016W36,Voiotia,Number,18,2016,W36,36
2016W37,Voiotia,Number,22,2016,W37,37
2016W38,Voiotia,Number,23,2016,W38,38
2016W39,Voiotia,Number,21,2016,W39,39
2016W40,Voiotia,Number,23,2016,W40,40
2016W41,Voiotia,Number,29,2016,W41,41
2016W42,Voiotia,Number,25,2016,W42,42
2016W43,Voiotia,Number,20,2016,W43,43
2016W44,Voiotia,Number,19,2016,W44,44
2016W45,Voiotia,Number,22,2016,W45,45
2016W46,Voiotia,Number,29,2016,W46,46
2016W47,Voiotia,Number,38,2016,W47,47
2016W48,Voiotia,Number,23,2016,W48,48
2016W49,Voiotia,Number,34,2016,W49,49
2016W50,Voiotia,Number,27,2016,W50,50
2016W51,Voiotia,Number,29,2016,W51,51
2016W52,Voiotia,Number,32,2016,W52,52
2016W99,Voiotia,Number,:,2016,W99,99
2017W01,Voiotia,Number,46,2017,W01,1
2017W02,Voiotia,Number,26,2017,W02,2
2017W03,Voiotia,Number,30,2017,W03,3
2017W04,Voiotia,Number,42,2017,W04,4
2017W05,Voiotia,Number,32,2017,W05,5
2017W06,Voiotia,Number,38,2017,W06,6
2017W07,Voiotia,Number,33,2017,W07,7
2017W08,Voiotia,Number,25,2017,W08,8
2017W09,Voiotia,Number,32,2017,W09,9
2017W10,Voiotia,Number,27,2017,W10,10
2017W11,Voiotia,Number,27,2017,W11,11
2017W12,Voiotia,Number,33,2017,W12,12
2017W13,Voiotia,Number,33,2017,W13,13
2017W14,Voiotia,Number,22,2017,W14,14
2017W15,Voiotia,Number,32,2017,W15,15
2017W16,Voiotia,Number,30,2017,W16,16
2017W17,Voiotia,Number,33,2017,W17,17
2017W18,Voiotia,Number,32,2017,W18,18
2017W19,Voiotia,Number,27,2017,W19,19
2017W20,Voiotia,Number,29,2017,W20,20
2017W21,Voiotia,Number,20,2017,W21,21
2017W22,Voiotia,Number,20,2017,W22,22
2017W23,Voiotia,Number,28,2017,W23,23
2017W24,Voiotia,Number,13,2017,W24,24
2017W25,Voiotia,Number,25,2017,W25,25
2017W26,Voiotia,Number,30,2017,W26,26
2017W27,Voiotia,Number,23,2017,W27,27
2017W28,Voiotia,Number,20,2017,W28,28
2017W29,Voiotia,Number,15,2017,W29,29
2017W30,Voiotia,Number,29,2017,W30,30
2017W31,Voiotia,Number,24,2017,W31,31
2017W32,Voiotia,Number,35,2017,W32,32
2017W33,Voiotia,Number,16,2017,W33,33
2017W34,Voiotia,Number,21,2017,W34,34
2017W35,Voiotia,Number,31,2017,W35,35
2017W36,Voiotia,Number,24,2017,W36,36
2017W37,Voiotia,Number,25,2017,W37,37
2017W38,Voiotia,Number,18,2017,W38,38
2017W39,Voiotia,Number,30,2017,W39,39
2017W40,Voiotia,Number,18,2017,W40,40
2017W41,Voiotia,Number,24,2017,W41,41
2017W42,Voiotia,Number,29,2017,W42,42
2017W43,Voiotia,Number,25,2017,W43,43
2017W44,Voiotia,Number,24,2017,W44,44
2017W45,Voiotia,Number,29,2017,W45,45
2017W46,Voiotia,Number,16,2017,W46,46
2017W47,Voiotia,Number,32,2017,W47,47
2017W48,Voiotia,Number,26,2017,W48,48
2017W49,Voiotia,Number,30,2017,W49,49
2017W50,Voiotia,Number,36,2017,W50,50
2017W51,Voiotia,Number,24,2017,W51,51
2017W52,Voiotia,Number,30,2017,W52,52
2017W99,Voiotia,Number,:,2017,W99,99
2018W01,Voiotia,Number,29,2018,W01,1
2018W02,Voiotia,Number,30,2018,W02,2
2018W03,Voiotia,Number,27,2018,W03,3
2018W04,Voiotia,Number,21,2018,W04,4
2018W05,Voiotia,Number,28,2018,W05,5
2018W06,Voiotia,Number,24,2018,W06,6
2018W07,Voiotia,Number,17,2018,W07,7
2018W08,Voiotia,Number,24,2018,W08,8
2018W09,Voiotia,Number,29,2018,W09,9
2018W10,Voiotia,Number,42,2018,W10,10
2018W11,Voiotia,Number,32,2018,W11,11
2018W12,Voiotia,Number,30,2018,W12,12
2018W13,Voiotia,Number,21,2018,W13,13
2018W14,Voiotia,Number,24,2018,W14,14
2018W15,Voiotia,Number,32,2018,W15,15
2018W16,Voiotia,Number,24,2018,W16,16
2018W17,Voiotia,Number,23,2018,W17,17
2018W18,Voiotia,Number,27,2018,W18,18
2018W19,Voiotia,Number,30,2018,W19,19
2018W20,Voiotia,Number,18,2018,W20,20
2018W21,Voiotia,Number,24,2018,W21,21
2018W22,Voiotia,Number,32,2018,W22,22
2018W23,Voiotia,Number,28,2018,W23,23
2018W24,Voiotia,Number,26,2018,W24,24
2018W25,Voiotia,Number,19,2018,W25,25
2018W26,Voiotia,Number,25,2018,W26,26
2018W27,Voiotia,Number,22,2018,W27,27
2018W28,Voiotia,Number,20,2018,W28,28
2018W29,Voiotia,Number,26,2018,W29,29
2018W30,Voiotia,Number,23,2018,W30,30
2018W31,Voiotia,Number,28,2018,W31,31
2018W32,Voiotia,Number,28,2018,W32,32
2018W33,Voiotia,Number,27,2018,W33,33
2018W34,Voiotia,Number,17,2018,W34,34
2018W35,Voiotia,Number,26,2018,W35,35
2018W36,Voiotia,Number,26,2018,W36,36
2018W37,Voiotia,Number,21,2018,W37,37
2018W38,Voiotia,Number,23,2018,W38,38
2018W39,Voiotia,Number,20,2018,W39,39
2018W40,Voiotia,Number,24,2018,W40,40
2018W41,Voiotia,Number,23,2018,W41,41
2018W42,Voiotia,Number,19,2018,W42,42
2018W43,Voiotia,Number,33,2018,W43,43
2018W44,Voiotia,Number,30,2018,W44,44
2018W45,Voiotia,Number,24,2018,W45,45
2018W46,Voiotia,Number,27,2018,W46,46
2018W47,Voiotia,Number,22,2018,W47,47
2018W48,Voiotia,Number,27,2018,W48,48
2018W49,Voiotia,Number,29,2018,W49,49
2018W50,Voiotia,Number,26,2018,W50,50
2018W51,Voiotia,Number,29,2018,W51,51
2018W52,Voiotia,Number,23,2018,W52,52
2018W99,Voiotia,Number,:,2018,W99,99
2019W01,Voiotia,Number,26,2019,W01,1
2019W02,Voiotia,Number,28,2019,W02,2
2019W03,Voiotia,Number,28,2019,W03,3
2019W04,Voiotia,Number,36,2019,W04,4
2019W05,Voiotia,Number,30,2019,W05,5
2019W06,Voiotia,Number,28,2019,W06,6
2019W07,Voiotia,Number,24,2019,W07,7
2019W08,Voiotia,Number,30,2019,W08,8
2019W09,Voiotia,Number,20,2019,W09,9
2019W10,Voiotia,Number,25,2019,W10,10
2019W11,Voiotia,Number,26,2019,W11,11
2019W12,Voiotia,Number,31,2019,W12,12
2019W13,Voiotia,Number,30,2019,W13,13
2019W14,Voiotia,Number,28,2019,W14,14
2019W15,Voiotia,Number,24,2019,W15,15
2019W16,Voiotia,Number,24,2019,W16,16
2019W17,Voiotia,Number,23,2019,W17,17
2019W18,Voiotia,Number,23,2019,W18,18
2019W19,Voiotia,Number,23,2019,W19,19
2019W20,Voiotia,Number,30,2019,W20,20
2019W21,Voiotia,Number,35,2019,W21,21
2019W22,Voiotia,Number,27,2019,W22,22
2019W23,Voiotia,Number,26,2019,W23,23
2019W24,Voiotia,Number,27,2019,W24,24
2019W25,Voiotia,Number,29,2019,W25,25
2019W26,Voiotia,Number,26,2019,W26,26
2019W27,Voiotia,Number,21,2019,W27,27
2019W28,Voiotia,Number,24,2019,W28,28
2019W29,Voiotia,Number,26,2019,W29,29
2019W30,Voiotia,Number,20,2019,W30,30
2019W31,Voiotia,Number,27,2019,W31,31
2019W32,Voiotia,Number,22,2019,W32,32
2019W33,Voiotia,Number,29,2019,W33,33
2019W34,Voiotia,Number,24,2019,W34,34
2019W35,Voiotia,Number,24,2019,W35,35
2019W36,Voiotia,Number,20,2019,W36,36
2019W37,Voiotia,Number,27,2019,W37,37
2019W38,Voiotia,Number,24,2019,W38,38
2019W39,Voiotia,Number,18,2019,W39,39
2019W40,Voiotia,Number,27,2019,W40,40
2019W41,Voiotia,Number,21,2019,W41,41
2019W42,Voiotia,Number,25,2019,W42,42
2019W43,Voiotia,Number,24,2019,W43,43
2019W44,Voiotia,Number,32,2019,W44,44
2019W45,Voiotia,Number,21,2019,W45,45
2019W46,Voiotia,Number,37,2019,W46,46
2019W47,Voiotia,Number,19,2019,W47,47
2019W48,Voiotia,Number,35,2019,W48,48
2019W49,Voiotia,Number,35,2019,W49,49
2019W50,Voiotia,Number,21,2019,W50,50
2019W51,Voiotia,Number,39,2019,W51,51
2019W52,Voiotia,Number,31,2019,W52,52
2019W99,Voiotia,Number,:,2019,W99,99
2020W01,Voiotia,Number,36,2020,W01,1
2020W02,Voiotia,Number,32,2020,W02,2
2020W03,Voiotia,Number,40,2020,W03,3
2020W04,Voiotia,Number,30,2020,W04,4
2020W05,Voiotia,Number,29,2020,W05,5
2020W06,Voiotia,Number,36,2020,W06,6
2020W07,Voiotia,Number,20,2020,W07,7
2020W08,Voiotia,Number,27,2020,W08,8
2020W09,Voiotia,Number,31,2020,W09,9
2020W10,Voiotia,Number,24,2020,W10,10
2020W11,Voiotia,Number,19,2020,W11,11
2020W12,Voiotia,Number,24,2020,W12,12
2020W13,Voiotia,Number,29,2020,W13,13
2020W14,Voiotia,Number,28,2020,W14,14
2020W15,Voiotia,Number,26,2020,W15,15
2020W16,Voiotia,Number,37,2020,W16,16
2020W17,Voiotia,Number,29,2020,W17,17
2020W18,Voiotia,Number,24,2020,W18,18
2020W19,Voiotia,Number,16,2020,W19,19
2020W20,Voiotia,Number,35,2020,W20,20
2020W21,Voiotia,Number,17,2020,W21,21
2020W22,Voiotia,Number,31,2020,W22,22
2020W23,Voiotia,Number,24,2020,W23,23
2020W24,Voiotia,Number,31,2020,W24,24
2020W25,Voiotia,Number,27,2020,W25,25
2020W26,Voiotia,Number,27,2020,W26,26
2020W27,Voiotia,Number,26,2020,W27,27
2020W28,Voiotia,Number,27,2020,W28,28
2020W29,Voiotia,Number,20,2020,W29,29
2020W30,Voiotia,Number,28,2020,W30,30
2020W31,Voiotia,Number,29,2020,W31,31
2020W32,Voiotia,Number,25,2020,W32,32
2020W33,Voiotia,Number,23,2020,W33,33
2020W34,Voiotia,Number,18,2020,W34,34
2020W35,Voiotia,Number,17,2020,W35,35
2020W36,Voiotia,Number,25,2020,W36,36
2020W37,Voiotia,Number,18,2020,W37,37
2020W38,Voiotia,Number,28,2020,W38,38
2020W39,Voiotia,Number,25,2020,W39,39
2020W40,Voiotia,Number,20,2020,W40,40
2020W41,Voiotia,Number,33,2020,W41,41
2020W42,Voiotia,Number,23,2020,W42,42
2020W43,Voiotia,Number,25,2020,W43,43
2020W44,Voiotia,Number,22,2020,W44,44
2020W45,Voiotia,Number,27,2020,W45,45
2020W46,Voiotia,Number,25,2020,W46,46
2020W47,Voiotia,Number,22,2020,W47,47
2020W48,Voiotia,Number,39,2020,W48,48
2020W49,Voiotia,Number,31,2020,W49,49
2020W50,Voiotia,Number,32,2020,W50,50
2020W51,Voiotia,Number,25,2020,W51,51
2020W52,Voiotia,Number,25,2020,W52,52
2020W53,Voiotia,Number,26,2020,W53,53
2020W99,Voiotia,Number,:,2020,W99,99
2021W01,Voiotia,Number,:,2021,W01,1
2021W02,Voiotia,Number,:,2021,W02,2
2021W03,Voiotia,Number,:,2021,W03,3
2021W04,Voiotia,Number,:,2021,W04,4
2021W05,Voiotia,Number,:,2021,W05,5
2021W06,Voiotia,Number,:,2021,W06,6
2021W07,Voiotia,Number,:,2021,W07,7
2021W08,Voiotia,Number,:,2021,W08,8
2021W09,Voiotia,Number,:,2021,W09,9
2021W10,Voiotia,Number,:,2021,W10,10
2021W99,Voiotia,Number,:,2021,W99,99
2016W01,Evvoia,Number,55,2016,W01,1
2016W02,Evvoia,Number,47,2016,W02,2
2016W03,Evvoia,Number,62,2016,W03,3
2016W04,Evvoia,Number,58,2016,W04,4
2016W05,Evvoia,Number,63,2016,W05,5
2016W06,Evvoia,Number,54,2016,W06,6
2016W07,Evvoia,Number,49,2016,W07,7
2016W08,Evvoia,Number,52,2016,W08,8
2016W09,Evvoia,Number,50,2016,W09,9
2016W10,Evvoia,Number,56,2016,W10,10
2016W11,Evvoia,Number,49,2016,W11,11
2016W12,Evvoia,Number,39,2016,W12,12
2016W13,Evvoia,Number,64,2016,W13,13
2016W14,Evvoia,Number,44,2016,W14,14
2016W15,Evvoia,Number,44,2016,W15,15
2016W16,Evvoia,Number,45,2016,W16,16
2016W17,Evvoia,Number,46,2016,W17,17
2016W18,Evvoia,Number,52,2016,W18,18
2016W19,Evvoia,Number,48,2016,W19,19
2016W20,Evvoia,Number,40,2016,W20,20
2016W21,Evvoia,Number,39,2016,W21,21
2016W22,Evvoia,Number,40,2016,W22,22
2016W23,Evvoia,Number,29,2016,W23,23
2016W24,Evvoia,Number,44,2016,W24,24
2016W25,Evvoia,Number,45,2016,W25,25
2016W26,Evvoia,Number,55,2016,W26,26
2016W27,Evvoia,Number,43,2016,W27,27
2016W28,Evvoia,Number,48,2016,W28,28
2016W29,Evvoia,Number,43,2016,W29,29
2016W30,Evvoia,Number,38,2016,W30,30
2016W31,Evvoia,Number,40,2016,W31,31
2016W32,Evvoia,Number,43,2016,W32,32
2016W33,Evvoia,Number,36,2016,W33,33
2016W34,Evvoia,Number,40,2016,W34,34
2016W35,Evvoia,Number,34,2016,W35,35
2016W36,Evvoia,Number,42,2016,W36,36
2016W37,Evvoia,Number,33,2016,W37,37
2016W38,Evvoia,Number,40,2016,W38,38
2016W39,Evvoia,Number,46,2016,W39,39
2016W40,Evvoia,Number,42,2016,W40,40
2016W41,Evvoia,Number,43,2016,W41,41
2016W42,Evvoia,Number,52,2016,W42,42
2016W43,Evvoia,Number,39,2016,W43,43
2016W44,Evvoia,Number,39,2016,W44,44
2016W45,Evvoia,Number,48,2016,W45,45
2016W46,Evvoia,Number,47,2016,W46,46
2016W47,Evvoia,Number,60,2016,W47,47
2016W48,Evvoia,Number,63,2016,W48,48
2016W49,Evvoia,Number,66,2016,W49,49
2016W50,Evvoia,Number,47,2016,W50,50
2016W51,Evvoia,Number,63,2016,W51,51
2016W52,Evvoia,Number,58,2016,W52,52
2016W99,Evvoia,Number,:,2016,W99,99
2017W01,Evvoia,Number,67,2017,W01,1
2017W02,Evvoia,Number,69,2017,W02,2
2017W03,Evvoia,Number,70,2017,W03,3
2017W04,Evvoia,Number,57,2017,W04,4
2017W05,Evvoia,Number,79,2017,W05,5
2017W06,Evvoia,Number,47,2017,W06,6
2017W07,Evvoia,Number,72,2017,W07,7
2017W08,Evvoia,Number,67,2017,W08,8
2017W09,Evvoia,Number,51,2017,W09,9
2017W10,Evvoia,Number,50,2017,W10,10
2017W11,Evvoia,Number,51,2017,W11,11
2017W12,Evvoia,Number,54,2017,W12,12
2017W13,Evvoia,Number,47,2017,W13,13
2017W14,Evvoia,Number,55,2017,W14,14
2017W15,Evvoia,Number,48,2017,W15,15
2017W16,Evvoia,Number,66,2017,W16,16
2017W17,Evvoia,Number,63,2017,W17,17
2017W18,Evvoia,Number,44,2017,W18,18
2017W19,Evvoia,Number,48,2017,W19,19
2017W20,Evvoia,Number,35,2017,W20,20
2017W21,Evvoia,Number,44,2017,W21,21
2017W22,Evvoia,Number,42,2017,W22,22
2017W23,Evvoia,Number,50,2017,W23,23
2017W24,Evvoia,Number,47,2017,W24,24
2017W25,Evvoia,Number,51,2017,W25,25
2017W26,Evvoia,Number,53,2017,W26,26
2017W27,Evvoia,Number,46,2017,W27,27
2017W28,Evvoia,Number,44,2017,W28,28
2017W29,Evvoia,Number,51,2017,W29,29
2017W30,Evvoia,Number,45,2017,W30,30
2017W31,Evvoia,Number,45,2017,W31,31
2017W32,Evvoia,Number,56,2017,W32,32
2017W33,Evvoia,Number,31,2017,W33,33
2017W34,Evvoia,Number,40,2017,W34,34
2017W35,Evvoia,Number,39,2017,W35,35
2017W36,Evvoia,Number,36,2017,W36,36
2017W37,Evvoia,Number,58,2017,W37,37
2017W38,Evvoia,Number,48,2017,W38,38
2017W39,Evvoia,Number,34,2017,W39,39
2017W40,Evvoia,Number,56,2017,W40,40
2017W41,Evvoia,Number,48,2017,W41,41
2017W42,Evvoia,Number,53,2017,W42,42
2017W43,Evvoia,Number,45,2017,W43,43
2017W44,Evvoia,Number,40,2017,W44,44
2017W45,Evvoia,Number,53,2017,W45,45
2017W46,Evvoia,Number,53,2017,W46,46
2017W47,Evvoia,Number,53,2017,W47,47
2017W48,Evvoia,Number,49,2017,W48,48
2017W49,Evvoia,Number,40,2017,W49,49
2017W50,Evvoia,Number,63,2017,W50,50
2017W51,Evvoia,Number,37,2017,W51,51
2017W52,Evvoia,Number,50,2017,W52,52
2017W99,Evvoia,Number,:,2017,W99,99
2018W01,Evvoia,Number,45,2018,W01,1
2018W02,Evvoia,Number,54,2018,W02,2
2018W03,Evvoia,Number,54,2018,W03,3
2018W04,Evvoia,Number,48,2018,W04,4
2018W05,Evvoia,Number,48,2018,W05,5
2018W06,Evvoia,Number,57,2018,W06,6
2018W07,Evvoia,Number,54,2018,W07,7
2018W08,Evvoia,Number,73,2018,W08,8
2018W09,Evvoia,Number,60,2018,W09,9
2018W10,Evvoia,Number,57,2018,W10,10
2018W11,Evvoia,Number,58,2018,W11,11
2018W12,Evvoia,Number,48,2018,W12,12
2018W13,Evvoia,Number,55,2018,W13,13
2018W14,Evvoia,Number,56,2018,W14,14
2018W15,Evvoia,Number,55,2018,W15,15
2018W16,Evvoia,Number,48,2018,W16,16
2018W17,Evvoia,Number,44,2018,W17,17
2018W18,Evvoia,Number,49,2018,W18,18
2018W19,Evvoia,Number,38,2018,W19,19
2018W20,Evvoia,Number,48,2018,W20,20
2018W21,Evvoia,Number,43,2018,W21,21
2018W22,Evvoia,Number,42,2018,W22,22
2018W23,Evvoia,Number,47,2018,W23,23
2018W24,Evvoia,Number,46,2018,W24,24
2018W25,Evvoia,Number,41,2018,W25,25
2018W26,Evvoia,Number,43,2018,W26,26
2018W27,Evvoia,Number,52,2018,W27,27
2018W28,Evvoia,Number,39,2018,W28,28
2018W29,Evvoia,Number,53,2018,W29,29
2018W30,Evvoia,Number,52,2018,W30,30
2018W31,Evvoia,Number,48,2018,W31,31
2018W32,Evvoia,Number,44,2018,W32,32
2018W33,Evvoia,Number,45,2018,W33,33
2018W34,Evvoia,Number,45,2018,W34,34
2018W35,Evvoia,Number,46,2018,W35,35
2018W36,Evvoia,Number,42,2018,W36,36
2018W37,Evvoia,Number,26,2018,W37,37
2018W38,Evvoia,Number,40,2018,W38,38
2018W39,Evvoia,Number,40,2018,W39,39
2018W40,Evvoia,Number,58,2018,W40,40
2018W41,Evvoia,Number,61,2018,W41,41
2018W42,Evvoia,Number,53,2018,W42,42
2018W43,Evvoia,Number,56,2018,W43,43
2018W44,Evvoia,Number,58,2018,W44,44
2018W45,Evvoia,Number,49,2018,W45,45
2018W46,Evvoia,Number,53,2018,W46,46
2018W47,Evvoia,Number,51,2018,W47,47
2018W48,Evvoia,Number,48,2018,W48,48
2018W49,Evvoia,Number,56,2018,W49,49
2018W50,Evvoia,Number,47,2018,W50,50
2018W51,Evvoia,Number,47,2018,W51,51
2018W52,Evvoia,Number,55,2018,W52,52
2018W99,Evvoia,Number,:,2018,W99,99
2019W01,Evvoia,Number,65,2019,W01,1
2019W02,Evvoia,Number,80,2019,W02,2
2019W03,Evvoia,Number,63,2019,W03,3
2019W04,Evvoia,Number,77,2019,W04,4
2019W05,Evvoia,Number,74,2019,W05,5
2019W06,Evvoia,Number,74,2019,W06,6
2019W07,Evvoia,Number,53,2019,W07,7
2019W08,Evvoia,Number,55,2019,W08,8
2019W09,Evvoia,Number,62,2019,W09,9
2019W10,Evvoia,Number,70,2019,W10,10
2019W11,Evvoia,Number,55,2019,W11,11
2019W12,Evvoia,Number,55,2019,W12,12
2019W13,Evvoia,Number,49,2019,W13,13
2019W14,Evvoia,Number,52,2019,W14,14
2019W15,Evvoia,Number,44,2019,W15,15
2019W16,Evvoia,Number,44,2019,W16,16
2019W17,Evvoia,Number,59,2019,W17,17
2019W18,Evvoia,Number,48,2019,W18,18
2019W19,Evvoia,Number,52,2019,W19,19
