TIME,GEO,UNIT,Value,Year,Week,Week num
2016W01,Greece,Number,"2,637",2016,W01,1
2016W02,Greece,Number,"2,638",2016,W02,2
2016W03,Greece,Number,"2,601",2016,W03,3
2016W04,Greece,Number,"2,652",2016,W04,4
2016W05,Greece,Number,"2,649",2016,W05,5
2016W06,Greece,Number,"2,594",2016,W06,6
2016W07,Greece,Number,"2,436",2016,W07,7
2016W08,Greece,Number,"2,215",2016,W08,8
2016W09,Greece,Number,"2,139",2016,W09,9
2016W10,Greece,Number,"2,248",2016,W10,10
2016W11,Greece,Number,"2,255",2016,W11,11
2016W12,Greece,Number,"2,185",2016,W12,12
2016W13,Greece,Number,"2,259",2016,W13,13
2016W14,Greece,Number,"2,275",2016,W14,14
2016W15,Greece,Number,"2,227",2016,W15,15
2016W16,Greece,Number,"2,100",2016,W16,16
2016W17,Greece,Number,"2,081",2016,W17,17
2016W18,Greece,Number,"2,246",2016,W18,18
2016W19,Greece,Number,"2,209",2016,W19,19
2016W20,Greece,Number,"2,121",2016,W20,20
2016W21,Greece,Number,"2,027",2016,W21,21
2016W22,Greece,Number,"2,199",2016,W22,22
2016W23,Greece,Number,"1,999",2016,W23,23
2016W24,Greece,Number,"2,175",2016,W24,24
2016W25,Greece,Number,"2,914",2016,W25,25
2016W26,Greece,Number,"2,318",2016,W26,26
2016W27,Greece,Number,"2,155",2016,W27,27
2016W28,Greece,Number,"2,186",2016,W28,28
2016W29,Greece,Number,"1,993",2016,W29,29
2016W30,Greece,Number,"2,285",2016,W30,30
2016W31,Greece,Number,"2,324",2016,W31,31
2016W32,Greece,Number,"2,212",2016,W32,32
2016W33,Greece,Number,"2,122",2016,W33,33
2016W34,Greece,Number,"2,049",2016,W34,34
2016W35,Greece,Number,"2,013",2016,W35,35
2016W36,Greece,Number,"2,041",2016,W36,36
2016W37,Greece,Number,"1,971",2016,W37,37
2016W38,Greece,Number,"1,882",2016,W38,38
2016W39,Greece,Number,"1,972",2016,W39,39
2016W40,Greece,Number,"2,081",2016,W40,40
2016W41,Greece,Number,"2,047",2016,W41,41
2016W42,Greece,Number,"2,142",2016,W42,42
2016W43,Greece,Number,"2,177",2016,W43,43
2016W44,Greece,Number,"2,148",2016,W44,44
2016W45,Greece,Number,"2,349",2016,W45,45
2016W46,Greece,Number,"2,244",2016,W46,46
2016W47,Greece,Number,"2,431",2016,W47,47
2016W48,Greece,Number,"2,413",2016,W48,48
2016W49,Greece,Number,"2,475",2016,W49,49
2016W50,Greece,Number,"2,414",2016,W50,50
2016W51,Greece,Number,"2,716",2016,W51,51
2016W52,Greece,Number,"2,875",2016,W52,52
2016W99,Greece,Number,:,2016,W99,99
2017W01,Greece,Number,"3,425",2017,W01,1
2017W02,Greece,Number,"3,680",2017,W02,2
2017W03,Greece,Number,"3,364",2017,W03,3
2017W04,Greece,Number,"3,082",2017,W04,4
2017W05,Greece,Number,"3,002",2017,W05,5
2017W06,Greece,Number,"2,790",2017,W06,6
2017W07,Greece,Number,"2,675",2017,W07,7
2017W08,Greece,Number,"2,523",2017,W08,8
2017W09,Greece,Number,"2,399",2017,W09,9
2017W10,Greece,Number,"2,405",2017,W10,10
2017W11,Greece,Number,"2,444",2017,W11,11
2017W12,Greece,Number,"2,458",2017,W12,12
2017W13,Greece,Number,"2,253",2017,W13,13
2017W14,Greece,Number,"2,363",2017,W14,14
2017W15,Greece,Number,"2,363",2017,W15,15
2017W16,Greece,Number,"2,367",2017,W16,16
2017W17,Greece,Number,"2,325",2017,W17,17
2017W18,Greece,Number,"2,265",2017,W18,18
2017W19,Greece,Number,"2,159",2017,W19,19
2017W20,Greece,Number,"2,030",2017,W20,20
2017W21,Greece,Number,"2,013",2017,W21,21
2017W22,Greece,Number,"2,212",2017,W22,22
2017W23,Greece,Number,"2,121",2017,W23,23
2017W24,Greece,Number,"2,136",2017,W24,24
2017W25,Greece,Number,"2,170",2017,W25,25
2017W26,Greece,Number,"2,732",2017,W26,26
2017W27,Greece,Number,"2,542",2017,W27,27
2017W28,Greece,Number,"2,418",2017,W28,28
2017W29,Greece,Number,"2,090",2017,W29,29
2017W30,Greece,Number,"2,143",2017,W30,30
2017W31,Greece,Number,"2,307",2017,W31,31
2017W32,Greece,Number,"2,726",2017,W32,32
2017W33,Greece,Number,"2,288",2017,W33,33
2017W34,Greece,Number,"2,052",2017,W34,34
2017W35,Greece,Number,"2,076",2017,W35,35
2017W36,Greece,Number,"1,976",2017,W36,36
2017W37,Greece,Number,"2,100",2017,W37,37
2017W38,Greece,Number,"1,980",2017,W38,38
2017W39,Greece,Number,"1,926",2017,W39,39
2017W40,Greece,Number,"2,076",2017,W40,40
2017W41,Greece,Number,"2,185",2017,W41,41
2017W42,Greece,Number,"2,230",2017,W42,42
2017W43,Greece,Number,"2,157",2017,W43,43
2017W44,Greece,Number,"2,214",2017,W44,44
2017W45,Greece,Number,"2,310",2017,W45,45
2017W46,Greece,Number,"2,266",2017,W46,46
2017W47,Greece,Number,"2,319",2017,W47,47
2017W48,Greece,Number,"2,336",2017,W48,48
2017W49,Greece,Number,"2,278",2017,W49,49
2017W50,Greece,Number,"2,455",2017,W50,50
2017W51,Greece,Number,"2,367",2017,W51,51
2017W52,Greece,Number,"2,496",2017,W52,52
2017W99,Greece,Number,:,2017,W99,99
2018W01,Greece,Number,"2,533",2018,W01,1
2018W02,Greece,Number,"2,453",2018,W02,2
2018W03,Greece,Number,"2,345",2018,W03,3
2018W04,Greece,Number,"2,548",2018,W04,4
2018W05,Greece,Number,"2,605",2018,W05,5
2018W06,Greece,Number,"2,557",2018,W06,6
2018W07,Greece,Number,"2,469",2018,W07,7
2018W08,Greece,Number,"2,493",2018,W08,8
2018W09,Greece,Number,"2,610",2018,W09,9
2018W10,Greece,Number,"2,532",2018,W10,10
2018W11,Greece,Number,"2,415",2018,W11,11
2018W12,Greece,Number,"2,330",2018,W12,12
2018W13,Greece,Number,"2,365",2018,W13,13
2018W14,Greece,Number,"2,341",2018,W14,14
2018W15,Greece,Number,"2,349",2018,W15,15
2018W16,Greece,Number,"2,319",2018,W16,16
2018W17,Greece,Number,"2,175",2018,W17,17
2018W18,Greece,Number,"2,226",2018,W18,18
2018W19,Greece,Number,"1,980",2018,W19,19
2018W20,Greece,Number,"2,112",2018,W20,20
2018W21,Greece,Number,"2,021",2018,W21,21
2018W22,Greece,Number,"2,223",2018,W22,22
2018W23,Greece,Number,"2,302",2018,W23,23
2018W24,Greece,Number,"2,188",2018,W24,24
2018W25,Greece,Number,"2,080",2018,W25,25
2018W26,Greece,Number,"2,045",2018,W26,26
2018W27,Greece,Number,"2,361",2018,W27,27
2018W28,Greece,Number,"2,160",2018,W28,28
2018W29,Greece,Number,"2,356",2018,W29,29
2018W30,Greece,Number,"2,195",2018,W30,30
2018W31,Greece,Number,"2,231",2018,W31,31
2018W32,Greece,Number,"2,288",2018,W32,32
2018W33,Greece,Number,"2,285",2018,W33,33
2018W34,Greece,Number,"2,260",2018,W34,34
2018W35,Greece,Number,"2,178",2018,W35,35
2018W36,Greece,Number,"2,196",2018,W36,36
2018W37,Greece,Number,"2,063",2018,W37,37
2018W38,Greece,Number,"2,100",2018,W38,38
2018W39,Greece,Number,"2,022",2018,W39,39
2018W40,Greece,Number,"2,176",2018,W40,40
2018W41,Greece,Number,"2,244",2018,W41,41
2018W42,Greece,Number,"2,164",2018,W42,42
2018W43,Greece,Number,"2,261",2018,W43,43
2018W44,Greece,Number,"2,301",2018,W44,44
2018W45,Greece,Number,"2,232",2018,W45,45
2018W46,Greece,Number,"2,392",2018,W46,46
2018W47,Greece,Number,"2,438",2018,W47,47
2018W48,Greece,Number,"2,312",2018,W48,48
2018W49,Greece,Number,"2,451",2018,W49,49
2018W50,Greece,Number,"2,503",2018,W50,50
2018W51,Greece,Number,"2,535",2018,W51,51
2018W52,Greece,Number,"2,632",2018,W52,52
2018W99,Greece,Number,:,2018,W99,99
2019W01,Greece,Number,"2,706",2019,W01,1
2019W02,Greece,Number,"3,105",2019,W02,2
2019W03,Greece,Number,"3,039",2019,W03,3
2019W04,Greece,Number,"2,860",2019,W04,4
2019W05,Greece,Number,"2,893",2019,W05,5
2019W06,Greece,Number,"2,772",2019,W06,6
2019W07,Greece,Number,"2,563",2019,W07,7
2019W08,Greece,Number,"2,660",2019,W08,8
2019W09,Greece,Number,"2,769",2019,W09,9
2019W10,Greece,Number,"2,519",2019,W10,10
2019W11,Greece,Number,"2,470",2019,W11,11
2019W12,Greece,Number,"2,391",2019,W12,12
2019W13,Greece,Number,"2,332",2019,W13,13
2019W14,Greece,Number,"2,413",2019,W14,14
2019W15,Greece,Number,"2,312",2019,W15,15
2019W16,Greece,Number,"2,220",2019,W16,16
2019W17,Greece,Number,"2,403",2019,W17,17
2019W18,Greece,Number,"2,360",2019,W18,18
2019W19,Greece,Number,"2,323",2019,W19,19
2019W20,Greece,Number,"2,268",2019,W20,20
2019W21,Greece,Number,"2,210",2019,W21,21
2019W22,Greece,Number,"2,281",2019,W22,22
2019W23,Greece,Number,"2,285",2019,W23,23
2019W24,Greece,Number,"2,546",2019,W24,24
2019W25,Greece,Number,"2,376",2019,W25,25
2019W26,Greece,Number,"2,419",2019,W26,26
2019W27,Greece,Number,"2,377",2019,W27,27
2019W28,Greece,Number,"2,258",2019,W28,28
2019W29,Greece,Number,"2,097",2019,W29,29
2019W30,Greece,Number,"2,337",2019,W30,30
2019W31,Greece,Number,"2,386",2019,W31,31
2019W32,Greece,Number,"2,391",2019,W32,32
2019W33,Greece,Number,"2,361",2019,W33,33
2019W34,Greece,Number,"2,264",2019,W34,34
2019W35,Greece,Number,"2,356",2019,W35,35
2019W36,Greece,Number,"2,122",2019,W36,36
2019W37,Greece,Number,"2,084",2019,W37,37
2019W38,Greece,Number,"2,110",2019,W38,38
2019W39,Greece,Number,"2,087",2019,W39,39
2019W40,Greece,Number,"2,158",2019,W40,40
2019W41,Greece,Number,"2,070",2019,W41,41
2019W42,Greece,Number,"2,123",2019,W42,42
2019W43,Greece,Number,"2,170",2019,W43,43
2019W44,Greece,Number,"2,283",2019,W44,44
2019W45,Greece,Number,"2,303",2019,W45,45
2019W46,Greece,Number,"2,216",2019,W46,46
2019W47,Greece,Number,"2,216",2019,W47,47
2019W48,Greece,Number,"2,395",2019,W48,48
2019W49,Greece,Number,"2,512",2019,W49,49
2019W50,Greece,Number,"2,463",2019,W50,50
2019W51,Greece,Number,"2,445",2019,W51,51
2019W52,Greece,Number,"2,459",2019,W52,52
2019W99,Greece,Number,:,2019,W99,99
2020W01,Greece,Number,"2,751",2020,W01,1
2020W02,Greece,Number,"2,923",2020,W02,2
2020W03,Greece,Number,"2,863",2020,W03,3
2020W04,Greece,Number,"2,774",2020,W04,4
2020W05,Greece,Number,"2,990",2020,W05,5
2020W06,Greece,Number,"2,850",2020,W06,6
2020W07,Greece,Number,"2,782",2020,W07,7
2020W08,Greece,Number,"2,469",2020,W08,8
2020W09,Greece,Number,"2,545",2020,W09,9
2020W10,Greece,Number,"2,645",2020,W10,10
2020W11,Greece,Number,"2,594",2020,W11,11
2020W12,Greece,Number,"2,548",2020,W12,12
2020W13,Greece,Number,"2,439",2020,W13,13
2020W14,Greece,Number,"2,454",2020,W14,14
2020W15,Greece,Number,"2,362",2020,W15,15
2020W16,Greece,Number,"2,268",2020,W16,16
2020W17,Greece,Number,"2,203",2020,W17,17
2020W18,Greece,Number,"2,307",2020,W18,18
2020W19,Greece,Number,"2,128",2020,W19,19
2020W20,Greece,Number,"2,474",2020,W20,20
2020W21,Greece,Number,"2,329",2020,W21,21
2020W22,Greece,Number,"1,961",2020,W22,22
2020W23,Greece,Number,"2,101",2020,W23,23
2020W24,Greece,Number,"2,211",2020,W24,24
2020W25,Greece,Number,"2,354",2020,W25,25
2020W26,Greece,Number,"2,181",2020,W26,26
2020W27,Greece,Number,"2,671",2020,W27,27
2020W28,Greece,Number,"2,304",2020,W28,28
2020W29,Greece,Number,"2,137",2020,W29,29
2020W30,Greece,Number,"2,235",2020,W30,30
2020W31,Greece,Number,"2,714",2020,W31,31
2020W32,Greece,Number,"2,528",2020,W32,32
2020W33,Greece,Number,"2,367",2020,W33,33
2020W34,Greece,Number,"2,361",2020,W34,34
2020W35,Greece,Number,"2,298",2020,W35,35
2020W36,Greece,Number,"2,315",2020,W36,36
2020W37,Greece,Number,"2,274",2020,W37,37
2020W38,Greece,Number,"2,276",2020,W38,38
2020W39,Greece,Number,"2,156",2020,W39,39
2020W40,Greece,Number,"2,223",2020,W40,40
2020W41,Greece,Number,"2,214",2020,W41,41
2020W42,Greece,Number,"2,144",2020,W42,42
2020W43,Greece,Number,"2,223",2020,W43,43
2020W44,Greece,Number,"2,413",2020,W44,44
2020W45,Greece,Number,"2,547",2020,W45,45
2020W46,Greece,Number,"2,784",2020,W46,46
2020W47,Greece,Number,"3,149",2020,W47,47
2020W48,Greece,Number,"3,297",2020,W48,48
2020W49,Greece,Number,"3,336",2020,W49,49
2020W50,Greece,Number,"3,115",2020,W50,50
2020W51,Greece,Number,"2,938",2020,W51,51
2020W52,Greece,Number,"2,763",2020,W52,52
2020W53,Greece,Number,"2,678",2020,W53,53
2020W99,Greece,Number,:,2020,W99,99
2021W01,Greece,Number,:,2021,W01,1
2021W02,Greece,Number,:,2021,W02,2
2021W03,Greece,Number,:,2021,W03,3
2021W04,Greece,Number,:,2021,W04,4
2021W05,Greece,Number,:,2021,W05,5
2021W06,Greece,Number,:,2021,W06,6
2021W07,Greece,Number,:,2021,W07,7
2021W08,Greece,Number,:,2021,W08,8
2021W09,Greece,Number,:,2021,W09,9
2021W10,Greece,Number,:,2021,W10,10
2021W99,Greece,Number,:,2021,W99,99
2016W01,Attiki,Number,903,2016,W01,1
2016W02,Attiki,Number,940,2016,W02,2
2016W03,Attiki,Number,890,2016,W03,3
2016W04,Attiki,Number,903,2016,W04,4
2016W05,Attiki,Number,952,2016,W05,5
2016W06,Attiki,Number,902,2016,W06,6
2016W07,Attiki,Number,835,2016,W07,7
2016W08,Attiki,Number,738,2016,W08,8
2016W09,Attiki,Number,712,2016,W09,9
2016W10,Attiki,Number,787,2016,W10,10
2016W11,Attiki,Number,758,2016,W11,11
2016W12,Attiki,Number,771,2016,W12,12
2016W13,Attiki,Number,761,2016,W13,13
2016W14,Attiki,Number,811,2016,W14,14
2016W15,Attiki,Number,740,2016,W15,15
2016W16,Attiki,Number,671,2016,W16,16
2016W17,Attiki,Number,680,2016,W17,17
2016W18,Attiki,Number,736,2016,W18,18
2016W19,Attiki,Number,767,2016,W19,19
2016W20,Attiki,Number,702,2016,W20,20
2016W21,Attiki,Number,659,2016,W21,21
2016W22,Attiki,Number,718,2016,W22,22
2016W23,Attiki,Number,692,2016,W23,23
2016W24,Attiki,Number,701,2016,W24,24
2016W25,Attiki,Number,995,2016,W25,25
2016W26,Attiki,Number,833,2016,W26,26
2016W27,Attiki,Number,704,2016,W27,27
2016W28,Attiki,Number,721,2016,W28,28
2016W29,Attiki,Number,674,2016,W29,29
2016W30,Attiki,Number,801,2016,W30,30
2016W31,Attiki,Number,841,2016,W31,31
2016W32,Attiki,Number,815,2016,W32,32
2016W33,Attiki,Number,732,2016,W33,33
2016W34,Attiki,Number,689,2016,W34,34
2016W35,Attiki,Number,685,2016,W35,35
2016W36,Attiki,Number,718,2016,W36,36
2016W37,Attiki,Number,641,2016,W37,37
2016W38,Attiki,Number,568,2016,W38,38
2016W39,Attiki,Number,644,2016,W39,39
2016W40,Attiki,Number,748,2016,W40,40
2016W41,Attiki,Number,652,2016,W41,41
2016W42,Attiki,Number,687,2016,W42,42
2016W43,Attiki,Number,765,2016,W43,43
2016W44,Attiki,Number,710,2016,W44,44
2016W45,Attiki,Number,796,2016,W45,45
2016W46,Attiki,Number,775,2016,W46,46
2016W47,Attiki,Number,823,2016,W47,47
2016W48,Attiki,Number,817,2016,W48,48
2016W49,Attiki,Number,803,2016,W49,49
2016W50,Attiki,Number,781,2016,W50,50
2016W51,Attiki,Number,917,2016,W51,51
2016W52,Attiki,Number,929,2016,W52,52
2016W99,Attiki,Number,:,2016,W99,99
2017W01,Attiki,Number,"1,091",2017,W01,1
2017W02,Attiki,Number,"1,190",2017,W02,2
2017W03,Attiki,Number,"1,128",2017,W03,3
2017W04,Attiki,Number,"1,044",2017,W04,4
2017W05,Attiki,Number,"1,055",2017,W05,5
2017W06,Attiki,Number,"1,001",2017,W06,6
2017W07,Attiki,Number,915,2017,W07,7
2017W08,Attiki,Number,853,2017,W08,8
2017W09,Attiki,Number,807,2017,W09,9
2017W10,Attiki,Number,820,2017,W10,10
2017W11,Attiki,Number,876,2017,W11,11
2017W12,Attiki,Number,854,2017,W12,12
2017W13,Attiki,Number,781,2017,W13,13
2017W14,Attiki,Number,784,2017,W14,14
2017W15,Attiki,Number,804,2017,W15,15
2017W16,Attiki,Number,745,2017,W16,16
2017W17,Attiki,Number,760,2017,W17,17
2017W18,Attiki,Number,813,2017,W18,18
2017W19,Attiki,Number,744,2017,W19,19
2017W20,Attiki,Number,649,2017,W20,20
2017W21,Attiki,Number,710,2017,W21,21
2017W22,Attiki,Number,722,2017,W22,22
2017W23,Attiki,Number,683,2017,W23,23
2017W24,Attiki,Number,717,2017,W24,24
2017W25,Attiki,Number,701,2017,W25,25
2017W26,Attiki,Number,906,2017,W26,26
2017W27,Attiki,Number,934,2017,W27,27
2017W28,Attiki,Number,845,2017,W28,28
2017W29,Attiki,Number,717,2017,W29,29
2017W30,Attiki,Number,737,2017,W30,30
2017W31,Attiki,Number,768,2017,W31,31
2017W32,Attiki,Number,945,2017,W32,32
2017W33,Attiki,Number,797,2017,W33,33
2017W34,Attiki,Number,676,2017,W34,34
2017W35,Attiki,Number,718,2017,W35,35
2017W36,Attiki,Number,643,2017,W36,36
2017W37,Attiki,Number,676,2017,W37,37
2017W38,Attiki,Number,690,2017,W38,38
2017W39,Attiki,Number,642,2017,W39,39
2017W40,Attiki,Number,707,2017,W40,40
2017W41,Attiki,Number,750,2017,W41,41
2017W42,Attiki,Number,762,2017,W42,42
2017W43,Attiki,Number,677,2017,W43,43
2017W44,Attiki,Number,728,2017,W44,44
2017W45,Attiki,Number,804,2017,W45,45
2017W46,Attiki,Number,775,2017,W46,46
2017W47,Attiki,Number,752,2017,W47,47
2017W48,Attiki,Number,815,2017,W48,48
2017W49,Attiki,Number,774,2017,W49,49
2017W50,Attiki,Number,783,2017,W50,50
2017W51,Attiki,Number,817,2017,W51,51
2017W52,Attiki,Number,844,2017,W52,52
2017W99,Attiki,Number,:,2017,W99,99
2018W01,Attiki,Number,852,2018,W01,1
2018W02,Attiki,Number,870,2018,W02,2
2018W03,Attiki,Number,731,2018,W03,3
2018W04,Attiki,Number,844,2018,W04,4
2018W05,Attiki,Number,868,2018,W05,5
2018W06,Attiki,Number,847,2018,W06,6
2018W07,Attiki,Number,808,2018,W07,7
2018W08,Attiki,Number,825,2018,W08,8
2018W09,Attiki,Number,828,2018,W09,9
2018W10,Attiki,Number,842,2018,W10,10
2018W11,Attiki,Number,784,2018,W11,11
2018W12,Attiki,Number,787,2018,W12,12
2018W13,Attiki,Number,810,2018,W13,13
2018W14,Attiki,Number,741,2018,W14,14
2018W15,Attiki,Number,786,2018,W15,15
2018W16,Attiki,Number,791,2018,W16,16
2018W17,Attiki,Number,745,2018,W17,17
2018W18,Attiki,Number,765,2018,W18,18
2018W19,Attiki,Number,699,2018,W19,19
2018W20,Attiki,Number,690,2018,W20,20
2018W21,Attiki,Number,653,2018,W21,21
2018W22,Attiki,Number,755,2018,W22,22
2018W23,Attiki,Number,801,2018,W23,23
2018W24,Attiki,Number,762,2018,W24,24
2018W25,Attiki,Number,715,2018,W25,25
2018W26,Attiki,Number,708,2018,W26,26
2018W27,Attiki,Number,793,2018,W27,27
2018W28,Attiki,Number,749,2018,W28,28
2018W29,Attiki,Number,829,2018,W29,29
2018W30,Attiki,Number,792,2018,W30,30
2018W31,Attiki,Number,794,2018,W31,31
2018W32,Attiki,Number,812,2018,W32,32
2018W33,Attiki,Number,748,2018,W33,33
2018W34,Attiki,Number,770,2018,W34,34
2018W35,Attiki,Number,761,2018,W35,35
2018W36,Attiki,Number,755,2018,W36,36
2018W37,Attiki,Number,726,2018,W37,37
2018W38,Attiki,Number,739,2018,W38,38
2018W39,Attiki,Number,700,2018,W39,39
2018W40,Attiki,Number,752,2018,W40,40
2018W41,Attiki,Number,734,2018,W41,41
2018W42,Attiki,Number,727,2018,W42,42
2018W43,Attiki,Number,762,2018,W43,43
2018W44,Attiki,Number,745,2018,W44,44
2018W45,Attiki,Number,740,2018,W45,45
2018W46,Attiki,Number,819,2018,W46,46
2018W47,Attiki,Number,854,2018,W47,47
2018W48,Attiki,Number,752,2018,W48,48
2018W49,Attiki,Number,837,2018,W49,49
2018W50,Attiki,Number,869,2018,W50,50
2018W51,Attiki,Number,830,2018,W51,51
2018W52,Attiki,Number,905,2018,W52,52
2018W99,Attiki,Number,:,2018,W99,99
2019W01,Attiki,Number,914,2019,W01,1
2019W02,Attiki,Number,"1,007",2019,W02,2
2019W03,Attiki,Number,"1,048",2019,W03,3
2019W04,Attiki,Number,"1,006",2019,W04,4
2019W05,Attiki,Number,983,2019,W05,5
2019W06,Attiki,Number,912,2019,W06,6
2019W07,Attiki,Number,856,2019,W07,7
2019W08,Attiki,Number,884,2019,W08,8
2019W09,Attiki,Number,934,2019,W09,9
2019W10,Attiki,Number,827,2019,W10,10
2019W11,Attiki,Number,849,2019,W11,11
2019W12,Attiki,Number,791,2019,W12,12
2019W13,Attiki,Number,766,2019,W13,13
2019W14,Attiki,Number,871,2019,W14,14
2019W15,Attiki,Number,754,2019,W15,15
2019W16,Attiki,Number,748,2019,W16,16
2019W17,Attiki,Number,854,2019,W17,17
2019W18,Attiki,Number,827,2019,W18,18
2019W19,Attiki,Number,750,2019,W19,19
2019W20,Attiki,Number,742,2019,W20,20
2019W21,Attiki,Number,726,2019,W21,21
2019W22,Attiki,Number,780,2019,W22,22
2019W23,Attiki,Number,800,2019,W23,23
2019W24,Attiki,Number,838,2019,W24,24
2019W25,Attiki,Number,847,2019,W25,25
2019W26,Attiki,Number,794,2019,W26,26
2019W27,Attiki,Number,781,2019,W27,27
2019W28,Attiki,Number,765,2019,W28,28
2019W29,Attiki,Number,684,2019,W29,29
2019W30,Attiki,Number,820,2019,W30,30
2019W31,Attiki,Number,778,2019,W31,31
2019W32,Attiki,Number,811,2019,W32,32
2019W33,Attiki,Number,785,2019,W33,33
2019W34,Attiki,Number,738,2019,W34,34
2019W35,Attiki,Number,793,2019,W35,35
2019W36,Attiki,Number,725,2019,W36,36
2019W37,Attiki,Number,707,2019,W37,37
2019W38,Attiki,Number,726,2019,W38,38
2019W39,Attiki,Number,718,2019,W39,39
2019W40,Attiki,Number,737,2019,W40,40
2019W41,Attiki,Number,657,2019,W41,41
2019W42,Attiki,Number,731,2019,W42,42
2019W43,Attiki,Number,722,2019,W43,43
2019W44,Attiki,Number,771,2019,W44,44
2019W45,Attiki,Number,743,2019,W45,45
2019W46,Attiki,Number,676,2019,W46,46
2019W47,Attiki,Number,707,2019,W47,47
2019W48,Attiki,Number,803,2019,W48,48
2019W49,Attiki,Number,850,2019,W49,49
2019W50,Attiki,Number,847,2019,W50,50
2019W51,Attiki,Number,789,2019,W51,51
2019W52,Attiki,Number,844,2019,W52,52
2019W99,Attiki,Number,:,2019,W99,99
2020W01,Attiki,Number,933,2020,W01,1
2020W02,Attiki,Number,"1,000",2020,W02,2
2020W03,Attiki,Number,"1,016",2020,W03,3
2020W04,Attiki,Number,"1,017",2020,W04,4
2020W05,Attiki,Number,"1,000",2020,W05,5
2020W06,Attiki,Number,953,2020,W06,6
2020W07,Attiki,Number,927,2020,W07,7
2020W08,Attiki,Number,836,2020,W08,8
2020W09,Attiki,Number,845,2020,W09,9
2020W10,Attiki,Number,869,2020,W10,10
2020W11,Attiki,Number,886,2020,W11,11
2020W12,Attiki,Number,883,2020,W12,12
2020W13,Attiki,Number,853,2020,W13,13
2020W14,Attiki,Number,813,2020,W14,14
2020W15,Attiki,Number,811,2020,W15,15
2020W16,Attiki,Number,730,2020,W16,16
2020W17,Attiki,Number,706,2020,W17,17
2020W18,Attiki,Number,808,2020,W18,18
2020W19,Attiki,Number,645,2020,W19,19
2020W20,Attiki,Number,800,2020,W20,20
2020W21,Attiki,Number,751,2020,W21,21
2020W22,Attiki,Number,615,2020,W22,22
2020W23,Attiki,Number,676,2020,W23,23
2020W24,Attiki,Number,721,2020,W24,24
2020W25,Attiki,Number,784,2020,W25,25
2020W26,Attiki,Number,736,2020,W26,26
2020W27,Attiki,Number,859,2020,W27,27
2020W28,Attiki,Number,789,2020,W28,28
2020W29,Attiki,Number,731,2020,W29,29
2020W30,Attiki,Number,741,2020,W30,30
2020W31,Attiki,Number,928,2020,W31,31
2020W32,Attiki,Number,881,2020,W32,32
2020W33,Attiki,Number,800,2020,W33,33
2020W34,Attiki,Number,827,2020,W34,34
2020W35,Attiki,Number,770,2020,W35,35
2020W36,Attiki,Number,752,2020,W36,36
2020W37,Attiki,Number,750,2020,W37,37
2020W38,Attiki,Number,751,2020,W38,38
2020W39,Attiki,Number,746,2020,W39,39
2020W40,Attiki,Number,732,2020,W40,40
2020W41,Attiki,Number,761,2020,W41,41
2020W42,Attiki,Number,688,2020,W42,42
2020W43,Attiki,Number,788,2020,W43,43
2020W44,Attiki,Number,789,2020,W44,44
2020W45,Attiki,Number,804,2020,W45,45
2020W46,Attiki,Number,827,2020,W46,46
2020W47,Attiki,Number,810,2020,W47,47
2020W48,Attiki,Number,880,2020,W48,48
2020W49,Attiki,Number,931,2020,W49,49
2020W50,Attiki,Number,846,2020,W50,50
2020W51,Attiki,Number,855,2020,W51,51
2020W52,Attiki,Number,833,2020,W52,52
2020W53,Attiki,Number,795,2020,W53,53
2020W99,Attiki,Number,:,2020,W99,99
2021W01,Attiki,Number,:,2021,W01,1
2021W02,Attiki,Number,:,2021,W02,2
2021W03,Attiki,Number,:,2021,W03,3
2021W04,Attiki,Number,:,2021,W04,4
2021W05,Attiki,Number,:,2021,W05,5
2021W06,Attiki,Number,:,2021,W06,6
2021W07,Attiki,Number,:,2021,W07,7
2021W08,Attiki,Number,:,2021,W08,8
2021W09,Attiki,Number,:,2021,W09,9
2021W10,Attiki,Number,:,2021,W10,10
2021W99,Attiki,Number,:,2021,W99,99
2016W01,Attiki,Number,903,2016,W01,1
2016W02,Attiki,Number,940,2016,W02,2
2016W03,Attiki,Number,890,2016,W03,3
2016W04,Attiki,Number,903,2016,W04,4
2016W05,Attiki,Number,952,2016,W05,5
2016W06,Attiki,Number,902,2016,W06,6
2016W07,Attiki,Number,835,2016,W07,7
2016W08,Attiki,Number,738,2016,W08,8
2016W09,Attiki,Number,712,2016,W09,9
2016W10,Attiki,Number,787,2016,W10,10
2016W11,Attiki,Number,758,2016,W11,11
2016W12,Attiki,Number,771,2016,W12,12
2016W13,Attiki,Number,761,2016,W13,13
2016W14,Attiki,Number,811,2016,W14,14
2016W15,Attiki,Number,740,2016,W15,15
2016W16,Attiki,Number,671,2016,W16,16
2016W17,Attiki,Number,680,2016,W17,17
2016W18,Attiki,Number,736,2016,W18,18
2016W19,Attiki,Number,767,2016,W19,19
2016W20,Attiki,Number,702,2016,W20,20
2016W21,Attiki,Number,659,2016,W21,21
2016W22,Attiki,Number,718,2016,W22,22
2016W23,Attiki,Number,692,2016,W23,23
2016W24,Attiki,Number,701,2016,W24,24
2016W25,Attiki,Number,995,2016,W25,25
2016W26,Attiki,Number,833,2016,W26,26
2016W27,Attiki,Number,704,2016,W27,27
2016W28,Attiki,Number,721,2016,W28,28
2016W29,Attiki,Number,674,2016,W29,29
