Country,TIME,Week,Θάνατοι
Estonia,2001-W33,W33,308
Estonia,2001-W34,W34,309
Estonia,2001-W35,W35,331
Estonia,2001-W36,W36,333
Estonia,2001-W37,W37,369
Estonia,2001-W38,W38,339
Estonia,2001-W39,W39,370
Estonia,2001-W40,W40,370
Estonia,2001-W41,W41,321
Estonia,2001-W42,W42,319
Estonia,2001-W43,W43,314
Estonia,2001-W44,W44,326
Estonia,2001-W45,W45,381
Estonia,2001-W46,W46,381
Estonia,2001-W47,W47,380
Estonia,2001-W48,W48,354
Estonia,2001-W49,W49,380
Estonia,2001-W50,W50,371
Estonia,2001-W51,W51,401
Estonia,2001-W52,W52,427
Estonia,2002-W01,W01,440
Estonia,2002-W02,W02,395
Estonia,2002-W03,W03,344
Estonia,2002-W04,W04,381
Estonia,2002-W05,W05,356
Estonia,2002-W06,W06,372
Estonia,2002-W07,W07,344
Estonia,2002-W08,W08,364
Estonia,2002-W09,W09,335
Estonia,2002-W10,W10,364
Estonia,2002-W11,W11,380
Estonia,2002-W12,W12,332
Estonia,2002-W13,W13,356
Estonia,2002-W14,W14,340
Estonia,2002-W15,W15,374
Estonia,2002-W16,W16,352
Estonia,2002-W17,W17,392
Estonia,2002-W18,W18,346
Estonia,2002-W19,W19,360
Estonia,2002-W20,W20,375
Estonia,2002-W21,W21,337
Estonia,2002-W22,W22,329
Estonia,2002-W23,W23,336
Estonia,2002-W24,W24,306
Estonia,2002-W25,W25,358
Estonia,2002-W26,W26,343
Estonia,2002-W27,W27,317
Estonia,2002-W28,W28,367
Estonia,2002-W29,W29,352
Estonia,2002-W30,W30,265
Estonia,2002-W31,W31,342
Estonia,2002-W32,W32,286
Estonia,2002-W33,W33,304
Estonia,2002-W34,W34,334
Estonia,2002-W35,W35,294
Estonia,2002-W36,W36,268
Estonia,2002-W37,W37,314
Estonia,2002-W38,W38,315
Estonia,2002-W39,W39,394
Estonia,2002-W40,W40,377
Estonia,2002-W41,W41,354
Estonia,2002-W42,W42,373
Estonia,2002-W43,W43,376
Estonia,2002-W44,W44,379
Estonia,2002-W45,W45,371
Estonia,2002-W46,W46,350
Estonia,2002-W47,W47,348
Estonia,2002-W48,W48,343
Estonia,2002-W49,W49,383
Estonia,2002-W50,W50,394
Estonia,2002-W51,W51,408
Estonia,2002-W52,W52,388
Estonia,2003-W01,W01,453
Estonia,2003-W02,W02,479
Estonia,2003-W03,W03,421
Estonia,2003-W04,W04,364
Estonia,2003-W05,W05,346
Estonia,2003-W06,W06,366
Estonia,2003-W07,W07,382
Estonia,2003-W08,W08,341
Estonia,2003-W09,W09,351
Estonia,2003-W10,W10,391
Estonia,2003-W11,W11,404
Estonia,2003-W12,W12,387
Estonia,2003-W13,W13,386
Estonia,2003-W14,W14,374
Estonia,2003-W15,W15,359
Estonia,2003-W16,W16,363
Estonia,2003-W17,W17,352
Estonia,2003-W18,W18,306
Estonia,2003-W19,W19,335
Estonia,2003-W20,W20,329
Estonia,2003-W21,W21,321
Estonia,2003-W22,W22,324
Estonia,2003-W23,W23,304
Estonia,2003-W24,W24,332
Estonia,2003-W25,W25,306
Estonia,2003-W26,W26,334
Estonia,2003-W27,W27,318
Estonia,2003-W28,W28,318
Estonia,2003-W29,W29,339
Estonia,2003-W30,W30,319
Estonia,2003-W31,W31,352
Estonia,2003-W32,W32,280
Estonia,2003-W33,W33,302
Estonia,2003-W34,W34,283
Estonia,2003-W35,W35,305
Estonia,2003-W36,W36,319
Estonia,2003-W37,W37,315
Estonia,2003-W38,W38,314
Estonia,2003-W39,W39,325
Estonia,2003-W40,W40,337
Estonia,2003-W41,W41,348
Estonia,2003-W42,W42,326
Estonia,2003-W43,W43,356
Estonia,2003-W44,W44,320
Estonia,2003-W45,W45,308
Estonia,2003-W46,W46,335
Estonia,2003-W47,W47,351
Estonia,2003-W48,W48,359
Estonia,2003-W49,W49,344
Estonia,2003-W50,W50,394
Estonia,2003-W51,W51,411
Estonia,2003-W52,W52,400
Estonia,2004-W01,W01,375
Estonia,2004-W02,W02,401
Estonia,2004-W03,W03,419
Estonia,2004-W04,W04,403
Estonia,2004-W05,W05,408
Estonia,2004-W06,W06,402
Estonia,2004-W07,W07,396
Estonia,2004-W08,W08,375
Estonia,2004-W09,W09,377
Estonia,2004-W10,W10,325
Estonia,2004-W11,W11,344
Estonia,2004-W12,W12,338
Estonia,2004-W13,W13,348
Estonia,2004-W14,W14,337
Estonia,2004-W15,W15,307
Estonia,2004-W16,W16,365
Estonia,2004-W17,W17,346
Estonia,2004-W18,W18,326
Estonia,2004-W19,W19,358
Estonia,2004-W20,W20,358
Estonia,2004-W21,W21,320
Estonia,2004-W22,W22,325
Estonia,2004-W23,W23,338
Estonia,2004-W24,W24,337
Estonia,2004-W25,W25,325
Estonia,2004-W26,W26,356
Estonia,2004-W27,W27,319
Estonia,2004-W28,W28,297
Estonia,2004-W29,W29,305
Estonia,2004-W30,W30,297
Estonia,2004-W31,W31,292
Estonia,2004-W32,W32,284
Estonia,2004-W33,W33,282
Estonia,2004-W34,W34,309
Estonia,2004-W35,W35,289
Estonia,2004-W36,W36,294
Estonia,2004-W37,W37,312
Estonia,2004-W38,W38,313
Estonia,2004-W39,W39,301
Estonia,2004-W40,W40,337
Estonia,2004-W41,W41,297
Estonia,2004-W42,W42,371
Estonia,2004-W43,W43,331
Estonia,2004-W44,W44,303
Estonia,2004-W45,W45,330
Estonia,2004-W46,W46,315
Estonia,2004-W47,W47,374
Estonia,2004-W48,W48,331
Estonia,2004-W49,W49,355
Estonia,2004-W50,W50,357
Estonia,2004-W51,W51,323
Estonia,2004-W52,W52,366
Estonia,2004-W53,W53,369
Estonia,2005-W01,W01,390
Estonia,2005-W02,W02,404
Estonia,2005-W03,W03,355
Estonia,2005-W04,W04,314
Estonia,2005-W05,W05,355
Estonia,2005-W06,W06,381
Estonia,2005-W07,W07,341
Estonia,2005-W08,W08,352
Estonia,2005-W09,W09,407
Estonia,2005-W10,W10,380
Estonia,2005-W11,W11,400
Estonia,2005-W12,W12,356
Estonia,2005-W13,W13,348
Estonia,2005-W14,W14,359
Estonia,2005-W15,W15,334
Estonia,2005-W16,W16,312
Estonia,2005-W17,W17,311
Estonia,2005-W18,W18,307
Estonia,2005-W19,W19,322
Estonia,2005-W20,W20,326
Estonia,2005-W21,W21,319
Estonia,2005-W22,W22,303
Estonia,2005-W23,W23,326
Estonia,2005-W24,W24,328
Estonia,2005-W25,W25,317
Estonia,2005-W26,W26,276
Estonia,2005-W27,W27,310
Estonia,2005-W28,W28,313
Estonia,2005-W29,W29,288
Estonia,2005-W30,W30,288
Estonia,2005-W31,W31,267
Estonia,2005-W32,W32,320
Estonia,2005-W33,W33,320
Estonia,2005-W34,W34,302
Estonia,2005-W35,W35,307
Estonia,2005-W36,W36,310
Estonia,2005-W37,W37,313
Estonia,2005-W38,W38,323
Estonia,2005-W39,W39,308
Estonia,2005-W40,W40,283
Estonia,2005-W41,W41,341
Estonia,2005-W42,W42,333
Estonia,2005-W43,W43,341
Estonia,2005-W44,W44,334
Estonia,2005-W45,W45,310
Estonia,2005-W46,W46,342
Estonia,2005-W47,W47,330
Estonia,2005-W48,W48,335
Estonia,2005-W49,W49,369
Estonia,2005-W50,W50,357
Estonia,2005-W51,W51,303
Estonia,2005-W52,W52,388
Estonia,2006-W01,W01,392
Estonia,2006-W02,W02,372
Estonia,2006-W03,W03,373
Estonia,2006-W04,W04,355
Estonia,2006-W05,W05,350
Estonia,2006-W06,W06,391
Estonia,2006-W07,W07,371
Estonia,2006-W08,W08,347
Estonia,2006-W09,W09,347
Estonia,2006-W10,W10,371
Estonia,2006-W11,W11,381
Estonia,2006-W12,W12,379
Estonia,2006-W13,W13,386
Estonia,2006-W14,W14,326
Estonia,2006-W15,W15,358
Estonia,2006-W16,W16,337
Estonia,2006-W17,W17,307
Estonia,2006-W18,W18,316
Estonia,2006-W19,W19,347
Estonia,2006-W20,W20,335
Estonia,2006-W21,W21,279
Estonia,2006-W22,W22,274
Estonia,2006-W23,W23,327
Estonia,2006-W24,W24,371
Estonia,2006-W25,W25,374
Estonia,2006-W26,W26,357
Estonia,2006-W27,W27,322
Estonia,2006-W28,W28,329
Estonia,2006-W29,W29,277
Estonia,2006-W30,W30,263
Estonia,2006-W31,W31,264
Estonia,2006-W32,W32,318
Estonia,2006-W33,W33,260
Estonia,2006-W34,W34,296
Estonia,2006-W35,W35,275
Estonia,2006-W36,W36,308
Estonia,2006-W37,W37,270
Estonia,2006-W38,W38,345
Estonia,2006-W39,W39,319
Estonia,2006-W40,W40,310
Estonia,2006-W41,W41,321
Estonia,2006-W42,W42,331
Estonia,2006-W43,W43,332
Estonia,2006-W44,W44,338
Estonia,2006-W45,W45,375
Estonia,2006-W46,W46,321
Estonia,2006-W47,W47,312
Estonia,2006-W48,W48,320
Estonia,2006-W49,W49,321
Estonia,2006-W50,W50,315
Estonia,2006-W51,W51,349
Estonia,2006-W52,W52,347
Estonia,2007-W01,W01,336
Estonia,2007-W02,W02,345
Estonia,2007-W03,W03,372
Estonia,2007-W04,W04,340
Estonia,2007-W05,W05,371
Estonia,2007-W06,W06,380
Estonia,2007-W07,W07,361
Estonia,2007-W08,W08,378
Estonia,2007-W09,W09,404
Estonia,2007-W10,W10,397
Estonia,2007-W11,W11,384
Estonia,2007-W12,W12,321
Estonia,2007-W13,W13,344
Estonia,2007-W14,W14,329
Estonia,2007-W15,W15,352
Estonia,2007-W16,W16,341
Estonia,2007-W17,W17,304
Estonia,2007-W18,W18,315
Estonia,2007-W19,W19,317
Estonia,2007-W20,W20,298
Estonia,2007-W21,W21,311
Estonia,2007-W22,W22,318
Estonia,2007-W23,W23,325
Estonia,2007-W24,W24,319
Estonia,2007-W25,W25,293
Estonia,2007-W26,W26,339
Estonia,2007-W27,W27,300
Estonia,2007-W28,W28,316
Estonia,2007-W29,W29,296
Estonia,2007-W30,W30,316
Estonia,2007-W31,W31,274
Estonia,2007-W32,W32,352
Estonia,2007-W33,W33,336
Estonia,2007-W34,W34,309
Estonia,2007-W35,W35,277
Estonia,2007-W36,W36,319
Estonia,2007-W37,W37,331
Estonia,2007-W38,W38,363
Estonia,2007-W39,W39,295
Estonia,2007-W40,W40,327
Estonia,2007-W41,W41,330
Estonia,2007-W42,W42,342
Estonia,2007-W43,W43,300
Estonia,2007-W44,W44,351
Estonia,2007-W45,W45,324
Estonia,2007-W46,W46,378
Estonia,2007-W47,W47,311
Estonia,2007-W48,W48,330
Estonia,2007-W49,W49,368
Estonia,2007-W50,W50,319
Estonia,2007-W51,W51,362
Estonia,2007-W52,W52,348
Estonia,2008-W01,W01,347
Estonia,2008-W02,W02,319
Estonia,2008-W03,W03,364
Estonia,2008-W04,W04,342
Estonia,2008-W05,W05,352
Estonia,2008-W06,W06,364
Estonia,2008-W07,W07,350
Estonia,2008-W08,W08,379
Estonia,2008-W09,W09,352
Estonia,2008-W10,W10,340
Estonia,2008-W11,W11,333
Estonia,2008-W12,W12,330
Estonia,2008-W13,W13,327
Estonia,2008-W14,W14,333
Estonia,2008-W15,W15,332
Estonia,2008-W16,W16,334
Estonia,2008-W17,W17,312
Estonia,2008-W18,W18,314
Estonia,2008-W19,W19,334
Estonia,2008-W20,W20,311
Estonia,2008-W21,W21,342
Estonia,2008-W22,W22,319
Estonia,2008-W23,W23,311
Estonia,2008-W24,W24,301
Estonia,2008-W25,W25,322
Estonia,2008-W26,W26,301
Estonia,2008-W27,W27,299
Estonia,2008-W28,W28,305
Estonia,2008-W29,W29,281
Estonia,2008-W30,W30,304
Estonia,2008-W31,W31,290
Estonia,2008-W32,W32,322
Estonia,2008-W33,W33,272
Estonia,2008-W34,W34,282
Estonia,2008-W35,W35,309
Estonia,2008-W36,W36,259
Estonia,2008-W37,W37,318
Estonia,2008-W38,W38,337
Estonia,2008-W39,W39,333
Estonia,2008-W40,W40,331
Estonia,2008-W41,W41,304
Estonia,2008-W42,W42,290
Estonia,2008-W43,W43,295
Estonia,2008-W44,W44,298
Estonia,2008-W45,W45,295
Estonia,2008-W46,W46,314
Estonia,2008-W47,W47,302
Estonia,2008-W48,W48,320
Estonia,2008-W49,W49,297
Estonia,2008-W50,W50,326
Estonia,2008-W51,W51,326
Estonia,2008-W52,W52,305
Estonia,2009-W01,W01,314
Estonia,2009-W02,W02,339
Estonia,2009-W03,W03,331
Estonia,2009-W04,W04,321
Estonia,2009-W05,W05,315
Estonia,2009-W06,W06,332
Estonia,2009-W07,W07,324
Estonia,2009-W08,W08,351
Estonia,2009-W09,W09,375
Estonia,2009-W10,W10,344
Estonia,2009-W11,W11,330
Estonia,2009-W12,W12,308
Estonia,2009-W13,W13,291
Estonia,2009-W14,W14,306
Estonia,2009-W15,W15,308
Estonia,2009-W16,W16,306
Estonia,2009-W17,W17,330
Estonia,2009-W18,W18,297
Estonia,2009-W19,W19,299
Estonia,2009-W20,W20,311
Estonia,2009-W21,W21,316
Estonia,2009-W22,W22,272
Estonia,2009-W23,W23,300
Estonia,2009-W24,W24,303
Estonia,2009-W25,W25,268
Estonia,2009-W26,W26,299
Estonia,2009-W27,W27,319
Estonia,2009-W28,W28,279
Estonia,2009-W29,W29,279
Estonia,2009-W30,W30,288
Estonia,2009-W31,W31,247
Estonia,2009-W32,W32,319
Estonia,2009-W33,W33,287
Estonia,2009-W34,W34,293
Estonia,2009-W35,W35,280
Estonia,2009-W36,W36,277
Estonia,2009-W37,W37,320
Estonia,2009-W38,W38,309
Estonia,2009-W39,W39,292
Estonia,2009-W40,W40,300
Estonia,2009-W41,W41,282
Estonia,2009-W42,W42,318
Estonia,2009-W43,W43,319
Estonia,2009-W44,W44,302
Estonia,2009-W45,W45,307
Estonia,2009-W46,W46,342
Estonia,2009-W47,W47,324
Estonia,2009-W48,W48,298
Estonia,2009-W49,W49,309
Estonia,2009-W50,W50,278
Estonia,2009-W51,W51,323
Estonia,2009-W52,W52,350
Estonia,2009-W53,W53,324
Estonia,2010-W01,W01,403
Estonia,2010-W02,W02,314
Estonia,2010-W03,W03,324
Estonia,2010-W04,W04,357
Estonia,2010-W05,W05,319
Estonia,2010-W06,W06,337
Estonia,2010-W07,W07,309
Estonia,2010-W08,W08,319
Estonia,2010-W09,W09,285
Estonia,2010-W10,W10,335
Estonia,2010-W11,W11,305
Estonia,2010-W12,W12,287
Estonia,2010-W13,W13,273
Estonia,2010-W14,W14,296
Estonia,2010-W15,W15,277
Estonia,2010-W16,W16,317
Estonia,2010-W17,W17,316
Estonia,2010-W18,W18,276
Estonia,2010-W19,W19,339
Estonia,2010-W20,W20,317
Estonia,2010-W21,W21,255
Estonia,2010-W22,W22,264
Estonia,2010-W23,W23,293
Estonia,2010-W24,W24,268
Estonia,2010-W25,W25,293
Estonia,2010-W26,W26,316
Estonia,2010-W27,W27,326
Estonia,2010-W28,W28,361
Estonia,2010-W29,W29,285
Estonia,2010-W30,W30,250
Estonia,2010-W31,W31,262
Estonia,2010-W32,W32,287
Estonia,2010-W33,W33,287
Estonia,2010-W34,W34,304
Estonia,2010-W35,W35,284
Estonia,2010-W36,W36,272
Estonia,2010-W37,W37,281
Estonia,2010-W38,W38,318
Estonia,2010-W39,W39,271
Estonia,2010-W40,W40,315
Estonia,2010-W41,W41,317
Estonia,2010-W42,W42,261
Estonia,2010-W43,W43,309
Estonia,2010-W44,W44,273
Estonia,2010-W45,W45,306
Estonia,2010-W46,W46,287
Estonia,2010-W47,W47,297
Estonia,2010-W48,W48,283
Estonia,2010-W49,W49,342
Estonia,2010-W50,W50,318
Estonia,2010-W51,W51,320
Estonia,2010-W52,W52,346
Estonia,2011-W01,W01,356
Estonia,2011-W02,W02,341
Estonia,2011-W03,W03,304
Estonia,2011-W04,W04,295
Estonia,2011-W05,W05,313
Estonia,2011-W06,W06,358
Estonia,2011-W07,W07,368
Estonia,2011-W08,W08,322
Estonia,2011-W09,W09,312
Estonia,2011-W10,W10,316
Estonia,2011-W11,W11,321
Estonia,2011-W12,W12,312
Estonia,2011-W13,W13,293
Estonia,2011-W14,W14,311
Estonia,2011-W15,W15,318
Estonia,2011-W16,W16,289
Estonia,2011-W17,W17,323
Estonia,2011-W18,W18,287
Estonia,2011-W19,W19,267
Estonia,2011-W20,W20,276
Estonia,2011-W21,W21,258
Estonia,2011-W22,W22,278
Estonia,2011-W23,W23,293
Estonia,2011-W24,W24,249
Estonia,2011-W25,W25,268
Estonia,2011-W26,W26,283
Estonia,2011-W27,W27,273
Estonia,2011-W28,W28,277
Estonia,2011-W29,W29,290
Estonia,2011-W30,W30,293
Estonia,2011-W31,W31,259
Estonia,2011-W32,W32,272
Estonia,2011-W33,W33,264
Estonia,2011-W34,W34,262
Estonia,2011-W35,W35,270
Estonia,2011-W36,W36,241
Estonia,2011-W37,W37,245
Estonia,2011-W38,W38,285
Estonia,2011-W39,W39,294
Estonia,2011-W40,W40,292
Estonia,2011-W41,W41,275
Estonia,2011-W42,W42,288
Estonia,2011-W43,W43,276
Estonia,2011-W44,W44,287
Estonia,2011-W45,W45,259
Estonia,2011-W46,W46,298
Estonia,2011-W47,W47,272
Estonia,2011-W48,W48,275
Estonia,2011-W49,W49,323
Estonia,2011-W50,W50,302
Estonia,2011-W51,W51,304
Estonia,2011-W52,W52,329
Estonia,2012-W01,W01,328
Estonia,2012-W02,W02,313
Estonia,2012-W03,W03,308
Estonia,2012-W04,W04,283
Estonia,2012-W05,W05,332
Estonia,2012-W06,W06,358
Estonia,2012-W07,W07,312
Estonia,2012-W08,W08,339
Estonia,2012-W09,W09,313
Estonia,2012-W10,W10,328
Estonia,2012-W11,W11,359
Estonia,2012-W12,W12,313
Estonia,2012-W13,W13,326
Estonia,2012-W14,W14,311
Estonia,2012-W15,W15,318
Estonia,2012-W16,W16,288
Estonia,2012-W17,W17,296
Estonia,2012-W18,W18,294
Estonia,2012-W19,W19,277
Estonia,2012-W20,W20,266
Estonia,2012-W21,W21,261
Estonia,2012-W22,W22,259
Estonia,2012-W23,W23,272
Estonia,2012-W24,W24,267
Estonia,2012-W25,W25,284
Estonia,2012-W26,W26,246
Estonia,2012-W27,W27,237
Estonia,2012-W28,W28,279
Estonia,2012-W29,W29,282
Estonia,2012-W30,W30,280
Estonia,2012-W31,W31,258
Estonia,2012-W32,W32,266
Estonia,2012-W33,W33,269
Estonia,2012-W34,W34,303
Estonia,2012-W35,W35,258
Estonia,2012-W36,W36,300
Estonia,2012-W37,W37,268
Estonia,2012-W38,W38,281
Estonia,2012-W39,W39,326
Estonia,2012-W40,W40,305
Estonia,2012-W41,W41,286
Estonia,2012-W42,W42,264
Estonia,2012-W43,W43,309
Estonia,2012-W44,W44,289
Estonia,2012-W45,W45,290
Estonia,2012-W46,W46,312
Estonia,2012-W47,W47,253
Estonia,2012-W48,W48,285
Estonia,2012-W49,W49,299
Estonia,2012-W50,W50,309
Estonia,2012-W51,W51,296
Estonia,2012-W52,W52,372
Estonia,2013-W01,W01,335
Estonia,2013-W02,W02,320
Estonia,2013-W03,W03,335
Estonia,2013-W04,W04,343
Estonia,2013-W05,W05,337
Estonia,2013-W06,W06,316
Estonia,2013-W07,W07,335
Estonia,2013-W08,W08,350
Estonia,2013-W09,W09,344
Estonia,2013-W10,W10,362
Estonia,2013-W11,W11,359
Estonia,2013-W12,W12,336
Estonia,2013-W13,W13,291
Estonia,2013-W14,W14,271
Estonia,2013-W15,W15,323
Estonia,2013-W16,W16,340
Estonia,2013-W17,W17,272
Estonia,2013-W18,W18,280
Estonia,2013-W19,W19,303
Estonia,2013-W20,W20,322
Estonia,2013-W21,W21,265
Estonia,2013-W22,W22,247
Estonia,2013-W23,W23,258
Estonia,2013-W24,W24,267
Estonia,2013-W25,W25,265
Estonia,2013-W26,W26,286
Estonia,2013-W27,W27,268
Estonia,2013-W28,W28,268
Estonia,2013-W29,W29,242
Estonia,2013-W30,W30,259
Estonia,2013-W31,W31,260
Estonia,2013-W32,W32,263
Estonia,2013-W33,W33,261
Estonia,2013-W34,W34,257
Estonia,2013-W35,W35,248
Estonia,2013-W36,W36,278
Estonia,2013-W37,W37,272
Estonia,2013-W38,W38,248
Estonia,2013-W39,W39,290
Estonia,2013-W40,W40,305
Estonia,2013-W41,W41,277
Estonia,2013-W42,W42,287
Estonia,2013-W43,W43,297
Estonia,2013-W44,W44,282
Estonia,2013-W45,W45,293
Estonia,2013-W46,W46,268
Estonia,2013-W47,W47,278
Estonia,2013-W48,W48,246
Estonia,2013-W49,W49,315
Estonia,2013-W50,W50,283
Estonia,2013-W51,W51,304
Estonia,2013-W52,W52,304
Estonia,2014-W01,W01,302
Estonia,2014-W02,W02,308
Estonia,2014-W03,W03,315
Estonia,2014-W04,W04,311
Estonia,2014-W05,W05,331
Estonia,2014-W06,W06,339
Estonia,2014-W07,W07,289
Estonia,2014-W08,W08,297
Estonia,2014-W09,W09,331
Estonia,2014-W10,W10,335
Estonia,2014-W11,W11,358
Estonia,2014-W12,W12,335
Estonia,2014-W13,W13,289
Estonia,2014-W14,W14,342
Estonia,2014-W15,W15,316
Estonia,2014-W16,W16,299
Estonia,2014-W17,W17,268
Estonia,2014-W18,W18,284
Estonia,2014-W19,W19,284
Estonia,2014-W20,W20,292
Estonia,2014-W21,W21,315
Estonia,2014-W22,W22,275
Estonia,2014-W23,W23,284
Estonia,2014-W24,W24,260
Estonia,2014-W25,W25,272
Estonia,2014-W26,W26,261
Estonia,2014-W27,W27,290
Estonia,2014-W28,W28,292
Estonia,2014-W29,W29,312
Estonia,2014-W30,W30,301
Estonia,2014-W31,W31,319
Estonia,2014-W32,W32,275
Estonia,2014-W33,W33,294
Estonia,2014-W34,W34,273
Estonia,2014-W35,W35,253
Estonia,2014-W36,W36,283
Estonia,2014-W37,W37,275
Estonia,2014-W38,W38,262
Estonia,2014-W39,W39,294
Estonia,2014-W40,W40,294
Estonia,2014-W41,W41,311
Estonia,2014-W42,W42,299
Estonia,2014-W43,W43,273
Estonia,2014-W44,W44,309
Estonia,2014-W45,W45,327
Estonia,2014-W46,W46,267
Estonia,2014-W47,W47,257
Estonia,2014-W48,W48,283
Estonia,2014-W49,W49,331
Estonia,2014-W50,W50,293
Estonia,2014-W51,W51,301
Estonia,2014-W52,W52,325
Estonia,2015-W01,W01,354
Estonia,2015-W02,W02,340
Estonia,2015-W03,W03,294
Estonia,2015-W04,W04,321
Estonia,2015-W05,W05,329
Estonia,2015-W06,W06,332
Estonia,2015-W07,W07,324
Estonia,2015-W08,W08,332
Estonia,2015-W09,W09,324
Estonia,2015-W10,W10,355
Estonia,2015-W11,W11,341
Estonia,2015-W12,W12,331
Estonia,2015-W13,W13,317
Estonia,2015-W14,W14,304
Estonia,2015-W15,W15,311
Estonia,2015-W16,W16,297
Estonia,2015-W17,W17,302
Estonia,2015-W18,W18,265
Estonia,2015-W19,W19,278
Estonia,2015-W20,W20,333
Estonia,2015-W21,W21,283
Estonia,2015-W22,W22,285
Estonia,2015-W23,W23,289
Estonia,2015-W24,W24,267
Estonia,2015-W25,W25,285
Estonia,2015-W26,W26,239
Estonia,2015-W27,W27,277
Estonia,2015-W28,W28,250
Estonia,2015-W29,W29,236
Estonia,2015-W30,W30,238
Estonia,2015-W31,W31,259
Estonia,2015-W32,W32,276
Estonia,2015-W33,W33,289
Estonia,2015-W34,W34,261
Estonia,2015-W35,W35,259
Estonia,2015-W36,W36,248
Estonia,2015-W37,W37,301
Estonia,2015-W38,W38,285
Estonia,2015-W39,W39,292
Estonia,2015-W40,W40,301
Estonia,2015-W41,W41,316
Estonia,2015-W42,W42,296
Estonia,2015-W43,W43,279
Estonia,2015-W44,W44,270
Estonia,2015-W45,W45,277
Estonia,2015-W46,W46,285
Estonia,2015-W47,W47,256
Estonia,2015-W48,W48,282
Estonia,2015-W49,W49,258
Estonia,2015-W50,W50,305
Estonia,2015-W51,W51,318
Estonia,2015-W52,W52,267
Estonia,2015-W53,W53,268
Estonia,2016-W01,W01,322
Estonia,2016-W02,W02,334
Estonia,2016-W03,W03,301
Estonia,2016-W04,W04,335
Estonia,2016-W05,W05,319
Estonia,2016-W06,W06,353
Estonia,2016-W07,W07,276
Estonia,2016-W08,W08,313
Estonia,2016-W09,W09,317
Estonia,2016-W10,W10,293
Estonia,2016-W11,W11,303
Estonia,2016-W12,W12,263
Estonia,2016-W13,W13,323
Estonia,2016-W14,W14,312
Estonia,2016-W15,W15,307
Estonia,2016-W16,W16,298
Estonia,2016-W17,W17,295
Estonia,2016-W18,W18,304
Estonia,2016-W19,W19,299
Estonia,2016-W20,W20,288
Estonia,2016-W21,W21,276
Estonia,2016-W22,W22,277
Estonia,2016-W23,W23,258
Estonia,2016-W24,W24,276
Estonia,2016-W25,W25,270
Estonia,2016-W26,W26,263
Estonia,2016-W27,W27,251
Estonia,2016-W28,W28,270
Estonia,2016-W29,W29,276
Estonia,2016-W30,W30,264
Estonia,2016-W31,W31,232
Estonia,2016-W32,W32,280
Estonia,2016-W33,W33,285
Estonia,2016-W34,W34,278
Estonia,2016-W35,W35,271
Estonia,2016-W36,W36,283
Estonia,2016-W37,W37,278
Estonia,2016-W38,W38,295
Estonia,2016-W39,W39,305
Estonia,2016-W40,W40,282
Estonia,2016-W41,W41,284
Estonia,2016-W42,W42,313
Estonia,2016-W43,W43,313
Estonia,2016-W44,W44,303
Estonia,2016-W45,W45,330
Estonia,2016-W46,W46,299
Estonia,2016-W47,W47,292
Estonia,2016-W48,W48,284
Estonia,2016-W49,W49,286
Estonia,2016-W50,W50,312
Estonia,2016-W51,W51,309
Estonia,2016-W52,W52,364
Estonia,2017-W01,W01,364
Estonia,2017-W02,W02,393
Estonia,2017-W03,W03,386
Estonia,2017-W04,W04,360
Estonia,2017-W05,W05,392
Estonia,2017-W06,W06,351
Estonia,2017-W07,W07,344
Estonia,2017-W08,W08,337
Estonia,2017-W09,W09,304
Estonia,2017-W10,W10,328
Estonia,2017-W11,W11,296
Estonia,2017-W12,W12,304
Estonia,2017-W13,W13,322
Estonia,2017-W14,W14,286
Estonia,2017-W15,W15,293
Estonia,2017-W16,W16,285
Estonia,2017-W17,W17,267
Estonia,2017-W18,W18,308
Estonia,2017-W19,W19,319
Estonia,2017-W20,W20,292
Estonia,2017-W21,W21,290
Estonia,2017-W22,W22,268
Estonia,2017-W23,W23,293
Estonia,2017-W24,W24,262
Estonia,2017-W25,W25,247
Estonia,2017-W26,W26,272
Estonia,2017-W27,W27,290
Estonia,2017-W28,W28,249
Estonia,2017-W29,W29,242
Estonia,2017-W30,W30,296
Estonia,2017-W31,W31,272
Estonia,2017-W32,W32,304
Estonia,2017-W33,W33,260
Estonia,2017-W34,W34,270
Estonia,2017-W35,W35,305
Estonia,2017-W36,W36,259
Estonia,2017-W37,W37,265
Estonia,2017-W38,W38,267
Estonia,2017-W39,W39,271
Estonia,2017-W40,W40,273
Estonia,2017-W41,W41,269
Estonia,2017-W42,W42,285
Estonia,2017-W43,W43,291
Estonia,2017-W44,W44,324
Estonia,2017-W45,W45,262
Estonia,2017-W46,W46,299
Estonia,2017-W47,W47,267
Estonia,2017-W48,W48,324
Estonia,2017-W49,W49,294
Estonia,2017-W50,W50,264
Estonia,2017-W51,W51,301
Estonia,2017-W52,W52,310
Estonia,2018-W01,W01,328
Estonia,2018-W02,W02,319
Estonia,2018-W03,W03,290
Estonia,2018-W04,W04,338
Estonia,2018-W05,W05,333
Estonia,2018-W06,W06,343
Estonia,2018-W07,W07,347
Estonia,2018-W08,W08,389
Estonia,2018-W09,W09,391
Estonia,2018-W10,W10,391
Estonia,2018-W11,W11,384
Estonia,2018-W12,W12,361
Estonia,2018-W13,W13,326
Estonia,2018-W14,W14,337
Estonia,2018-W15,W15,319
Estonia,2018-W16,W16,318
Estonia,2018-W17,W17,276
Estonia,2018-W18,W18,269
