Country,TIME,Week,Θάνατοι
Austria,2000-W01,W01,1867
Austria,2000-W02,W02,1902
Austria,2000-W03,W03,2027
Austria,2000-W04,W04,1940
Austria,2000-W05,W05,1928
Austria,2000-W06,W06,1760
Austria,2000-W07,W07,1666
Austria,2000-W08,W08,1628
Austria,2000-W09,W09,1566
Austria,2000-W10,W10,1524
Austria,2000-W11,W11,1528
Austria,2000-W12,W12,1501
Austria,2000-W13,W13,1428
Austria,2000-W14,W14,1475
Austria,2000-W15,W15,1543
Austria,2000-W16,W16,1391
Austria,2000-W17,W17,1392
Austria,2000-W18,W18,1290
Austria,2000-W19,W19,1279
Austria,2000-W20,W20,1320
Austria,2000-W21,W21,1336
Austria,2000-W22,W22,1265
Austria,2000-W23,W23,1383
Austria,2000-W24,W24,1428
Austria,2000-W25,W25,1392
Austria,2000-W26,W26,1317
Austria,2000-W27,W27,1339
Austria,2000-W28,W28,1304
Austria,2000-W29,W29,1329
Austria,2000-W30,W30,1299
Austria,2000-W31,W31,1375
Austria,2000-W32,W32,1326
Austria,2000-W33,W33,1519
Austria,2000-W34,W34,1441
Austria,2000-W35,W35,1279
Austria,2000-W36,W36,1217
Austria,2000-W37,W37,1382
Austria,2000-W38,W38,1303
Austria,2000-W39,W39,1351
Austria,2000-W40,W40,1353
Austria,2000-W41,W41,1422
Austria,2000-W42,W42,1415
Austria,2000-W43,W43,1409
Austria,2000-W44,W44,1466
Austria,2000-W45,W45,1578
Austria,2000-W46,W46,1372
Austria,2000-W47,W47,1441
Austria,2000-W48,W48,1406
Austria,2000-W49,W49,1388
Austria,2000-W50,W50,1471
Austria,2000-W51,W51,1459
Austria,2000-W52,W52,1513
Austria,2001-W01,W01,1580
Austria,2001-W02,W02,1600
Austria,2001-W03,W03,1460
Austria,2001-W04,W04,1566
Austria,2001-W05,W05,1529
Austria,2001-W06,W06,1473
Austria,2001-W07,W07,1432
Austria,2001-W08,W08,1514
Austria,2001-W09,W09,1438
Austria,2001-W10,W10,1488
Austria,2001-W11,W11,1511
Austria,2001-W12,W12,1518
Austria,2001-W13,W13,1360
Austria,2001-W14,W14,1445
Austria,2001-W15,W15,1506
Austria,2001-W16,W16,1441
Austria,2001-W17,W17,1509
Austria,2001-W18,W18,1508
Austria,2001-W19,W19,1402
Austria,2001-W20,W20,1361
Austria,2001-W21,W21,1312
Austria,2001-W22,W22,1354
Austria,2001-W23,W23,1291
Austria,2001-W24,W24,1335
Austria,2001-W25,W25,1351
Austria,2001-W26,W26,1413
Austria,2001-W27,W27,1349
Austria,2001-W28,W28,1365
Austria,2001-W29,W29,1338
Austria,2001-W30,W30,1293
Austria,2001-W31,W31,1472
Austria,2001-W32,W32,1327
Austria,2001-W33,W33,1448
Austria,2001-W34,W34,1409
Austria,2001-W35,W35,1294
Austria,2001-W36,W36,1253
Austria,2001-W37,W37,1306
Austria,2001-W38,W38,1304
Austria,2001-W39,W39,1399
Austria,2001-W40,W40,1406
Austria,2001-W41,W41,1399
Austria,2001-W42,W42,1454
Austria,2001-W43,W43,1362
Austria,2001-W44,W44,1406
Austria,2001-W45,W45,1439
Austria,2001-W46,W46,1513
Austria,2001-W47,W47,1500
Austria,2001-W48,W48,1484
Austria,2001-W49,W49,1495
Austria,2001-W50,W50,1570
Austria,2001-W51,W51,1638
Austria,2001-W52,W52,1617
Austria,2002-W01,W01,1632
Austria,2002-W02,W02,1551
Austria,2002-W03,W03,1523
Austria,2002-W04,W04,1639
Austria,2002-W05,W05,1572
Austria,2002-W06,W06,1543
Austria,2002-W07,W07,1555
Austria,2002-W08,W08,1605
Austria,2002-W09,W09,1465
Austria,2002-W10,W10,1565
Austria,2002-W11,W11,1581
Austria,2002-W12,W12,1482
Austria,2002-W13,W13,1399
Austria,2002-W14,W14,1527
Austria,2002-W15,W15,1531
Austria,2002-W16,W16,1447
Austria,2002-W17,W17,1390
Austria,2002-W18,W18,1433
Austria,2002-W19,W19,1439
Austria,2002-W20,W20,1415
Austria,2002-W21,W21,1379
Austria,2002-W22,W22,1352
Austria,2002-W23,W23,1357
Austria,2002-W24,W24,1418
Austria,2002-W25,W25,1664
Austria,2002-W26,W26,1469
Austria,2002-W27,W27,1395
Austria,2002-W28,W28,1364
Austria,2002-W29,W29,1320
Austria,2002-W30,W30,1346
Austria,2002-W31,W31,1360
Austria,2002-W32,W32,1339
Austria,2002-W33,W33,1346
Austria,2002-W34,W34,1300
Austria,2002-W35,W35,1396
Austria,2002-W36,W36,1311
Austria,2002-W37,W37,1291
Austria,2002-W38,W38,1350
Austria,2002-W39,W39,1396
Austria,2002-W40,W40,1456
Austria,2002-W41,W41,1420
Austria,2002-W42,W42,1409
Austria,2002-W43,W43,1462
Austria,2002-W44,W44,1410
Austria,2002-W45,W45,1512
Austria,2002-W46,W46,1498
Austria,2002-W47,W47,1458
Austria,2002-W48,W48,1442
Austria,2002-W49,W49,1525
Austria,2002-W50,W50,1588
Austria,2002-W51,W51,1614
Austria,2002-W52,W52,1604
Austria,2003-W01,W01,1661
Austria,2003-W02,W02,1611
Austria,2003-W03,W03,1619
Austria,2003-W04,W04,1618
Austria,2003-W05,W05,1625
Austria,2003-W06,W06,1594
Austria,2003-W07,W07,1688
Austria,2003-W08,W08,1843
Austria,2003-W09,W09,1881
Austria,2003-W10,W10,1904
Austria,2003-W11,W11,1766
Austria,2003-W12,W12,1654
Austria,2003-W13,W13,1597
Austria,2003-W14,W14,1524
Austria,2003-W15,W15,1452
Austria,2003-W16,W16,1432
Austria,2003-W17,W17,1415
Austria,2003-W18,W18,1410
Austria,2003-W19,W19,1490
Austria,2003-W20,W20,1345
Austria,2003-W21,W21,1353
Austria,2003-W22,W22,1419
Austria,2003-W23,W23,1410
Austria,2003-W24,W24,1475
Austria,2003-W25,W25,1271
Austria,2003-W26,W26,1382
Austria,2003-W27,W27,1374
Austria,2003-W28,W28,1340
Austria,2003-W29,W29,1422
Austria,2003-W30,W30,1451
Austria,2003-W31,W31,1428
Austria,2003-W32,W32,1464
Austria,2003-W33,W33,1476
Austria,2003-W34,W34,1310
Austria,2003-W35,W35,1303
Austria,2003-W36,W36,1351
Austria,2003-W37,W37,1324
Austria,2003-W38,W38,1353
Austria,2003-W39,W39,1385
Austria,2003-W40,W40,1357
Austria,2003-W41,W41,1387
Austria,2003-W42,W42,1396
Austria,2003-W43,W43,1463
Austria,2003-W44,W44,1508
Austria,2003-W45,W45,1457
Austria,2003-W46,W46,1397
Austria,2003-W47,W47,1429
Austria,2003-W48,W48,1393
Austria,2003-W49,W49,1439
Austria,2003-W50,W50,1348
Austria,2003-W51,W51,1455
Austria,2003-W52,W52,1549
Austria,2004-W01,W01,1718
Austria,2004-W02,W02,1649
Austria,2004-W03,W03,1661
Austria,2004-W04,W04,1658
Austria,2004-W05,W05,1723
Austria,2004-W06,W06,1614
Austria,2004-W07,W07,1581
Austria,2004-W08,W08,1521
Austria,2004-W09,W09,1604
Austria,2004-W10,W10,1526
Austria,2004-W11,W11,1473
Austria,2004-W12,W12,1439
Austria,2004-W13,W13,1480
Austria,2004-W14,W14,1431
Austria,2004-W15,W15,1408
Austria,2004-W16,W16,1404
Austria,2004-W17,W17,1371
Austria,2004-W18,W18,1390
Austria,2004-W19,W19,1272
Austria,2004-W20,W20,1386
Austria,2004-W21,W21,1340
Austria,2004-W22,W22,1328
Austria,2004-W23,W23,1352
Austria,2004-W24,W24,1370
Austria,2004-W25,W25,1317
Austria,2004-W26,W26,1307
Austria,2004-W27,W27,1307
Austria,2004-W28,W28,1308
Austria,2004-W29,W29,1302
Austria,2004-W30,W30,1401
Austria,2004-W31,W31,1317
Austria,2004-W32,W32,1335
Austria,2004-W33,W33,1299
Austria,2004-W34,W34,1289
Austria,2004-W35,W35,1226
Austria,2004-W36,W36,1287
Austria,2004-W37,W37,1292
Austria,2004-W38,W38,1232
Austria,2004-W39,W39,1294
Austria,2004-W40,W40,1352
Austria,2004-W41,W41,1341
Austria,2004-W43,W43,1475
Austria,2004-W44,W44,1420
Austria,2004-W45,W45,1338
Austria,2004-W46,W46,1436
Austria,2004-W47,W47,1439
Austria,2004-W48,W48,1503
Austria,2004-W49,W49,1500
Austria,2004-W50,W50,1519
Austria,2004-W51,W51,1475
Austria,2004-W52,W52,1532
Austria,2004-W53,W53,1544
Austria,2005-W01,W01,1534
Austria,2005-W02,W02,1564
Austria,2005-W03,W03,1678
Austria,2005-W04,W04,1570
Austria,2005-W05,W05,1681
Austria,2005-W06,W06,1774
Austria,2005-W07,W07,1853
Austria,2005-W08,W08,1813
Austria,2005-W09,W09,1841
Austria,2005-W10,W10,1695
Austria,2005-W11,W11,1614
Austria,2005-W12,W12,1494
Austria,2005-W13,W13,1448
Austria,2005-W14,W14,1477
Austria,2005-W15,W15,1439
Austria,2005-W16,W16,1358
Austria,2005-W17,W17,1373
Austria,2005-W18,W18,1371
Austria,2005-W19,W19,1417
Austria,2005-W20,W20,1361
Austria,2005-W21,W21,1438
Austria,2005-W22,W22,1233
Austria,2005-W23,W23,1279
Austria,2005-W24,W24,1388
Austria,2005-W25,W25,1361
Austria,2005-W26,W26,1271
Austria,2005-W27,W27,1227
Austria,2005-W28,W28,1324
Austria,2005-W29,W29,1225
Austria,2005-W30,W30,1472
Austria,2005-W31,W31,1320
Austria,2005-W32,W32,1287
Austria,2005-W33,W33,1280
Austria,2005-W34,W34,1284
Austria,2005-W35,W35,1294
Austria,2005-W36,W36,1295
Austria,2005-W37,W37,1275
Austria,2005-W38,W38,1295
Austria,2005-W39,W39,1301
Austria,2005-W40,W40,1422
Austria,2005-W41,W41,1394
Austria,2005-W42,W42,1426
Austria,2005-W43,W43,1411
Austria,2005-W44,W44,1396
Austria,2005-W45,W45,1388
Austria,2005-W46,W46,1436
Austria,2005-W47,W47,1472
Austria,2005-W48,W48,1546
Austria,2005-W49,W49,1419
Austria,2005-W50,W50,1474
Austria,2005-W51,W51,1472
Austria,2005-W52,W52,1530
Austria,2006-W01,W01,1504
Austria,2006-W02,W02,1473
Austria,2006-W03,W03,1559
Austria,2006-W04,W04,1524
Austria,2006-W05,W05,1489
Austria,2006-W06,W06,1658
Austria,2006-W07,W07,1478
Austria,2006-W08,W08,1525
Austria,2006-W09,W09,1434
Austria,2006-W10,W10,1500
Austria,2006-W11,W11,1476
Austria,2006-W12,W12,1513
Austria,2006-W13,W13,1592
Austria,2006-W14,W14,1458
Austria,2006-W15,W15,1412
Austria,2006-W16,W16,1428
Austria,2006-W17,W17,1360
Austria,2006-W18,W18,1391
Austria,2006-W19,W19,1446
Austria,2006-W20,W20,1371
Austria,2006-W21,W21,1411
Austria,2006-W22,W22,1341
Austria,2006-W23,W23,1387
Austria,2006-W24,W24,1500
Austria,2006-W25,W25,1480
Austria,2006-W26,W26,1417
Austria,2006-W27,W27,1287
Austria,2006-W28,W28,1409
Austria,2006-W29,W29,1413
Austria,2006-W30,W30,1476
Austria,2006-W31,W31,1303
Austria,2006-W32,W32,1244
Austria,2006-W33,W33,1384
Austria,2006-W34,W34,1337
Austria,2006-W35,W35,1359
Austria,2006-W36,W36,1392
Austria,2006-W37,W37,1301
Austria,2006-W38,W38,1334
Austria,2006-W39,W39,1326
Austria,2006-W40,W40,1348
Austria,2006-W41,W41,1335
Austria,2006-W42,W42,1391
Austria,2006-W43,W43,1440
Austria,2006-W44,W44,1332
Austria,2006-W45,W45,1418
Austria,2006-W46,W46,1461
Austria,2006-W47,W47,1488
Austria,2006-W48,W48,1327
Austria,2006-W49,W49,1422
Austria,2006-W50,W50,1395
Austria,2006-W51,W51,1495
Austria,2006-W52,W52,1514
Austria,2007-W01,W01,1576
Austria,2007-W02,W02,1537
Austria,2007-W03,W03,1416
Austria,2007-W04,W04,1459
Austria,2007-W05,W05,1545
Austria,2007-W06,W06,1554
Austria,2007-W07,W07,1556
Austria,2007-W08,W08,1667
Austria,2007-W09,W09,1615
Austria,2007-W10,W10,1549
Austria,2007-W11,W11,1536
Austria,2007-W12,W12,1514
Austria,2007-W13,W13,1445
Austria,2007-W14,W14,1437
Austria,2007-W15,W15,1428
Austria,2007-W16,W16,1373
Austria,2007-W17,W17,1405
Austria,2007-W18,W18,1403
Austria,2007-W19,W19,1341
Austria,2007-W20,W20,1328
Austria,2007-W21,W21,1484
Austria,2007-W22,W22,1332
Austria,2007-W23,W23,1307
Austria,2007-W24,W24,1346
Austria,2007-W25,W25,1385
Austria,2007-W26,W26,1309
Austria,2007-W27,W27,1185
Austria,2007-W28,W28,1373
Austria,2007-W29,W29,1743
Austria,2007-W30,W30,1422
Austria,2007-W31,W31,1285
Austria,2007-W32,W32,1369
Austria,2007-W33,W33,1314
Austria,2007-W34,W34,1316
Austria,2007-W35,W35,1297
Austria,2007-W36,W36,1288
Austria,2007-W37,W37,1348
Austria,2007-W38,W38,1291
Austria,2007-W39,W39,1366
Austria,2007-W40,W40,1364
Austria,2007-W41,W41,1356
Austria,2007-W42,W42,1437
Austria,2007-W43,W43,1391
Austria,2007-W44,W44,1464
Austria,2007-W45,W45,1506
Austria,2007-W46,W46,1499
Austria,2007-W47,W47,1481
Austria,2007-W48,W48,1417
Austria,2007-W49,W49,1525
Austria,2007-W50,W50,1466
Austria,2007-W51,W51,1465
Austria,2007-W52,W52,1556
Austria,2008-W01,W01,1686
Austria,2008-W02,W02,1705
Austria,2008-W03,W03,1624
Austria,2008-W04,W04,1583
Austria,2008-W05,W05,1610
Austria,2008-W06,W06,1518
Austria,2008-W07,W07,1532
Austria,2008-W08,W08,1509
Austria,2008-W09,W09,1583
Austria,2008-W10,W10,1484
Austria,2008-W11,W11,1504
Austria,2008-W12,W12,1476
Austria,2008-W13,W13,1499
Austria,2008-W14,W14,1499
Austria,2008-W15,W15,1505
Austria,2008-W16,W16,1491
Austria,2008-W17,W17,1375
Austria,2008-W18,W18,1392
Austria,2008-W19,W19,1395
Austria,2008-W20,W20,1391
Austria,2008-W21,W21,1386
Austria,2008-W22,W22,1383
Austria,2008-W23,W23,1334
Austria,2008-W24,W24,1332
Austria,2008-W25,W25,1291
Austria,2008-W26,W26,1377
Austria,2008-W27,W27,1349
Austria,2008-W28,W28,1311
Austria,2008-W29,W29,1307
Austria,2008-W30,W30,1310
Austria,2008-W31,W31,1399
Austria,2008-W32,W32,1270
Austria,2008-W33,W33,1329
Austria,2008-W34,W34,1278
Austria,2008-W35,W35,1314
Austria,2008-W36,W36,1343
Austria,2008-W37,W37,1350
Austria,2008-W38,W38,1347
Austria,2008-W39,W39,1395
Austria,2008-W40,W40,1496
Austria,2008-W41,W41,1457
Austria,2008-W42,W42,1453
Austria,2008-W43,W43,1411
Austria,2008-W44,W44,1413
Austria,2008-W45,W45,1348
Austria,2008-W46,W46,1394
Austria,2008-W47,W47,1421
Austria,2008-W48,W48,1476
Austria,2008-W49,W49,1473
Austria,2008-W50,W50,1487
Austria,2008-W51,W51,1487
Austria,2008-W52,W52,1563
Austria,2009-W01,W01,1681
Austria,2009-W02,W02,1775
Austria,2009-W03,W03,1915
Austria,2009-W04,W04,1992
Austria,2009-W05,W05,1974
Austria,2009-W06,W06,1920
Austria,2009-W07,W07,1723
Austria,2009-W08,W08,1751
Austria,2009-W09,W09,1715
Austria,2009-W10,W10,1619
Austria,2009-W11,W11,1479
Austria,2009-W12,W12,1446
Austria,2009-W13,W13,1493
Austria,2009-W14,W14,1473
Austria,2009-W15,W15,1492
Austria,2009-W16,W16,1446
Austria,2009-W17,W17,1436
Austria,2009-W18,W18,1350
Austria,2009-W19,W19,1458
Austria,2009-W20,W20,1347
Austria,2009-W21,W21,1439
Austria,2009-W22,W22,1374
Austria,2009-W23,W23,1335
Austria,2009-W24,W24,1348
Austria,2009-W25,W25,1327
Austria,2009-W26,W26,1330
Austria,2009-W27,W27,1311
Austria,2009-W28,W28,1328
Austria,2009-W29,W29,1445
Austria,2009-W30,W30,1383
Austria,2009-W31,W31,1354
Austria,2009-W32,W32,1331
Austria,2009-W33,W33,1314
Austria,2009-W34,W34,1462
Austria,2009-W35,W35,1289
Austria,2009-W36,W36,1319
Austria,2009-W37,W37,1325
Austria,2009-W38,W38,1406
Austria,2009-W39,W39,1340
Austria,2009-W40,W40,1348
Austria,2009-W41,W41,1455
Austria,2009-W42,W42,1356
Austria,2009-W43,W43,1509
Austria,2009-W44,W44,1479
Austria,2009-W45,W45,1436
Austria,2009-W46,W46,1398
Austria,2009-W47,W47,1461
Austria,2009-W48,W48,1438
Austria,2009-W49,W49,1446
Austria,2009-W50,W50,1489
Austria,2009-W51,W51,1507
Austria,2009-W52,W52,1577
Austria,2009-W53,W53,1581
Austria,2010-W01,W01,1557
Austria,2010-W02,W02,1582
Austria,2010-W03,W03,1573
Austria,2010-W04,W04,1573
Austria,2010-W05,W05,1544
Austria,2010-W06,W06,1551
Austria,2010-W07,W07,1598
Austria,2010-W08,W08,1647
Austria,2010-W09,W09,1554
Austria,2010-W10,W10,1554
Austria,2010-W11,W11,1560
Austria,2010-W12,W12,1578
Austria,2010-W13,W13,1509
Austria,2010-W14,W14,1352
Austria,2010-W15,W15,1486
Austria,2010-W16,W16,1442
Austria,2010-W17,W17,1453
Austria,2010-W18,W18,1446
Austria,2010-W19,W19,1410
Austria,2010-W20,W20,1388
Austria,2010-W21,W21,1425
Austria,2010-W22,W22,1455
Austria,2010-W23,W23,1582
Austria,2010-W24,W24,1326
Austria,2010-W25,W25,1359
Austria,2010-W26,W26,1509
Austria,2010-W27,W27,1451
Austria,2010-W28,W28,1673
Austria,2010-W29,W29,1373
Austria,2010-W30,W30,1327
Austria,2010-W31,W31,1342
Austria,2010-W32,W32,1422
Austria,2010-W33,W33,1369
Austria,2010-W34,W34,1427
Austria,2010-W35,W35,1309
Austria,2010-W36,W36,1378
Austria,2010-W37,W37,1339
Austria,2010-W38,W38,1483
Austria,2010-W39,W39,1493
Austria,2010-W40,W40,1490
Austria,2010-W41,W41,1465
Austria,2010-W42,W42,1477
Austria,2010-W43,W43,1403
Austria,2010-W44,W44,1528
Austria,2010-W45,W45,1426
Austria,2010-W46,W46,1400
Austria,2010-W47,W47,1445
Austria,2010-W48,W48,1527
Austria,2010-W49,W49,1631
Austria,2010-W50,W50,1654
Austria,2010-W51,W51,1609
Austria,2010-W52,W52,1544
Austria,2011-W01,W01,1579
Austria,2011-W02,W02,1671
Austria,2011-W03,W03,1513
Austria,2011-W04,W04,1560
Austria,2011-W05,W05,1521
Austria,2011-W06,W06,1598
Austria,2011-W07,W07,1622
Austria,2011-W08,W08,1586
Austria,2011-W09,W09,1520
Austria,2011-W10,W10,1597
Austria,2011-W11,W11,1588
Austria,2011-W12,W12,1555
Austria,2011-W13,W13,1497
Austria,2011-W14,W14,1463
Austria,2011-W15,W15,1426
Austria,2011-W16,W16,1482
Austria,2011-W17,W17,1482
Austria,2011-W18,W18,1402
Austria,2011-W19,W19,1470
Austria,2011-W20,W20,1347
Austria,2011-W21,W21,1473
Austria,2011-W22,W22,1353
Austria,2011-W23,W23,1382
Austria,2011-W24,W24,1340
Austria,2011-W25,W25,1381
Austria,2011-W26,W26,1349
Austria,2011-W27,W27,1462
Austria,2011-W28,W28,1427
Austria,2011-W29,W29,1330
Austria,2011-W30,W30,1324
Austria,2011-W31,W31,1356
Austria,2011-W32,W32,1318
Austria,2011-W33,W33,1420
Austria,2011-W34,W34,1517
Austria,2011-W35,W35,1376
Austria,2011-W36,W36,1380
Austria,2011-W37,W37,1270
Austria,2011-W38,W38,1431
Austria,2011-W39,W39,1349
Austria,2011-W40,W40,1392
Austria,2011-W41,W41,1440
Austria,2011-W42,W42,1447
Austria,2011-W43,W43,1465
Austria,2011-W44,W44,1476
Austria,2011-W45,W45,1419
Austria,2011-W46,W46,1504
Austria,2011-W47,W47,1564
Austria,2011-W48,W48,1536
Austria,2011-W49,W49,1533
Austria,2011-W50,W50,1576
Austria,2011-W51,W51,1581
Austria,2011-W52,W52,1606
Austria,2012-W01,W01,1574
Austria,2012-W02,W02,1563
Austria,2012-W03,W03,1586
Austria,2012-W04,W04,1595
Austria,2012-W05,W05,1545
Austria,2012-W06,W06,1760
Austria,2012-W07,W07,1895
Austria,2012-W08,W08,1796
Austria,2012-W09,W09,1805
Austria,2012-W10,W10,1762
Austria,2012-W11,W11,1763
Austria,2012-W12,W12,1650
Austria,2012-W13,W13,1653
Austria,2012-W14,W14,1508
Austria,2012-W15,W15,1499
Austria,2012-W16,W16,1499
Austria,2012-W17,W17,1525
Austria,2012-W18,W18,1516
Austria,2012-W19,W19,1437
Austria,2012-W20,W20,1450
Austria,2012-W21,W21,1457
Austria,2012-W22,W22,1379
Austria,2012-W23,W23,1419
Austria,2012-W24,W24,1344
Austria,2012-W25,W25,1557
Austria,2012-W26,W26,1470
Austria,2012-W27,W27,1570
Austria,2012-W28,W28,1337
Austria,2012-W29,W29,1353
Austria,2012-W30,W30,1442
Austria,2012-W31,W31,1394
Austria,2012-W32,W32,1313
Austria,2012-W33,W33,1337
Austria,2012-W34,W34,1507
Austria,2012-W35,W35,1311
Austria,2012-W36,W36,1385
Austria,2012-W37,W37,1401
Austria,2012-W38,W38,1399
Austria,2012-W39,W39,1488
Austria,2012-W40,W40,1425
Austria,2012-W41,W41,1436
Austria,2012-W42,W42,1512
Austria,2012-W43,W43,1487
Austria,2012-W44,W44,1543
Austria,2012-W45,W45,1498
Austria,2012-W46,W46,1485
Austria,2012-W47,W47,1515
Austria,2012-W48,W48,1456
Austria,2012-W49,W49,1524
Austria,2012-W50,W50,1678
Austria,2012-W51,W51,1594
Austria,2012-W52,W52,1599
Austria,2013-W01,W01,1637
Austria,2013-W02,W02,1659
Austria,2013-W03,W03,1612
Austria,2013-W04,W04,1584
Austria,2013-W05,W05,1752
Austria,2013-W06,W06,1748
Austria,2013-W07,W07,1815
Austria,2013-W08,W08,1711
Austria,2013-W09,W09,1668
Austria,2013-W10,W10,1729
Austria,2013-W11,W11,1690
Austria,2013-W12,W12,1684
Austria,2013-W13,W13,1650
Austria,2013-W14,W14,1611
Austria,2013-W15,W15,1627
Austria,2013-W16,W16,1569
Austria,2013-W17,W17,1532
Austria,2013-W18,W18,1407
Austria,2013-W19,W19,1432
Austria,2013-W20,W20,1443
Austria,2013-W21,W21,1398
Austria,2013-W22,W22,1477
Austria,2013-W23,W23,1460
Austria,2013-W24,W24,1435
Austria,2013-W25,W25,1631
Austria,2013-W26,W26,1358
Austria,2013-W27,W27,1426
Austria,2013-W28,W28,1369
Austria,2013-W29,W29,1422
Austria,2013-W30,W30,1542
Austria,2013-W31,W31,1605
Austria,2013-W32,W32,1634
Austria,2013-W33,W33,1390
Austria,2013-W34,W34,1359
Austria,2013-W35,W35,1324
Austria,2013-W36,W36,1481
Austria,2013-W37,W37,1365
Austria,2013-W38,W38,1446
Austria,2013-W39,W39,1381
Austria,2013-W40,W40,1418
Austria,2013-W41,W41,1506
Austria,2013-W42,W42,1437
Austria,2013-W43,W43,1474
Austria,2013-W44,W44,1407
Austria,2013-W45,W45,1457
Austria,2013-W46,W46,1467
Austria,2013-W47,W47,1490
Austria,2013-W48,W48,1463
Austria,2013-W49,W49,1529
Austria,2013-W50,W50,1524
Austria,2013-W51,W51,1504
Austria,2013-W52,W52,1537
Austria,2014-W01,W01,1549
Austria,2014-W02,W02,1543
Austria,2014-W03,W03,1578
Austria,2014-W04,W04,1463
Austria,2014-W05,W05,1574
Austria,2014-W06,W06,1677
Austria,2014-W07,W07,1671
Austria,2014-W08,W08,1600
Austria,2014-W09,W09,1623
Austria,2014-W10,W10,1564
Austria,2014-W11,W11,1647
Austria,2014-W12,W12,1607
Austria,2014-W13,W13,1492
Austria,2014-W14,W14,1590
Austria,2014-W15,W15,1497
Austria,2014-W16,W16,1538
Austria,2014-W17,W17,1476
Austria,2014-W18,W18,1536
Austria,2014-W19,W19,1539
Austria,2014-W21,W21,1515
Austria,2014-W22,W22,1442
Austria,2014-W23,W23,1407
Austria,2014-W24,W24,1476
Austria,2014-W25,W25,1440
Austria,2014-W26,W26,1503
Austria,2014-W27,W27,1398
Austria,2014-W28,W28,1391
Austria,2014-W29,W29,1438
Austria,2014-W30,W30,1427
Austria,2014-W31,W31,1326
Austria,2014-W32,W32,1404
Austria,2014-W33,W33,1331
Austria,2014-W34,W34,1381
Austria,2014-W35,W35,1416
Austria,2014-W36,W36,1446
Austria,2014-W37,W37,1392
Austria,2014-W38,W38,1454
Austria,2014-W39,W39,1407
Austria,2014-W40,W40,1473
Austria,2014-W41,W41,1478
Austria,2014-W42,W42,1449
Austria,2014-W43,W43,1476
Austria,2014-W44,W44,1457
Austria,2014-W45,W45,1567
Austria,2014-W46,W46,1487
Austria,2014-W47,W47,1517
Austria,2014-W48,W48,1541
Austria,2014-W49,W49,1566
Austria,2014-W50,W50,1586
Austria,2014-W51,W51,1601
Austria,2014-W52,W52,1625
Austria,2015-W01,W01,1704
Austria,2015-W02,W02,1768
Austria,2015-W03,W03,1837
Austria,2015-W04,W04,1792
Austria,2015-W05,W05,1837
Austria,2015-W06,W06,1926
Austria,2015-W07,W07,1992
Austria,2015-W08,W08,2020
Austria,2015-W09,W09,1883
Austria,2015-W10,W10,1846
Austria,2015-W11,W11,1763
Austria,2015-W12,W12,1696
Austria,2015-W13,W13,1725
Austria,2015-W14,W14,1604
Austria,2015-W15,W15,1563
Austria,2015-W16,W16,1614
Austria,2015-W17,W17,1547
Austria,2015-W18,W18,1453
Austria,2015-W19,W19,1452
Austria,2015-W20,W20,1461
Austria,2015-W21,W21,1396
Austria,2015-W22,W22,1304
Austria,2015-W23,W23,1437
Austria,2015-W24,W24,1502
Austria,2015-W25,W25,1285
Austria,2015-W26,W26,1374
Austria,2015-W27,W27,1487
Austria,2015-W28,W28,1476
Austria,2015-W29,W29,1475
Austria,2015-W30,W30,1633
Austria,2015-W31,W31,1446
Austria,2015-W32,W32,1500
Austria,2015-W33,W33,1692
Austria,2015-W34,W34,1376
Austria,2015-W35,W35,1476
Austria,2015-W36,W36,1389
Austria,2015-W37,W37,1447
Austria,2015-W38,W38,1459
Austria,2015-W39,W39,1410
Austria,2015-W40,W40,1494
Austria,2015-W41,W41,1409
Austria,2015-W42,W42,1481
Austria,2015-W43,W43,1498
Austria,2015-W44,W44,1433
Austria,2015-W45,W45,1460
Austria,2015-W46,W46,1527
Austria,2015-W47,W47,1486
Austria,2015-W48,W48,1488
Austria,2015-W49,W49,1509
Austria,2015-W50,W50,1517
Austria,2015-W51,W51,1538
Austria,2015-W52,W52,1545
Austria,2015-W53,W53,1537
Austria,2016-W01,W01,1634
Austria,2016-W02,W02,1626
Austria,2016-W03,W03,1608
Austria,2016-W04,W04,1578
Austria,2016-W05,W05,1609
Austria,2016-W06,W06,1650
Austria,2016-W07,W07,1621
Austria,2016-W08,W08,1581
Austria,2016-W09,W09,1714
Austria,2016-W10,W10,1532
Austria,2016-W11,W11,1516
Austria,2016-W12,W12,1499
Austria,2016-W13,W13,1598
Austria,2016-W14,W14,1562
Austria,2016-W15,W15,1520
Austria,2016-W16,W16,1413
Austria,2016-W17,W17,1460
Austria,2016-W18,W18,1447
Austria,2016-W19,W19,1486
Austria,2016-W20,W20,1453
Austria,2016-W21,W21,1505
Austria,2016-W22,W22,1402
Austria,2016-W23,W23,1360
Austria,2016-W24,W24,1348
Austria,2016-W25,W25,1452
Austria,2016-W26,W26,1338
Austria,2016-W27,W27,1328
Austria,2016-W28,W28,1323
Austria,2016-W29,W29,1458
Austria,2016-W30,W30,1424
Austria,2016-W31,W31,1390
Austria,2016-W32,W32,1359
Austria,2016-W33,W33,1394
Austria,2016-W34,W34,1408
Austria,2016-W35,W35,1414
Austria,2016-W36,W36,1380
Austria,2016-W37,W37,1392
Austria,2016-W38,W38,1376
Austria,2016-W39,W39,1442
Austria,2016-W40,W40,1469
