"party","value","num_ads","total_spend_pct","type","location_type","is_exclusion","detailed_type","total_num_ads","total_spend_formatted","custom_audience_type"
"Αχτσιόγλου","All",18,0.88545082274964,"gender",NA,NA,NA,20,"€5,993",NA
"Αχτσιόγλου","Women",1,0.050244380255344,"gender",NA,NA,NA,20,"€5,993",NA
"Αχτσιόγλου","Men",1,0.064304796995016,"gender",NA,NA,NA,20,"€5,993",NA
"Αχτσιόγλου","Attica (region), Greece",2,0.07509123585156,"location","regions",FALSE,NA,20,"€5,993",NA
"Αχτσιόγλου","Greece",12,0.64949413537448,"location","countries",FALSE,NA,20,"€5,993",NA
"Αχτσιόγλου","Ioánnina, Greece",1,0.046281231696511,"location","CITY",FALSE,NA,20,"€5,993",NA
"Αχτσιόγλου","Lárisa, Greece",1,0.05006082390104,"location","CITY",FALSE,NA,20,"€5,993",NA
"Αχτσιόγλου","Dráma, Greece",1,0.034406804267185,"location","CITY",FALSE,NA,20,"€5,993",NA
"Αχτσιόγλου","Sérres, Greece",1,0.034406804267185,"location","CITY",FALSE,NA,20,"€5,993",NA
"Αχτσιόγλου","Komotini, Greece",1,0.034406804267185,"location","CITY",FALSE,NA,20,"€5,993",NA
"Αχτσιόγλου","Thessaloníki, Greece",1,0.034406804267185,"location","CITY",FALSE,NA,20,"€5,993",NA
"Αχτσιόγλου","Alexandroúpoli, Greece",1,0.034406804267185,"location","CITY",FALSE,NA,20,"€5,993",NA
"Αχτσιόγλου","Xánthi, Greece",1,0.034406804267185,"location","CITY",FALSE,NA,20,"€5,993",NA
"Αχτσιόγλου","Kaballa, Kavala, Greece",1,0.034406804267185,"location","CITY",FALSE,NA,20,"€5,993",NA
"Αχτσιόγλου","Patras, Greece",1,0.058404294551213,"location","CITY",FALSE,NA,20,"€5,993",NA
"Αχτσιόγλου","Thessaly, Greece",1,0.069252475090568,"location","regions",FALSE,NA,20,"€5,993",NA
"Αχτσιόγλου","Kalamáta, Greece",1,0.017008999267443,"location","CITY",FALSE,NA,20,"€5,993",NA
"Αχτσιόγλου","Vólos, Greece",1,0.05006082390104,"location","CITY",FALSE,NA,20,"€5,993",NA
"Αχτσιόγλου","13",0,0,"age",NA,NA,NA,20,"€5,993",NA
"Αχτσιόγλου","14",0,0,"age",NA,NA,NA,20,"€5,993",NA
"Αχτσιόγλου","15",0,0,"age",NA,NA,NA,20,"€5,993",NA
"Αχτσιόγλου","16",0,0,"age",NA,NA,NA,20,"€5,993",NA
"Αχτσιόγλου","17",0,0,"age",NA,NA,NA,20,"€5,993",NA
"Αχτσιόγλου","18",19,0.93569520300498,"age",NA,NA,NA,20,"€5,993",NA
"Αχτσιόγλου","19",19,0.93569520300498,"age",NA,NA,NA,20,"€5,993",NA
"Αχτσιόγλου","20",19,0.93569520300498,"age",NA,NA,NA,20,"€5,993",NA
"Αχτσιόγλου","21",19,0.93569520300498,"age",NA,NA,NA,20,"€5,993",NA
"Αχτσιόγλου","22",19,0.93569520300498,"age",NA,NA,NA,20,"€5,993",NA
"Αχτσιόγλου","23",19,0.93569520300498,"age",NA,NA,NA,20,"€5,993",NA
"Αχτσιόγλου","24",19,0.93569520300498,"age",NA,NA,NA,20,"€5,993",NA
"Αχτσιόγλου","25",20,1,"age",NA,NA,NA,20,"€5,993",NA
"Αχτσιόγλου","26",20,1,"age",NA,NA,NA,20,"€5,993",NA
"Αχτσιόγλου","27",20,1,"age",NA,NA,NA,20,"€5,993",NA
"Αχτσιόγλου","28",20,1,"age",NA,NA,NA,20,"€5,993",NA
"Αχτσιόγλου","29",20,1,"age",NA,NA,NA,20,"€5,993",NA
"Αχτσιόγλου","30",20,1,"age",NA,NA,NA,20,"€5,993",NA
"Αχτσιόγλου","31",20,1,"age",NA,NA,NA,20,"€5,993",NA
"Αχτσιόγλου","32",20,1,"age",NA,NA,NA,20,"€5,993",NA
"Αχτσιόγλου","33",20,1,"age",NA,NA,NA,20,"€5,993",NA
"Αχτσιόγλου","34",20,1,"age",NA,NA,NA,20,"€5,993",NA
"Αχτσιόγλου","35",20,1,"age",NA,NA,NA,20,"€5,993",NA
"Αχτσιόγλου","36",20,1,"age",NA,NA,NA,20,"€5,993",NA
"Αχτσιόγλου","37",20,1,"age",NA,NA,NA,20,"€5,993",NA
"Αχτσιόγλου","38",20,1,"age",NA,NA,NA,20,"€5,993",NA
"Αχτσιόγλου","39",20,1,"age",NA,NA,NA,20,"€5,993",NA
"Αχτσιόγλου","40",20,1,"age",NA,NA,NA,20,"€5,993",NA
"Αχτσιόγλου","41",20,1,"age",NA,NA,NA,20,"€5,993",NA
"Αχτσιόγλου","42",20,1,"age",NA,NA,NA,20,"€5,993",NA
"Αχτσιόγλου","43",20,1,"age",NA,NA,NA,20,"€5,993",NA
"Αχτσιόγλου","44",20,1,"age",NA,NA,NA,20,"€5,993",NA
"Αχτσιόγλου","45",20,1,"age",NA,NA,NA,20,"€5,993",NA
"Αχτσιόγλου","46",20,1,"age",NA,NA,NA,20,"€5,993",NA
"Αχτσιόγλου","47",20,1,"age",NA,NA,NA,20,"€5,993",NA
"Αχτσιόγλου","48",20,1,"age",NA,NA,NA,20,"€5,993",NA
"Αχτσιόγλου","49",20,1,"age",NA,NA,NA,20,"€5,993",NA
"Αχτσιόγλου","50",20,1,"age",NA,NA,NA,20,"€5,993",NA
"Αχτσιόγλου","51",20,1,"age",NA,NA,NA,20,"€5,993",NA
"Αχτσιόγλου","52",20,1,"age",NA,NA,NA,20,"€5,993",NA
"Αχτσιόγλου","53",20,1,"age",NA,NA,NA,20,"€5,993",NA
"Αχτσιόγλου","54",20,1,"age",NA,NA,NA,20,"€5,993",NA
"Αχτσιόγλου","55",20,1,"age",NA,NA,NA,20,"€5,993",NA
"Αχτσιόγλου","56",19,0.93569520300498,"age",NA,NA,NA,20,"€5,993",NA
"Αχτσιόγλου","57",19,0.93569520300498,"age",NA,NA,NA,20,"€5,993",NA
"Αχτσιόγλου","58",19,0.93569520300498,"age",NA,NA,NA,20,"€5,993",NA
"Αχτσιόγλου","59",19,0.93569520300498,"age",NA,NA,NA,20,"€5,993",NA
"Αχτσιόγλου","60",19,0.93569520300498,"age",NA,NA,NA,20,"€5,993",NA
"Αχτσιόγλου","61",19,0.93569520300498,"age",NA,NA,NA,20,"€5,993",NA
"Αχτσιόγλου","62",19,0.93569520300498,"age",NA,NA,NA,20,"€5,993",NA
"Αχτσιόγλου","63",19,0.93569520300498,"age",NA,NA,NA,20,"€5,993",NA
"Αχτσιόγλου","64",19,0.93569520300498,"age",NA,NA,NA,20,"€5,993",NA
"Αχτσιόγλου","65+",19,0.93569520300498,"age",NA,NA,NA,20,"€5,993",NA
"Αχτσιόγλου","Lookalike audience",1,0.064785380904466,"lookalike_audience",NA,FALSE,NA,20,"€5,993",NA
"Αχτσιόγλου","Lookalike audience",0,0,"lookalike_audience",NA,TRUE,NA,20,"€5,993",NA
"Αχτσιόγλου","Human rights",19,0.93521461909553,"detailed",NA,FALSE,"DEMOGRAPHICS",20,"€5,993",NA
"Αχτσιόγλου","Social movement",12,0.55081590799488,"detailed",NA,FALSE,"INTERESTS",20,"€5,993",NA
"Αχτσιόγλου","Animal rights",14,0.62617914098964,"detailed",NA,FALSE,"INTERESTS",20,"€5,993",NA
"Αχτσιόγλου","Social change",10,0.49776144682456,"detailed",NA,FALSE,"INTERESTS",20,"€5,993",NA
"Αχτσιόγλου","Social Work",3,0.12759502795897,"detailed",NA,FALSE,"DEMOGRAPHICS",20,"€5,993",NA
"Αχτσιόγλου","Solidarity",19,0.93521461909553,"detailed",NA,FALSE,"INTERESTS",20,"€5,993",NA
"Αχτσιόγλου","Animal rights movement",2,0.10004655656623,"detailed",NA,FALSE,"INTERESTS",20,"€5,993",NA
"Αχτσιόγλου","Community and Social Services",2,0.07509123585156,"detailed",NA,FALSE,"DEMOGRAPHICS",20,"€5,993",NA
"Αχτσιόγλου","Women's studies",13,0.58494070295409,"detailed",NA,FALSE,"DEMOGRAPHICS",20,"€5,993",NA
"Αχτσιόγλου","Human rights",11,0.53026427108937,"detailed",NA,FALSE,"DEMOGRAPHICS",20,"€5,993",NA
"Αχτσιόγλου","Activism",6,0.23119256563391,"detailed",NA,FALSE,"INTERESTS",20,"€5,993",NA
"Αχτσιόγλου","Animal rescue group",1,0.053765324869717,"detailed",NA,FALSE,"INTERESTS",20,"€5,993",NA
"Αχτσιόγλου","Gender studies",5,0.2136462468566,"detailed",NA,FALSE,"DEMOGRAPHICS",20,"€5,993",NA
"Αχτσιόγλου","Science",1,0.064304796995016,"detailed",NA,FALSE,"INTERESTS",20,"€5,993",NA
"Αχτσιόγλου","Social Work",1,0.080696379434346,"detailed",NA,FALSE,"DEMOGRAPHICS",20,"€5,993",NA
"Αχτσιόγλου","Wage",1,0.0625760298763,"detailed",NA,FALSE,"INTERESTS",20,"€5,993",NA
"Αχτσιόγλου","Community issues",5,0.27827977659523,"detailed",NA,FALSE,"INTERESTS",20,"€5,993",NA
"Αχτσιόγλου","Philanthropy",1,0.046281231696511,"detailed",NA,FALSE,"INTERESTS",20,"€5,993",NA
"Αχτσιόγλου","Salaryman",1,0.0625760298763,"detailed",NA,FALSE,"DEMOGRAPHICS",20,"€5,993",NA
"Αχτσιόγλου","Animal Equality",1,0.034406804267185,"detailed",NA,FALSE,"INTERESTS",20,"€5,993",NA
"Κασσελάκης","All",21,1,"gender",NA,NA,NA,21,"€5,010",NA
"Κασσελάκης","Women",0,0,"gender",NA,NA,NA,21,"€5,010",NA
"Κασσελάκης","Men",0,0,"gender",NA,NA,NA,21,"€5,010",NA
"Κασσελάκης","Greece",20,0.99384588974102,"location","countries",FALSE,NA,21,"€5,010",NA
"Κασσελάκης","Crete, Greece",1,0.0061541102589797,"location","regions",FALSE,NA,21,"€5,010",NA
"Κασσελάκης","Western Macedonia, Greece",1,0.0061541102589797,"location","regions",FALSE,NA,21,"€5,010",NA
"Κασσελάκης","Central Greece (region), Greece",1,0.0061541102589797,"location","regions",FALSE,NA,21,"€5,010",NA
"Κασσελάκης","Peloponnese (region), Greece",1,0.0061541102589797,"location","regions",FALSE,NA,21,"€5,010",NA
"Κασσελάκης","Ionian Islands (region), Greece",1,0.0061541102589797,"location","regions",FALSE,NA,21,"€5,010",NA
"Κασσελάκης","Central Macedonia, Greece",1,0.0061541102589797,"location","regions",FALSE,NA,21,"€5,010",NA
"Κασσελάκης","Eastern Macedonia and Thrace, Greece",1,0.0061541102589797,"location","regions",FALSE,NA,21,"€5,010",NA
"Κασσελάκης","Attica (region), Greece",1,0.0061541102589797,"location","regions",FALSE,NA,21,"€5,010",NA
"Κασσελάκης","Western Greece, Greece",1,0.0061541102589797,"location","regions",FALSE,NA,21,"€5,010",NA
"Κασσελάκης","Northern Aegean, Greece",1,0.0061541102589797,"location","regions",FALSE,NA,21,"€5,010",NA
"Κασσελάκης","Epirus (region), Greece",1,0.0061541102589797,"location","regions",FALSE,NA,21,"€5,010",NA
"Κασσελάκης","Southern Aegean, Greece",1,0.0061541102589797,"location","regions",FALSE,NA,21,"€5,010",NA
"Κασσελάκης","13",0,0,"age",NA,NA,NA,21,"€5,010",NA
"Κασσελάκης","14",0,0,"age",NA,NA,NA,21,"€5,010",NA
"Κασσελάκης","15",0,0,"age",NA,NA,NA,21,"€5,010",NA
"Κασσελάκης","16",0,0,"age",NA,NA,NA,21,"€5,010",NA
"Κασσελάκης","17",0,0,"age",NA,NA,NA,21,"€5,010",NA
"Κασσελάκης","18",21,1,"age",NA,NA,NA,21,"€5,010",NA
"Κασσελάκης","19",21,1,"age",NA,NA,NA,21,"€5,010",NA
"Κασσελάκης","20",21,1,"age",NA,NA,NA,21,"€5,010",NA
"Κασσελάκης","21",21,1,"age",NA,NA,NA,21,"€5,010",NA
"Κασσελάκης","22",21,1,"age",NA,NA,NA,21,"€5,010",NA
"Κασσελάκης","23",21,1,"age",NA,NA,NA,21,"€5,010",NA
"Κασσελάκης","24",21,1,"age",NA,NA,NA,21,"€5,010",NA
"Κασσελάκης","25",21,1,"age",NA,NA,NA,21,"€5,010",NA
"Κασσελάκης","26",21,1,"age",NA,NA,NA,21,"€5,010",NA
"Κασσελάκης","27",21,1,"age",NA,NA,NA,21,"€5,010",NA
"Κασσελάκης","28",21,1,"age",NA,NA,NA,21,"€5,010",NA
"Κασσελάκης","29",21,1,"age",NA,NA,NA,21,"€5,010",NA
"Κασσελάκης","30",21,1,"age",NA,NA,NA,21,"€5,010",NA
"Κασσελάκης","31",21,1,"age",NA,NA,NA,21,"€5,010",NA
"Κασσελάκης","32",21,1,"age",NA,NA,NA,21,"€5,010",NA
"Κασσελάκης","33",21,1,"age",NA,NA,NA,21,"€5,010",NA
"Κασσελάκης","34",21,1,"age",NA,NA,NA,21,"€5,010",NA
"Κασσελάκης","35",21,1,"age",NA,NA,NA,21,"€5,010",NA
"Κασσελάκης","36",21,1,"age",NA,NA,NA,21,"€5,010",NA
"Κασσελάκης","37",21,1,"age",NA,NA,NA,21,"€5,010",NA
"Κασσελάκης","38",21,1,"age",NA,NA,NA,21,"€5,010",NA
"Κασσελάκης","39",21,1,"age",NA,NA,NA,21,"€5,010",NA
"Κασσελάκης","40",21,1,"age",NA,NA,NA,21,"€5,010",NA
"Κασσελάκης","41",21,1,"age",NA,NA,NA,21,"€5,010",NA
"Κασσελάκης","42",21,1,"age",NA,NA,NA,21,"€5,010",NA
"Κασσελάκης","43",21,1,"age",NA,NA,NA,21,"€5,010",NA
"Κασσελάκης","44",21,1,"age",NA,NA,NA,21,"€5,010",NA
"Κασσελάκης","45",21,1,"age",NA,NA,NA,21,"€5,010",NA
"Κασσελάκης","46",21,1,"age",NA,NA,NA,21,"€5,010",NA
"Κασσελάκης","47",21,1,"age",NA,NA,NA,21,"€5,010",NA
"Κασσελάκης","48",21,1,"age",NA,NA,NA,21,"€5,010",NA
"Κασσελάκης","49",21,1,"age",NA,NA,NA,21,"€5,010",NA
"Κασσελάκης","50",21,1,"age",NA,NA,NA,21,"€5,010",NA
"Κασσελάκης","51",21,1,"age",NA,NA,NA,21,"€5,010",NA
"Κασσελάκης","52",21,1,"age",NA,NA,NA,21,"€5,010",NA
"Κασσελάκης","53",21,1,"age",NA,NA,NA,21,"€5,010",NA
"Κασσελάκης","54",21,1,"age",NA,NA,NA,21,"€5,010",NA
"Κασσελάκης","55",21,1,"age",NA,NA,NA,21,"€5,010",NA
"Κασσελάκης","56",21,1,"age",NA,NA,NA,21,"€5,010",NA
"Κασσελάκης","57",21,1,"age",NA,NA,NA,21,"€5,010",NA
"Κασσελάκης","58",21,1,"age",NA,NA,NA,21,"€5,010",NA
"Κασσελάκης","59",21,1,"age",NA,NA,NA,21,"€5,010",NA
"Κασσελάκης","60",21,1,"age",NA,NA,NA,21,"€5,010",NA
"Κασσελάκης","61",21,1,"age",NA,NA,NA,21,"€5,010",NA
"Κασσελάκης","62",21,1,"age",NA,NA,NA,21,"€5,010",NA
"Κασσελάκης","63",21,1,"age",NA,NA,NA,21,"€5,010",NA
"Κασσελάκης","64",21,1,"age",NA,NA,NA,21,"€5,010",NA
"Κασσελάκης","65+",21,1,"age",NA,NA,NA,21,"€5,010",NA
"Κασσελάκης","Custom audience",14,0.59862345947629,"custom_audience",NA,FALSE,NA,21,"€5,010","HAS_CA_INCLUSION"
"Κασσελάκης","Custom audience",0,0,"custom_audience",NA,TRUE,NA,21,"€5,010","HAS_CA_EXCLUSION"
"Κασσελάκης","Customer list custom audience",0,0,"custom_audience",NA,FALSE,NA,21,"€5,010","HAS_DFCA_INCLUSION"
"Κασσελάκης","Customer list custom audience",0,0,"custom_audience",NA,TRUE,NA,21,"€5,010","HAS_DFCA_EXCLUSION"
"Κασσελάκης","Lookalike audience",15,0.719040813149,"lookalike_audience",NA,FALSE,NA,21,"€5,010",NA
"Κασσελάκης","Lookalike audience",0,0,"lookalike_audience",NA,TRUE,NA,21,"€5,010",NA
"Παππάς","All",95,1,"gender",NA,NA,NA,95,"€5,307",NA
"Παππάς","Women",0,0,"gender",NA,NA,NA,95,"€5,307",NA
