"party","value","num_ads","total_spend_pct","type","location_type","is_exclusion","total_num_ads","total_spend_formatted","custom_audience_type","detailed_type"
"Τσίπρας","All",15,0.93813820245777,"gender",NA,NA,17,"€3,735",NA,NA
"Τσίπρας","Women",2,0.061861797542234,"gender",NA,NA,17,"€3,735",NA,NA
"Τσίπρας","Men",0,0,"gender",NA,NA,17,"€3,735",NA,NA
"Τσίπρας","Greece",16,0.94645391020321,"location","countries",FALSE,17,"€3,735",NA,NA
"Τσίπρας","Karditsa, Greece",1,0.053546089796793,"location","CITY",FALSE,17,"€3,735",NA,NA
"Τσίπρας","13",0,0,"age",NA,NA,17,"€3,735",NA,NA
"Τσίπρας","14",0,0,"age",NA,NA,17,"€3,735",NA,NA
"Τσίπρας","15",0,0,"age",NA,NA,17,"€3,735",NA,NA
"Τσίπρας","16",0,0,"age",NA,NA,17,"€3,735",NA,NA
"Τσίπρας","17",0,0,"age",NA,NA,17,"€3,735",NA,NA
"Τσίπρας","18",4,0.1261652967792,"age",NA,NA,17,"€3,735",NA,NA
"Τσίπρας","19",4,0.1261652967792,"age",NA,NA,17,"€3,735",NA,NA
"Τσίπρας","20",4,0.1261652967792,"age",NA,NA,17,"€3,735",NA,NA
"Τσίπρας","21",4,0.1261652967792,"age",NA,NA,17,"€3,735",NA,NA
"Τσίπρας","22",4,0.1261652967792,"age",NA,NA,17,"€3,735",NA,NA
"Τσίπρας","23",4,0.1261652967792,"age",NA,NA,17,"€3,735",NA,NA
"Τσίπρας","24",4,0.1261652967792,"age",NA,NA,17,"€3,735",NA,NA
"Τσίπρας","25",4,0.1261652967792,"age",NA,NA,17,"€3,735",NA,NA
"Τσίπρας","26",4,0.1261652967792,"age",NA,NA,17,"€3,735",NA,NA
"Τσίπρας","27",4,0.1261652967792,"age",NA,NA,17,"€3,735",NA,NA
"Τσίπρας","28",4,0.1261652967792,"age",NA,NA,17,"€3,735",NA,NA
"Τσίπρας","29",4,0.1261652967792,"age",NA,NA,17,"€3,735",NA,NA
"Τσίπρας","30",13,0.48455730770261,"age",NA,NA,17,"€3,735",NA,NA
