"party","value","num_ads","total_spend_pct","type","location_type","is_exclusion","total_num_ads","total_spend_formatted","custom_audience_type","detailed_type"
"Τσίπρας","All",16,0.92268245490937,"gender",NA,NA,18,"€5,173",NA,NA
"Τσίπρας","Women",2,0.077317545090626,"gender",NA,NA,18,"€5,173",NA,NA
"Τσίπρας","Men",0,0,"gender",NA,NA,18,"€5,173",NA,NA
"Τσίπρας","Greece",17,0.96134122745469,"location","countries",FALSE,18,"€5,173",NA,NA
"Τσίπρας","Karditsa, Greece",1,0.038658772545313,"location","CITY",FALSE,18,"€5,173",NA,NA
"Τσίπρας","13",0,0,"age",NA,NA,18,"€5,173",NA,NA
"Τσίπρας","14",0,0,"age",NA,NA,18,"€5,173",NA,NA
"Τσίπρας","15",0,0,"age",NA,NA,18,"€5,173",NA,NA
"Τσίπρας","16",0,0,"age",NA,NA,18,"€5,173",NA,NA
"Τσίπρας","17",0,0,"age",NA,NA,18,"€5,173",NA,NA
"Τσίπρας","18",4,0.11146097300265,"age",NA,NA,18,"€5,173",NA,NA
"Τσίπρας","19",4,0.11146097300265,"age",NA,NA,18,"€5,173",NA,NA
"Τσίπρας","20",4,0.11146097300265,"age",NA,NA,18,"€5,173",NA,NA
"Τσίπρας","21",4,0.11146097300265,"age",NA,NA,18,"€5,173",NA,NA
"Τσίπρας","22",4,0.11146097300265,"age",NA,NA,18,"€5,173",NA,NA
"Τσίπρας","23",4,0.11146097300265,"age",NA,NA,18,"€5,173",NA,NA
"Τσίπρας","24",4,0.11146097300265,"age",NA,NA,18,"€5,173",NA,NA
"Τσίπρας","25",4,0.11146097300265,"age",NA,NA,18,"€5,173",NA,NA
"Τσίπρας","26",4,0.11146097300265,"age",NA,NA,18,"€5,173",NA,NA
"Τσίπρας","27",4,0.11146097300265,"age",NA,NA,18,"€5,173",NA,NA
"Τσίπρας","28",4,0.11146097300265,"age",NA,NA,18,"€5,173",NA,NA
"Τσίπρας","29",4,0.11146097300265,"age",NA,NA,18,"€5,173",NA,NA
"Τσίπρας","30",14,0.46873955005055,"age",NA,NA,18,"€5,173",NA,NA
"Τσίπρας","31",14,0.46873955005055,"age",NA,NA,18,"€5,173",NA,NA
"Τσίπρας","32",14,0.46873955005055,"age",NA,NA,18,"€5,173",NA,NA
"Τσίπρας","33",14,0.46873955005055,"age",NA,NA,18,"€5,173",NA,NA
