"party","value","num_ads","total_spend_pct","type","location_type","is_exclusion","custom_audience_type","total_num_ads","total_spend_formatted","detailed_type"
"Ζέρβας","All",16,1,"gender",NA,NA,NA,16,"€5,411",NA
"Ζέρβας","Women",0,0,"gender",NA,NA,NA,16,"€5,411",NA
"Ζέρβας","Men",0,0,"gender",NA,NA,NA,16,"€5,411",NA
"Ζέρβας","Greece",7,0.056154194424681,"location","countries",FALSE,NA,16,"€5,411",NA
"Ζέρβας","Thessaloníki, Greece",1,0.13733356740924,"location","CITY",TRUE,NA,16,"€5,411",NA
"Ζέρβας","Sykies, Greece",1,0.13603629408558,"location","CITY",FALSE,NA,16,"€5,411",NA
"Ζέρβας","Thessaloníki, Greece",8,0.80780951148974,"location","CITY",FALSE,NA,16,"€5,411",NA
"Ζέρβας","�Gios Pávlos, Thessaloniki, Greece",1,0.13603629408558,"location","CITY",FALSE,NA,16,"€5,411",NA
"Ζέρβας","13",0,0,"age",NA,NA,NA,16,"€5,411",NA
"Ζέρβας","14",0,0,"age",NA,NA,NA,16,"€5,411",NA
"Ζέρβας","15",0,0,"age",NA,NA,NA,16,"€5,411",NA
"Ζέρβας","16",0,0,"age",NA,NA,NA,16,"€5,411",NA
"Ζέρβας","17",0,0,"age",NA,NA,NA,16,"€5,411",NA
"Ζέρβας","18",16,1,"age",NA,NA,NA,16,"€5,411",NA
"Ζέρβας","19",16,1,"age",NA,NA,NA,16,"€5,411",NA
"Ζέρβας","20",16,1,"age",NA,NA,NA,16,"€5,411",NA
"Ζέρβας","21",16,1,"age",NA,NA,NA,16,"€5,411",NA
"Ζέρβας","22",16,1,"age",NA,NA,NA,16,"€5,411",NA
"Ζέρβας","23",16,1,"age",NA,NA,NA,16,"€5,411",NA
"Ζέρβας","24",16,1,"age",NA,NA,NA,16,"€5,411",NA
"Ζέρβας","25",16,1,"age",NA,NA,NA,16,"€5,411",NA
"Ζέρβας","26",16,1,"age",NA,NA,NA,16,"€5,411",NA
"Ζέρβας","27",16,1,"age",NA,NA,NA,16,"€5,411",NA
"Ζέρβας","28",16,1,"age",NA,NA,NA,16,"€5,411",NA
"Ζέρβας","29",16,1,"age",NA,NA,NA,16,"€5,411",NA
"Ζέρβας","30",16,1,"age",NA,NA,NA,16,"€5,411",NA
