"party","value","num_ads","total_spend_pct","type","location_type","is_exclusion","custom_audience_type","total_num_ads","total_spend_formatted","detailed_type"
"Ανδρουλάκης","All",1,1,"gender",NA,NA,NA,1,"€500",NA
"Ανδρουλάκης","Women",0,0,"gender",NA,NA,NA,1,"€500",NA
"Ανδρουλάκης","Men",0,0,"gender",NA,NA,NA,1,"€500",NA
"Ανδρουλάκης","Greece",1,1,"location","countries",FALSE,NA,1,"€500",NA
"Ανδρουλάκης","13",0,0,"age",NA,NA,NA,1,"€500",NA
"Ανδρουλάκης","14",0,0,"age",NA,NA,NA,1,"€500",NA
"Ανδρουλάκης","15",0,0,"age",NA,NA,NA,1,"€500",NA
"Ανδρουλάκης","16",0,0,"age",NA,NA,NA,1,"€500",NA
"Ανδρουλάκης","17",0,0,"age",NA,NA,NA,1,"€500",NA
"Ανδρουλάκης","18",1,1,"age",NA,NA,NA,1,"€500",NA
"Ανδρουλάκης","19",1,1,"age",NA,NA,NA,1,"€500",NA
"Ανδρουλάκης","20",1,1,"age",NA,NA,NA,1,"€500",NA
"Ανδρουλάκης","21",1,1,"age",NA,NA,NA,1,"€500",NA
"Ανδρουλάκης","22",1,1,"age",NA,NA,NA,1,"€500",NA
"Ανδρουλάκης","23",1,1,"age",NA,NA,NA,1,"€500",NA
"Ανδρουλάκης","24",1,1,"age",NA,NA,NA,1,"€500",NA
"Ανδρουλάκης","25",1,1,"age",NA,NA,NA,1,"€500",NA
"Ανδρουλάκης","26",1,1,"age",NA,NA,NA,1,"€500",NA
"Ανδρουλάκης","27",1,1,"age",NA,NA,NA,1,"€500",NA
"Ανδρουλάκης","28",1,1,"age",NA,NA,NA,1,"€500",NA
"Ανδρουλάκης","29",1,1,"age",NA,NA,NA,1,"€500",NA
"Ανδρουλάκης","30",1,1,"age",NA,NA,NA,1,"€500",NA
"Ανδρουλάκης","31",1,1,"age",NA,NA,NA,1,"€500",NA
"Ανδρουλάκης","32",1,1,"age",NA,NA,NA,1,"€500",NA
"Ανδρουλάκης","33",1,1,"age",NA,NA,NA,1,"€500",NA
"Ανδρουλάκης","34",1,1,"age",NA,NA,NA,1,"€500",NA
"Ανδρουλάκης","35",1,1,"age",NA,NA,NA,1,"€500",NA
"Ανδρουλάκης","36",1,1,"age",NA,NA,NA,1,"€500",NA
"Ανδρουλάκης","37",1,1,"age",NA,NA,NA,1,"€500",NA
"Ανδρουλάκης","38",1,1,"age",NA,NA,NA,1,"€500",NA
"Ανδρουλάκης","39",1,1,"age",NA,NA,NA,1,"€500",NA
"Ανδρουλάκης","40",1,1,"age",NA,NA,NA,1,"€500",NA
"Ανδρουλάκης","41",1,1,"age",NA,NA,NA,1,"€500",NA
"Ανδρουλάκης","42",1,1,"age",NA,NA,NA,1,"€500",NA
"Ανδρουλάκης","43",1,1,"age",NA,NA,NA,1,"€500",NA
"Ανδρουλάκης","44",1,1,"age",NA,NA,NA,1,"€500",NA
"Ανδρουλάκης","45",1,1,"age",NA,NA,NA,1,"€500",NA
"Ανδρουλάκης","46",1,1,"age",NA,NA,NA,1,"€500",NA
"Ανδρουλάκης","47",1,1,"age",NA,NA,NA,1,"€500",NA
"Ανδρουλάκης","48",1,1,"age",NA,NA,NA,1,"€500",NA
"Ανδρουλάκης","49",1,1,"age",NA,NA,NA,1,"€500",NA
"Ανδρουλάκης","50",1,1,"age",NA,NA,NA,1,"€500",NA
"Ανδρουλάκης","51",1,1,"age",NA,NA,NA,1,"€500",NA
"Ανδρουλάκης","52",1,1,"age",NA,NA,NA,1,"€500",NA
"Ανδρουλάκης","53",1,1,"age",NA,NA,NA,1,"€500",NA
"Ανδρουλάκης","54",1,1,"age",NA,NA,NA,1,"€500",NA
"Ανδρουλάκης","55",1,1,"age",NA,NA,NA,1,"€500",NA
"Ανδρουλάκης","56",1,1,"age",NA,NA,NA,1,"€500",NA
"Ανδρουλάκης","57",1,1,"age",NA,NA,NA,1,"€500",NA
"Ανδρουλάκης","58",1,1,"age",NA,NA,NA,1,"€500",NA
"Ανδρουλάκης","59",1,1,"age",NA,NA,NA,1,"€500",NA
"Ανδρουλάκης","60",1,1,"age",NA,NA,NA,1,"€500",NA
"Ανδρουλάκης","61",1,1,"age",NA,NA,NA,1,"€500",NA
"Ανδρουλάκης","62",1,1,"age",NA,NA,NA,1,"€500",NA
"Ανδρουλάκης","63",1,1,"age",NA,NA,NA,1,"€500",NA
"Ανδρουλάκης","64",1,1,"age",NA,NA,NA,1,"€500",NA
"Ανδρουλάκης","65+",1,1,"age",NA,NA,NA,1,"€500",NA
"Ανδρουλάκης","Custom audience",1,1,"custom_audience",NA,FALSE,"HAS_CA_INCLUSION",1,"€500",NA
"Ανδρουλάκης","Custom audience",0,0,"custom_audience",NA,TRUE,"HAS_CA_EXCLUSION",1,"€500",NA
"Ανδρουλάκης","Customer list custom audience",0,0,"custom_audience",NA,FALSE,"HAS_DFCA_INCLUSION",1,"€500",NA
"Ανδρουλάκης","Customer list custom audience",0,0,"custom_audience",NA,TRUE,"HAS_DFCA_EXCLUSION",1,"€500",NA
