"","party","value","num_ads","total_spend_pct","type","location_type","is_exclusion","total_num_ads","total_spend_formatted","custom_audience_type","detailed_type"
"1","Τσίπρας","All",18,0.94422934010761,"gender",NA,NA,20,"€7,172",NA,NA
"2","Τσίπρας","Women",2,0.055770659892391,"gender",NA,NA,20,"€7,172",NA,NA
"3","Τσίπρας","Men",0,0,"gender",NA,NA,20,"€7,172",NA,NA
"4","Τσίπρας","Greece",19,0.9721146700538,"location","countries",FALSE,20,"€7,172",NA,NA
"5","Τσίπρας","Karditsa, Greece",1,0.027885329946195,"location","CITY",FALSE,20,"€7,172",NA,NA
"6","Τσίπρας","13",0,0,"age",NA,NA,20,"€7,172",NA,NA
"7","Τσίπρας","14",0,0,"age",NA,NA,20,"€7,172",NA,NA
"8","Τσίπρας","15",0,0,"age",NA,NA,20,"€7,172",NA,NA
"9","Τσίπρας","16",0,0,"age",NA,NA,20,"€7,172",NA,NA
"10","Τσίπρας","17",0,0,"age",NA,NA,20,"€7,172",NA,NA
"11","Τσίπρας","18",4,0.099816932808903,"age",NA,NA,20,"€7,172",NA,NA
"12","Τσίπρας","19",4,0.099816932808903,"age",NA,NA,20,"€7,172",NA,NA
"13","Τσίπρας","20",4,0.099816932808903,"age",NA,NA,20,"€7,172",NA,NA
"14","Τσίπρας","21",4,0.099816932808903,"age",NA,NA,20,"€7,172",NA,NA
"15","Τσίπρας","22",4,0.099816932808903,"age",NA,NA,20,"€7,172",NA,NA
"16","Τσίπρας","23",4,0.099816932808903,"age",NA,NA,20,"€7,172",NA,NA
"17","Τσίπρας","24",4,0.099816932808903,"age",NA,NA,20,"€7,172",NA,NA
"18","Τσίπρας","25",4,0.099816932808903,"age",NA,NA,20,"€7,172",NA,NA
"19","Τσίπρας","26",4,0.099816932808903,"age",NA,NA,20,"€7,172",NA,NA
"20","Τσίπρας","27",4,0.099816932808903,"age",NA,NA,20,"€7,172",NA,NA
"21","Τσίπρας","28",4,0.099816932808903,"age",NA,NA,20,"€7,172",NA,NA
"22","Τσίπρας","29",4,0.099816932808903,"age",NA,NA,20,"€7,172",NA,NA
"23","Τσίπρας","30",14,0.45631972203903,"age",NA,NA,20,"€7,172",NA,NA
"24","Τσίπρας","31",14,0.45631972203903,"age",NA,NA,20,"€7,172",NA,NA
"25","Τσίπρας","32",14,0.45631972203903,"age",NA,NA,20,"€7,172",NA,NA
"26","Τσίπρας","33",14,0.45631972203903,"age",NA,NA,20,"€7,172",NA,NA
"27","Τσίπρας","34",16,0.89486672903685,"age",NA,NA,20,"€7,172",NA,NA
"28","Τσίπρας","35",17,0.92275205898305,"age",NA,NA,20,"€7,172",NA,NA
"29","Τσίπρας","36",17,0.92275205898305,"age",NA,NA,20,"€7,172",NA,NA
"30","Τσίπρας","37",17,0.92275205898305,"age",NA,NA,20,"€7,172",NA,NA
"31","Τσίπρας","38",17,0.92275205898305,"age",NA,NA,20,"€7,172",NA,NA
"32","Τσίπρας","39",17,0.92275205898305,"age",NA,NA,20,"€7,172",NA,NA
"33","Τσίπρας","40",19,0.97852271887544,"age",NA,NA,20,"€7,172",NA,NA
"34","Τσίπρας","41",19,0.97852271887544,"age",NA,NA,20,"€7,172",NA,NA
"35","Τσίπρας","42",19,0.97852271887544,"age",NA,NA,20,"€7,172",NA,NA
"36","Τσίπρας","43",19,0.97852271887544,"age",NA,NA,20,"€7,172",NA,NA
"37","Τσίπρας","44",19,0.97852271887544,"age",NA,NA,20,"€7,172",NA,NA
"38","Τσίπρας","45",19,0.97852271887544,"age",NA,NA,20,"€7,172",NA,NA
"39","Τσίπρας","46",19,0.97852271887544,"age",NA,NA,20,"€7,172",NA,NA
"40","Τσίπρας","47",19,0.97852271887544,"age",NA,NA,20,"€7,172",NA,NA
"41","Τσίπρας","48",19,0.97852271887544,"age",NA,NA,20,"€7,172",NA,NA
"42","Τσίπρας","49",19,0.97852271887544,"age",NA,NA,20,"€7,172",NA,NA
"43","Τσίπρας","50",20,1,"age",NA,NA,20,"€7,172",NA,NA
"44","Τσίπρας","51",20,1,"age",NA,NA,20,"€7,172",NA,NA
"45","Τσίπρας","52",20,1,"age",NA,NA,20,"€7,172",NA,NA
"46","Τσίπρας","53",20,1,"age",NA,NA,20,"€7,172",NA,NA
"47","Τσίπρας","54",20,1,"age",NA,NA,20,"€7,172",NA,NA
"48","Τσίπρας","55",20,1,"age",NA,NA,20,"€7,172",NA,NA
"49","Τσίπρας","56",19,0.9860085356995,"age",NA,NA,20,"€7,172",NA,NA
"50","Τσίπρας","57",19,0.9860085356995,"age",NA,NA,20,"€7,172",NA,NA
"51","Τσίπρας","58",18,0.9581232057533,"age",NA,NA,20,"€7,172",NA,NA
"52","Τσίπρας","59",18,0.9581232057533,"age",NA,NA,20,"€7,172",NA,NA
"53","Τσίπρας","60",18,0.9581232057533,"age",NA,NA,20,"€7,172",NA,NA
"54","Τσίπρας","61",14,0.2344654312536,"age",NA,NA,20,"€7,172",NA,NA
"55","Τσίπρας","62",14,0.2344654312536,"age",NA,NA,20,"€7,172",NA,NA
"56","Τσίπρας","63",14,0.2344654312536,"age",NA,NA,20,"€7,172",NA,NA
"57","Τσίπρας","64",14,0.2344654312536,"age",NA,NA,20,"€7,172",NA,NA
"58","Τσίπρας","65+",12,0.17869477136121,"age",NA,NA,20,"€7,172",NA,NA
