Date,ΑΛΛΟ,ΑΝΕΛ,ΕΚ,ΕΛ,ΚΔ,ΚΚΕ,ΛΑΕ,ΜέΡΑ25,ΝΔ,Νίκη,ΠΑΣΟΚ,ΠΕ,ΠΟΤΑΜΙ,ΣΥΡΙΖΑ,Σπαρτιάτες,ΦΛ,ΧΑ,High_ΑΛΛΟ,High_ΑΝΕΛ,High_ΕΚ,High_ΕΛ,High_ΚΔ,High_ΚΚΕ,High_ΛΑΕ,High_ΜέΡΑ25,High_ΝΔ,High_Νίκη,High_ΠΑΣΟΚ,High_ΠΕ,High_ΠΟΤΑΜΙ,High_ΣΥΡΙΖΑ,High_Σπαρτιάτες,High_ΦΛ,High_ΧΑ,Low_ΑΛΛΟ,Low_ΑΝΕΛ,Low_ΕΚ,Low_ΕΛ,Low_ΚΔ,Low_ΚΚΕ,Low_ΛΑΕ,Low_ΜέΡΑ25,Low_ΝΔ,Low_Νίκη,Low_ΠΑΣΟΚ,Low_ΠΕ,Low_ΠΟΤΑΜΙ,Low_ΣΥΡΙΖΑ,Low_Σπαρτιάτες,Low_ΦΛ,Low_ΧΑ
19/02/2025,3.3,,,9.6,3.6,9.1,,2.5,28.4,2.9,15.7,7.8,,7.1,1.5,6.7,,4.3,,,11.2,4.6,10.7,,3.4,30.9,3.8,17.8,9.2,,8.6,2.1,8.1,,2.3,,,8.0,2.6,7.5,,1.7,25.9,1.9,13.7,6.3,,5.7,0.9,5.3,
20/02/2025,4.0,,,10.0,3.3,9.2,,2.4,27.8,2.7,15.9,8.3,,7.2,1.6,6.6,,5.0,,,11.6,4.2,10.8,,3.2,30.3,3.6,17.9,9.8,,8.6,2.1,8.0,,3.0,,,8.3,2.3,7.6,,1.5,25.3,1.8,13.9,6.8,,5.7,1.0,5.2,
21/02/2025,4.0,,,9.8,3.4,9.1,,2.6,27.7,2.8,15.4,8.6,,7.4,1.5,6.4,,5.0,,,11.4,4.4,10.7,,3.5,30.1,3.7,17.4,10.1,,8.8,2.1,7.7,,3.0,,,8.2,2.4,7.5,,1.8,25.2,1.9,13.4,7.1,,5.9,0.9,5.0,
01/03/2025,,,,10.4,3.1,9.3,,2.6,27.7,2.8,15.9,8.4,,7.6,1.4,5.8,,,,,12.2,4.1,10.9,,3.4,30.2,3.7,17.9,10.0,,9.1,2.0,7.1,,,,,8.7,2.1,7.7,,1.7,25.2,1.9,13.8,6.8,,6.1,0.8,4.5,
04/03/2025,,,,10.6,3.1,9.3,,2.7,27.4,3.0,15.4,8.9,,7.7,1.4,5.5,,,,,12.3,4.0,10.9,,3.6,29.9,3.9,17.4,10.5,,9.2,2.0,6.7,,,,,8.9,2.2,7.7,,1.8,25.0,2.0,13.4,7.4,,6.2,0.8,4.2,
06/03/2025,,,,10.8,3.0,9.3,,2.7,27.2,2.8,15.7,9.5,,7.5,1.3,5.1,,,,,12.5,3.9,10.9,,3.5,29.7,3.7,17.7,11.1,,8.9,1.8,6.3,,,,,9.1,2.1,7.7,,1.8,24.8,1.9,13.7,7.9,,6.0,0.7,3.9,
08/03/2025,5.1,,,10.4,3.0,9.2,,2.8,27.3,2.8,15.4,10.5,,7.2,1.5,5.1,,6.1,,,12.0,3.9,10.7,,3.6,29.6,3.7,17.4,12.1,,8.6,2.2,6.2,,4.1,,,8.8,2.1,7.6,,1.9,24.9,2.0,13.5,8.8,,5.8,0.9,3.9,
10/03/2025,5.1,,,10.4,2.9,9.2,,2.8,27.0,2.8,15.4,11.3,,7.0,1.5,4.8,,6.1,,,12.1,3.8,10.7,,3.7,29.4,3.7,17.3,13.0,,8.4,2.1,6.0,,4.1,,,8.8,2.0,7.6,,1.9,24.6,1.9,13.4,9.7,,5.7,0.9,3.7,
12/03/2025,5.1,,,10.1,3.0,9.0,,2.9,27.3,3.0,15.0,11.9,,6.9,1.4,4.5,,6.1,,,11.7,3.9,10.5,,3.8,29.7,4.0,16.9,13.6,,8.3,2.0,5.6,,4.1,,,8.5,2.1,7.5,,2.0,24.9,2.1,13.1,10.2,,5.5,0.8,3.4,
14/03/2025,5.1,,,10.3,2.8,8.9,,2.8,27.3,3.1,14.9,13.0,,6.6,1.4,4.4,,6.1,,,11.9,3.7,10.5,,3.6,29.8,4.0,16.8,14.8,,7.9,2.0,5.5,,4.1,,,8.6,2.0,7.4,,1.9,24.9,2.1,12.9,11.2,,5.2,0.8,3.3,
16/03/2025,5.1,,,10.1,2.8,8.7,,2.9,27.3,3.3,14.4,13.8,,6.6,1.3,4.2,,6.1,,,11.7,3.7,10.2,,3.8,29.7,4.2,16.3,15.7,,8.0,1.9,5.3,,4.1,,,8.4,1.9,7.2,,2.0,24.9,2.3,12.5,12.0,,5.3,0.7,3.2,
18/03/2025,5.1,,,9.9,2.7,8.7,,2.8,27.4,3.3,14.5,14.3,,6.5,1.3,4.1,,6.1,,,11.5,3.6,10.2,,3.7,29.8,4.3,16.5,16.2,,7.9,1.8,5.2,,4.1,,,8.2,1.8,7.1,,1.9,24.9,2.3,12.6,12.4,,5.1,0.7,3.0,
21/03/2025,5.1,,,10.0,2.9,8.8,,3.0,27.0,3.4,13.8,14.8,,6.4,1.4,4.1,,6.1,,,11.6,3.7,10.3,,3.9,29.4,4.4,15.6,16.8,,7.7,1.9,5.2,,4.1,,,8.3,2.0,7.2,,2.1,24.6,2.4,11.9,12.9,,5.1,0.8,3.0,
27/03/2025,,,,10.1,2.9,8.6,,3.0,27.3,3.3,13.8,14.9,,6.7,1.3,4.0,,,,,11.8,3.8,10.2,,3.9,29.8,4.3,15.8,16.9,,8.1,1.9,5.0,,,,,8.4,2.0,7.1,,2.0,24.9,2.3,11.9,12.9,,5.3,0.7,2.9,
31/03/2025,,,,10.3,2.6,8.7,,2.8,27.5,3.4,14.0,14.9,,6.9,1.2,3.8,,,,,12.1,3.6,10.3,,3.7,30.1,4.4,16.1,17.0,,8.4,1.7,4.9,,,,,8.5,1.7,7.0,,1.8,24.9,2.3,12.0,12.8,,5.4,0.6,2.7,
02/04/2025,,,,10.3,2.5,8.6,,2.7,27.5,3.1,13.8,15.1,,6.8,1.2,3.7,,,,,12.1,3.4,10.2,,3.6,30.1,4.1,15.8,17.2,,8.2,1.9,4.8,,,,,8.6,1.6,7.0,,1.8,24.9,2.1,11.8,13.1,,5.3,0.6,2.6,
03/04/2025,,,,10.6,2.5,8.7,,2.8,27.1,3.1,13.7,15.1,,7.0,1.2,3.7,,,,,12.4,3.4,10.3,,3.7,29.6,4.1,15.7,17.2,,8.4,1.8,4.8,,,,,8.8,1.6,7.0,,1.8,24.5,2.1,11.7,13.0,,5.5,0.7,2.6,
04/04/2025,,,,10.5,2.6,8.7,,2.8,27.2,2.9,13.3,15.4,,6.7,1.6,3.6,,,,,12.2,3.5,10.3,,3.8,29.8,3.9,15.2,17.4,,8.1,2.2,4.7,,,,,8.8,1.7,7.1,,1.9,24.7,2.0,11.4,13.3,,5.3,0.9,2.6,
07/04/2025,,,,10.6,2.8,8.5,,3.0,27.2,3.0,12.8,15.8,,6.7,1.6,3.6,,,,,12.4,3.7,10.1,,4.0,29.8,4.0,14.7,17.8,,8.1,2.2,4.7,,,,,8.9,1.9,6.9,,2.0,24.7,2.1,10.9,13.7,,5.3,0.9,2.6,
24/04/2025,,,,10.3,2.9,8.3,,3.0,27.7,3.1,12.9,15.5,,6.5,1.4,3.6,,,,,12.1,3.9,9.8,,4.0,30.2,4.0,14.8,17.6,,7.8,2.0,4.6,,,,,8.6,2.0,6.7,,2.1,25.2,2.1,11.1,13.5,,5.1,0.8,2.5,
25/04/2025,,,,10.5,2.9,8.4,,3.0,27.3,3.2,13.0,15.2,,6.4,1.4,3.5,,,,,12.2,3.8,10.0,,4.0,29.8,4.2,14.9,17.2,,7.8,2.0,4.6,,,,,8.8,2.0,6.9,,2.1,24.8,2.2,11.1,13.2,,5.0,0.8,2.5,
28/04/2025,,,,10.4,2.9,8.3,,3.0,27.7,3.2,12.8,15.2,,6.5,1.4,3.5,,,,,12.1,3.9,9.8,,4.0,30.2,4.2,14.6,17.2,,7.9,2.0,4.5,,,,,8.7,2.0,6.7,,2.1,25.2,2.3,10.9,13.1,,5.1,0.8,2.4,
06/05/2025,,,,10.3,3.3,8.3,,3.2,28.0,3.5,13.0,14.2,,6.2,1.6,3.5,,,,,12.0,4.3,9.8,,4.2,30.4,4.5,14.8,16.1,,7.5,2.2,4.5,,,,,8.6,2.4,6.8,,2.3,25.5,2.5,11.2,12.3,,4.9,1.0,2.5,
09/05/2025,5.5,,,9.4,3.3,8.2,,3.2,29.3,3.4,12.7,14.5,,5.8,1.4,3.2,,6.6,,,11.0,4.2,9.6,,4.1,31.7,4.4,14.5,16.4,,7.0,2.0,4.1,,4.4,,,7.9,2.4,6.7,,2.3,26.9,2.5,11.0,12.7,,4.6,0.9,2.3,
12/05/2025,5.5,,,9.3,3.3,8.1,,3.1,29.9,3.4,13.0,14.4,,5.8,1.3,3.1,,6.6,,,10.9,4.2,9.6,,4.0,32.4,4.4,14.9,16.3,,7.1,1.9,4.0,,4.4,,,7.7,2.3,6.6,,2.2,27.4,2.4,11.2,12.5,,4.5,0.7,2.1,
14/05/2025,5.1,,,8.9,3.2,8.3,,3.0,30.4,3.3,13.3,13.9,,5.7,1.2,2.8,,6.2,,,10.4,4.2,9.7,,3.8,32.8,4.2,15.1,15.7,,7.0,1.7,3.7,,4.0,,,7.4,2.3,6.8,,2.1,28.0,2.3,11.5,12.1,,4.5,0.6,1.9,
19/05/2025,5.1,,,9.0,3.0,8.3,,2.7,30.7,3.2,13.3,14.4,,5.9,1.1,2.7,,6.2,,,10.6,3.9,9.8,,3.6,33.3,4.1,15.2,16.3,,7.2,1.7,3.5,,4.0,,,7.4,2.1,6.8,,1.8,28.2,2.2,11.4,12.4,,4.6,0.6,1.8,
21/05/2025,5.1,,,8.9,3.1,8.3,,2.8,30.7,3.2,13.6,13.9,,5.6,1.2,2.8,,6.2,,,10.4,4.0,9.7,,3.7,33.2,4.1,15.4,15.7,,6.9,1.7,3.6,,4.0,,,7.4,2.2,6.8,,2.0,28.3,2.2,11.8,12.0,,4.4,0.6,1.9,
24/05/2025,5.1,,,8.7,3.2,8.2,,3.0,30.6,3.2,13.6,13.7,,5.6,1.3,2.8,,6.2,,,10.1,4.2,9.6,,3.9,33.0,4.1,15.5,15.5,,6.8,1.8,3.7,,4.0,,,7.2,2.3,6.7,,2.1,28.2,2.3,11.8,11.9,,4.3,0.7,1.9,
26/05/2025,5.1,,,8.8,3.1,8.2,,2.9,30.7,3.2,13.5,14.7,,5.7,1.2,2.7,,6.2,,,10.4,4.1,9.7,,3.9,33.2,4.1,15.4,16.6,,6.9,1.7,3.6,,4.0,,,7.2,2.2,6.7,,2.0,28.2,2.2,11.6,12.7,,4.4,0.6,1.8,
29/05/2025,4.7,,,9.2,3.3,8.4,,3.0,29.9,3.4,13.6,14.0,,6.1,1.2,2.9,,5.8,,,10.9,4.3,10.0,,4.0,32.5,4.4,15.6,16.0,,7.5,1.8,3.9,,3.6,,,7.6,2.3,6.8,,2.1,27.3,2.3,11.7,12.0,,4.8,0.6,2.0,
30/05/2025,4.7,,,9.7,3.2,8.6,,3.0,29.5,3.3,13.7,13.9,,6.3,1.2,2.9,,5.8,,,11.4,4.2,10.2,,3.9,32.1,4.3,15.7,15.8,,7.7,1.8,3.8,,3.6,,,8.0,2.2,7.0,,2.0,26.9,2.2,11.8,11.9,,4.9,0.6,2.0,
02/06/2025,,,,9.8,3.3,8.5,,2.9,29.5,3.3,13.7,14.1,,6.2,1.3,2.9,,,,,11.6,4.3,10.1,,3.9,32.2,4.3,15.7,16.1,,7.6,2.0,3.9,,,,,8.1,2.2,6.9,,2.0,26.9,2.2,11.7,12.1,,4.8,0.7,2.0,
04/06/2025,,,,10.0,3.4,8.5,,3.1,29.3,3.3,13.8,13.2,,6.0,1.5,3.0,,,,,11.6,4.4,10.1,,4.0,31.8,4.3,15.7,15.1,,7.3,2.1,3.9,,,,,8.3,2.4,7.0,,2.1,26.7,2.3,11.9,11.3,,4.7,0.9,2.0,
10/06/2025,,,,10.1,3.3,8.6,,3.0,29.5,3.2,13.6,13.6,,6.1,1.5,2.9,,,,,11.9,4.3,10.3,,4.0,32.1,4.2,15.6,15.6,,7.5,2.2,3.9,,,,,8.4,2.2,7.0,,2.0,26.8,2.1,11.6,11.6,,4.7,0.9,1.9,
11/06/2025,,,,10.4,3.2,8.7,,2.9,29.7,3.0,13.6,13.6,,6.1,1.4,2.9,,,,,12.1,4.2,10.3,,3.9,32.3,4.0,15.6,15.5,,7.4,2.0,3.8,,,,,8.7,2.2,7.1,,2.0,27.2,2.1,11.7,11.6,,4.8,0.8,1.9,
13/06/2025,5.9,,,10.2,3.1,8.6,,3.0,30.3,2.7,13.4,12.9,,6.2,1.6,3.0,,7.0,,,11.8,4.0,10.2,,3.9,32.8,3.6,15.2,14.7,,7.5,2.2,3.9,,4.8,,,8.5,2.2,7.1,,2.1,27.9,1.9,11.5,11.1,,4.9,1.0,2.1,
18/06/2025,5.9,,,10.2,3.1,8.7,,3.0,30.2,2.8,13.5,12.8,,5.9,1.6,2.9,,7.0,,,11.8,4.0,10.2,,4.0,32.7,3.6,15.3,14.6,,7.1,2.2,3.8,,4.8,,,8.5,2.2,7.2,,2.1,27.8,1.9,11.7,11.0,,4.6,0.9,2.0,
19/06/2025,5.9,,,9.7,3.4,8.5,,3.4,30.4,2.8,13.5,12.2,,5.4,1.6,3.1,,7.0,,,11.3,4.3,10.0,,4.3,32.8,3.6,15.2,13.9,,6.6,2.2,4.0,,4.8,,,8.2,2.5,7.1,,2.4,28.1,1.9,11.7,10.5,,4.2,0.9,2.2,
27/06/2025,5.9,,,9.6,3.4,8.6,,3.5,30.1,2.8,13.5,11.6,,5.7,1.8,3.2,,7.0,,,11.1,4.4,10.0,,4.5,32.4,3.7,15.2,13.3,,6.8,2.4,4.0,,4.8,,,8.1,2.5,7.1,,2.6,27.8,2.0,11.7,10.0,,4.5,1.1,2.3,
02/07/2025,5.9,,,9.6,3.3,8.5,,3.6,30.3,2.8,13.4,12.2,,5.9,1.6,3.1,,7.0,,,11.2,4.3,10.0,,4.5,32.7,3.7,15.2,14.0,,7.1,2.3,4.0,,4.8,,,8.0,2.4,7.0,,2.6,27.9,2.0,11.6,10.5,,4.6,0.9,2.2,
11/07/2025,5.6,,,9.6,3.3,8.5,,3.7,30.0,2.7,13.3,12.0,,6.0,1.6,3.3,,6.6,,,11.1,4.2,9.9,,4.7,32.4,3.5,15.1,13.7,,7.3,2.2,4.2,,4.5,,,8.1,2.4,7.0,,2.7,27.6,1.9,11.6,10.3,,4.8,0.9,2.4,
21/07/2025,5.6,,,9.7,3.3,8.5,,3.5,29.8,2.6,13.3,11.9,,6.0,1.6,3.4,,6.6,,,11.4,4.3,10.0,,4.4,32.3,3.5,15.2,13.7,,7.3,2.2,4.4,,4.5,,,8.1,2.4,7.0,,2.5,27.3,1.8,11.5,10.1,,4.7,0.9,2.4,
21/08/2025,5.2,,,9.9,3.6,8.5,,3.7,28.6,2.6,13.8,11.8,,5.8,1.5,3.6,,6.3,,,11.5,4.6,10.0,,4.6,31.0,3.5,15.6,13.5,,7.1,2.1,4.6,,4.1,,,8.3,2.6,7.0,,2.7,26.3,1.8,12.0,10.0,,4.6,0.8,2.7,
27/08/2025,5.2,,,9.9,3.6,8.2,,3.6,29.0,2.4,13.8,11.8,,5.9,1.4,3.9,,6.3,,,11.5,4.6,9.6,,4.6,31.4,3.3,15.6,13.6,,7.2,2.1,4.9,,4.1,,,8.3,2.6,6.7,,2.6,26.5,1.6,12.0,10.1,,4.7,0.8,2.9,
08/09/2025,6.3,,,10.2,3.4,8.3,,3.4,28.9,2.4,13.7,11.8,,6.2,1.4,3.9,,7.5,,,11.9,4.3,9.8,,4.4,31.3,3.3,15.6,13.5,,7.5,2.1,4.9,,5.1,,,8.6,2.4,6.8,,2.5,26.4,1.6,11.8,10.0,,4.9,0.8,2.8,
10/09/2025,6.2,,,10.5,3.2,8.3,,3.5,29.1,2.1,13.7,11.4,,6.1,1.3,4.2,,7.4,,,12.1,4.1,9.8,,4.5,31.6,2.9,15.5,13.1,,7.4,1.9,5.2,,5.0,,,8.9,2.3,6.8,,2.6,26.7,1.4,11.9,9.7,,4.8,0.7,3.1,
14/09/2025,6.2,,,10.3,3.1,8.3,,3.6,29.0,2.1,13.7,10.9,,6.3,1.4,4.3,,7.4,,,11.9,4.0,9.8,,4.5,31.4,2.9,15.5,12.5,,7.6,2.0,5.4,,5.0,,,8.7,2.2,6.9,,2.6,26.6,1.4,11.9,9.2,,5.0,0.8,3.2,
15/09/2025,6.4,,,10.5,3.0,8.3,,3.4,29.0,2.2,13.8,10.7,,6.2,1.4,4.3,,7.7,,,12.2,3.9,9.8,,4.4,31.5,3.0,15.6,12.4,,7.5,2.1,5.4,,5.1,,,8.8,2.1,6.8,,2.5,26.5,1.4,11.9,9.0,,4.9,0.8,3.2,
18/09/2025,6.4,,,10.1,3.3,8.1,,3.8,29.0,2.1,14.1,9.9,,6.1,1.4,4.4,,7.7,,,11.6,4.1,9.5,,4.8,31.3,2.8,15.8,11.5,,7.3,2.1,5.4,,5.1,,,8.6,2.4,6.7,,2.9,26.8,1.3,12.3,8.4,,4.9,0.8,3.3,
22/09/2025,6.4,,,10.4,2.9,8.4,,3.4,29.6,2.3,14.1,9.9,,6.3,1.4,4.1,,7.7,,,12.0,3.8,9.8,,4.4,32.1,3.1,15.9,11.5,,7.6,2.1,5.1,,5.1,,,8.7,2.1,6.9,,2.5,27.2,1.5,12.2,8.3,,5.0,0.8,3.0,
23/09/2025,6.0,,,10.6,2.9,8.5,,3.4,29.5,2.3,14.3,9.3,,6.4,1.5,4.1,,7.3,,,12.3,3.8,10.0,,4.4,31.9,3.1,16.1,10.9,,7.8,2.1,5.2,,4.7,,,9.0,2.0,7.0,,2.5,27.0,1.5,12.4,7.7,,5.1,0.8,3.1,
01/10/2025,6.8,,,10.3,3.1,8.2,,3.7,29.6,2.2,14.4,8.9,,6.2,1.5,4.2,,8.1,,,11.9,4.0,9.6,,4.7,31.9,3.0,16.2,10.4,,7.5,2.1,5.2,,5.6,,,8.7,2.3,6.8,,2.8,27.3,1.4,12.7,7.4,,5.0,0.8,3.2,
07/10/2025,7.4,,,10.3,3.2,8.1,,3.6,29.6,2.3,14.5,9.2,,5.9,1.7,4.2,,8.8,,,12.0,4.1,9.6,,4.6,32.0,3.1,16.4,10.7,,7.1,2.5,5.2,,6.0,,,8.7,2.3,6.7,,2.7,27.2,1.5,12.7,7.6,,4.6,0.9,3.1,
08/10/2025,7.6,,,10.7,3.2,8.2,,3.5,29.5,2.2,14.7,9.0,,5.6,1.6,4.1,,9.1,,,12.4,4.2,9.6,,4.4,32.0,3.1,16.6,10.5,,6.9,2.4,5.1,,6.2,,,9.0,2.3,6.7,,2.5,27.1,1.4,12.9,7.4,,4.4,0.8,3.1,
13/10/2025,7.8,,,10.6,3.3,8.2,,3.4,29.9,2.2,14.8,8.9,,5.6,1.9,4.1,,9.2,,,12.2,4.2,9.6,,4.3,32.3,2.9,16.7,10.5,,6.8,2.7,5.2,,6.3,,,8.9,2.4,6.7,,2.4,27.4,1.4,12.9,7.4,,4.3,1.1,3.1,
14/10/2025,7.8,,,10.9,3.1,8.5,,3.2,29.8,2.4,14.3,9.2,,5.5,1.2,4.0,,9.2,,,12.7,4.0,10.1,,4.2,32.3,3.2,16.3,10.9,,6.8,1.8,5.1,,6.3,,,9.2,2.1,7.0,,2.3,27.2,1.5,12.4,7.6,,4.2,0.6,2.9,
17/10/2025,7.8,,,10.6,3.1,8.5,,3.3,29.7,2.3,14.1,9.2,,5.5,1.2,4.2,,9.2,,,12.4,4.0,10.0,,4.3,32.2,3.2,16.0,10.8,,6.8,1.8,5.3,,6.3,,,8.9,2.1,6.9,,2.3,27.1,1.5,12.1,7.5,,4.2,0.6,3.0,
23/10/2025,8.5,,,10.1,3.4,8.2,,3.5,29.7,2.2,14.4,8.9,,4.9,1.2,4.2,,10.0,,,11.7,4.3,9.7,,4.4,32.0,2.9,16.2,10.4,,6.0,1.8,5.3,,7.0,,,8.5,2.5,6.8,,2.6,27.3,1.4,12.5,7.4,,3.8,0.6,3.2,
24/10/2025,7.8,,,10.7,3.1,8.5,,3.2,29.2,2.3,14.0,9.3,,5.0,1.2,4.3,,9.4,,,12.4,4.0,10.0,,4.2,31.8,3.2,16.0,10.9,,6.3,1.8,5.5,,6.2,,,8.9,2.1,6.9,,2.2,26.7,1.5,12.1,7.7,,3.8,0.6,3.2,
29/10/2025,7.6,,,10.8,3.1,8.7,,3.2,29.2,2.3,14.2,8.9,,5.3,1.2,4.3,,9.2,,,12.5,4.1,10.3,,4.1,31.7,3.2,16.1,10.5,,6.6,1.8,5.4,,6.0,,,9.0,2.2,7.1,,2.2,26.6,1.5,12.2,7.3,,4.0,0.6,3.2,
06/11/2025,8.2,,,10.3,3.5,8.6,,3.5,29.4,2.2,14.1,8.5,,5.1,1.2,4.8,,9.5,,,11.9,4.4,10.0,,4.4,31.7,3.0,15.9,9.9,,6.2,1.8,5.9,,7.0,,,8.7,2.5,7.1,,2.6,27.0,1.4,12.3,7.0,,3.9,0.6,3.7,
09/11/2025,10.0,,,10.1,3.4,8.4,,3.7,29.4,2.2,14.0,8.1,,4.9,1.1,4.9,,11.2,,,11.7,4.3,9.8,,4.6,31.7,2.9,15.7,9.5,,6.0,1.6,6.0,,8.7,,,8.6,2.5,7.0,,2.7,27.1,1.4,12.2,6.7,,3.8,0.5,3.9,
10/11/2025,9.5,,,10.0,3.3,8.2,,3.7,29.6,2.1,14.1,8.0,,4.8,1.3,5.1,,10.9,,,11.5,4.2,9.6,,4.6,32.0,2.9,15.9,9.4,,5.9,1.9,6.2,,8.1,,,8.4,2.5,6.7,,2.8,27.3,1.4,12.3,6.6,,3.7,0.7,3.9,
11/11/2025,9.0,,,10.2,3.4,8.0,,3.7,29.6,2.1,14.2,8.0,,4.7,1.2,5.0,,10.4,,,11.7,4.3,9.4,,4.6,32.0,2.9,16.0,9.4,,5.7,1.7,6.1,,7.6,,,8.6,2.5,6.6,,2.8,27.3,1.4,12.5,6.6,,3.6,0.6,3.9,
12/11/2025,8.2,,,10.5,2.9,8.5,,3.6,29.7,2.4,13.7,8.4,,4.9,1.4,5.0,,9.6,,,12.1,3.8,10.0,,4.6,32.2,3.3,15.6,9.9,,6.1,2.0,6.2,,6.8,,,8.8,2.0,6.9,,2.6,27.2,1.6,11.8,6.8,,3.7,0.7,3.8,
16/11/2025,7.9,,,10.1,2.9,8.6,,3.7,30.0,2.4,13.8,8.2,,5.2,1.5,4.8,,9.3,,,11.8,3.8,10.1,,4.7,32.4,3.2,15.7,9.7,,6.4,2.1,5.9,,6.5,,,8.5,2.0,7.0,,2.7,27.5,1.6,12.0,6.7,,4.0,0.8,3.6,
18/11/2025,7.6,,,10.0,2.8,8.5,,3.6,30.0,2.4,13.7,8.4,,5.1,1.5,4.8,,9.0,,,11.7,3.6,10.0,,4.6,32.5,3.3,15.5,9.9,,6.3,2.2,6.0,,6.2,,,8.4,1.9,7.0,,2.6,27.5,1.6,11.8,6.9,,3.9,0.8,3.7,
20/11/2025,7.9,,,10.0,2.8,8.2,,3.6,30.0,2.4,14.0,8.4,,5.1,1.5,4.7,,9.3,,,11.6,3.6,9.7,,4.6,32.5,3.3,15.8,9.9,,6.3,2.2,5.8,,6.5,,,8.4,1.9,6.7,,2.6,27.6,1.6,12.1,6.9,,3.9,0.8,3.6,
24/11/2025,7.7,,,10.4,2.8,8.5,,3.3,29.9,2.6,14.3,8.2,,5.2,1.5,4.4,,9.2,,,12.1,3.7,10.1,,4.3,32.4,3.4,16.2,9.8,,6.4,2.2,5.5,,6.3,,,8.7,1.9,7.0,,2.4,27.3,1.7,12.3,6.7,,3.9,0.8,3.3,
04/12/2025,7.7,,,10.2,2.8,8.5,,3.3,29.9,2.5,14.3,8.2,,5.4,1.6,4.6,,9.0,,,11.8,3.6,9.9,,4.2,32.3,3.3,16.2,9.6,,6.6,2.3,5.6,,6.3,,,8.6,2.0,7.0,,2.4,27.5,1.6,12.5,6.7,,4.2,0.8,3.5,
06/12/2025,7.8,,,9.9,2.6,8.4,,3.4,29.9,2.3,14.0,8.6,,5.7,1.7,4.7,,9.2,,,11.4,3.4,9.9,,4.3,32.2,3.1,15.7,10.0,,6.9,2.4,5.7,,6.5,,,8.4,1.8,7.0,,2.5,27.6,1.6,12.2,7.1,,4.5,1.0,3.6,
09/12/2025,7.8,,,10.2,2.6,8.2,,3.4,29.4,2.1,14.2,9.0,,5.8,1.3,4.6,,9.1,,,11.7,3.3,9.6,,4.3,31.7,2.9,15.9,10.4,,6.9,1.9,5.6,,6.5,,,8.6,1.8,6.8,,2.6,27.2,1.4,12.5,7.5,,4.6,0.7,3.6,
10/12/2025,8.0,,,10.5,2.6,8.3,,3.3,29.3,2.2,14.3,9.0,,5.6,1.2,4.6,,9.3,,,12.0,3.3,9.7,,4.2,31.6,2.9,16.1,10.5,,6.8,1.7,5.6,,6.7,,,8.9,1.8,6.9,,2.4,27.0,1.5,12.6,7.6,,4.5,0.6,3.5,
11/12/2025,8.2,,,10.5,2.6,8.3,,3.3,29.2,2.2,14.3,9.2,,5.5,1.0,4.4,,9.5,,,12.0,3.4,9.7,,4.2,31.5,2.9,16.0,10.6,,6.7,1.6,5.5,,6.9,,,8.9,1.8,6.9,,2.5,26.9,1.4,12.5,7.7,,4.4,0.5,3.4,
16/12/2025,8.0,,,10.5,2.5,8.4,,3.3,29.1,2.1,14.0,9.9,,5.6,1.0,4.3,,9.3,,,12.1,3.2,9.8,,4.1,31.4,2.9,15.7,11.4,,6.7,1.6,5.3,,6.7,,,9.0,1.7,7.0,,2.4,26.8,1.4,12.2,8.4,,4.4,0.5,3.3,
22/12/2025,7.5,,,10.2,2.3,8.2,,3.2,29.1,2.1,13.6,10.6,,5.9,1.3,4.6,,8.8,,,11.7,3.1,9.7,,4.1,31.4,2.8,15.4,12.1,,7.1,1.9,5.7,,6.2,,,8.6,1.6,6.8,,2.4,26.8,1.4,11.9,9.0,,4.7,0.7,3.6,
09/01/2026,8.1,,,9.8,2.4,8.2,,3.4,29.4,2.1,13.7,10.4,,5.6,1.3,4.4,,9.4,,,11.3,3.2,9.6,,4.3,31.8,2.8,15.5,12.0,,6.8,1.9,5.5,,6.7,,,8.2,1.6,6.7,,2.5,27.0,1.3,11.9,8.8,,4.4,0.7,3.4,
11/01/2026,8.9,,,9.7,2.4,8.1,,3.3,29.5,2.0,13.4,10.3,,5.2,1.2,4.4,,10.3,,,11.3,3.2,9.6,,4.3,31.9,2.8,15.2,11.9,,6.4,1.8,5.5,,7.5,,,8.2,1.6,6.7,,2.4,27.2,1.3,11.6,8.8,,4.0,0.6,3.4,
12/01/2026,9.6,,,9.8,2.5,8.2,,3.2,29.8,2.0,13.4,10.2,,5.1,1.4,4.0,,11.1,,,11.3,3.3,9.7,,4.1,32.2,2.7,15.1,11.8,,6.3,2.1,5.1,,8.1,,,8.2,1.7,6.8,,2.3,27.4,1.3,11.6,8.6,,4.0,0.8,3.0,
14/01/2026,10.1,,,9.5,2.4,8.0,,3.2,30.0,1.9,13.2,10.4,,5.0,1.4,4.2,,11.7,,,11.0,3.1,9.5,,4.1,32.4,2.6,14.9,12.0,,6.1,2.0,5.2,,8.6,,,7.9,1.6,6.6,,2.3,27.5,1.2,11.4,8.8,,3.8,0.7,3.1,
