Date,Lower_ΑΛΛΟ,Lower_ΑΝΕΛ,Lower_Δημοκράτες,Lower_ΕΚ,Lower_ΕΛ,Lower_ΕΛΑΣ,Lower_Ελπίδα,Lower_ΚΚΕ,Lower_ΛΑΕ,Lower_ΜέΡΑ25,Lower_ΝΑ,Lower_ΝΔ,Lower_Νίκη,Lower_ΠΑΣΟΚ,Lower_ΠΕ,Lower_ΠΟΤΑΜΙ,Lower_ΣΥΡΙΖΑ,Lower_Σπαρτιάτες,Lower_ΦΛ,Lower_ΧΑ,ΑΛΛΟ,ΑΝΕΛ,Δημοκράτες,ΕΚ,ΕΛ,ΕΛΑΣ,Ελπίδα,ΚΚΕ,ΛΑΕ,ΜέΡΑ25,ΝΑ,ΝΔ,Νίκη,ΠΑΣΟΚ,ΠΕ,ΠΟΤΑΜΙ,ΣΥΡΙΖΑ,Σπαρτιάτες,ΦΛ,ΧΑ,Upper_ΑΛΛΟ,Upper_ΑΝΕΛ,Upper_Δημοκράτες,Upper_ΕΚ,Upper_ΕΛ,Upper_ΕΛΑΣ,Upper_Ελπίδα,Upper_ΚΚΕ,Upper_ΛΑΕ,Upper_ΜέΡΑ25,Upper_ΝΑ,Upper_ΝΔ,Upper_Νίκη,Upper_ΠΑΣΟΚ,Upper_ΠΕ,Upper_ΠΟΤΑΜΙ,Upper_ΣΥΡΙΖΑ,Upper_Σπαρτιάτες,Upper_ΦΛ,Upper_ΧΑ
2023-04-28,,,,,3.81,,,6.75,,3.63,,35.46,,10.07,,,23.84,,,,,,,,4.05,,,6.93,,3.98,,36.56,,10.63,,,27.11,,,,,,,,4.28,,,7.1,,4.33,,37.67,,11.19,,,30.38,,,
2023-04-30,,,,,3.78,,,6.75,,3.58,,35.63,,10.04,0.99,,23.55,,,,,,,,4.02,,,6.93,,3.94,,36.72,,10.63,1.48,,26.91,,,,,,,,4.26,,,7.11,,4.3,,37.82,,11.23,1.98,,30.27,,,
2023-05-02,,,,,3.74,,,6.74,,3.53,,35.83,,10.0,,,23.26,,,,,,,,4.0,,,6.93,,3.91,,36.9,,10.64,,,26.71,,,,,,,,4.25,,,7.11,,4.28,,37.97,,11.27,,,30.16,,,
2023-05-04,,,,,3.71,,,6.74,,3.48,,36.05,,9.99,1.15,,22.96,,,,,,,,3.98,,,6.93,,3.87,,37.08,,10.64,1.64,,26.51,,,,,,,,4.24,,,7.12,,4.26,,38.12,,11.3,2.13,,30.05,,,
2023-05-05,,,,,3.7,,,6.74,,3.45,,36.16,0.82,9.98,1.22,,22.81,,,,,,,,3.97,,,6.93,,3.85,,37.18,1.27,10.65,1.69,,26.4,,,,,,,,4.23,,,7.13,,4.25,,38.19,1.72,11.32,2.17,,29.98,,,
2023-05-07,,,,,3.69,,,6.73,,3.4,,36.39,0.92,9.99,1.36,,22.59,,,,,,,,3.95,,,6.94,,3.8,,37.37,1.33,10.68,1.82,,26.14,,,,,,,,4.22,,,7.14,,4.2,,38.34,1.74,11.36,2.27,,29.68,,,
2023-05-10,,,,,3.68,,,6.74,,3.33,,36.75,1.13,10.06,1.61,,22.31,,,,,,,,3.94,,,6.95,,3.71,,37.66,1.54,10.73,2.03,,25.72,,,,,,,,4.19,,,7.16,,4.09,,38.57,1.95,11.4,2.44,,29.13,,,
2023-05-13,,,,,3.68,,,6.76,,3.26,,37.12,1.49,10.17,1.83,,22.09,,,,,,,,3.93,,,6.96,,3.61,,37.96,1.8,10.79,2.24,,25.26,,,,,,,,4.17,,,7.17,,3.96,,38.8,2.12,11.41,2.65,,28.43,,,
2023-05-14,,,,,3.68,,,6.76,,3.23,,37.25,1.59,10.2,1.9,,22.02,,,,,,,,3.92,,,6.97,,3.58,,38.06,1.89,10.81,2.31,,25.11,,,,,,,,4.17,,,7.18,,3.92,,38.88,2.19,11.42,2.73,,28.2,,,
2023-05-15,,,,,3.68,,,6.77,,3.21,,37.36,1.69,10.24,1.97,,21.95,,,,,,,,3.92,,,6.97,,3.55,,38.16,1.98,10.83,2.39,,24.96,,,,,,,,4.16,,,7.18,,3.88,,38.97,2.27,11.43,2.81,,27.97,,,
2023-05-16,,,,,3.68,,,6.77,,3.19,,37.48,1.78,10.28,2.04,,21.88,,,,,,,,3.92,,,6.98,,3.51,,38.26,2.07,10.85,2.47,,24.81,,,,,,,,4.15,,,7.19,,3.84,,39.05,2.35,11.43,2.89,,27.75,,,
2023-05-17,,,,,3.68,,,6.78,,3.16,,37.59,1.87,10.31,2.13,,21.8,,,,,,,,3.91,,,6.99,,3.48,,38.37,2.16,10.88,2.55,,24.66,,,,,,,,4.15,,,7.19,,3.8,,39.14,2.45,11.44,2.98,,27.53,,,
2023-05-19,,,,,3.68,,,6.8,,3.11,,37.81,,10.39,,,21.63,,,,,,,,3.91,,,7.0,,3.41,,38.57,,10.92,,,24.36,,,,,,,,4.14,,,7.2,,3.72,,39.33,,11.46,,,27.09,,,
2023-05-27,,,,,3.63,,,6.86,,2.89,,38.63,2.41,10.65,2.77,,20.9,,,,,,,,3.89,,,7.05,,3.15,,39.38,2.97,11.1,3.38,,23.15,,,,,,,,4.14,,,7.24,,3.41,,40.14,3.52,11.56,3.99,,25.4,,,
2023-05-30,,,,,3.62,,,6.88,,2.8,,38.91,2.62,10.73,2.91,,20.58,1.82,,,,,,,3.88,,,7.07,,3.05,,39.7,3.16,11.18,3.61,,22.69,2.37,,,,,,,4.13,,,7.26,,3.31,,40.48,3.7,11.62,4.32,,24.8,2.92,,
2023-06-06,,,,,3.57,,,6.93,,2.55,,39.52,2.95,10.93,3.18,,19.76,,,,,,,,3.86,,,7.12,,2.81,,40.43,3.43,11.37,3.98,,21.59,,,,,,,,4.14,,,7.32,,3.08,,41.34,3.9,11.81,4.78,,23.41,,,
2023-06-07,,,,,3.57,,,6.93,,2.51,,39.59,3.0,10.95,3.23,,19.62,,,,,,,,3.86,,,7.13,,2.78,,40.53,3.44,11.4,4.01,,21.43,,,,,,,,4.14,,,7.33,,3.04,,41.47,3.87,11.84,4.79,,23.24,,,
2023-06-08,,,,,3.56,,,6.94,,2.47,,39.65,3.04,10.98,3.31,,19.48,,,,,,,,3.85,,,7.14,,2.74,,40.64,3.44,11.43,4.03,,21.27,,,,,,,,4.15,,,7.34,,3.01,,41.62,3.84,11.87,4.75,,23.06,,,
2023-06-09,,,,,3.55,,,6.95,,2.43,,39.72,3.07,11.01,3.38,,19.33,1.89,,,,,,,3.85,,,7.15,,2.71,,40.74,3.44,11.46,4.04,,21.11,2.42,,,,,,,4.16,,,7.35,,2.99,,41.77,3.8,11.91,4.69,,22.88,2.95,,
2023-06-10,,,,,3.54,,,6.95,,2.39,,39.78,3.11,11.03,3.45,,19.18,1.92,,,,,,,3.85,,,7.16,,2.67,,40.85,3.43,11.49,4.04,,20.95,2.43,,,,,,,4.16,,,7.36,,2.96,,41.93,3.76,11.94,4.63,,22.71,2.94,,
2023-06-12,,,,,3.53,,,6.97,,2.31,,39.92,3.15,11.08,3.59,,18.85,1.94,,,,,,,3.86,,,7.18,,2.6,,41.08,3.42,11.55,4.05,,20.63,2.44,,,,,,,4.18,,,7.39,,2.9,,42.24,3.69,12.02,4.52,,22.4,2.95,,
2023-06-13,,,,,3.52,,,6.97,,2.26,,39.98,3.16,11.11,3.64,,18.68,1.95,,,,,,,3.86,,,7.19,,2.57,,41.19,3.42,11.58,4.05,,20.47,2.45,,,,,,,4.19,,,7.4,,2.87,,42.4,3.67,12.06,4.47,,22.25,2.95,,
2023-06-17,,,,,3.48,,,7.0,,2.09,,40.25,3.15,11.21,3.67,,17.95,1.99,,,,,,,3.86,,,7.23,,2.43,,41.64,3.41,11.72,4.06,,19.82,2.48,,,,,,,4.24,,,7.46,,2.76,,43.03,3.66,12.23,4.45,,21.7,2.97,,
2023-06-18,,,,,3.47,,,7.0,,2.05,,40.31,3.14,11.23,3.63,,17.72,2.0,,,,,,,3.86,,,7.24,,2.39,,41.75,3.41,11.75,4.06,,19.66,2.49,,,,,,,4.25,,,7.48,,2.74,,43.19,3.67,12.28,4.49,,21.61,2.97,,
2023-06-19,,,,,3.46,,,7.01,,2.0,,40.38,3.12,11.25,3.58,,17.49,2.01,,,,,,,3.87,,,7.25,,2.36,,41.85,3.41,11.79,4.06,,19.51,2.49,,,,,,,4.27,,,7.5,,2.72,,43.32,3.69,12.32,4.54,,21.54,2.98,,
2023-06-20,,,,,3.46,,,7.02,,1.96,,40.45,3.11,11.27,3.51,,17.26,2.02,,,,,,,3.87,,,7.27,,2.33,,41.96,3.41,11.82,4.06,,19.37,2.5,,,,,,,4.28,,,7.51,,2.71,,43.46,3.71,12.37,4.6,,21.48,2.98,,
2023-06-21,,,,,3.45,,,7.03,,1.93,,40.48,3.1,11.29,3.46,,17.03,2.03,,,,,,,3.87,,,7.28,,2.31,,42.02,3.41,11.85,4.06,,19.23,2.51,,,,,,,4.3,,,7.53,,2.69,,43.55,3.73,12.41,4.65,,21.42,2.99,,
2023-06-22,,,,,3.44,,,7.04,,1.93,,40.49,3.09,11.31,3.43,,16.98,2.03,,,,,,,3.88,,,7.29,,2.3,,42.04,3.41,11.87,4.05,,19.17,2.51,,,,,,,4.32,,,7.55,,2.68,,43.58,3.73,12.43,4.67,,21.35,2.99,,
2023-09-23,,,,,5.1,,,8.61,,2.17,,38.4,2.68,12.62,2.65,,15.94,2.59,,,,,,,5.57,,,9.02,,2.52,,39.31,3.59,13.08,3.09,,16.63,3.19,,,,,,,6.04,,,9.44,,2.87,,40.22,4.5,13.54,3.54,,17.32,3.79,,
2023-09-26,,,,,5.14,,,8.63,,2.17,,38.3,2.7,12.64,2.63,,15.85,2.61,,,,,,,5.63,,,9.07,,2.52,,39.25,3.57,13.11,3.08,,16.54,3.22,,,,,,,6.12,,,9.5,,2.88,,40.19,4.43,13.59,3.52,,17.22,3.84,,
2023-09-29,,,,,5.18,,,8.65,,,,38.22,2.74,12.67,2.67,,15.77,2.64,,,,,,,5.69,,,9.11,,,,39.19,3.54,13.15,3.09,,16.44,3.24,,,,,,,6.19,,,9.57,,,,40.15,4.35,13.63,3.51,,17.11,3.84,,
2023-10-21,,,,,5.48,,,8.86,,2.15,,37.87,2.97,13.01,2.88,,15.11,2.92,,,,,,,6.02,,,9.38,,2.52,,38.8,3.39,13.46,3.16,,15.7,3.3,,,,,,,6.56,,,9.9,,2.89,,39.73,3.8,13.91,3.44,,16.29,3.68,,
2023-10-23,,,,,5.51,,,8.88,,,,37.83,2.99,13.04,2.9,,15.05,2.94,,,,,,,6.05,,,9.4,,,,38.76,3.38,13.49,3.17,,15.63,3.31,,,,,,,6.59,,,9.92,,,,39.7,3.76,13.94,3.44,,16.21,3.67,,
2023-10-28,,,,,5.59,,,8.92,,2.15,,37.75,3.03,13.1,2.93,,14.87,2.96,,,,,,,6.12,,,9.44,,2.52,,38.68,3.35,13.56,3.18,,15.45,3.3,,,,,,,6.66,,,9.96,,2.89,,39.6,3.67,14.02,3.43,,16.03,3.64,,
2023-10-31,,,,,5.63,,,8.94,,2.16,,37.71,3.04,13.13,2.94,,14.77,2.97,,,,,,,6.17,,,9.46,,2.52,,38.63,3.33,13.6,3.19,,15.35,3.29,,,,,,,6.7,,,9.98,,2.88,,39.54,3.63,14.07,3.43,,15.92,3.62,,
2023-11-01,,,,,5.65,,,8.95,,2.16,,37.69,3.05,13.14,2.95,,14.74,2.97,,,,,,,6.18,,,9.46,,2.52,,38.61,3.33,13.61,3.19,,15.31,3.29,,,,,,,6.71,,,9.98,,2.88,,39.52,3.61,14.08,3.43,,15.89,3.61,,
2023-11-14,,,,,5.88,,,9.05,,2.18,,37.47,3.11,13.27,2.98,,14.33,2.96,,,,,,,6.38,,,9.51,,2.51,,38.37,3.28,13.74,3.22,,14.89,3.23,,,,,,,6.89,,,9.97,,2.85,,39.27,3.45,14.22,3.45,,15.45,3.51,,
2023-11-17,,,,,5.94,,,9.07,,2.18,,37.42,3.12,13.3,2.99,,14.26,2.94,,,,,,,6.44,,,9.52,,2.51,,38.31,3.28,13.77,3.22,,14.81,3.21,,,,,,,6.93,,,9.97,,2.84,,39.2,3.43,14.24,3.46,,15.37,3.48,,
2023-11-20,,,,,5.99,,,9.08,,2.18,,37.38,3.13,13.32,2.99,,14.18,2.93,,,,,,,6.49,,,9.52,,2.51,,38.25,3.28,13.79,3.23,,14.73,3.19,,,,,,,6.98,,,9.96,,2.83,,39.13,3.42,14.26,3.47,,15.29,3.46,,
2023-11-25,,,,,6.09,,,9.09,,2.19,,37.29,3.13,13.35,2.98,,14.07,2.9,,,,,,,6.58,,,9.52,,2.5,,38.15,3.28,13.82,3.24,,14.61,3.16,,,,,,,7.06,,,9.94,,2.81,,39.01,3.42,14.28,3.49,,15.16,3.42,,
2023-11-28,-17.27,,,,6.15,,,9.1,,2.2,2.54,37.23,3.13,13.37,2.98,,14.0,2.89,,,6.84,,,,6.63,,,9.52,,2.5,2.82,38.08,3.28,13.83,3.24,,14.54,3.14,,,30.95,,,,7.12,,,9.93,,2.8,3.09,38.94,3.43,14.3,3.49,,15.08,3.39,,
2023-12-01,,,,,6.21,,,9.11,,2.2,2.53,37.16,3.13,13.38,2.98,,13.94,2.87,,,,,,,6.69,,,9.52,,2.5,2.81,38.01,3.28,13.85,3.23,,14.48,3.12,,,,,,,7.17,,,9.92,,2.79,3.08,38.86,3.44,14.31,3.49,,15.01,3.37,,
2023-12-06,,,,,6.3,,,9.12,,2.21,2.53,37.06,3.13,13.4,2.97,,13.83,2.85,,,,,,,6.78,,,9.51,,2.49,2.79,37.89,3.3,13.86,3.23,,14.37,3.09,,,,,,,7.26,,,9.89,,2.77,3.05,38.73,3.47,14.33,3.49,,14.91,3.33,,
2023-12-14,,,,,6.45,,,9.12,,2.22,2.52,36.88,3.11,13.42,2.96,,13.64,2.81,,,,,,,6.93,,,9.48,,2.48,2.77,37.69,3.32,13.89,3.23,,14.22,3.03,,,,,,,7.41,,,9.85,,2.74,3.03,38.51,3.54,14.36,3.49,,14.79,3.26,,
2023-12-16,,,,,6.49,,,9.11,,2.22,2.52,36.83,3.1,13.42,2.96,,13.6,2.8,,,,,,,6.97,,,9.48,,2.47,2.77,37.64,3.33,13.89,3.22,,14.18,3.02,,,,,,,7.45,,,9.84,,2.73,3.03,38.46,3.55,14.36,3.49,,14.76,3.24,,
2023-12-19,,,,,6.54,,,9.11,,2.22,2.51,36.75,3.09,13.42,2.95,,13.55,2.78,,,,,,,7.02,,,9.46,,2.47,2.77,37.56,3.33,13.89,3.22,,14.14,3.0,,,,,,,7.5,,,9.82,,2.72,3.02,38.37,3.58,14.37,3.49,,14.72,3.21,,
2023-12-24,,,,,6.62,,,9.09,,2.23,2.51,36.63,3.09,13.41,2.93,,13.47,2.75,,,,,,,7.11,,,9.44,,2.46,2.76,37.43,3.35,13.9,3.21,,14.07,2.96,,,,,,,7.59,,,9.8,,2.7,3.01,38.24,3.61,14.39,3.49,,14.66,3.17,,
2024-01-10,,,,,6.88,,,9.03,,2.23,2.5,36.17,3.08,13.34,2.9,,13.22,2.64,,,,,,,7.39,,,9.37,,2.44,2.74,36.96,3.42,13.89,3.19,,13.87,2.83,,,,,,,7.9,,,9.7,,2.66,2.98,37.75,3.75,14.44,3.48,,14.52,3.02,,
2024-01-11,,,,,6.89,,,9.03,,2.23,2.5,36.14,3.09,13.34,2.9,,13.21,2.64,,,,,,,7.41,,,9.36,,2.44,2.74,36.93,3.42,13.89,3.18,,13.86,2.83,,,,,,,7.92,,,9.7,,2.65,2.98,37.72,3.75,14.44,3.47,,14.52,3.02,,
2024-01-12,,,,,6.91,,,9.02,,,2.49,36.11,3.09,13.33,2.89,,13.2,2.63,,,,,,,7.42,,,9.36,,,2.73,36.9,3.43,13.89,3.18,,13.86,2.82,,,,,,,7.94,,,9.69,,,2.97,37.69,3.76,14.44,3.47,,14.52,3.01,,
2024-01-20,,,,,7.02,,,8.98,,2.23,2.49,35.87,3.13,13.29,2.87,,13.09,2.56,,,,,,,7.55,,,9.32,,2.44,2.72,36.67,3.49,13.87,3.16,,13.8,2.76,,,,,,,8.08,,,9.66,,2.64,2.96,37.47,3.85,14.45,3.44,,14.51,2.95,,
2024-01-23,,,,,7.06,,,8.97,,2.23,2.48,35.78,3.15,13.27,2.87,,13.05,2.53,,,,,,,7.6,,,9.3,,2.43,2.72,36.58,3.51,13.87,3.15,,13.78,2.73,,,,,,,8.14,,,9.64,,2.63,2.95,37.38,3.88,14.46,3.42,,14.51,2.93,,
2024-01-29,,,,,7.14,,,8.93,,2.23,2.48,35.58,3.16,13.25,2.85,,12.96,2.47,,,,,,,7.7,,,9.27,,2.43,2.71,36.4,3.56,13.85,3.12,,13.73,2.68,,,,,,,8.26,,,9.62,,2.64,2.94,37.22,3.96,14.45,3.4,,14.5,2.89,,
2024-02-09,,,,,7.24,,,8.86,,,2.47,35.22,3.18,13.18,2.8,,12.82,2.35,,,,,,,7.85,,,9.22,,,2.69,36.07,3.65,13.81,3.08,,13.66,2.59,,,,,,,8.47,,,9.58,,,2.92,36.92,4.12,14.44,3.36,,14.49,2.84,,
2024-02-14,,,,,7.28,,,8.83,,2.21,2.46,35.05,3.2,13.14,2.78,,12.77,2.29,,,,,,,7.92,,,9.19,,2.44,2.69,35.92,3.68,13.8,3.06,,13.63,2.55,,,,,,,8.56,,,9.56,,2.66,2.91,36.79,4.17,14.46,3.35,,14.49,2.81,,
2024-02-17,,,,,7.31,,,8.81,,2.21,2.46,34.95,3.21,13.12,2.76,,12.75,2.26,0.54,,,,,,7.96,,,9.18,,2.44,2.68,35.83,3.7,13.79,3.05,,13.61,2.53,1.06,,,,,,8.61,,,9.55,,2.66,2.91,36.71,4.19,14.46,3.34,,14.48,2.79,1.58,
2024-02-24,,,,,7.37,,,8.76,,2.2,2.45,34.7,3.23,13.06,2.72,,12.7,2.18,0.71,,,,,,8.05,,,9.14,,2.44,2.67,35.62,3.74,13.78,3.02,,13.59,2.47,1.18,,,,,,8.74,,,9.53,,2.68,2.89,36.53,4.25,14.49,3.33,,14.49,2.76,1.64,
2024-02-28,,,,,7.4,,,8.72,,2.19,2.44,34.57,3.25,13.01,2.7,,12.67,2.13,,,,,,,8.1,,,9.13,,2.44,2.67,35.49,3.75,13.77,3.01,,13.59,2.43,,,,,,,8.81,,,9.53,,2.69,2.89,36.41,4.25,14.52,3.32,,14.51,2.74,,
2024-03-09,,,,,7.47,,,8.65,,,2.43,34.23,3.28,12.9,2.64,,12.58,2.0,,,,,,,8.23,,,9.08,,,2.65,35.18,3.79,13.75,2.99,,13.58,2.35,,,,,,,9.0,,,9.5,,,2.87,36.13,4.31,14.59,3.34,,14.59,2.7,,
2024-03-12,-11.39,,,,7.49,,,8.63,,2.18,2.43,34.12,3.28,12.87,2.63,,12.55,1.97,,,5.73,,,,8.27,,,9.06,,2.45,2.65,35.08,3.8,13.74,2.99,,13.59,2.32,,,22.84,,,,9.06,,,9.49,,2.72,2.86,36.04,4.32,14.61,3.34,,14.62,2.68,,
2024-03-13,-10.67,,,,7.5,,,8.63,,2.18,2.43,34.09,3.28,12.86,2.63,,12.55,1.96,,,6.11,,,,8.29,,,9.06,,2.45,2.64,35.05,3.8,13.74,2.99,,13.59,2.32,,,22.9,,,,9.08,,,9.49,,2.72,2.86,36.01,4.32,14.62,3.34,,14.63,2.68,,
2024-03-17,,,,,7.53,,,8.61,,2.17,2.42,33.95,3.3,12.81,2.63,,12.51,1.92,,,,,,,8.34,,,9.05,,2.46,2.64,34.92,3.81,13.73,2.99,,13.59,2.29,,,,,,,9.14,,,9.48,,2.74,2.85,35.88,4.32,14.64,3.35,,14.68,2.66,,
2024-04-02,,,,,7.66,,,8.55,,,2.4,33.44,3.37,12.71,2.61,,12.24,1.75,,,,,,,8.54,,,9.02,,,2.61,34.4,3.8,13.73,3.02,,13.52,2.18,,,,,,,9.41,,,9.49,,,2.83,35.35,4.24,14.74,3.42,,14.79,2.6,,
2024-04-06,,,,,7.72,,,8.55,,,2.39,33.32,3.38,12.68,2.61,,12.18,1.72,,,,,,,8.58,,,9.02,,,2.61,34.27,3.8,13.73,3.04,,13.47,2.15,,,,,,,9.44,,,9.5,,,2.82,35.22,4.22,14.77,3.46,,14.77,2.58,,
2024-04-27,,,,,8.05,,,8.58,,2.24,2.36,32.67,3.43,12.75,2.65,,11.72,,2.01,,,,,,8.79,,,9.06,,2.52,2.58,33.59,3.76,13.84,3.15,,13.18,,2.27,,,,,,9.54,,,9.53,,2.81,2.79,34.51,4.09,14.93,3.65,,14.64,,2.53,
2024-05-10,,,,,8.24,,,8.62,,,2.34,32.29,3.43,12.79,2.67,,11.46,,,,,,,,8.92,,,9.09,,,2.56,33.18,3.74,13.91,3.23,,12.97,,,,,,,,9.6,,,9.56,,,2.77,34.07,4.04,15.03,3.78,,14.48,,,
2024-05-21,-6.92,,,,8.39,,,8.65,,2.33,2.33,31.96,3.42,12.85,2.72,,11.25,,2.44,,5.34,,,,9.02,,,9.12,,2.58,2.54,32.83,3.72,13.98,3.31,,12.79,,2.68,,17.6,,,,9.66,,,9.58,,2.82,2.75,33.7,4.02,15.11,3.9,,14.33,,2.92,
2024-06-01,,,,,8.52,,,8.68,,,2.31,31.62,3.39,12.94,2.78,,11.16,,,,,,,,9.12,,,9.14,,,2.52,32.48,3.71,14.04,3.39,,12.62,,,,,,,,9.72,,,9.6,,,2.74,33.35,4.02,15.14,4.01,,14.08,,,
2024-06-03,-6.3,,,,8.55,,,8.7,,2.35,2.3,31.55,3.38,12.96,2.8,,11.14,,2.65,,5.17,,,,9.14,,,9.15,,2.6,2.52,32.42,3.7,14.05,3.41,,12.59,,2.9,,16.63,,,,9.73,,,9.6,,2.85,2.74,33.28,4.02,15.14,4.03,,14.04,,3.16,
2024-06-05,-6.2,,,,8.56,,,8.71,,2.35,2.3,31.49,3.39,12.98,2.82,,11.11,,2.68,,5.14,,,,9.15,,,9.15,,2.6,2.52,32.36,3.7,14.06,3.43,,12.56,,2.94,,16.49,,,,9.74,,,9.6,,2.86,2.73,33.22,4.02,15.15,4.04,,14.01,,3.19,
2024-06-18,,,,,8.65,,,8.77,,,2.28,31.12,3.41,13.12,2.97,,10.86,,2.87,,,,,,9.24,,,9.18,,,2.5,31.97,3.71,14.16,3.57,,12.41,,3.16,,,,,,9.82,,,9.58,,,2.72,32.82,4.02,15.19,4.17,,13.96,,3.44,
2024-06-26,,,,,8.7,,,8.8,,2.38,2.26,30.87,3.43,13.22,3.06,,10.74,1.58,2.99,,,,,,9.28,,,9.2,,2.65,2.49,31.73,3.73,14.23,3.66,,12.31,1.84,3.29,,,,,,9.87,,,9.59,,2.91,2.71,32.58,4.03,15.24,4.26,,13.88,2.1,3.58,
2024-06-30,,,,,8.72,,,8.82,,2.4,2.26,30.78,3.46,13.27,3.14,,10.71,,3.05,,,,,,9.31,,,9.21,,2.66,2.48,31.62,3.75,14.28,3.71,,12.24,,3.35,,,,,,9.89,,,9.6,,2.92,2.71,32.47,4.03,15.29,4.28,,13.77,,3.66,
2024-08-23,,,,,8.72,,,9.02,,,2.16,29.4,3.67,14.58,4.02,,10.2,,3.45,,,,,,9.52,,,9.48,,,2.41,30.32,4.02,15.19,4.39,,11.09,,4.22,,,,,,10.32,,,9.95,,,2.67,31.25,4.37,15.8,4.76,,11.97,,5.0,
2024-08-28,,,,,8.73,,,9.03,,2.55,2.14,29.28,3.66,14.7,4.07,,10.12,,3.51,,,,,,9.54,,,9.51,,2.87,2.41,30.21,4.03,15.29,4.43,,10.93,,4.26,,,,,,10.35,,,9.99,,3.18,2.67,31.14,4.4,15.88,4.78,,11.75,,5.0,
2024-09-04,,,,,8.74,,,9.04,,,2.13,29.11,3.66,14.88,4.12,,9.96,,3.71,,,,,,9.56,,,9.54,,,2.4,30.06,4.01,15.45,4.46,,10.69,,4.33,,,,,,10.38,,,10.04,,,2.66,31.01,4.36,16.02,4.79,,11.42,,4.95,
2024-09-06,-0.66,,,,8.74,,,9.05,,2.57,2.12,29.06,3.67,14.93,4.13,,9.91,,3.76,,4.94,,,,9.57,,,9.55,,2.9,2.39,30.02,4.0,15.5,4.47,,10.62,,4.35,,10.53,,,,10.39,,,10.05,,3.23,2.66,30.98,4.34,16.07,4.8,,11.33,,4.94,
2024-09-07,,,,,8.75,,,9.05,,2.58,2.12,29.03,3.67,14.95,4.13,,9.89,1.25,3.8,,,,,,9.57,,,9.55,,2.9,2.39,30.0,4.0,15.52,4.47,,10.58,1.52,4.35,,,,,,10.4,,,10.06,,3.23,2.66,30.96,4.33,16.09,4.8,,11.28,1.8,4.9,
2024-09-09,,,,,8.75,,,9.05,,2.58,2.12,28.98,3.67,15.0,4.15,,9.83,,3.89,,,,,,9.58,,,9.56,,2.91,2.39,29.96,3.98,15.57,4.47,,10.51,,4.36,,,,,,10.41,,,10.07,,3.24,2.66,30.93,4.3,16.14,4.8,,11.18,,4.84,
2024-09-11,,,,,8.76,,,9.06,,2.58,2.11,28.94,3.66,15.05,4.16,,9.78,,3.96,,,,,,9.59,,,9.57,,2.92,2.38,29.92,3.97,15.62,4.48,,10.43,,4.38,,,,,,10.42,,,10.08,,3.25,2.65,30.9,4.28,16.19,4.79,,11.09,,4.81,
2024-09-14,,,,,8.77,,,9.07,,2.58,2.1,28.86,3.65,15.11,4.19,,9.69,1.23,4.03,,,,,,9.6,,,9.58,,2.92,2.38,29.85,3.94,15.69,4.48,,10.32,1.5,4.41,,,,,,10.42,,,10.09,,3.27,2.65,30.85,4.23,16.27,4.78,,10.94,1.77,4.78,
2024-09-15,,,,,8.78,,,9.07,,2.58,2.1,28.84,3.64,15.13,4.2,,9.66,1.23,4.05,,,,,,9.6,,,9.58,,2.93,2.37,29.83,3.93,15.72,4.49,,10.28,1.5,4.42,,,,,,10.42,,,10.09,,3.27,2.65,30.83,4.22,16.3,4.78,,10.9,1.77,4.79,
2024-09-18,,,,,8.79,,,9.08,,2.58,2.09,28.79,3.6,15.2,4.21,,9.56,1.24,4.08,,,,,,9.6,,,9.59,,2.93,2.37,29.77,3.9,15.79,4.49,,10.16,1.5,4.44,,,,,,10.41,,,10.1,,3.29,2.64,30.76,4.19,16.38,4.77,,10.76,1.75,4.8,
2024-09-21,,,,,8.81,,,9.09,,2.58,2.09,28.77,3.55,15.26,4.23,,9.47,,4.12,,,,,,9.6,,,9.6,,2.94,2.36,29.73,3.86,15.86,4.5,,10.05,,4.48,,,,,,10.4,,,10.1,,3.3,2.63,30.68,4.17,16.47,4.76,,10.63,,4.84,
2024-09-25,,,,,8.83,,,9.1,,2.59,2.08,28.76,3.49,15.33,4.25,,9.34,,4.21,,,,,,9.6,,,9.6,,2.94,2.35,29.67,3.82,15.95,4.5,,9.9,,4.53,,,,,,10.37,,,10.1,,3.3,2.62,30.58,4.16,16.58,4.76,,10.46,,4.85,
2024-09-26,,,,,8.83,,,9.1,,2.59,2.08,28.76,3.46,15.35,4.25,,9.31,1.26,4.23,,,,,,9.6,,,9.6,,2.95,2.35,29.66,3.81,15.98,4.5,,9.87,1.49,4.54,,,,,,10.37,,,10.1,,3.3,2.62,30.56,4.16,16.6,4.76,,10.42,1.71,4.85,
2024-09-29,,,,,8.85,,,9.11,,2.59,2.07,28.75,3.38,15.39,4.26,,9.22,1.27,4.3,,,,,,9.59,,,9.6,,2.95,2.34,29.62,3.78,16.04,4.51,,9.76,1.48,4.58,,,,,,10.34,,,10.09,,3.3,2.61,30.49,4.18,16.69,4.76,,10.3,1.7,4.87,
2024-09-30,,,,,8.86,,,9.11,,2.59,2.07,28.75,3.36,15.41,4.27,,9.19,1.27,4.3,,,,,,9.59,,,9.6,,2.95,2.34,29.61,3.77,16.06,4.52,,9.73,1.48,4.6,,,,,,10.33,,,10.08,,3.3,2.61,30.47,4.18,16.71,4.76,,10.26,1.7,4.89,
