uri,track_name,artist_names,total_streams_2023,weeks_in_top200_2023
spotify:track:1ZUEvvu34Oc2i2PuA6EitL,Oh Mami,"Eleni Foureira, Mc Daddy",4144609,20
spotify:track:4uytPup7KIRhUZasViPFDr,Mia Gineka,Ivan Greko,8221896,31
spotify:track:2Z165nc2FmSVJzzkqCskpT,PAPAGOU,SIDARTA,10318049,35
spotify:track:4VE60PUy9yPmnd0FpOdyK9,Ksenyxtas,Ellize,1823848,16
spotify:track:50M9lYnMrR0392Q8gH06hm,Gennaro,Light,9513877,36
spotify:track:15q58chZS9QVCKQXz9lRkJ,Shut Up,"Jitano, Light, Kidd",2930626,15
spotify:track:0x5Hm39QiesbuyVYdJG7pB,Kokkina Mple,"FLY LO, Mike G",8279035,33
spotify:track:3qbFPHgr08BxwBKVNQOWjJ,MI TESORO,"Saske, Ramoon",6776666,26
spotify:track:5PsPKwp74Goyq3nvgehsiy,PELATES,"RICTA, DJ.Silence",4862572,21
spotify:track:694UiXH6DeULMFk7WHUgEj,Caramela,Trannos,4893035,19
spotify:track:57eHxCRw03YM7xv5YLY0I6,Mahalas,Bloody Hawk,4962242,30
spotify:track:6WzRpISELf3YglGAh7TXcG,Popular (with Playboi Carti & Madonna) - From The Idol Vol. 1 (Music from the HBO Original Series),"The Weeknd, Playboi Carti, Madonna",3036831,27
spotify:track:4rXLjWdF2ZZpXCVTfWcshS,fukumean,Gunna,3390496,26
spotify:track:2eS6fdksuCn96wuWTKzrfc,PROSOPIKA FREESTYLE,"TOQUEL, Beyond",3518667,20
spotify:track:7k1eAeEvBo49rHcUwRuZbU,Oneiro,"Lava, ROPEX LATERIO, Paris Kalpos",5770867,34
spotify:track:42VsgItocQwOQC3XWZ8JNA,FE!N (feat. Playboi Carti),"Travis Scott, Playboi Carti",794945,7
spotify:track:6VNhk4EzjAg0yZNZPXbW43,Loco,"Alecc, Ggreco",3282125,26
spotify:track:09u3uU5KzkdsoUTDeBF10J,An Apopse Figo,Bloody Hawk,5546389,31
spotify:track:67nepsnrcZkowTxMWigSbb,MELTDOWN (feat. Drake),"Travis Scott, Drake",697991,6
spotify:track:1vYXt7VSjH9JIM5oRRo7vA,Dance The Night,Dua Lipa,1246672,12
spotify:track:5ML6jm5sL3YNgCNvq1CNDC,Mystiko,Anastasia,3067155,28
spotify:track:4sltRhFlzu0BwXq9OUnwSG,Pes,"ZAF, Christos Mastoras",3604835,27
spotify:track:40lIiCUnIwQZy6Xe7YQRCk,Mi Milas,Anastasia,3060919,28
spotify:track:7aLJEs61TIk5SYLuRNKnXl,Tika Taka TikTok,"DAMIAN, Paris Kalpos",969884,9
spotify:track:6wf7Yu7cxBSPrRlWeSeK0Q,"What Was I Made For? [From The Motion Picture ""Barbie""]",Billie Eilish,1035326,11
spotify:track:5L3ecxQnQ9qTBmnLQiwf0C,K-POP,"Travis Scott, Bad Bunny, The Weeknd",711745,6
spotify:track:2kjTMJ3xhCjZlAZ7OR9wki,30-40,Melisses,2770258,29
spotify:track:741UUVE2kuITl0c6zuqqbO,Barbie World (with Aqua) [From Barbie The Album],"Nicki Minaj, Ice Spice, Aqua",665201,7
spotify:track:2yUdHd6sojgZk2lZtSQBbn,Toxic,"Logos Timis, Koraki, Eleuthero Pneuma, Tokesick, Sativa",891591,11
spotify:track:2FCqyniLVmMNQ5IrUkjd8e,Mesanyxta,"VLOSPA, LEX, Oge",3965858,28
spotify:track:6wsqVwoiVH2kde4k4KKAFU,I KNOW ?,Travis Scott,1421444,16
spotify:track:49gmgcrQp7nozLlmYue3Du,Pes,ZAF,3776321,20
spotify:track:6v2gIAboWrPhk78CyHwa6L,High Class,"Wang, Night Grind",2753756,19
spotify:track:02tWHxp6srYncEZjbDXur4,Machete,"FLY LO, Mike G",4637245,31
spotify:track:26vuGJr1z5zEjBCvTXWxjW,ZORA,RICTA,3229592,20
spotify:track:0oTlIKCkZIoDlNR6TMZsGn,7 Seconds,"Joezi, Coco, Pape Diouf",1173157,13
spotify:track:4zW19Z4IVfpLEsrTSCXiS8,Fotia,"Logos Timis, Eleuthero Pneuma, Koraki, Sativa, Tokesick",3715037,27
spotify:track:0Hn5RO8hSKSJZYihW6qL1Q,Zero,"Dirty Harry, Alecc, Ggreco, Echo",2348728,17
spotify:track:4nFfyMaiHtD1KL1W7QaD8y,El Paso,"FLY LO, Stanley",4073458,35
spotify:track:6A6D6dGQC3Wn0qYeed2ioG,Ligo Ligo,Anastasia,2335684,28
spotify:track:0VrbDCt9iX26mVzzboNRud,Poso Thelo,"Antonis Remos, Mente Fuerte",1751892,18
spotify:track:57uiFyexstQyJ04VAAXa49,Floga,Anastasia,4056311,28
spotify:track:6aUkRVhgVCrueotO6AQyeH,Amarties,Anastasia,2193432,28
spotify:track:5vKnUuW06wOfaokyWczb5J,Akropoli,Anastasia,2277643,27
spotify:track:5RVgQAZoxa1T8C5VU9iD7W,Your Face,Yung Megistan,519103,7
spotify:track:4YysyLjz6SRP3GrHErygST,Mono Me Sena,Giorgos Sabanis,2325242,20
spotify:track:1i9lZvlaDdWDPyXEE95aiq,TELEKINESIS (feat. SZA & Future),"Travis Scott, SZA, Future",348730,4
spotify:track:4flEhVBtJQoedtQmWTRam6,Min Tis Peite,Giorgos Kakosaios,2923742,35
spotify:track:2jDdUNCb3Q1hRtXmtZsGdW,Dubai,"Trannos, Thodoris Verlis",3034337,17
spotify:track:1odExI7RdWc4BT515LTAwj,Daylight,David Kushner,2163886,24
spotify:track:2sDBHUqdTjolmr3FKTaiNK,TUCUTUM,Marina Satti,643810,7
spotify:track:46dgrkhAaXe9VELYpS7D8A,GIA MENA,"SIDARTA, Saske",3130091,24
spotify:track:7x9aauaA9cu6tyfpHnqDLo,Seven (feat. Latto),"Jung Kook, Latto",935245,11
spotify:track:5aQoNwVTwlr4rFSFZonGxA,Eftihismenes Imeres In C Minor,"Beats Pliz, LEX",4908965,36
spotify:track:1bQGzQGGybgdEVkRIcHx1O,Istories,"Bloody Hawk, Dani Gambino",2688705,25
spotify:track:3k79jB4aGmMDUQzEwa46Rz,vampire,Olivia Rodrigo,916090,10
spotify:track:4BFi0sxSxOIgwaRFw2Xlq3,TRUSSARDI,"DIFF, Roi 6/12, BeTaf Beats",1891133,20
spotify:track:1BxfuPKGuaTgP7aM0Bbdwr,Cruel Summer,Taylor Swift,1240888,17
spotify:track:3BR2NAfPKrRaDPZ1SgIegf,FUCK DA POLICE,"RICTA, DJ.Silence",1809961,14
spotify:track:3kT7DwQt6A9xr6jXpHL4O8,Tik Tak - Mad VMA Version,"Trannos, Josephine",607822,6
spotify:track:55zVE1dJmVjfl7KEUtopYE,Bombay,"RZON, RACK, Edo Fendy, Ledri Vula",524227,6
spotify:track:7aodZPQpAaQrVA6cv9JXru,ZULU,"Dani Gambino, Dj The Boy",2085707,32
spotify:track:4kjI1gwQZRKNDkw1nI475M,MY EYES,Travis Scott,223602,2
spotify:track:6mFycTUAIVXhPottIqiTbu,Nero Sti Varka,"Martha Frintzila, Orestis Ntantos",1880036,21
spotify:track:3IhM5Mber8KA0NaRNpK2px,Lay Low,Tiësto,1178845,17
spotify:track:6CNAa7Ff1USEJvxxfxVTvd,Only The Fam,"Block 93, Sp93, Tanto, mi368",2178283,27
spotify:track:3aRUsAzn93SVRKqI3UXev9,BLESSED,"RICTA, DJ.Silence",2256931,13
spotify:track:1PH2MDbcBAU094DlgTIND1,THANK GOD,Travis Scott,255762,2
spotify:track:3BKD1PwArikchz2Zrlp1qi,Baby Don't Hurt Me,"David Guetta, Anne-Marie, Coi Leray",603960,9
spotify:track:0lodMO0qK83vfPiiD7FMEt,TOPIA TWINS (feat. Rob49 & 21 Savage),"Travis Scott, Rob49, 21 Savage",236179,2
spotify:track:1m8x2o2uRMgsmwGvQVx70s,Larry Hoover,"FLY LO, Mike G",2308625,18
spotify:track:4DSo441QlL3dns2EYOMWPc,Zoro,"FLY LO, Mike G",3005233,15
spotify:track:45F9bX6w7mfa4uTDyQtAOu,CC GIRL,"RICTA, Hawk",1983210,13
spotify:track:7cZoFeauyfBUX1rDWmaJ9Y,Berdemata,Josephine,538445,8
spotify:track:6yAXu55A4UpzZkaVd22Dot,Trapstars,"Hawk, Baghdad",2135055,20
spotify:track:3ZzwmJpLKzk5R5R00IX0Af,Anamniseis,"Lil PoP, Fy, Takinio Soul",65930,1
spotify:track:2IGMVunIBsBLtEQyoI1Mu7,Paint The Town Red,Doja Cat,1334399,7
spotify:track:3MM4G1uA3cscvcGkbT3XZW,Memento Vivere In F Minor,"Beats Pliz, Wang",3798561,33
spotify:track:3wjl3uPGckJUAeI5cRG0bZ,Caliente,"Mente Fuerte, Hawk, Baghdad",1103784,16
spotify:track:55Q180Og5mkW2XeGPjB7yn,Se Grita,"Morad, Jul",129018,2
spotify:track:3WxwtLjNVxdOzWISisDh8B,KVL,"Bloody Hawk, Wang",2218882,21
spotify:track:4zN21mbAuaD0WqtmaTZZeP,Ferrari,"James Hype, Miggy Dela Rosa",411770,7
spotify:track:0hL9gOw6XBWsygEUcVjxEc,HYAENA,Travis Scott,257608,2
spotify:track:36ghpxkRlgc4Y3i1gdsS88,ARMANI,Strat,1254520,8
spotify:track:4shJX6dupMWfJVUcCYm0Zq,Montpellier,"Savv, RICTA",583688,5
spotify:track:5ID6E2o3NT1ABFjPquS30r,Karma,Hawk,1547020,9
spotify:track:1DmW5Ep6ywYwxc2HMT5BG6,Tattoo,Loreen,2105008,14
spotify:track:5wKrv9ELCvn5NjYC9iCcQE,Louloudi,Bloody Hawk,1606940,17
spotify:track:5YNqOSquzP1y1sC0F5nnpS,Tavani,"Bloody Hawk, Mateos Nps",1225568,9
spotify:track:49OvjhB5rxkF7KzfTEk9ri,maZW Akoma (Ola Mou Ta Thelo),Giorgos Mazonakis,355026,4
spotify:track:2fjLOfHYjxVO8zYukN1zgm,Blow,"Ethismos, Melow",148341,2
spotify:track:0VAzpDy8DwjGBXAPysZ89x,Poso Me Agapas,Dirty Harry,329258,3
spotify:track:3KoaRsvdlFrhrW5aQwg74q,Piesi,"Bloody Hawk, VLOSPA",771371,6
spotify:track:6Qld8z0v3hFNTLLD7KUZ4H,ALABAMA,"DIFF, Strat",1818661,21
spotify:track:0eAbsvU6aw0fekXCoGSF08,Mona Lisa,"Hawk, Mike G",1042982,6
spotify:track:78nfY5wYgSi0wiJYTGvB1E,Karatia,"Bossikan, Chico Beatz",674472,11
spotify:track:6CgJ4T12QKzSrZriAh2XhV,Ghetto,"Hawk, Bossikan, Baghdad",902755,5
spotify:track:5JdLUE9D743ob2RtgmVpVx,Makeba,Jain,272649,4
spotify:track:1HHcbLnFA4YHyh4a4tsCz3,FUEGO,"RICTA, Kidd, DJ.Silence",1153077,8
spotify:track:23mMgZIoxtKGOmuPa0YL2w,Diva,"Hawk, $ulee",852451,5
spotify:track:5g3XIqEmePr8ZNTxz3FgSS,IKEA,Bloody Hawk,617727,5
spotify:track:1s7oOCT8vauUh01PbJD6ps,Calm Down (with Selena Gomez),"Rema, Selena Gomez",329359,5
spotify:track:6pePrJ87NIN7omR34ivtbd,24,"RICTA, Night Grind",1134833,7
spotify:track:0GrTh5qcWW2OxCIf1QqIyM,Anagki Na Se Do,Bloody Hawk,802359,11
spotify:track:2RI7X5IlysmDCYm5F7IFam,Odos Monaxias,Nikos Oikonomopoulos,2369448,28
spotify:track:6zjzustYTCBqaUiIMY9aJ2,Viktoria,"Melisses, DJ Kas",986214,14
spotify:track:2jMtZXwlpRBKEcvHFXlAvj,Zografia,Bloody Hawk,645295,5
spotify:track:2nagfvFWn2rdPsmWcmmHcs,Crystal,"FLY LO, Mike G",980382,10
spotify:track:2S9F35tyc3rAmAjDKWFI5N,Victoriam In F Minor,"Beats Pliz, Bloody Hawk",1824331,13
spotify:track:5AsNGwVP7bix0nae8y95kc,210,Strat,197523,3
spotify:track:6YMZaNgmVelp7m5odwUJeV,5D,Hawk,743691,4
spotify:track:45fIuFwHBhDXoFcicu8ESK,Smooth Criminal,"Hawk, Mikros Kleftis",629537,4
spotify:track:4N6OaKsTVicF0AozxfhpP2,Salvador Dali,Hawk,577606,4
spotify:track:19iahe2EB3Tu4ZosUUYrXR,UFO,Hawk,483148,3
spotify:track:2ne77Q1wbVIwp5kz7u9ee0,Shqipez,"YT, SNIK",779268,4
spotify:track:7dHTI6z2c1UNY3XX2BoJTG,Welcome To The Future,Hawk,160571,1
spotify:track:5gKjV39UWPCbcn2A5ofNEb,Taperamento,"Fy, Devito",810983,7
spotify:track:2gUf5y8y5BVfUQW5D5f20F,Alvaniko,Thug Slime,217025,2
spotify:track:6LQDHEROijPmfHQcqcJr1l,Fantasma,Bloody Hawk,890941,9
spotify:track:3cTnx9zc7zDghsjT6uGWPg,Facts,"Bloody Hawk, Immune",552774,4
spotify:track:37tXJUkTYc0tbLv5RfPPiV,DRILLA PATERA,RICTA,705406,5
spotify:track:35J3oXYrkLk7WoW748XmtH,ETSI EIMAI EGW,"RICTA, Foxy Lee",744093,6
spotify:track:1BwcY30HV55E1fqyezwtsD,Simademenoi,"Logos Timis, Eleuthero Pneuma, Koraki, Sativa, Tokesick",478178,5
spotify:track:3HPBrkNdhK9ms08yYvOgO5,Kanenas De Me Niothei,Bloody Hawk,429702,3
spotify:track:5dtNOybRj7QYm0W2w4Lyg6,Psihi,"Logos Timis, Eleuthero Pneuma, Koraki, Sativa, Tokesick",317166,3
spotify:track:6rQVimd4jiTxzNT5U4lvg4,Paranomia,"FLY LO, Mike G",1347610,8
spotify:track:4W8kSlWzmX8VdZULh4Y4ET,Piece de Resistance In D Minor,"Beats Pliz, Hawk",1310445,8
spotify:track:2kgYq33DsBdJcVgVmSSTjm,Kaigomai,"Logos Timis, Eleuthero Pneuma, Koraki, Sativa, Tokesick",294638,3
spotify:track:3uUzvB3mza6FwzWD8W4j7Y,Logout,"VLOSPA, Bloody Hawk, Oge",635026,4
spotify:track:2TwJFyhyNXmeMl2XMbHHs3,Gi Ton Thaumaton,"Logos Timis, Eleuthero Pneuma, Koraki, Sativa, Tokesick",288519,3
spotify:track:6GGtHZgBycCgGBUhZo81xe,Say Yes To Heaven,Lana Del Rey,203557,2
spotify:track:6u2QTmRybDADZ3v7xmwk4n,MAYRA LEFTA,RICTA,514813,4
spotify:track:5RX8T3EoTuXcybAxe6oPAw,Cha Cha Cha,Käärijä,508272,3
spotify:track:5S32oX9uZ7SqmKLWoy9BpH,Radar,"Logos Timis, Eleuthero Pneuma, Koraki, Sativa, Tokesick",212338,2
spotify:track:0y8pJqoqbetkbSgrnNllqH,Poli Tou Atofiou Kakou In E Minor,"Beats Pliz, Dani Gambino",1316821,8
spotify:track:4KfbsmMCaFstVlioQI6RfP,Ifestia,"Logos Timis, Eleuthero Pneuma, Koraki, Sativa, Tokesick",191413,2
spotify:track:5UacNXtLBLpHwNwq2FEQxT,Telegram,VLOSPA,508914,4
spotify:track:3v8fxsdHFgyBzpHhWcuYd3,CC Set,"FLY LO, Mike G",1090027,7
spotify:track:0PKrUolu8jIG1Kyt13WLEe,XASTOUKI,"RICTA, Baki",515296,4
spotify:track:4iWDvVZZgRVgVnTtHOkHXp,Ligi,"Light, Hawk",603135,10
spotify:track:4Lu4o7ha0oFyzi0v5tAyEf,Monokyalo Freestyle,Saske,422265,4
spotify:track:10jgbvZxrLgBCeV6NCpOpe,Kardia,"Logos Timis, Eleuthero Pneuma, Koraki, Sativa, Tokesick",187642,2
spotify:track:2fsagteNSaF9jnVHOzyk7m,Monh Ta Vradia,"ROPEX LATERIO, JO, Paris Kalpos",218442,3
spotify:track:2YOSdS8WwtZolMdNB8lUCq,Foni Tou Anemou,"Logos Timis, Eleuthero Pneuma, Koraki, Sativa, Tokesick",184552,2
spotify:track:556odxVF413mUJcEdFldBD,Lavara & Balaclava In C Minor,"Beats Pliz, Sadam",1377450,9
spotify:track:6YLKERkq90RCgfcIYB0MoP,Goku,"VLOSPA, Oge",358017,3
spotify:track:2tIJYhhpuR9lshR8UA7om6,DRILLA MAN,"RICTA, DJ.Silence, Savv",310057,3
spotify:track:2sRAgeVLhjAB9v3B46Pwjn,Energy,"VLOSPA, Strat, Solid",476168,4
spotify:track:2hitu772IaMidEQhIOexml,AKSIES,"RICTA, sohood, Baki",347453,3
spotify:track:5xP9lQYA8YQmQh6BOxcAnR,Popular (with Playboi Carti & Madonna) - From The Idol Vol. 1 (Music from the HBO Original Series),"The Weeknd, Playboi Carti, Madonna",337688,3
spotify:track:0n2qc2g61jW0pS2HJzyM6U,Weed & Nas,"Ethismos, Melow",353744,3
spotify:track:2VhZDWBoucLrBj4cz0O0TV,U TURN,"HGEMONA$, TSE, BTK 187",73363,1
spotify:track:4v3ddZLCXUt947jF004vE7,Savvato Vrady,Giorgos Kakosaios,1367486,15
spotify:track:7aTCnW8zpEIpYaI2Y6ypFW,Ku Je Ti,"Finem, Light",1085254,18
spotify:track:2VjOTvl50tscmc0RDjPdr2,UK Rap,"Dave, Central Cee",68867,1
spotify:track:2P3UGQhJUscOmOz7lNdV4T,Xorepse Mazi Mou,"Saske, Gamecue",460907,7
spotify:track:0qEyAUuAcmXEn54vqCZrRo,VENDETTA,"RACK, MENJU, Oge",3900677,6
spotify:track:5d2ETO2YDunJTXd5yuCCRA,3:15,TOQUEL,6477312,7
spotify:track:7B528NXMGf4cqBJSK036yl,Allegra (N1),Light,6137005,7
spotify:track:465fe0UfQPTxl1xK3judQQ,OAED,"SNIK, Ivan Greko, BeTaf Beats",7395219,9
spotify:track:4Fke1kIQz7pzIZYKqyzeNm,Allou,"TOQUEL, LILA, Beyond",5914996,7
spotify:track:3Ooy6ekh20PiZPWW4qSUSY,Fyge - Reworks,"Haris Alexiou, LEX",2242787,6
spotify:track:6LDOMYlK4NGHVwZYhpmkJB,NA PAS,"Kidd, Oge",6317337,9
spotify:track:2X30nxVvZWDLDRFY7uxCvp,Ghetto,"TOQUEL, FLY LO, Beyond",4657040,7
spotify:track:5p3F8ZyKGGGp4IZYRBr4pI,Zurbaran,TOQUEL,4107655,7
spotify:track:0jVTOnmmmhhbgriZBBV0JC,Gdysou,"APON, Eleni Foureira",2991306,6
spotify:track:7axy7PVFNdKylwB5JEuPV6,Ekptotos Aggelos,Nikos Oikonomopoulos,3612286,7
spotify:track:2vlD1APBebhoBy8Ok5lCUB,GEITONIA III,"MG, SNIK, Phen",1297900,5
spotify:track:0Wl2xRQZH2c5GdYLJIGCaN,ANASAINO KAI ZALIZOMAI,"LILA, Sin Laurent, Beyond",5876120,12
spotify:track:4ZMb2KrcIvgVIxqFRti1Fl,SOS,"Kidd, Lil Koni",5922494,11
spotify:track:0fxSLGBSsetmHSO98Xm0Km,G63,"TOQUEL, Bloody Hawk",3633480,7
spotify:track:2HtBhiPTlE1bFElYq9kGv0,Fake Love,"TOQUEL, RACK, Beyond",3502685,7
spotify:track:092cosCIwDmGcBJuWfClwz,MONROE,"Hawk, TOQUEL, Baghdad",7693236,14
spotify:track:0nNlBtm1vuo9vlU9PYYuc5,MOTORA,"Bres, Verde",2733013,7
spotify:track:3wpspGmdx96y319VEc99LG,STAR THS GEITONIAS,"Strat, DIFF, Ivan Greko",2925964,8
spotify:track:6tUOOYiRM11eeIKPLOAnzi,TRELES,"Ivan Greko, BeTaf Beats",1601957,5
spotify:track:2DzButYxP3txbMm0IJIFxX,ZIM ZIMMA,"Mente Fuerte, Trannos, Ramoon",2421210,8
spotify:track:2ouWSRC1YsQX6JAwosfTFJ,ME N U,"RACK, Sin Laurent",10080704,20
spotify:track:47ApwqRNvbUZ0QBoxpaxqn,Asfaltos,"TOQUEL, Beyond",2525370,7
spotify:track:6mxVtY0iDdOkzcoqwbXdhI,FREESTYLE,FLY LO,2390797,8
spotify:track:5nM5TStrOQt5HQAt4VzyHz,No Sleep,"Light, Trannos",11014552,20
spotify:track:60vt0ejRx1TMZ5tlsTvwUD,Gipsy Trap,"Lava, ROPEX LATERIO",2241166,8
spotify:track:3oPgG0q2SRyXQUP6UQlIU2,NARNIA,Roi 6/12,1388074,7
spotify:track:78OyiEbWmcxWGWyNVUugAY,Drive By,"TOQUEL, Beyond",1934434,7
spotify:track:46EdocEk7a205VzqQAjH84,Ferma,"TOQUEL, Roran, Beyond",1841436,7
spotify:track:0ZXqymmpvFMwb2FmR48C6F,Koita Me,"Lava, Paris Kalpos",4636127,17
spotify:track:61a8gUhQhA4bBCIiRxvk4J,90s,"Light, Destiny, KONY",5144781,15
spotify:track:0loJREraQLLtQxO6oq1R5X,IBRA,SNIK,3882850,12
spotify:track:0ifihkLHfnm6Ym3jekzZQv,Euro Gangsta,Mad Clip,3211495,10
spotify:track:7tm2QxjUmrjkZZMdHrgFhf,MADONNA,Roi 6/12,2990115,13
spotify:track:3nfvdRKJiaOXrznB5P2FHD,PROSOPIKA FREESTYLE,"TOQUEL, Beyond",1476772,7
spotify:track:3CBZxjDHQpgvHsnqF06CSu,FEMINISTIS,Bossikan,6098857,18
spotify:track:5cOMNVN6kTWvOdcLd7SWej,SPITI,"SIDARTA, Yll Limani",1816137,9
spotify:track:3rUGC1vUpkDG9CZFHMur1t,greedy,Tate McRae,2763021,15
spotify:track:3iMoGTwFBESWpqyrpsIO41,Stress,"Mel, Light",891331,6
spotify:track:0pqkfIGOaW41isgsnzdGpQ,Ola Kala,Trannos,1930972,10
spotify:track:36t254os2gXg53f7728E2F,PRONTO,"Tugan, Ortiz, Skoul",2718904,13
spotify:track:0bYg9bo50gSsH3LtXe2SQn,All I Want for Christmas Is You,Mariah Carey,943806,6
spotify:track:06qMRF18gwbOYYbnP2du6i,Last Christmas - Single Version,Wham!,902191,6
spotify:track:6xPJAhprbkceB2j3klCum1,Ton Kosmo Girizo,Bloody Hawk,3288508,15
spotify:track:1ETfPljlgGcoHzpAcagBAA,Jimmy Choo,Roi 6/12,5929647,17
spotify:track:2EjXfH91m7f8HiJN1yQg97,Rockin' Around The Christmas Tree,Brenda Lee,902304,6
spotify:track:3bfTvADTPaf4KLkVhcw2IW,ROLEX,"RICTA, DJ.Silence",600297,5
spotify:track:0RHHTYRMbow3v1XASd8LEi,Moira,Josephine,1053839,9
spotify:track:6Tg7PeHmUQZTZB4G3sb7zR,Omorfi,Anastasia,543472,5
spotify:track:3ZuF0xpOCCxip47EX4zOmu,WHO'S NEXT,"RICTA, Night Grind",1074643,5
spotify:track:1Mo0mUoAJ15QaYRYjlcI2Y,Barbie,"ROPEX LATERIO, Paris Kalpos",1657706,10
spotify:track:4lIGBgedeQIS1tfAtW3bLh,MAYBACH,Strat,1939026,12
spotify:track:6p1GHnHSJSma1orNgP7NoE,Jingle Bell Rock,Bobby Helms,318547,3
spotify:track:6ZEcwUfqgQ22Ole6Vs2WyB,Mina Ögon /Ta Matia Moy,"Nineb Youk, TOQUEL, Jo Lids",5341137,20
spotify:track:1IhgepZQpejpPqcO2hGgW6,Mia Thessaloniki,Konstantinos Argiros,393463,4
spotify:track:3lJGYAB1DDhOOM9MHUtPjR,Esy Me Xereis Pio Poly - Reworks,"Haris Alexiou, Christos Mastoras",190867,2
spotify:track:4VJ7nzs9uF3i9rIVmaDyxt,I Gineka Tis Zois Sou,Katerina Lioliou,1443297,13
spotify:track:4lvHQEPkjbCurmAAFO7GxY,Varane,"Dof Twogee, LEX",1462303,18
spotify:track:5mjYQaktjmjcMKcUIcqz4s,Strangers,Kenya Grace,2071341,16
spotify:track:2C9a4LSUxxeAbHYDLFYB3K,19,Kidd,2374333,14
spotify:track:2uFaJJtFpPDc5Pa95XzTvg,Let It Snow! Let It Snow! Let It Snow!,Dean Martin,591552,5
spotify:track:2q2cxmczUo4AAZXmjeNzMk,Haramata,Klavdia,1289208,13
spotify:track:5sywfNRT92vxrtMn9bsPUJ,Melagholia Mou,Nikos Oikonomopoulos,753153,9
spotify:track:6x4IbXxXIywkmS28oZdMCk,2000 Interlude: Beatbox,"TOQUEL, Beyond",686461,4
spotify:track:1vX21J00Ck8YgzCtlUE4Gz,As Ta Leme Kala,Lena Zevgara,792764,8
spotify:track:0lizgQ7Qw35od7CYaoMBZb,Santa Tell Me,Ariana Grande,641559,6
spotify:track:1IcR6RlgvDczfvoWJSSY2A,It's the Most Wonderful Time of the Year,Andy Williams,557821,5
spotify:track:4SQtq5RdjIvlyixVTthKqf,S' Agapao Kai Den Pao Kala,Despina Vandi,628375,7
spotify:track:7rcQt9Adfb2ggijiaZESrw,ΚΑΤΩ ΣΤΟ ΡΕΜΑ ΤΟ ΒΑΘΥ,duKYS,719044,8
spotify:track:1rv46mRwDqMEhOBZ7vODg3,It's Beginning to Look a Lot like Christmas,Michael Bublé,524657,5
spotify:track:1CuVRrM3klzzZ5rVMu6lHt,Doro Gia Sena,Nikos Oikonomopoulos,567852,7
spotify:track:2CDFpmVPeQbwaAGJ4Xm7pd,Itheles Na Mplekseis,Kako,1903310,25
spotify:track:0omM3mkVfjt8MhDKinkhcn,Filakes,"Strat, Mad Clip",769042,10
spotify:track:56y1jOTK0XSvJzVv9vHQBK,Paint The Town Red,Doja Cat,1688170,13
spotify:track:2YSzYUF3jWqb9YP9VXmpjE,IDGAF (feat. Yeat),"Drake, Yeat",1255244,12
spotify:track:4OMJGnvZfDvsePyCwRGO7X,Houdini,Dua Lipa,402495,4
spotify:track:2HafqoJbgXdtjwCOvNEF14,Si No Estás,iñigo quintero,969739,8
spotify:track:7uoFMmxln0GPXQ0AcCBXRq,Snowman,Sia,515783,5
spotify:track:067uKnZdNhW5Z9R9rN6xum,ΠΟΡΣΕΛΑΝΗ,"Immune, Dani Gambino, Misk",729847,5
spotify:track:6WCkbrjSG16OJTlMayNmqU,Tipota Ston Kosmo,LEX,285924,4
spotify:track:3LbDqWLb8r2Ok6QN11iX8s,NTALAVERITZHS,"DIFF, Greco Beats",1510825,12
spotify:track:7CyPwkp0oE8Ro9Dd5CUDjW,"One Of The Girls (with JENNIE, Lily Rose Depp)","The Weeknd, JENNIE, Lily-Rose Depp",611960,7
spotify:track:0TBGCEhZxqqJRn4L2VJAvc,Fuck The School,"Ross, Trannos",391342,4
spotify:track:5A1uS1PcKcMsMG36KgAq1d,Deja Vu,"Hawk, Sapranov",1356058,20
spotify:track:3vkCueOmm7xQDoJ17W1Pm3,My Love Mine All Mine,Mitski,340993,5
spotify:track:4xhsWYTOGcal8zt0J161CU,Lovin On Me,Jack Harlow,68670,1
spotify:track:4mguG0fNWrnulC7N65KFVX,An Eisai Ena Asteri,Anastasia,194420,3
spotify:track:56Q6GUnvj8MOKiMjasml86,Tha Zitas Ti Zoi Mas Piso,Nikos Oikonomopoulos,137621,2
spotify:track:6tjituizSxwSmBB5vtgHZE,Holly Jolly Christmas,Michael Bublé,441742,5
spotify:track:4AmhwkJVG44PbjmFXdN1zh,KENODOKSIA / VOULIMIA,"Negros Tou Moria, ODYDOZE",92745,1
spotify:track:744V8PZIfmGxpYOOEV0Srw,Osoi Agapisa,"Buzz, Anser, Night Grind",125924,2
spotify:track:7aCJ6xgQP4q21qOU77DEyj,ALKOOL,"Negros Tou Moria, ODYDOZE",73891,1
spotify:track:64Ejc2rFMxiEagVHHnmue8,Tentacion,"Lil Koni, Trannos",310217,4
spotify:track:41VUdABSPcBl3pu1lq363f,LAGNEIA,"Negros Tou Moria, ODYDOZE",71749,1
spotify:track:4n1cJvD6JTblug3jfJBk24,TO YPOGEIO (STIN YPOGA),"Negros Tou Moria, ODYDOZE, Hatemost",70108,1
spotify:track:2JQaAhB2X18Vf8PukWslf8,Η ORGI,"Negros Tou Moria, Masla.G, MUNEYLXRD, Nuki",68389,1
spotify:track:6Vk1e6MVqf77dPgsJtekP6,Flossy,"Fy, Lil Barty",715266,11
spotify:track:7MNH5tWJn8UkMPW6GwcUWM,Fantastic,Yolte,1527188,21
