uri,track_name,artist_names,total_streams_2023,weeks_in_top200_2023
spotify:track:2nibvvDdAQkVraYP00z2RS,Calling For You (feat. 21 Savage),"Drake, 21 Savage",101298,1
spotify:track:0AYt6NMyyLd0rLuvr0UkMH,Slime You Out (feat. SZA),"Drake, SZA",98165,1
spotify:track:4ZT0wGKwlJRjpMUuwZVy3p,Daylight,Drake,97148,1
spotify:track:53KaP77tkliz36LPxWGlWK,Fear Of Heights,Drake,91055,1
spotify:track:6ZprqcYFC6D9eIZaCoqrSn,Gently (feat. Bad Bunny),"Drake, Bad Bunny",83609,1
spotify:track:4YrkWWMJc5fPK9eBO6jW1e,1%,"Block 93, Tanto",81348,1
spotify:track:0w3Mfe4PIVjuFjJbe3OlYv,8am in Charlotte,Drake,79475,1
spotify:track:1GpWY5RiInhezB8wGWs6oN,7969 Santa,Drake,78793,1
spotify:track:4WNrmNzY0gua8PxpmTFiNY,Mavro Kare Konto,"Marseaux, Solmeister",76721,1
spotify:track:20QPlcOEzH9o9SLhv7AyXv,Paidi,"Anser, Buzz, Eversor",76701,1
spotify:track:0Mrnt1YqVuW2bqmwu4VxDt,Amen (feat. Teezo Touchdown),"Drake, Teezo Touchdown",75617,1
spotify:track:2FvOX0Ilpw1DYyQy3c5fCh,Paranoia,"Alecc, Ggreco, Stolou",75253,1
spotify:track:3xeoGtHfVwsoeVgjDFbCY5,Kawasaki,"Block 93, Yanek",74768,1
spotify:track:66hiR46kD9Ypy2Bqa3gI2v,True North 2,"Block 93, Sp93",70417,1
spotify:track:23CWLUgLmudPgbslm1IFKc,Boomm,"Ypo, Grend Kid",67392,1
spotify:track:0FDzzruyVECATHXKHFs9eJ,A Sky Full of Stars,Coldplay,64128,1
spotify:track:3AJwUDP919kvQ9QcozQPxg,Yellow,Coldplay,62713,1
spotify:track:1FEiijYPJtyswChfcpv3p0,Summertime Sadness,Lana Del Rey,62051,1
spotify:track:7ATav6YyDdbHnEJ4ALXjpj,Tutorial,"Katohos, RICTA, Stepper",278496,2
spotify:track:14vob2HI6mgV6R8rAmWDO5,POULAS,"Strat, BeTaf Beats",340241,4
spotify:track:1iGXjQrjL2SbqconUISzRC,Dark Piano,Thug Slime,402002,4
spotify:track:373gDROnujxNTFa1FojYIl,Lost,Linkin Park,61298,1
spotify:track:47I6dbIuVSCr78YshDxnkp,Bando,"Retro, Night Grind, Longlive",60599,1
spotify:track:4P0vjTLgvh62nd9OnWBGXu,Money Dance,"Retro, Night Grind, Longlive",60362,1
spotify:track:12Us8e6NFesdkXKf4StU1I,Me & You,Central Cee,54809,1
spotify:track:3KNWjZgf92VwvWAselZ6sP,Madame,"Kings, Trannos, Teo Tzimas",336669,7
spotify:track:75twbpTllVKRcYnSQ9kskG,KEY,"ATC Coco, Evan Spikes",45883,1
spotify:track:7bI9UbDmWHZmNl6JxAg6So,King Lo,"FLY LO, Mike G, Nuki",186091,4
spotify:track:2ANUmEgDD1ZGzh21kjcjlv,SOURA,"ATC Coco, Evan Spikes",77727,1
spotify:track:06BwojCYBixkUDerJcdmjV,Kollima,"DAMIAN, Th Mark",58584,1
spotify:track:68SdOecVo8wiYsHHJhCYnU,Ulichni,Lamanif,52642,1
spotify:track:4e0UN5bwR8qPsVoXVjayo3,Ganador - Intro,Fy,47986,1
spotify:track:4DJdbzwhOQfJzJMstOD1jP,Immune x Fumez The Engineer - Plugged In,"Fumez The Engineer, Immune",47956,1
spotify:track:3GmrVAcbHlcoaTiwSDkc8p,Beef 2,"Thug Slime, Silly Slime",96047,1
spotify:track:28CNdsr18IE5Kn4N8M4UQz,Apo Mena Einai Oxi,"Ioulia Kallimani, Michael Touratzidis",675221,2
spotify:track:3RaCGXCiiMufRPoexXxGkV,Slime You Out (feat. SZA),"Drake, SZA",188415,2
spotify:track:6EcBVtQYaDjktpmkk4Vy4F,IOY,"Kimi, Fy, Thug Slime",411089,3
spotify:track:1kuGVB7EU95pJObxwvfwKS,vampire,Olivia Rodrigo,158428,2
spotify:track:4hGmQboiou09EwhcTWa0H6,Another One Of Me (feat. 21 Savage),"Diddy, The Weeknd, French Montana, 21 Savage",65720,1
spotify:track:3Wk7yAyyU0vb8KkMCfHGsF,LATHOS,"Strat, BeTaf Beats",613220,5
spotify:track:6DbLmVnxsTVsJcD2r3E8jf,Murder On My Mind,"HGEMONA$, FANN, Joanne",108528,1
spotify:track:7GXVsPy6x2U767wS6yiNry,Give A Fuck,"HGEMONA$, Moose, F(x)",82891,1
spotify:track:7plEwDIgzcXVQljoga0QFa,Xilia Spirta,Antonis Remos,80584,1
spotify:track:4OaDCrQZKxe4wmM2hmy9OL,Figlio Di Putt4na,"Alecc, HGEMONA$, Tr4cer",80276,1
spotify:track:2jYjBkAMxeKvv4N9zzOlGv,HATER,"Ivan Greko, BeTaf Beats",79342,1
spotify:track:6JlrosVyi7QUwaeHgx3dhW,PELATES,"RICTA, DJ.Silence",548630,3
spotify:track:2VKua9wDtyCDu8ptCFtc8D,Panorama - Bonus Track,VLOSPA,147646,1
spotify:track:5Y322waDE5RkvtNr9cjmBN,Intro,"VLOSPA, Oge",127549,1
spotify:track:22QFrbw2pjQ8Q5O6yeYRhp,TrapLife,"FLY LO, Mike G",224873,2
spotify:track:3Y908BkO3ahiMMqm2RPLag,10 Bad Bitches,"Fy, DJ Tune, Moose",164003,2
spotify:track:4M3HAP7QiDRzB6ANm5OD9r,Ο. UZI SLIME,"DJ Tune, Thug Slime, Silly Slime",156151,2
spotify:track:4VMRsbfZzd3SfQtaJ1Wpwi,Double Fantasy (with Future),"The Weeknd, Future",322997,3
spotify:track:7ms5Scut4YZrbO54gH2lLA,Arte Povera Soundtrack In Gsus2,Beats Pliz,390287,2
spotify:track:488wszQu7lVgGgXJgXFovQ,Outro In A Minor,Beats Pliz,345760,2
spotify:track:04GvFWW27noWhbht2aPVDP,Coffin,"Immune, Chico Beatz",306694,3
spotify:track:032Eib1ph0DoAwlqxPiOvM,Intro In A Minor,Beats Pliz,288553,2
spotify:track:2DzpS0hEa51Onys2O8Gp14,No Drama,"Dof Twogee, SPLIT, Rkan, Jay 187",62744,1
spotify:track:0I6CsSbzREt9CeBq97yF5T,Floga,"Novel 729, Eversor",60001,1
spotify:track:5t4ea9v5BSCWNw0aMzUoLd,Mexri Telous,Nino Xypolitas,338925,3
spotify:track:2Gk6fi0dqt91NKvlzGsmm7,SAY MY GRACE (feat. Travis Scott),"Offset, Travis Scott",87623,1
spotify:track:7f2eje3OY1OKUU9ZAStv1s,M'Aresei,"Evangelia, Negros Tou Moria",73931,1
spotify:track:4gFO7c2q8Iku8bjylseQzT,Prestige,"RACK, LILA, Beyond",277315,4
spotify:track:2ALTXdJ5x92eyrc3iFckeJ,BBB,Kimi,76749,1
spotify:track:3tNMdL4qjzNHfo7rlVMESK,HONEY (ARE U COMING?),Måneskin,68861,1
spotify:track:5woZJlD8RK7BWUxRadkCls,Ανισόπεδη Ντίσκο,"Pan Pan, Kalliopi Mitropoulou",205685,3
spotify:track:201FpRqAjAzizpEWGWz1rx,Kokkino Kragion,Feisty,225366,2
spotify:track:4f08DsMHfrdG6I5hAtUbLu,Blocko Gango,"Block 93, Sp93, Tanto, mi368",77238,1
spotify:track:4Fkd894dwfJkjvMJb0bAgC,Level Up,"Block 93, Sp93, Tanto, mi368",70087,1
spotify:track:1wTopxO5eQBpxrBXPSbsUn,A&W,Lana Del Rey,113085,2
spotify:track:3JBVThrgZvwWP1zONBvXrp,Sex - Valentine's Gift,"Yolte, Lef",59735,1
spotify:track:6cg7DakmHLKH52eCGAmDVR,TSIKNA,"ATC Coco, BAKV",54003,1
spotify:track:0gCgOzT45Anrwp9txtf69H,CYPHER33,"Dof Twogee, RICTA, Sohood, Livar, Savv",50952,1
spotify:track:12cZWGf5ZgLcKubEW9mx5q,HOPE,NF,50858,1
spotify:track:6PUU3GqILH6me0huowneUe,Mamiiiiiiiiiiiiiiiiiiiiiiiiiiiii,Sin Boy,96207,1
spotify:track:3wkYfsF90bD10VVXDiQHUK,Roza,"Sin Boy, Yolte, Riskykidd, Bvcovia, N.O.E",87295,1
spotify:track:54dyqzb1QmSOxRnWIAnGql,Diskoli Zoi,"Dirty Harry, Echo",87131,1
spotify:track:5CPRNjOaqHAQemwRAfbuk6,Npc,Sin Boy,86099,1
spotify:track:6SkPKGwhrOOFTUJzN4WqcJ,Mona Lisa,Sin Boy,81746,1
spotify:track:4Ey1kB1Bui2PhECIM21Txe,Sahara,"Sin Boy, BretBeats",80746,1
spotify:track:5MrjkISzs3NP68OyfeCSyE,Fifa,Sin Boy,77721,1
spotify:track:5kHMfzgLZP95O9NBy0ku4v,I Can See You (Taylor’s Version) (From The Vault),Taylor Swift,75937,1
spotify:track:6ljojoYX9BJy6FUEtQ9mIa,Putana,Sin Boy,74740,1
spotify:track:3IX0yuEVvDbnqUwMBB3ouC,bad idea right?,Olivia Rodrigo,78339,1
spotify:track:2gyxAWHebV7xPYVxqoi86f,get him back!,Olivia Rodrigo,67115,1
spotify:track:6YPkC1ydJst6S5ReyZzIPt,Tiffany Blu,"Dirty Harry, Echo",94595,1
spotify:track:1hvraFaNyeXWylmEQlzCVE,Parapano Logous,"Kako, Jessy Blue",65005,1
spotify:track:4tBZzrNnxSgdjniMCzBqLD,Palies Fotografies,Aspa,53087,1
spotify:track:1ob6WCVuZIO5qk7jiRrHjn,Tropicana,Trannos,47837,1
spotify:track:6RktjpxsPv7EK36c77TcVW,Pirkaya,Josephine,47250,1
spotify:track:11nUDQBQQZw37Osi7qWBDL,Joker,Lamanif,45527,1
spotify:track:1xK59OXxi2TAAAbmZK0kBL,Romantic Homicide,d4vd,137848,3
spotify:track:05jPZF2hZeG798jPVXot2z,Gynaika,Anastasia,87306,1
spotify:track:5Cpf8XSOSVRqZRdqVsyYRa,Thiella,Anastasia,79140,1
spotify:track:3zGU9fsdjp5TXpcqqBamCC,CLIQUE,"Onad, Venom, Kidd",74610,1
spotify:track:1BU2rpXjavf2YHvTyfmku4,Diego,Mad Clip,70138,1
spotify:track:76khqZ2S28TlJiZKPHFo7G,To Parathiro Mou,"LEX, Beats Pliz",60810,1
spotify:track:0dv47SJ47rDjyxhBD5b144,Poios Eimai,Light,113509,2
spotify:track:3Ucr6hQQuY8cZ0UqXV8uO2,"Freed From Desire - prod. Molella, Phil Jay","Gala, Molella, Phil Jay",63710,1
spotify:track:03wOsqNRdFZAgwo708sjw2,Say Yes To Heaven,Lana Del Rey,81796,1
spotify:track:39MK3d3fonIP8Mz9oHCTBB,"Annihilate (Spider-Man: Across the Spider-Verse) (Metro Boomin & Swae Lee, Lil Wayne, Offset)","Metro Boomin, Swae Lee, Lil Wayne, Offset",67694,1
spotify:track:6tGl1mj5CyoB1hUtOKyhkQ,Voodoo,"Light, Hawk",65781,1
spotify:track:4Llq9CnIodPmWO2wqfTmzy,Sikose To Tilefono,Petros Iakovidis,64996,1
spotify:track:5mgh4mh71GhXikqPXf6NjW,Bal?,Sin Boy,86906,1
spotify:track:2kIVmLQVNEeZvcH8ZEZmdJ,We Came for Love,"Solven, Phil Phauler",230179,1
spotify:track:1zB8iM97STLlKaweWhtasO,El Telephone,"Eleni Foureira, Bobito, Ayman",107287,2
spotify:track:6eM45lJwm0LXuke4Ga0uOr,Restart,"Immune, Kid Young",106699,2
spotify:track:7qkZllHGVJqEUAW8LEPZx9,Stin Ypoga,"Negros Tou Moria, ODYDOZE, Hatemost",100861,2
spotify:track:4N7UpiOnVCysT8K3QqK9Me,Tora Tora (Boro Boro),"Giorgos Mazonakis, Arash",49346,1
spotify:track:4p90sFRZyV7IPnuvaU1pp1,Erastes,Thug Slime,49218,1
spotify:track:4CDw77LxjrgGlUhrUHfvD3,Big Moves - Vol. 3,VLOSPA,95823,2
spotify:track:4ZhJ5N8Er4CfpaNakUQTkP,Gennimeni,Giorgos Sabanis,93471,2
spotify:track:64np3XaWL8gH3yhsOASost,To Zygi - Prod. By Dimitris Koufoudakis,HGEMONA$,92011,2
spotify:track:4FMfbom8BeocIBepxkzTqK,Mili,Fy,46598,1
spotify:track:73vIOb4Q7YN6HeJTbscRx5,Miss You - Bonus Track,"Oliver Tree, Robin Schulz",88045,2
spotify:track:6nmFRPZigam4bN9CoMYc3I,Ksenodoxeio,ATC Nico,44566,1
spotify:track:1C7y7fn5u3pJUMOL6IlWls,Oso Tipota Se Thelo,Nikos Oikonomopoulos,44174,1
spotify:track:7fBv7CLKzipRk6EC6TWHOB,The Hills,The Weeknd,89577,2
spotify:track:1ABRIGG2YqY5uLDLLfIBgx,Work Out,"SNIK, Josephine",44018,1
spotify:track:1Y3LN4zO1Edc2EluIoSPJN,Until I Found You (with Em Beihold) - Em Beihold Version,"Stephen Sanchez, Em Beihold",92774,2
spotify:track:23WUQMPcZhp8kMVCkMUwKE,SEDAN,"BAKV, ATC Nico, ATC Coco",43152,1
spotify:track:0Q0HGJc5PLw5ABsd5KADM9,Tsita,"Bossikan, Hawk, ObieDaz",42790,1
spotify:track:7aV83dc7M5CASPveVmzsSw,KATEGIDA,"Sigma, Beyond, Grandbois",42770,1
spotify:track:5KBwk87AZVQmTHIVnuBR7J,Edo Giro - Prod. By Giorgos Orfanidis,HGEMONA$,42710,1
spotify:track:1nNIj9EJmlbSuDBfwIwE0Y,Dale,"Mente Fuerte, Baghdad",51760,1
spotify:track:2faI6zbvghH5wDaS6g5mEN,Wet,"SNIK, TOQUEL, MG, GAMEBOY",45319,1
spotify:track:0sZZc8yvqWSBHXi6jxtlpA,Bandit,"Thug Slime, Silly Slime",100183,1
spotify:track:04CqLjewJiSAqM210vZAmT,River,Miley Cyrus,51648,1
spotify:track:2NvZHyJtywOnDLtqbMABEI,Ζ. RAH 3X,"DJ Tune, Moose, Dogoloco",51377,1
spotify:track:5ZPhekpMLXFmewq8hc9GOA,Metrita,Wang,49907,1
spotify:track:48tVeEffiTEE6v8sMMQjf8,Lekes,Anna Vissi,68960,1
spotify:track:5KD6AEm19QnMbfWpfoOHMl,Now That We Don't Talk (Taylor's Version) (From The Vault),Taylor Swift,94336,1
spotify:track:71BqAINEnezjQfxE4VuJfq,"""Slut!"" (Taylor's Version) (From The Vault)",Taylor Swift,88222,1
spotify:track:4NioO5R9sHEZh4cGzMHyNt,Say Don't Go (Taylor's Version) (From The Vault),Taylor Swift,84228,1
spotify:track:1hjRhYpWyqDpPahmSlUTlc,Style (Taylor's Version),Taylor Swift,75721,1
spotify:track:3QwDFpWlJ0tuaj1fG1K0Rc,Ay Ay (Magissa),Aspa,67605,1
spotify:track:761khdh81tJCBylb4qDYFh,DIRTY,Onad,67224,1
spotify:track:6T0sEnqjmHISIKwFETeeiP,Suburban Legends (Taylor's Version) (From The Vault),Taylor Swift,64883,1
spotify:track:5AvyefDkaRgDajjqbfN8vv,Tyxero Asteri,"K. BHTA, Giannis Palamidas",43133,1
