year,week,age,deaths
2015,47,Y60-64,112.0
2015,47,Y65-69,130.0
2015,47,Y70-74,184.0
2015,47,Y75-79,267.0
2015,47,Y80-84,459.0
2015,47,Y85-89,517.0
2015,47,Y_GE90,373.0
2015,47,Y_LT5,6.0
2015,48,UNK,0.0
2015,48,Y10-14,2.0
2015,48,Y15-19,3.0
2015,48,Y20-24,1.0
2015,48,Y25-29,3.0
2015,48,Y30-34,10.0
2015,48,Y35-39,17.0
2015,48,Y40-44,19.0
2015,48,Y45-49,42.0
2015,48,Y5-9,0.0
2015,48,Y50-54,29.0
2015,48,Y55-59,80.0
2015,48,Y60-64,97.0
2015,48,Y65-69,139.0
2015,48,Y70-74,170.0
2015,48,Y75-79,312.0
2015,48,Y80-84,424.0
2015,48,Y85-89,477.0
2015,48,Y_GE90,389.0
2015,48,Y_LT5,8.0
2015,49,UNK,0.0
2015,49,Y10-14,2.0
2015,49,Y15-19,2.0
2015,49,Y20-24,5.0
2015,49,Y25-29,5.0
2015,49,Y30-34,9.0
2015,49,Y35-39,7.0
2015,49,Y40-44,15.0
2015,49,Y45-49,29.0
2015,49,Y5-9,0.0
2015,49,Y50-54,50.0
2015,49,Y55-59,65.0
2015,49,Y60-64,94.0
2015,49,Y65-69,141.0
2015,49,Y70-74,170.0
2015,49,Y75-79,305.0
2015,49,Y80-84,415.0
2015,49,Y85-89,471.0
2015,49,Y_GE90,337.0
2015,49,Y_LT5,9.0
2015,50,UNK,0.0
2015,50,Y10-14,1.0
2015,50,Y15-19,3.0
2015,50,Y20-24,3.0
2015,50,Y25-29,7.0
2015,50,Y30-34,15.0
2015,50,Y35-39,8.0
2015,50,Y40-44,9.0
2015,50,Y45-49,41.0
2015,50,Y5-9,1.0
2015,50,Y50-54,52.0
2015,50,Y55-59,83.0
2015,50,Y60-64,88.0
2015,50,Y65-69,143.0
2015,50,Y70-74,163.0
2015,50,Y75-79,293.0
2015,50,Y80-84,442.0
2015,50,Y85-89,515.0
2015,50,Y_GE90,430.0
2015,50,Y_LT5,9.0
2015,51,UNK,0.0
2015,51,Y10-14,0.0
2015,51,Y15-19,3.0
2015,51,Y20-24,3.0
2015,51,Y25-29,5.0
2015,51,Y30-34,6.0
2015,51,Y35-39,12.0
2015,51,Y40-44,11.0
2015,51,Y45-49,26.0
2015,51,Y5-9,1.0
2015,51,Y50-54,48.0
2015,51,Y55-59,75.0
2015,51,Y60-64,91.0
2015,51,Y65-69,150.0
2015,51,Y70-74,163.0
2015,51,Y75-79,310.0
2015,51,Y80-84,481.0
2015,51,Y85-89,547.0
2015,51,Y_GE90,439.0
2015,51,Y_LT5,16.0
2015,52,UNK,0.0
2015,52,Y10-14,1.0
2015,52,Y15-19,2.0
2015,52,Y20-24,3.0
2015,52,Y25-29,5.0
2015,52,Y30-34,7.0
2015,52,Y35-39,19.0
2015,52,Y40-44,23.0
2015,52,Y45-49,36.0
2015,52,Y5-9,1.0
2015,52,Y50-54,55.0
2015,52,Y55-59,75.0
2015,52,Y60-64,91.0
2015,52,Y65-69,150.0
2015,52,Y70-74,174.0
2015,52,Y75-79,304.0
2015,52,Y80-84,523.0
2015,52,Y85-89,586.0
2015,52,Y_GE90,419.0
2015,52,Y_LT5,6.0
2015,53,UNK,0.0
2015,53,Y10-14,1.0
2015,53,Y15-19,0.0
2015,53,Y20-24,4.0
2015,53,Y25-29,3.0
2015,53,Y30-34,7.0
2015,53,Y35-39,11.0
2015,53,Y40-44,23.0
2015,53,Y45-49,26.0
2015,53,Y5-9,0.0
2015,53,Y50-54,46.0
2015,53,Y55-59,89.0
2015,53,Y60-64,93.0
2015,53,Y65-69,151.0
2015,53,Y70-74,163.0
2015,53,Y75-79,308.0
2015,53,Y80-84,520.0
2015,53,Y85-89,605.0
2015,53,Y_GE90,513.0
2015,53,Y_LT5,6.0
2016,1,UNK,0.0
2016,1,Y10-14,0.0
2016,1,Y15-19,0.0
2016,1,Y20-24,6.0
2016,1,Y25-29,4.0
2016,1,Y30-34,6.0
2016,1,Y35-39,11.0
2016,1,Y40-44,14.0
2016,1,Y45-49,47.0
2016,1,Y5-9,1.0
2016,1,Y50-54,51.0
2016,1,Y55-59,82.0
2016,1,Y60-64,107.0
2016,1,Y65-69,164.0
2016,1,Y70-74,179.0
2016,1,Y75-79,363.0
2016,1,Y80-84,555.0
2016,1,Y85-89,558.0
2016,1,Y_GE90,481.0
2016,1,Y_LT5,8.0
2016,2,UNK,0.0
2016,2,Y10-14,0.0
2016,2,Y15-19,2.0
2016,2,Y20-24,3.0
2016,2,Y25-29,3.0
2016,2,Y30-34,10.0
2016,2,Y35-39,12.0
2016,2,Y40-44,24.0
2016,2,Y45-49,43.0
2016,2,Y5-9,0.0
2016,2,Y50-54,51.0
2016,2,Y55-59,93.0
2016,2,Y60-64,105.0
2016,2,Y65-69,139.0
2016,2,Y70-74,201.0
2016,2,Y75-79,331.0
2016,2,Y80-84,536.0
2016,2,Y85-89,626.0
2016,2,Y_GE90,454.0
2016,2,Y_LT5,5.0
2016,3,UNK,0.0
2016,3,Y10-14,0.0
2016,3,Y15-19,1.0
2016,3,Y20-24,5.0
2016,3,Y25-29,6.0
2016,3,Y30-34,4.0
2016,3,Y35-39,12.0
2016,3,Y40-44,18.0
2016,3,Y45-49,45.0
2016,3,Y5-9,6.0
2016,3,Y50-54,57.0
2016,3,Y55-59,95.0
2016,3,Y60-64,120.0
2016,3,Y65-69,173.0
2016,3,Y70-74,194.0
2016,3,Y75-79,352.0
2016,3,Y80-84,481.0
2016,3,Y85-89,584.0
2016,3,Y_GE90,437.0
2016,3,Y_LT5,11.0
2016,4,UNK,0.0
2016,4,Y10-14,0.0
2016,4,Y15-19,1.0
2016,4,Y20-24,4.0
2016,4,Y25-29,5.0
2016,4,Y30-34,8.0
2016,4,Y35-39,21.0
2016,4,Y40-44,25.0
2016,4,Y45-49,27.0
2016,4,Y5-9,2.0
2016,4,Y50-54,62.0
2016,4,Y55-59,94.0
2016,4,Y60-64,113.0
2016,4,Y65-69,172.0
2016,4,Y70-74,203.0
2016,4,Y75-79,347.0
2016,4,Y80-84,511.0
2016,4,Y85-89,603.0
2016,4,Y_GE90,443.0
2016,4,Y_LT5,11.0
2016,5,UNK,0.0
2016,5,Y10-14,0.0
2016,5,Y15-19,1.0
2016,5,Y20-24,7.0
2016,5,Y25-29,6.0
2016,5,Y30-34,9.0
2016,5,Y35-39,19.0
2016,5,Y40-44,17.0
2016,5,Y45-49,36.0
2016,5,Y5-9,1.0
2016,5,Y50-54,59.0
2016,5,Y55-59,93.0
2016,5,Y60-64,119.0
2016,5,Y65-69,154.0
2016,5,Y70-74,187.0
2016,5,Y75-79,338.0
2016,5,Y80-84,536.0
2016,5,Y85-89,623.0
2016,5,Y_GE90,438.0
2016,5,Y_LT5,6.0
2016,6,UNK,0.0
2016,6,Y10-14,2.0
2016,6,Y15-19,9.0
2016,6,Y20-24,7.0
2016,6,Y25-29,2.0
2016,6,Y30-34,12.0
2016,6,Y35-39,17.0
2016,6,Y40-44,27.0
2016,6,Y45-49,41.0
2016,6,Y5-9,1.0
2016,6,Y50-54,70.0
2016,6,Y55-59,92.0
2016,6,Y60-64,122.0
2016,6,Y65-69,151.0
2016,6,Y70-74,205.0
2016,6,Y75-79,314.0
2016,6,Y80-84,498.0
2016,6,Y85-89,582.0
2016,6,Y_GE90,436.0
2016,6,Y_LT5,6.0
2016,7,UNK,0.0
2016,7,Y10-14,0.0
2016,7,Y15-19,4.0
2016,7,Y20-24,2.0
2016,7,Y25-29,4.0
2016,7,Y30-34,11.0
2016,7,Y35-39,15.0
2016,7,Y40-44,25.0
2016,7,Y45-49,32.0
2016,7,Y5-9,2.0
2016,7,Y50-54,43.0
2016,7,Y55-59,79.0
2016,7,Y60-64,113.0
2016,7,Y65-69,146.0
2016,7,Y70-74,192.0
2016,7,Y75-79,280.0
2016,7,Y80-84,469.0
2016,7,Y85-89,581.0
2016,7,Y_GE90,425.0
2016,7,Y_LT5,13.0
2016,8,UNK,0.0
2016,8,Y10-14,1.0
2016,8,Y15-19,3.0
2016,8,Y20-24,5.0
2016,8,Y25-29,9.0
2016,8,Y30-34,8.0
2016,8,Y35-39,13.0
2016,8,Y40-44,19.0
2016,8,Y45-49,23.0
2016,8,Y5-9,1.0
2016,8,Y50-54,51.0
2016,8,Y55-59,60.0
2016,8,Y60-64,102.0
2016,8,Y65-69,145.0
2016,8,Y70-74,180.0
2016,8,Y75-79,276.0
2016,8,Y80-84,436.0
2016,8,Y85-89,499.0
2016,8,Y_GE90,376.0
2016,8,Y_LT5,8.0
2016,9,UNK,0.0
2016,9,Y10-14,4.0
2016,9,Y15-19,1.0
2016,9,Y20-24,3.0
2016,9,Y25-29,5.0
2016,9,Y30-34,11.0
2016,9,Y35-39,10.0
2016,9,Y40-44,15.0
2016,9,Y45-49,35.0
2016,9,Y5-9,2.0
2016,9,Y50-54,52.0
2016,9,Y55-59,72.0
2016,9,Y60-64,103.0
2016,9,Y65-69,140.0
2016,9,Y70-74,162.0
2016,9,Y75-79,279.0
2016,9,Y80-84,392.0
2016,9,Y85-89,441.0
2016,9,Y_GE90,403.0
2016,9,Y_LT5,9.0
2016,10,UNK,0.0
2016,10,Y10-14,1.0
2016,10,Y15-19,3.0
2016,10,Y20-24,6.0
2016,10,Y25-29,2.0
2016,10,Y30-34,9.0
2016,10,Y35-39,8.0
2016,10,Y40-44,16.0
2016,10,Y45-49,23.0
2016,10,Y5-9,0.0
2016,10,Y50-54,50.0
2016,10,Y55-59,69.0
2016,10,Y60-64,96.0
2016,10,Y65-69,139.0
2016,10,Y70-74,190.0
2016,10,Y75-79,278.0
2016,10,Y80-84,462.0
2016,10,Y85-89,489.0
2016,10,Y_GE90,397.0
2016,10,Y_LT5,10.0
2016,11,UNK,0.0
2016,11,Y10-14,0.0
2016,11,Y15-19,3.0
2016,11,Y20-24,11.0
2016,11,Y25-29,11.0
2016,11,Y30-34,11.0
2016,11,Y35-39,6.0
2016,11,Y40-44,14.0
2016,11,Y45-49,40.0
2016,11,Y5-9,1.0
2016,11,Y50-54,44.0
2016,11,Y55-59,72.0
2016,11,Y60-64,119.0
2016,11,Y65-69,141.0
2016,11,Y70-74,174.0
2016,11,Y75-79,302.0
2016,11,Y80-84,427.0
2016,11,Y85-89,485.0
2016,11,Y_GE90,381.0
2016,11,Y_LT5,13.0
2016,12,UNK,0.0
2016,12,Y10-14,0.0
2016,12,Y15-19,2.0
2016,12,Y20-24,5.0
2016,12,Y25-29,8.0
2016,12,Y30-34,3.0
2016,12,Y35-39,14.0
2016,12,Y40-44,19.0
2016,12,Y45-49,26.0
2016,12,Y5-9,1.0
2016,12,Y50-54,40.0
2016,12,Y55-59,64.0
2016,12,Y60-64,79.0
2016,12,Y65-69,133.0
2016,12,Y70-74,160.0
2016,12,Y75-79,283.0
2016,12,Y80-84,457.0
2016,12,Y85-89,477.0
2016,12,Y_GE90,406.0
2016,12,Y_LT5,8.0
2016,13,UNK,0.0
2016,13,Y10-14,6.0
2016,13,Y15-19,2.0
2016,13,Y20-24,2.0
2016,13,Y25-29,4.0
2016,13,Y30-34,3.0
2016,13,Y35-39,11.0
2016,13,Y40-44,17.0
2016,13,Y45-49,34.0
2016,13,Y5-9,2.0
2016,13,Y50-54,51.0
2016,13,Y55-59,67.0
2016,13,Y60-64,99.0
2016,13,Y65-69,126.0
2016,13,Y70-74,170.0
2016,13,Y75-79,287.0
2016,13,Y80-84,417.0
2016,13,Y85-89,533.0
2016,13,Y_GE90,417.0
2016,13,Y_LT5,11.0
2016,14,UNK,0.0
2016,14,Y10-14,0.0
2016,14,Y15-19,2.0
2016,14,Y20-24,5.0
2016,14,Y25-29,5.0
2016,14,Y30-34,6.0
2016,14,Y35-39,10.0
2016,14,Y40-44,22.0
2016,14,Y45-49,32.0
2016,14,Y5-9,2.0
2016,14,Y50-54,43.0
2016,14,Y55-59,73.0
2016,14,Y60-64,106.0
2016,14,Y65-69,150.0
2016,14,Y70-74,147.0
2016,14,Y75-79,297.0
2016,14,Y80-84,458.0
2016,14,Y85-89,509.0
2016,14,Y_GE90,403.0
2016,14,Y_LT5,5.0
2016,15,UNK,0.0
2016,15,Y10-14,2.0
2016,15,Y15-19,3.0
2016,15,Y20-24,1.0
2016,15,Y25-29,5.0
2016,15,Y30-34,8.0
2016,15,Y35-39,7.0
2016,15,Y40-44,14.0
2016,15,Y45-49,28.0
2016,15,Y5-9,1.0
2016,15,Y50-54,54.0
2016,15,Y55-59,68.0
2016,15,Y60-64,90.0
2016,15,Y65-69,129.0
2016,15,Y70-74,194.0
2016,15,Y75-79,279.0
2016,15,Y80-84,453.0
2016,15,Y85-89,501.0
2016,15,Y_GE90,382.0
2016,15,Y_LT5,8.0
2016,16,UNK,0.0
2016,16,Y10-14,2.0
2016,16,Y15-19,4.0
2016,16,Y20-24,2.0
2016,16,Y25-29,7.0
2016,16,Y30-34,7.0
2016,16,Y35-39,11.0
2016,16,Y40-44,20.0
2016,16,Y45-49,29.0
2016,16,Y5-9,0.0
2016,16,Y50-54,41.0
2016,16,Y55-59,68.0
2016,16,Y60-64,101.0
2016,16,Y65-69,133.0
2016,16,Y70-74,165.0
2016,16,Y75-79,285.0
2016,16,Y80-84,388.0
2016,16,Y85-89,482.0
2016,16,Y_GE90,346.0
2016,16,Y_LT5,9.0
2016,17,UNK,0.0
2016,17,Y10-14,3.0
2016,17,Y15-19,3.0
2016,17,Y20-24,7.0
2016,17,Y25-29,5.0
2016,17,Y30-34,7.0
2016,17,Y35-39,8.0
2016,17,Y40-44,18.0
2016,17,Y45-49,33.0
2016,17,Y5-9,3.0
2016,17,Y50-54,45.0
2016,17,Y55-59,89.0
2016,17,Y60-64,86.0
2016,17,Y65-69,129.0
2016,17,Y70-74,167.0
2016,17,Y75-79,266.0
2016,17,Y80-84,410.0
2016,17,Y85-89,438.0
2016,17,Y_GE90,354.0
2016,17,Y_LT5,10.0
2016,18,UNK,0.0
2016,18,Y10-14,0.0
2016,18,Y15-19,3.0
2016,18,Y20-24,7.0
2016,18,Y25-29,3.0
2016,18,Y30-34,10.0
2016,18,Y35-39,10.0
2016,18,Y40-44,18.0
2016,18,Y45-49,21.0
2016,18,Y5-9,2.0
2016,18,Y50-54,51.0
2016,18,Y55-59,60.0
2016,18,Y60-64,105.0
2016,18,Y65-69,130.0
2016,18,Y70-74,174.0
2016,18,Y75-79,324.0
2016,18,Y80-84,448.0
2016,18,Y85-89,497.0
2016,18,Y_GE90,374.0
2016,18,Y_LT5,9.0
2016,19,UNK,0.0
2016,19,Y10-14,1.0
2016,19,Y15-19,4.0
2016,19,Y20-24,3.0
2016,19,Y25-29,8.0
2016,19,Y30-34,5.0
2016,19,Y35-39,12.0
2016,19,Y40-44,18.0
2016,19,Y45-49,33.0
2016,19,Y5-9,3.0
2016,19,Y50-54,50.0
2016,19,Y55-59,81.0
2016,19,Y60-64,93.0
2016,19,Y65-69,133.0
2016,19,Y70-74,162.0
2016,19,Y75-79,304.0
2016,19,Y80-84,432.0
2016,19,Y85-89,501.0
2016,19,Y_GE90,360.0
2016,19,Y_LT5,6.0
2016,20,UNK,0.0
2016,20,Y10-14,0.0
2016,20,Y15-19,3.0
2016,20,Y20-24,7.0
2016,20,Y25-29,6.0
2016,20,Y30-34,4.0
2016,20,Y35-39,9.0
2016,20,Y40-44,19.0
2016,20,Y45-49,35.0
2016,20,Y5-9,0.0
2016,20,Y50-54,58.0
2016,20,Y55-59,54.0
2016,20,Y60-64,94.0
2016,20,Y65-69,133.0
2016,20,Y70-74,138.0
2016,20,Y75-79,302.0
2016,20,Y80-84,429.0
2016,20,Y85-89,475.0
2016,20,Y_GE90,349.0
2016,20,Y_LT5,6.0
2016,21,UNK,0.0
2016,21,Y10-14,0.0
2016,21,Y15-19,1.0
2016,21,Y20-24,3.0
2016,21,Y25-29,1.0
2016,21,Y30-34,6.0
2016,21,Y35-39,11.0
2016,21,Y40-44,16.0
2016,21,Y45-49,27.0
2016,21,Y5-9,0.0
2016,21,Y50-54,45.0
2016,21,Y55-59,70.0
2016,21,Y60-64,102.0
2016,21,Y65-69,124.0
2016,21,Y70-74,144.0
2016,21,Y75-79,262.0
2016,21,Y80-84,395.0
2016,21,Y85-89,440.0
2016,21,Y_GE90,371.0
2016,21,Y_LT5,9.0
2016,22,UNK,0.0
2016,22,Y10-14,2.0
2016,22,Y15-19,3.0
2016,22,Y20-24,4.0
2016,22,Y25-29,8.0
2016,22,Y30-34,7.0
2016,22,Y35-39,14.0
2016,22,Y40-44,18.0
2016,22,Y45-49,35.0
2016,22,Y5-9,0.0
2016,22,Y50-54,51.0
2016,22,Y55-59,67.0
2016,22,Y60-64,89.0
2016,22,Y65-69,132.0
2016,22,Y70-74,175.0
2016,22,Y75-79,256.0
2016,22,Y80-84,418.0
2016,22,Y85-89,504.0
2016,22,Y_GE90,408.0
2016,22,Y_LT5,8.0
2016,23,UNK,0.0
2016,23,Y10-14,2.0
2016,23,Y15-19,2.0
2016,23,Y20-24,3.0
2016,23,Y25-29,7.0
2016,23,Y30-34,8.0
2016,23,Y35-39,15.0
2016,23,Y40-44,16.0
2016,23,Y45-49,32.0
2016,23,Y5-9,2.0
2016,23,Y50-54,43.0
2016,23,Y55-59,63.0
2016,23,Y60-64,78.0
2016,23,Y65-69,119.0
2016,23,Y70-74,140.0
2016,23,Y75-79,232.0
2016,23,Y80-84,404.0
2016,23,Y85-89,453.0
2016,23,Y_GE90,375.0
2016,23,Y_LT5,5.0
2016,24,UNK,0.0
2016,24,Y10-14,1.0
2016,24,Y15-19,1.0
2016,24,Y20-24,3.0
2016,24,Y25-29,8.0
2016,24,Y30-34,8.0
2016,24,Y35-39,6.0
2016,24,Y40-44,21.0
2016,24,Y45-49,32.0
2016,24,Y5-9,1.0
2016,24,Y50-54,51.0
2016,24,Y55-59,86.0
2016,24,Y60-64,108.0
2016,24,Y65-69,120.0
2016,24,Y70-74,148.0
2016,24,Y75-79,277.0
2016,24,Y80-84,442.0
2016,24,Y85-89,470.0
2016,24,Y_GE90,388.0
2016,24,Y_LT5,4.0
2016,25,UNK,0.0
2016,25,Y10-14,2.0
2016,25,Y15-19,2.0
2016,25,Y20-24,4.0
2016,25,Y25-29,5.0
2016,25,Y30-34,7.0
2016,25,Y35-39,17.0
2016,25,Y40-44,18.0
2016,25,Y45-49,37.0
2016,25,Y5-9,0.0
2016,25,Y50-54,45.0
2016,25,Y55-59,90.0
2016,25,Y60-64,116.0
2016,25,Y65-69,191.0
2016,25,Y70-74,224.0
2016,25,Y75-79,351.0
2016,25,Y80-84,604.0
2016,25,Y85-89,625.0
2016,25,Y_GE90,570.0
2016,25,Y_LT5,6.0
2016,26,UNK,0.0
2016,26,Y10-14,2.0
2016,26,Y15-19,2.0
2016,26,Y20-24,5.0
2016,26,Y25-29,3.0
2016,26,Y30-34,8.0
2016,26,Y35-39,6.0
2016,26,Y40-44,18.0
2016,26,Y45-49,27.0
2016,26,Y5-9,0.0
2016,26,Y50-54,54.0
2016,26,Y55-59,56.0
2016,26,Y60-64,110.0
2016,26,Y65-69,142.0
2016,26,Y70-74,168.0
2016,26,Y75-79,312.0
2016,26,Y80-84,472.0
2016,26,Y85-89,503.0
2016,26,Y_GE90,417.0
2016,26,Y_LT5,13.0
2016,27,UNK,0.0
2016,27,Y10-14,0.0
2016,27,Y15-19,3.0
2016,27,Y20-24,3.0
2016,27,Y25-29,4.0
2016,27,Y30-34,7.0
2016,27,Y35-39,13.0
2016,27,Y40-44,22.0
2016,27,Y45-49,19.0
2016,27,Y5-9,1.0
2016,27,Y50-54,65.0
2016,27,Y55-59,80.0
2016,27,Y60-64,111.0
2016,27,Y65-69,135.0
2016,27,Y70-74,161.0
2016,27,Y75-79,245.0
2016,27,Y80-84,466.0
2016,27,Y85-89,454.0
2016,27,Y_GE90,355.0
2016,27,Y_LT5,11.0
2016,28,UNK,0.0
2016,28,Y10-14,1.0
2016,28,Y15-19,4.0
2016,28,Y20-24,3.0
2016,28,Y25-29,6.0
2016,28,Y30-34,8.0
2016,28,Y35-39,19.0
2016,28,Y40-44,28.0
2016,28,Y45-49,32.0
2016,28,Y5-9,1.0
2016,28,Y50-54,38.0
2016,28,Y55-59,73.0
2016,28,Y60-64,104.0
2016,28,Y65-69,132.0
2016,28,Y70-74,166.0
2016,28,Y75-79,297.0
2016,28,Y80-84,411.0
2016,28,Y85-89,504.0
2016,28,Y_GE90,349.0
2016,28,Y_LT5,10.0
2016,29,UNK,0.0
2016,29,Y10-14,0.0
2016,29,Y15-19,3.0
2016,29,Y20-24,6.0
2016,29,Y25-29,2.0
2016,29,Y30-34,6.0
2016,29,Y35-39,9.0
2016,29,Y40-44,27.0
2016,29,Y45-49,29.0
2016,29,Y5-9,1.0
2016,29,Y50-54,46.0
2016,29,Y55-59,73.0
2016,29,Y60-64,99.0
2016,29,Y65-69,115.0
2016,29,Y70-74,156.0
2016,29,Y75-79,242.0
2016,29,Y80-84,361.0
2016,29,Y85-89,446.0
2016,29,Y_GE90,367.0
2016,29,Y_LT5,5.0
2016,30,UNK,0.0
2016,30,Y10-14,1.0
2016,30,Y15-19,0.0
2016,30,Y20-24,6.0
2016,30,Y25-29,6.0
2016,30,Y30-34,12.0
2016,30,Y35-39,11.0
2016,30,Y40-44,24.0
2016,30,Y45-49,35.0
2016,30,Y5-9,1.0
2016,30,Y50-54,59.0
2016,30,Y55-59,84.0
2016,30,Y60-64,98.0
2016,30,Y65-69,131.0
2016,30,Y70-74,150.0
2016,30,Y75-79,314.0
2016,30,Y80-84,422.0
2016,30,Y85-89,479.0
2016,30,Y_GE90,441.0
2016,30,Y_LT5,11.0
2016,31,UNK,0.0
2016,31,Y10-14,0.0
2016,31,Y15-19,3.0
2016,31,Y20-24,7.0
2016,31,Y25-29,12.0
2016,31,Y30-34,3.0
2016,31,Y35-39,16.0
2016,31,Y40-44,19.0
2016,31,Y45-49,23.0
2016,31,Y5-9,0.0
2016,31,Y50-54,42.0
2016,31,Y55-59,68.0
2016,31,Y60-64,102.0
2016,31,Y65-69,132.0
2016,31,Y70-74,164.0
2016,31,Y75-79,285.0
2016,31,Y80-84,436.0
2016,31,Y85-89,544.0
2016,31,Y_GE90,460.0
2016,31,Y_LT5,8.0
2016,32,UNK,0.0
2016,32,Y10-14,0.0
2016,32,Y15-19,3.0
2016,32,Y20-24,7.0
2016,32,Y25-29,5.0
2016,32,Y30-34,5.0
2016,32,Y35-39,11.0
2016,32,Y40-44,13.0
2016,32,Y45-49,31.0
2016,32,Y5-9,1.0
2016,32,Y50-54,43.0
2016,32,Y55-59,79.0
2016,32,Y60-64,90.0
2016,32,Y65-69,119.0
2016,32,Y70-74,158.0
2016,32,Y75-79,292.0
2016,32,Y80-84,426.0
2016,32,Y85-89,518.0
2016,32,Y_GE90,403.0
2016,32,Y_LT5,8.0
2016,33,UNK,0.0
2016,33,Y10-14,0.0
2016,33,Y15-19,5.0
2016,33,Y20-24,3.0
2016,33,Y25-29,6.0
2016,33,Y30-34,6.0
2016,33,Y35-39,7.0
2016,33,Y40-44,24.0
2016,33,Y45-49,35.0
2016,33,Y5-9,2.0
2016,33,Y50-54,52.0
2016,33,Y55-59,78.0
2016,33,Y60-64,96.0
2016,33,Y65-69,143.0
2016,33,Y70-74,180.0
2016,33,Y75-79,265.0
2016,33,Y80-84,390.0
2016,33,Y85-89,455.0
2016,33,Y_GE90,367.0
2016,33,Y_LT5,8.0
2016,34,UNK,0.0
2016,34,Y10-14,0.0
2016,34,Y15-19,5.0
2016,34,Y20-24,2.0
2016,34,Y25-29,2.0
2016,34,Y30-34,6.0
2016,34,Y35-39,14.0
2016,34,Y40-44,20.0
2016,34,Y45-49,32.0
2016,34,Y5-9,0.0
2016,34,Y50-54,41.0
2016,34,Y55-59,80.0
2016,34,Y60-64,92.0
2016,34,Y65-69,103.0
2016,34,Y70-74,162.0
2016,34,Y75-79,258.0
2016,34,Y80-84,382.0
2016,34,Y85-89,480.0
2016,34,Y_GE90,365.0
2016,34,Y_LT5,5.0
2016,35,UNK,0.0
2016,35,Y10-14,0.0
2016,35,Y15-19,6.0
2016,35,Y20-24,4.0
2016,35,Y25-29,5.0
2016,35,Y30-34,5.0
2016,35,Y35-39,12.0
2016,35,Y40-44,16.0
2016,35,Y45-49,32.0
2016,35,Y5-9,0.0
2016,35,Y50-54,36.0
2016,35,Y55-59,56.0
2016,35,Y60-64,91.0
2016,35,Y65-69,124.0
2016,35,Y70-74,157.0
2016,35,Y75-79,262.0
2016,35,Y80-84,389.0
2016,35,Y85-89,456.0
2016,35,Y_GE90,351.0
2016,35,Y_LT5,11.0
2016,36,UNK,0.0
2016,36,Y10-14,2.0
2016,36,Y15-19,3.0
2016,36,Y20-24,6.0
2016,36,Y25-29,6.0
2016,36,Y30-34,8.0
2016,36,Y35-39,16.0
2016,36,Y40-44,17.0
2016,36,Y45-49,23.0
2016,36,Y5-9,1.0
2016,36,Y50-54,46.0
2016,36,Y55-59,76.0
2016,36,Y60-64,111.0
2016,36,Y65-69,120.0
2016,36,Y70-74,184.0
2016,36,Y75-79,269.0
2016,36,Y80-84,378.0
2016,36,Y85-89,413.0
2016,36,Y_GE90,350.0
2016,36,Y_LT5,12.0
2016,37,UNK,0.0
2016,37,Y10-14,2.0
2016,37,Y15-19,1.0
2016,37,Y20-24,3.0
2016,37,Y25-29,7.0
2016,37,Y30-34,10.0
2016,37,Y35-39,15.0
2016,37,Y40-44,18.0
2016,37,Y45-49,28.0
2016,37,Y5-9,2.0
2016,37,Y50-54,44.0
2016,37,Y55-59,70.0
2016,37,Y60-64,96.0
2016,37,Y65-69,138.0
2016,37,Y70-74,158.0
2016,37,Y75-79,241.0
2016,37,Y80-84,383.0
2016,37,Y85-89,417.0
2016,37,Y_GE90,323.0
2016,37,Y_LT5,15.0
2016,38,UNK,0.0
2016,38,Y10-14,0.0
2016,38,Y15-19,3.0
2016,38,Y20-24,6.0
2016,38,Y25-29,4.0
2016,38,Y30-34,8.0
2016,38,Y35-39,13.0
2016,38,Y40-44,10.0
2016,38,Y45-49,32.0
2016,38,Y5-9,0.0
2016,38,Y50-54,53.0
2016,38,Y55-59,72.0
2016,38,Y60-64,87.0
2016,38,Y65-69,138.0
2016,38,Y70-74,140.0
2016,38,Y75-79,213.0
2016,38,Y80-84,396.0
2016,38,Y85-89,404.0
2016,38,Y_GE90,297.0
2016,38,Y_LT5,6.0
2016,39,UNK,0.0
2016,39,Y10-14,1.0
2016,39,Y15-19,2.0
2016,39,Y20-24,3.0
2016,39,Y25-29,5.0
2016,39,Y30-34,9.0
2016,39,Y35-39,9.0
2016,39,Y40-44,23.0
2016,39,Y45-49,28.0
2016,39,Y5-9,0.0
2016,39,Y50-54,45.0
2016,39,Y55-59,64.0
2016,39,Y60-64,91.0
2016,39,Y65-69,131.0
2016,39,Y70-74,152.0
2016,39,Y75-79,248.0
2016,39,Y80-84,405.0
2016,39,Y85-89,410.0
2016,39,Y_GE90,342.0
2016,39,Y_LT5,4.0
2016,40,UNK,0.0
2016,40,Y10-14,0.0
2016,40,Y15-19,1.0
2016,40,Y20-24,3.0
2016,40,Y25-29,8.0
2016,40,Y30-34,16.0
2016,40,Y35-39,9.0
2016,40,Y40-44,23.0
2016,40,Y45-49,40.0
2016,40,Y5-9,2.0
2016,40,Y50-54,44.0
2016,40,Y55-59,61.0
2016,40,Y60-64,86.0
2016,40,Y65-69,112.0
2016,40,Y70-74,196.0
2016,40,Y75-79,244.0
2016,40,Y80-84,438.0
2016,40,Y85-89,438.0
2016,40,Y_GE90,349.0
2016,40,Y_LT5,11.0
2016,41,UNK,0.0
2016,41,Y10-14,1.0
2016,41,Y15-19,1.0
2016,41,Y20-24,1.0
