Division_Code,Division_EN,Division_GR,Exports,Imports,Balance
00,Live animals other than animals of division 03,Ζωντανά ζώα,1.0,53.0,-52.0
01,Meat and meat preparations,Κρέας και παρασκευάσματα κρέατος,77.0,,
02,Dairy products and birds' eggs,Γαλακτοκομικά προϊόντα και αυγά πτηνών,7802628.0,12.0,7802616.0
03,"Fish (not marine mammals), crustaceans, molluscs and aquatic invertebrates and preparations thereof","Ψάρια (μη θαλάσσια θηλαστικά), μαλακόστρακα, μαλάκια και υδρόβια, ασπόνδυλα και τα παρασκευάσματά τους",4174255.0,1426524.0,2747731.0
04,Cereals and cereal preparations,Δημητριακά και παρασκευάσματα δημητριακών,22291107.0,661479.0,21629628.0
05,Vegetables and fruit,Λαχανικά και φρούτα,141002451.0,13848994.0,127153457.0
06,"Sugars, sugar preparations and honey","Ζάχαρη, παρασκευάσματα ζάχαρης και μέλι",2580604.0,8834.0,2571770.0
07,"Coffee, tea, cocoa, spices, and manufactures thereof","Καφές, τσάι, κακάο, μπαχαρικά, υλικά και προϊόντα τους",486659.0,6451.0,480208.0
08,Feeding stuff for animals (not including unmilled cereals),Ζωοτροφές,71282.0,406800.0,-335518.0
09,Miscellaneous edible products and preparations,Διάφορα βρώσιμα προϊόντα και παρασκευάσματα,8882813.0,1216802.0,7666011.0
11,Beverages,Ποτά,7265980.0,515772.0,6750208.0
12,Tobacco and tobacco manufactures,Καπνός και προϊόντα καπνού,651570.0,574236.0,77334.0
21,"Hides, skins and furskins, raw","Δορές, δέρματα και γουναρικά ακατέργαστα",16.0,6087.0,-6071.0
22,Oil-seeds and oleaginous fruits,Ελαιόσποροι και ελαιώδεις καρποί,453611.0,28014975.0,-27561364.0
23,Crude rubber (including synthetic and reclaimed),Καουτσούκ ακατέργαστο (περιλαμβάνεται το συνθετικό και το αναγεννημένο),59255.0,1004684.0,-945429.0
24,Cork and wood,Ξυλεία και φελλός,441.0,4593687.0,-4593246.0
25,Pulp and waste paper,Πολτός και απορρίμματα χαρτιού,,10899630.0,
26,Textile fibres (other than wool tops and other combed wool) and their wastes (not manufactured into yarn or fabric),"Υφαντικές ίνες (εκτός από μάλλινα νήματα και άλλο ακατέργαστο μαλλί) και απορρίμματα αυτών, μη μεταποιημένα σε κλωστές ή υφάσματα",2711.0,1430389.0,-1427678.0
27,"Crude fertilizers, other than those of division 56, and crude minerals (excluding coal, petroleum and precious stones)","Λιπάσματα ακατέργαστα και ορυκτά ακατέργαστα (εκτός από άνθρακα, πετρέλαιο και πολύτιμους λίθους)",250906294.0,2294742.0,248611552.0
28,Metalliferous ores and metal scrap,Μεταλλεύματα και απορρίμματα μετάλλων,158614.0,400842477.0,-400683863.0
29,"Crude animal and vegetable materials, n.e.s.","Ακατέργαστες ύλες ζωικής ή φυτικής προέλευσης, μη κατονομαζόμενες",177580.0,265052.0,-87472.0
32,"Coal, coke and briquettes","Άνθρακας, οπτάνθρακας (κωκ) και μπρικέτες",7205.0,91.0,7114.0
33,"Petroleum, petroleum products and related materials",Πετρέλαιο και προϊόντα πετρελαίου,857227660.0,294161211.0,563066449.0
34,"Gas, natural and manufactured","Φωταέριο, φυσικό και βιομηχανικό",8.0,1932169964.0,-1932169956.0
42,"Fixed vegetable fats and oils, crude, refined or fractionated","Λάδια και λίπη σταθεράς φυτικής προέλευσης, ακατέργαστα και εξευγενισμένα",11784515.0,13267.0,11771248.0
43,"Animal or vegetable fats and oils, processed; waxes of animal or vegetable origin; inedible mixtures or preparations of animal or vegetable fats or oils, n.e.s.","Λάδια και λίπη επεξεργασμένα και κερί ζωικής ή φυτικής προέλευσης, μη εδώδιμα μείγματα ή παρασκευάσματα από ζωικά ή φυτικά λίπη και έλαια, μη κατονομαζόμενα",14404.0,,
51,Organic chemicals,Οργανικά χημικά,234758.0,17714738.0,-17479980.0
52,Inorganic chemicals,Ανόργανα χημικά,548520.0,13092039.0,-12543519.0
53,"Dyeing, tanning and colouring materials","Βαφικές, δεψικές και χρωστικές ύλες",308283.0,1493150.0,-1184867.0
54,Medicinal and pharmaceutical products,Ιατρικά και φαρμακευτικά προϊόντα,114284.0,241124.0,-126840.0
55,"Essential oils and resinoids and perfume materials; toilet, polishing and cleaning preparations","Αιθέρια λάδια, ρητινοειδή και αρωματικές ύλες. Παρασκευάσματα καλλωπισμού, στίλβωσης και καθαρισμού",9588684.0,452395.0,9136289.0
56,Fertilizers (other than those of group 272),Βιομηχανικά λιπάσματα (εκτός αυτών της κατηγορίας 27),,246214.0,
57,Plastics in primary forms,Πλαστικές ύλες σε πρωτογενή μορφή,1603169.0,72590697.0,-70987528.0
58,Plastics in non-primary forms,Πλαστικές ύλες σε μη πρωτογενή μορφή,11532704.0,554881.0,10977823.0
59,"Chemical materials and products, n.e.s.","Χημικές ύλες και προϊόντα, μη κατονομαζόμενα",1026130.0,4913512.0,-3887382.0
61,"Leather, leather manufactures, n.e.s., and dressed furskins","Δέρματα, είδη από δέρμα, μη κατονομαζόμενα, και γουναρικά κατεργασμένα",21578.0,7311.0,14267.0
62,"Rubber manufactures, n.e.s.",Είδη από καουτσούκ,235754.0,102772.0,132982.0
63,Cork and wood manufactures (excluding furniture),Είδη από φελλό και ξύλο (εκτός επίπλων),589579.0,739763.0,-150184.0
64,"Paper, paperboard and articles of paper pulp, of paper or of paperboard","Χαρτί, χαρτόνια και είδη από χαρτοπολτό, χαρτί ή χαρτόνι",3523396.0,19548652.0,-16025256.0
65,"Textile yarn, fabrics, made-up articles, n.e.s., and related products","Υφαντικά νήματα, υφάσματα έτοιμα, προϊόντα μη κατονομαζόμενα και συναφή προϊόντα",3966491.0,108411.0,3858080.0
66,"Non-metallic mineral manufactures, n.e.s.","Είδη από μη μεταλλικά ορυκτά, μη κατονομαζόμενα",1325786456.0,812686.0,1324973770.0
67,Iron and steel,Σίδηρος και χάλυβας,75850139.0,819613.0,75030526.0
68,Non-ferrous metals,Μη σιδηρούχα μέταλλα,42508603.0,105591.0,42403012.0
69,"Manufactures of metals, n.e.s.","Είδη από μέταλλο, μη κατονομαζόμενα",3299284.0,659288.0,2639996.0
