section,2014,2024
"Βιομηχανικά είδη, ταξινομημένα κυρίως κατά πρώτη ύλη",181613292.0,397587789.0
Διάφορα βιομηχανικά είδη,31981550.0,146254892.0
"Είδη και συναλλαγές, μη ταξινομημένα κατά κατηγορίες",51260451.0,604409.0
Λάδια και λίπη ζωικής ή φυτικής προέλευσης,18839822.0,76780016.0
Μηχανήματα και υλικό μεταφορών,123666477.0,329950200.0
"Ορυκτά, καύσιμα, λιπαντικά κλπ.",154067618.0,551061910.0
Ποτά και καπνός,19723497.0,35849052.0
"Πρώτες ύλες μη εδώδιμες, εκτός από καύσιμα",18571423.0,26235912.0
Τρόφιμα και ζωντανά ζώα,181552255.0,633637756.0
Χημικά προϊόντα και συναφή,24336525.0,131471363.0
