date,"Βιομηχανικά είδη, ταξινομημένα κυρίως κατά πρώτη ύλη",Διάφορα βιομηχανικά είδη,"Είδη και συναλλαγές, μη ταξινομημένα κατά κατηγορίες",Λάδια και λίπη ζωικής ή φυτικής προέλευσης,Μηχανήματα και υλικό μεταφορών,"Ορυκτά, καύσιμα, λιπαντικά κλπ.",Ποτά και καπνός,"Πρώτες ύλες μη εδώδιμες, εκτός από καύσιμα",Τρόφιμα και ζωντανά ζώα,Χημικά προϊόντα και συναφή,"Βιομηχανικά είδη, ταξινομημένα κυρίως κατά πρώτη ύλη_6m_avg",Διάφορα βιομηχανικά είδη_6m_avg,"Είδη και συναλλαγές, μη ταξινομημένα κατά κατηγορίες_6m_avg",Λάδια και λίπη ζωικής ή φυτικής προέλευσης_6m_avg,Μηχανήματα και υλικό μεταφορών_6m_avg,"Ορυκτά, καύσιμα, λιπαντικά κλπ._6m_avg",Ποτά και καπνός_6m_avg,"Πρώτες ύλες μη εδώδιμες, εκτός από καύσιμα_6m_avg",Τρόφιμα και ζωντανά ζώα_6m_avg,Χημικά προϊόντα και συναφή_6m_avg
2002-01-01,1163605117.0,80877941.0,15396358.0,53131197.0,308637908.0,1507106858.0,142959643.0,290462077.0,140568667.0,478041816.0,1163605117.0,80877941.0,15396358.0,53131197.0,308637908.0,1507106858.0,142959643.0,290462077.0,140568667.0,478041816.0
2002-02-01,1114652343.0,86915758.0,36605007.0,15899237.0,341581312.0,1547171434.0,148555885.0,474652690.0,175709031.0,343956856.0,1139128730.0,83896849.5,26000682.5,34515217.0,325109610.0,1527139146.0,145757764.0,382557383.5,158138849.0,410999336.0
2002-03-01,1146943522.0,99073600.0,21109205.0,16302322.0,376624422.0,1318188961.0,167296648.0,358639491.0,139093072.0,323290172.0,1141733660.6666667,88955766.33333333,24370190.0,28444252.0,342281214.0,1457489084.3333333,152937392.0,374584752.6666667,151790256.66666666,381762948.0
2002-04-01,1165923083.0,105569084.0,35882418.0,16820949.0,385524847.0,2194067056.0,203035452.0,408809868.0,205655128.0,484124234.0,1147781016.25,93109095.75,27248247.0,25538426.25,353092122.25,1641633577.25,165461907.0,383141031.5,165256474.5,407353269.5
2002-05-01,1503368683.0,105449151.0,44722007.0,16372028.0,360706374.0,1770641132.0,212062476.0,426180021.0,184405717.0,304932262.0,1218898549.6,95577106.8,30742999.0,23705146.6,354614972.6,1667435088.2,174782020.8,391748829.4,169086323.0,386869068.0
2002-06-01,1360349453.0,109206513.0,20831668.0,21505972.0,389976419.0,1416446845.0,187562715.0,410833276.0,179865362.0,366991094.0,1242473700.1666667,97848674.5,29091110.5,23338617.5,360508547.0,1625603714.3333333,176912136.5,394929570.5,170882829.5,383556072.3333333
2002-07-01,1424112071.0,125968660.0,22304299.0,23784160.0,409357297.0,1559821955.0,204624431.0,518444897.0,158360098.0,413495421.0,1285891525.8333333,105363794.33333333,30242434.0,18447444.666666668,377295111.8333333,1634389563.8333333,187189601.16666666,432926707.1666667,173848068.0,372798339.8333333
2002-08-01,1427263587.0,93655709.0,19168917.0,14520598.0,399648114.0,1421116342.0,182008528.0,359453301.0,192298998.0,406265754.0,1337993399.8333333,106487119.5,27336419.0,18217671.5,386972912.1666667,1613380381.8333333,192765041.66666666,413726809.0,176613062.5,383183156.1666667
2002-09-01,1354452636.0,97569698.0,42275590.0,18102063.0,358036333.0,1579852371.0,179498078.0,504205043.0,300404855.0,490299817.0,1372578252.1666667,106236469.16666667,30864149.833333332,18517628.333333332,383874897.3333333,1656990950.1666667,194798613.33333334,437987734.3333333,203498359.66666666,411018097.0
2002-10-01,1430082816.0,110425257.0,15933607.0,18456272.0,460010168.0,2153030538.0,206383649.0,321437160.0,238207415.0,510102871.0,1416604874.3333333,107045831.33333333,27539348.0,18790182.166666668,396289117.5,1650151530.5,195356646.16666666,423425616.3333333,208923740.83333334,415347869.8333333
