date,EU27_2020_Exports,EU27_2020_Exports,EU27_2020_Imports,EU27_2020_Imports,GR_Exports,GR_Exports,GR_Imports,GR_Imports
2023-01-01,37244012029.0,5564470010.0,31240514771.0,15724067429.0,153245220.0,210252590.0,192241036.0,109207505.0
2023-02-01,39634709329.0,5236006295.0,26544128768.0,13515379835.0,135687094.0,172079381.0,198355836.0,181361389.0
2023-03-01,47034214460.0,5885316032.0,31742076440.0,14229931072.0,205639428.0,399372934.0,150048202.0,111312775.0
2023-04-01,37781224961.0,5410588982.0,27717802425.0,14594876335.0,116472144.0,279505298.0,107819008.0,120308218.0
2023-05-01,42326310175.0,5572408089.0,28507547367.0,14578567911.0,163668882.0,245924373.0,253711465.0,205380006.0
2023-06-01,44055865746.0,6047623582.0,28665453225.0,14886400524.0,206171573.0,377668261.0,65147335.0,29553518.0
2023-07-01,41947566713.0,5889016301.0,28020616809.0,16292409087.0,221516706.0,293825109.0,62986186.0,44553862.0
2023-08-01,40738381888.0,5713199570.0,27782882773.0,16584889986.0,124490941.0,193580479.0,96926400.0,150247464.0
2023-09-01,41914486483.0,5950222883.0,28619781777.0,15558812531.0,191541386.0,296199890.0,120499923.0,165941613.0
2023-10-01,45709037682.0,5521459229.0,28909226226.0,15680137981.0,183086118.0,137697062.0,89172515.0,54330210.0
2023-11-01,46058730668.0,5049389797.0,30120755782.0,15388952093.0,233749358.0,271409762.0,90592492.0,73473033.0
2023-12-01,39357768695.0,5244887298.0,29282184213.0,16924041781.0,182033675.0,376137290.0,79322251.0,13962235.0
2024-01-01,40263114752.0,5640453044.0,28371305842.0,18241871996.0,150115632.0,319283789.0,131760653.0,161662097.0
2024-02-01,42351453281.0,5405927251.0,27564367057.0,16599105299.0,189396746.0,297296242.0,310162651.0,216827388.0
2024-03-01,44746400918.0,5667538826.0,28008295011.0,15402206076.0,215173674.0,278920552.0,82403467.0,52874392.0
2024-04-01,45821199889.0,5827855069.0,29174572807.0,15739996753.0,182236228.0,254782102.0,183761676.0,286762642.0
2024-05-01,44280537928.0,5196879860.0,30057555986.0,15439155760.0,185723779.0,253665271.0,608227613.0,415877649.0
2024-06-01,44801754558.0,5184318231.0,26295637823.0,12449392336.0,189272161.0,297307742.0,173035904.0,177813665.0
2024-07-01,46184177177.0,6037784644.0,28214940854.0,13978169970.0,243581588.0,297359649.0,162803600.0,193343507.0
2024-08-01,42142719916.0,5032385793.0,26936381720.0,14080936822.0,215822048.0,308909679.0,46538415.0,27367186.0
2024-09-01,45414832287.0,4582560233.0,26993031991.0,15198524887.0,236743186.0,276641218.0,98284300.0,69483067.0
2024-10-01,47726557433.0,5080675462.0,28173718304.0,17331125398.0,204044090.0,282462222.0,93330827.0,102898900.0
2024-11-01,46629633671.0,4856577770.0,28686557692.0,14998282545.0,181675779.0,256811880.0,103836720.0,104863849.0
2024-12-01,42334202247.0,5008020834.0,26581400343.0,15399822712.0,217924628.0,237568860.0,167332826.0,248807269.0
2025-01-01,47634909302.0,4782450062.0,29928601159.0,16869780565.0,162634489.0,184791005.0,235770032.0,305395157.0
2025-02-01,51919061351.0,4997341838.0,28812498479.0,15227116534.0,234745010.0,194643770.0,330240570.0,410894508.0
2025-03-01,71717845324.0,5107006856.0,31171389094.0,15223669286.0,177272480.0,207320326.0,228242523.0,222876580.0
2025-04-01,47757768571.0,5377502445.0,30188460418.0,16288293245.0,158729265.0,190272436.0,145628056.0,114268839.0
2025-05-01,46561492373.0,5840309941.0,28082652537.0,14615948998.0,223345657.0,361689258.0,141733846.0,118147541.0
2025-06-01,41057448811.0,5068960918.0,30663639872.0,15645043668.0,202092984.0,253702065.0,147446479.0,235927807.0
2025-07-01,44152985564.0,5080776274.0,31228872904.0,16064765872.0,206237821.0,225638144.0,194759830.0,219463784.0
