date,"Βιομηχανικά είδη, ταξινομημένα κυρίως κατά πρώτη ύλη",Διάφορα βιομηχανικά είδη,"Είδη και συναλλαγές, μη ταξινομημένα κατά κατηγορίες",Λάδια και λίπη ζωικής ή φυτικής προέλευσης,Μηχανήματα και υλικό μεταφορών,"Ορυκτά, καύσιμα, λιπαντικά κλπ.",Ποτά και καπνός,"Πρώτες ύλες μη εδώδιμες, εκτός από καύσιμα",Τρόφιμα και ζωντανά ζώα,Χημικά προϊόντα και συναφή,"Βιομηχανικά είδη, ταξινομημένα κυρίως κατά πρώτη ύλη_6m_avg",Διάφορα βιομηχανικά είδη_6m_avg,"Είδη και συναλλαγές, μη ταξινομημένα κατά κατηγορίες_6m_avg",Λάδια και λίπη ζωικής ή φυτικής προέλευσης_6m_avg,Μηχανήματα και υλικό μεταφορών_6m_avg,"Ορυκτά, καύσιμα, λιπαντικά κλπ._6m_avg",Ποτά και καπνός_6m_avg,"Πρώτες ύλες μη εδώδιμες, εκτός από καύσιμα_6m_avg",Τρόφιμα και ζωντανά ζώα_6m_avg,Χημικά προϊόντα και συναφή_6m_avg
2002-01-01,5773744.0,20636680.0,10541110.0,45213.0,40025911.0,8699368.0,532041.0,12468809.0,5745644.0,17257887.0,5773744.0,20636680.0,10541110.0,45213.0,40025911.0,8699368.0,532041.0,12468809.0,5745644.0,17257887.0
2002-02-01,5869051.0,16763975.0,2556893.0,22963.0,37600431.0,1370753.0,630432.0,12793015.0,4359832.0,16564880.0,5821397.5,18700327.5,6549001.5,34088.0,38813171.0,5035060.5,581236.5,12630912.0,5052738.0,16911383.5
2002-03-01,4063421.0,14736970.0,15557816.0,373676.0,47314255.0,2453509.0,819060.0,21055974.0,3846176.0,15249187.0,5235405.333333333,17379208.333333332,9551939.666666666,147284.0,41646865.666666664,4174543.3333333335,660511.0,15439266.0,4650550.666666667,16357318.0
2002-04-01,5283442.0,18964022.0,6402209.0,1177254.0,78272163.0,1596799.0,543142.0,13243228.0,6443511.0,14571971.0,5247414.5,17775411.75,8764507.0,404776.5,50803190.0,3530107.25,631168.75,14890256.5,5098790.75,15910981.25
2002-05-01,5295044.0,20778656.0,19718408.0,,39490078.0,4559755.0,99434.0,4600640.0,2191858.0,17320853.0,5256940.4,18376060.6,10955287.2,404776.5,48540567.6,3736036.8,524821.8,12832333.2,4517404.2,16192955.6
2002-06-01,4765018.0,17051323.0,12660270.0,22964.0,50719497.0,1502408.0,1263329.0,5835493.0,2168544.0,12987781.0,5174953.333333333,18155271.0,11239451.0,328414.0,48903722.5,3363765.3333333335,647906.3333333334,11666193.166666666,4125927.5,15658759.833333334
2002-07-01,6076972.0,21579171.0,5518607.0,311568.0,74204179.0,16403950.0,918441.0,3766362.0,2187643.0,19775567.0,5225491.333333333,18312352.833333332,10402367.166666666,381685.0,54600100.5,4647862.333333333,712306.3333333334,10215785.333333334,3532927.3333333335,16078373.166666666
2002-08-01,3461719.0,10461176.0,10560957.0,,37540315.0,4060439.0,444785.0,2440883.0,2238228.0,6075393.0,4824269.333333333,17261886.333333332,11736377.833333334,471365.5,54590081.166666664,5096143.333333333,681365.1666666666,8490430.0,3179326.6666666665,14330125.333333334
2002-09-01,4048348.0,15466071.0,29258509.0,628613.0,36853346.0,612113.0,736759.0,2479260.0,2011303.0,19484680.0,4821757.166666667,17383403.166666668,14019826.666666666,535099.75,52846596.333333336,4789244.0,667648.3333333334,5394311.0,2873514.5,15036040.833333334
2002-10-01,4394305.0,19379644.0,76964945.0,366687.0,58761601.0,3211847.0,1516247.0,2716959.0,2940029.0,13142876.0,4673567.666666667,17452673.5,25780282.666666668,332458.0,49594836.0,5058418.666666667,829832.5,3639932.8333333335,2289600.8333333335,14797858.333333334
2002-11-01,3788350.0,17754340.0,23644320.0,24216.0,47696258.0,542868.0,822030.0,4114702.0,2829894.0,10306056.0,4422452.0,16948620.833333332,26434601.333333332,270809.6,50962532.666666664,4388937.5,950265.1666666666,3558943.1666666665,2395940.1666666665,13628725.5
2002-12-01,3169123.0,18996180.0,4534061.0,825399.0,94904091.0,261598.0,1172990.0,5297999.0,4063934.0,9264625.0,4156469.5,17272763.666666668,25080233.166666668,431296.6,58326631.666666664,4182135.8333333335,935208.6666666666,3469360.8333333335,2711838.5,13008199.5
2003-01-01,4668313.0,18739646.0,5230149.0,358882.0,71752781.0,4099396.0,1097275.0,12174098.0,5371891.0,13808601.0,3921693.0,16799509.5,25032156.833333332,440759.4,57918065.333333336,2131376.8333333335,965014.3333333334,4870650.166666667,3242546.5,12013705.166666666
2003-02-01,2916039.0,19060790.0,32720170.0,,62878100.0,1631766.0,1005847.0,11991910.0,6585683.0,10867870.0,3830746.3333333335,18232778.5,28725359.0,440759.4,62141029.5,1726598.0,1058524.6666666667,6462488.0,3967122.3333333335,12812451.333333334
2003-03-01,5802057.0,14739223.0,6192562.0,22791.0,95609465.0,1448481.0,635891.0,11002429.0,5096557.0,9533370.0,4123031.1666666665,18111637.166666668,24881034.5,319595.0,71933716.0,1865992.6666666667,1041713.3333333334,7883016.166666667,4481331.333333333,11153899.666666666
2003-04-01,4260036.0,18282356.0,9774451.0,1310.0,46038435.0,2706480.0,825482.0,7935355.0,4268675.0,9825509.0,4100653.0,17928755.833333332,13682618.833333334,246519.6,69813188.33333333,1781764.8333333333,926585.8333333334,8752748.833333334,4702772.333333333,10601005.166666666
2003-05-01,3831868.0,18455343.0,7573360.0,41124.0,156732082.0,1701264.0,624522.0,3036672.0,2207953.0,11930341.0,4107906.0,18045589.666666668,11004125.5,249901.2,87985825.66666667,1974830.8333333333,893667.8333333334,8573077.166666666,4599115.5,10871719.333333334
2003-06-01,3501193.0,17145593.0,13920479.0,780.0,240259898.0,2263926.0,1507849.0,2952190.0,2809772.0,12055589.0,4163251.0,17737158.5,12568528.5,84977.4,112211793.5,2308552.1666666665,949477.6666666666,8182109.0,4390088.5,11336880.0
2003-07-01,6237965.0,20605942.0,9310538.0,3134.0,115567806.0,432401.0,431418.0,3728362.0,2778050.0,11866468.0,4424859.666666667,18048207.833333332,13248593.333333334,13827.8,119514297.66666667,1697386.3333333333,838501.5,6774486.333333333,3957781.6666666665,11013191.166666666
2003-08-01,3946912.0,15434191.0,4119490.0,45892.0,71643051.0,486585.0,503149.0,1499042.0,2341839.0,6684117.0,4596671.833333333,17443774.666666668,8481813.333333334,19171.833333333332,120975122.83333333,1506522.8333333333,754718.5,5025675.0,3250474.3333333335,10315899.0
2003-09-01,4349101.0,22070880.0,7403494.0,,189588759.0,1814040.0,145305.0,1133392.0,1815281.0,13147783.0,4354512.5,18665717.5,8683635.333333334,18448.0,136638338.5,1567449.3333333333,672954.1666666666,3380835.5,2703595.0,10918301.166666666
2003-10-01,4202428.0,17170622.0,9194380.0,9563.0,181153424.0,1412593.0,334837.0,6327395.0,3046778.0,10821125.0,4344911.166666667,18480428.5,8586956.833333334,20098.6,159157503.33333334,1351801.5,591180.0,3112842.1666666665,2499945.5,11084237.166666666
2003-11-01,3964231.0,18577286.0,4063877.0,39981.0,254557246.0,1638020.0,1136510.0,6002388.0,5304500.0,10823633.0,4366971.666666667,18500752.333333332,8002043.0,19870.0,175461697.33333334,1341260.8333333333,676511.3333333334,3607128.1666666665,3016036.6666666665,10899785.833333334
2003-12-01,3851888.0,16025674.0,2601538.0,20700.0,86238438.0,1120099.0,1659070.0,7266706.0,5178429.0,8350927.0,4425420.833333333,18314099.166666668,6115552.833333333,23854.0,149791454.0,1150623.0,701714.8333333334,4326214.166666667,3410812.8333333335,10282342.166666666
2004-01-01,3795243.0,18448424.0,3068540.0,1780.0,91719978.0,741311.0,184694.0,6514638.0,6698992.0,13181562.0,4018300.5,17954512.833333332,5075219.833333333,23583.2,145816816.0,1202108.0,660594.1666666666,4790593.5,4064303.1666666665,10501524.5
2004-02-01,3429190.0,16943876.0,3911125.0,,87059656.0,2598935.0,417104.0,1984300.0,4948149.0,8787428.0,3932013.5,18206127.0,5040492.333333333,18006.0,148386250.16666666,1554166.3333333333,646253.3333333334,4871469.833333333,4498688.166666667,10852076.333333334
2004-03-01,4947514.0,18578127.0,6496199.0,29971.0,137134782.0,4363899.0,794565.0,6937819.0,9002787.0,15005827.0,4031749.0,17624001.5,4889276.5,20399.0,139643920.66666666,1979142.8333333333,754463.3333333334,5838874.333333333,5696605.833333333,11161750.333333334
2004-04-01,4171319.0,18178443.0,2337881.0,21407.0,84768761.0,3344301.0,1215421.0,4923236.0,4527654.0,25311036.0,4026564.1666666665,17791971.666666668,3746526.6666666665,22767.8,123579810.16666667,2301094.1666666665,901227.3333333334,5604847.833333333,5943418.5,13576735.5
2004-05-01,5214382.0,20347986.0,3166973.0,18537.0,199630203.0,4058764.0,778746.0,2340908.0,3328558.0,22783922.0,4234922.666666667,18087088.333333332,3597042.6666666665,18479.0,114425303.0,2704551.5,841600.0,4994601.166666667,5614094.833333333,15570117.0
