date,"Βιομηχανικά είδη, ταξινομημένα κυρίως κατά πρώτη ύλη",Διάφορα βιομηχανικά είδη,"Είδη και συναλλαγές, μη ταξινομημένα κατά κατηγορίες",Λάδια και λίπη ζωικής ή φυτικής προέλευσης,Μηχανήματα και υλικό μεταφορών,"Ορυκτά, καύσιμα, λιπαντικά κλπ.",Ποτά και καπνός,"Πρώτες ύλες μη εδώδιμες, εκτός από καύσιμα",Τρόφιμα και ζωντανά ζώα,Χημικά προϊόντα και συναφή
2002,20160500.0,3539800.0,1295500.0,5733600.0,15575500.0,339097700.0,1356000.0,206381200.0,32052200.0,9305200.0
2003,24727400.0,3789400.0,898400.0,688600.0,18195900.0,428540000.0,1895700.0,188885900.0,30668600.0,9827000.0
2004,20237700.0,4184200.0,645200.0,100900.0,24266700.0,564447300.0,3408000.0,59640400.0,26453300.0,16826700.0
2005,25293500.0,4209600.0,338400.0,128400.0,19511300.0,779991600.0,5257900.0,99252400.0,25241500.0,10709300.0
2006,26901900.0,4279500.0,377700.0,150700.0,17401300.0,332102400.0,4226600.0,272032900.0,21369900.0,10006400.0
2007,40099700.0,5000400.0,702100.0,165800.0,23851900.0,433480700.0,6866000.0,417699200.0,28538400.0,51315200.0
2008,48732900.0,4611300.0,415500.0,88900.0,25803100.0,602988200.0,3488100.0,419554400.0,20824700.0,19887600.0
2009,35298500.0,3390000.0,220600.0,111700.0,17242800.0,624260700.0,3425300.0,272287100.0,24946300.0,13430400.0
2010,36059205.0,2664095.0,367470.0,89555.0,9371117.0,703084954.0,3231916.0,157064077.0,28938450.0,12361791.0
2011,31877722.0,2568222.0,100779.0,66054.0,8276548.0,731308197.0,1656043.0,91650013.0,28969339.0,7095918.0
2012,31967716.0,1620284.0,177662.0,47539.0,4612185.0,620850230.0,1689945.0,22345438.0,12636087.0,5903510.0
2013,32728610.0,1473633.0,110505.0,59945.0,4546420.0,607646162.0,1770980.0,21318219.0,35140477.0,24869171.0
2014,28479029.0,1441872.0,934118.0,66034.0,6529702.0,785003862.0,1560482.0,64707800.0,20941154.0,23307679.0
2015,26330361.0,1313229.0,78818.0,38146.0,5790711.0,817010812.0,1557947.0,98451758.0,19809730.0,42154542.0
2016,26012590.0,1733307.0,11908.0,44328.0,7189003.0,764084850.0,1299732.0,213550551.0,10942581.0,54109399.0
2017,18747606.0,1707854.0,343398.0,32170.0,7169291.0,805577716.0,1762048.0,239844224.0,14507980.0,28830030.0
2018,24570892.0,1610375.0,84547.0,39203.0,6105405.0,974212896.0,2387481.0,186007750.0,15166020.0,29917482.0
2019,27926588.0,1481784.0,66648.0,1117.0,6890859.0,1249874844.0,777453.0,289688529.0,36036683.0,41132070.0
2020,22118815.0,1618360.0,53598.0,24523.0,4406682.0,1802059720.0,709579.0,271927934.0,20092148.0,55436162.0
2021,12707392.0,1876909.0,35885.0,70406.0,3684515.0,1163179640.0,1421984.0,402011884.0,16849415.0,50105144.0
2022,16272136.0,1681700.0,16.0,42489.0,5017961.0,1657266840.0,931720.0,400379036.0,19134432.0,84807116.0
2023,13031690.0,1605484.0,60.0,98540.0,4862902.0,978991349.0,966287.0,131656101.0,17744070.0,108269296.0
2024,16045324.0,1189846.0,30.0,15749.0,5985747.0,1652166280.0,1303603.0,216000425.0,47406173.0,115990449.0
