section,2015,2025
"Βιομηχανικά είδη, ταξινομημένα κυρίως κατά πρώτη ύλη",47349848.0,83504043.0
Διάφορα βιομηχανικά είδη,67243707.0,121860299.0
"Είδη και συναλλαγές, μη ταξινομημένα κατά κατηγορίες",7598116.0,137921.0
Λάδια και λίπη ζωικής ή φυτικής προέλευσης,183176.0,72740.0
Μηχανήματα και υλικό μεταφορών,194403235.0,318199108.0
"Ορυκτά, καύσιμα, λιπαντικά κλπ.",70050305.0,1183482767.0
Ποτά και καπνός,11156791.0,10910501.0
"Πρώτες ύλες μη εδώδιμες, εκτός από καύσιμα",63525228.0,268579228.0
Τρόφιμα και ζωντανά ζώα,44193949.0,63890170.0
Χημικά προϊόντα και συναφή,77829522.0,212279468.0
