2014-Q1,5683.0,256803.0,2.2,1.0,5172.0,202154.0,2.5,5005.0,162006.0,3.0,511.0,54649.0,0.9,769.0,66419.0,1.1,9773.0,713983.0,1.4,1.6,4701.0,87007.0,5.1,1009.0,804224.0,0.1,581.0,43530.0,1.3
2014-Q2,3710.0,256441.0,1.4,1.0,3374.0,201408.0,1.6,3289.0,162393.0,2.0,336.0,55033.0,0.6,714.0,66657.0,1.1,12977.0,723874.0,1.8,1.6,6612.0,94249.0,6.6,1049.0,796330.0,0.1,254.0,44834.0,0.6
2014-Q3,3691.0,256159.0,1.4,1.0,3018.0,197801.0,1.5,2800.0,161018.0,1.7,673.0,58358.0,1.1,1697.0,70295.0,2.4,21835.0,732717.0,2.9,1.7,14282.0,98567.0,12.7,1113.0,788207.0,0.1,1268.0,46460.0,2.7
2014-Q4,5812.0,256638.0,2.2,1.0,4847.0,200828.0,2.4,4775.0,163343.0,2.8,965.0,55810.0,1.7,1087.0,67796.0,1.6,27074.0,732161.0,3.6,1.7,19769.0,102055.0,16.2,950.0,786772.0,0.1,282.0,45714.0,0.6
2015-Q1,7661.0,253198.0,2.9,1.1,7450.0,199757.0,3.6,7142.0,166209.0,4.1,211.0,53441.0,0.4,528.0,66267.0,0.8,8488.0,744494.0,1.1,1.7,4200.0,103034.0,3.9,869.0,776648.0,0.1,1105.0,46567.0,2.3
2015-Q2,2213.0,259229.0,0.8,1.2,1860.0,205196.0,0.9,1710.0,171693.0,1.0,353.0,54033.0,0.6,451.0,67989.0,0.7,12165.0,757309.0,1.6,1.8,5810.0,105312.0,5.2,869.0,794814.0,0.1,225.0,46904.0,0.5
2015-Q3,754.0,267887.0,0.3,1.1,699.0,215361.0,0.3,460.0,180448.0,0.3,55.0,52526.0,0.1,418.0,66477.0,0.6,12265.0,785205.0,1.5,1.8,7257.0,106041.0,6.4,943.0,798871.0,0.1,265.0,43870.0,0.6
2015-Q4,971.0,271414.0,0.4,1.2,881.0,217406.0,0.4,697.0,180262.0,0.4,90.0,54008.0,0.2,252.0,66156.0,0.4,9492.0,778108.0,1.2,1.9,4290.0,104499.0,3.9,434.0,825828.0,0.1,1094.0,48669.0,2.2
2016-Q1,2437.0,272610.0,0.9,1.4,2394.0,218067.0,1.1,2166.0,180467.0,1.2,43.0,54543.0,0.1,273.0,69985.0,0.4,6850.0,785657.0,0.9,1.9,3216.0,105614.0,3.0,427.0,819403.0,0.1,1983.0,46482.0,4.1
2016-Q2,3033.0,284339.0,1.1,1.4,2049.0,227521.0,0.9,1993.0,187903.0,1.0,984.0,56818.0,1.7,221.0,73329.0,0.3,9515.0,780991.0,1.2,1.9,4580.0,108801.0,4.0,622.0,832269.0,0.1,633.0,43257.0,1.4
2016-Q3,4454.0,284054.0,1.5,1.3,2851.0,230973.0,1.2,2752.0,192397.0,1.4,1603.0,53081.0,2.9,119.0,77885.0,0.2,16094.0,801859.0,2.0,2.0,11816.0,112626.0,9.5,254.0,829446.0,0.0,821.0,44084.0,1.8
2016-Q4,1302.0,283579.0,0.5,1.4,563.0,229280.0,0.2,242.0,190668.0,0.1,739.0,54299.0,1.3,598.0,80663.0,0.7,9972.0,803097.0,1.2,2.0,5498.0,112173.0,4.7,112.0,832654.0,0.0,427.0,42911.0,1.0
2017-Q1,1222.0,280395.0,0.4,1.6,820.0,227002.0,0.4,655.0,185083.0,0.4,402.0,53393.0,0.7,512.0,75681.0,0.7,13085.0,786786.0,1.6,2.1,5782.0,108523.0,5.1,135.0,836117.0,0.0,1353.0,43647.0,3.0
2017-Q2,1356.0,292564.0,0.5,1.7,1356.0,238747.0,0.6,1262.0,195589.0,0.6,0.0,53817.0,0.0,72.0,82511.0,0.1,9282.0,818202.0,1.1,2.2,3099.0,117742.0,2.6,83.0,830298.0,0.0,590.0,49019.0,1.2
