2017-Q3,1642.0,294666.0,0.6,1.7,1642.0,238629.0,0.7,1280.0,195345.0,0.7,0.0,56037.0,0.0,525.0,80211.0,0.7,11595.0,817013.0,1.4,2.3,4242.0,113516.0,3.6,287.0,856162.0,0.0,1009.0,52561.0,1.9
2017-Q4,1147.0,293825.0,0.4,1.8,469.0,241320.0,0.2,190.0,198831.0,0.1,678.0,52505.0,1.3,98.0,86295.0,0.1,9056.0,823329.0,1.1,2.2,4656.0,111392.0,4.0,637.0,854803.0,0.1,312.0,53484.0,0.6
2018-Q1,1048.0,294125.0,0.4,2.0,1042.0,241485.0,0.4,761.0,197580.0,0.4,6.0,52640.0,0.0,87.0,82313.0,0.1,6911.0,810587.0,0.8,2.3,514.0,109644.0,0.5,2121.0,848356.0,0.2,927.0,54196.0,1.7
2018-Q2,2821.0,294816.0,0.9,2.1,2497.0,240663.0,1.0,2002.0,195942.0,1.0,324.0,54153.0,0.6,392.0,88252.0,0.4,10160.0,836711.0,1.2,2.4,5613.0,119131.0,4.5,1688.0,859115.0,0.2,717.0,56082.0,1.3
2018-Q3,2033.0,292654.0,0.7,2.2,1383.0,237812.0,0.6,828.0,195657.0,0.4,650.0,54842.0,1.2,783.0,89795.0,0.9,10067.0,851994.0,1.2,2.5,4037.0,118624.0,3.3,3283.0,862561.0,0.4,1205.0,56678.0,2.1
2018-Q4,1609.0,294546.0,0.5,2.2,1351.0,239507.0,0.6,836.0,195450.0,0.4,258.0,55039.0,0.5,1453.0,88631.0,1.6,8257.0,851137.0,1.0,2.6,4041.0,126537.0,3.1,1932.0,870021.0,0.2,879.0,54565.0,1.6
2019-Q1,828.0,296137.0,0.3,2.2,804.0,241499.0,0.3,348.0,201059.0,0.2,24.0,54638.0,0.0,748.0,93160.0,0.8,7790.0,867811.0,0.9,2.6,2511.0,130769.0,1.9,2795.0,888809.0,0.3,688.0,53624.0,1.3
2019-Q2,1639.0,308009.0,0.5,2.2,1412.0,251950.0,0.6,745.0,208506.0,0.4,227.0,56059.0,0.4,170.0,92443.0,0.2,6344.0,876618.0,0.7,2.6,3627.0,130833.0,2.7,5125.0,899476.0,0.6,272.0,57287.0,0.5
2019-Q3,2690.0,313044.0,0.9,2.1,2395.0,258300.0,0.9,1541.0,212815.0,0.7,295.0,54744.0,0.5,984.0,91675.0,1.1,5815.0,900182.0,0.6,2.6,2229.0,134508.0,1.6,3391.0,890751.0,0.4,2230.0,54959.0,3.9
2019-Q4,730.0,310179.0,0.2,2.0,709.0,255357.0,0.3,496.0,213777.0,0.2,21.0,54822.0,0.0,421.0,85230.0,0.5,9515.0,904133.0,1.0,2.6,4096.0,139110.0,2.9,3702.0,890542.0,0.4,650.0,54837.0,1.2
2020-Q1,2026.0,304722.0,0.7,1.8,2004.0,252453.0,0.8,1566.0,210971.0,0.7,22.0,52269.0,0.0,685.0,95610.0,0.7,3754.0,905724.0,0.4,2.2,732.0,128362.0,0.6,4412.0,887742.0,0.5,220.0,60670.0,0.4
2020-Q2,914.0,297841.0,0.3,1.5,824.0,252101.0,0.3,418.0,209278.0,0.2,90.0,45740.0,0.2,246.0,89738.0,0.3,2637.0,862772.0,0.3,1.8,801.0,97505.0,0.8,2899.0,843762.0,0.3,290.0,56753.0,0.5
2020-Q3,1333.0,301762.0,0.4,1.7,1034.0,250215.0,0.4,780.0,207964.0,0.4,299.0,51547.0,0.6,207.0,86134.0,0.2,4881.0,894879.0,0.5,1.9,1077.0,116232.0,0.9,1654.0,858415.0,0.2,1132.0,56284.0,2.0
2020-Q4,1469.0,298671.0,0.5,1.8,1017.0,247411.0,0.4,808.0,206647.0,0.4,452.0,51260.0,0.9,151.0,91030.0,0.2,5811.0,890712.0,0.6,2.0,1556.0,112648.0,1.4,3325.0,869554.0,0.4,111.0,54498.0,0.2
2021-Q1,1065.0,296955.0,0.4,2.0,1019.0,250878.0,0.4,738.0,210038.0,0.4,46.0,46077.0,0.1,69.0,93298.0,0.1,1880.0,830677.0,0.2,2.2,377.0,85304.0,0.4,3259.0,887556.0,0.4,602.0,49606.0,1.2
2021-Q2,1562.0,302899.0,0.5,2.2,1234.0,249846.0,0.5,745.0,207651.0,0.4,328.0,53053.0,0.6,138.0,88852.0,0.2,6460.0,852671.0,0.8,2.6,3881.0,105056.0,3.6,2637.0,894144.0,0.3,624.0,57273.0,1.1
2021-Q3,6008.0,318643.0,1.9,2.4,1324.0,269022.0,0.5,971.0,224127.0,0.4,4684.0,49621.0,8.6,1048.0,90159.0,1.1,4633.0,883778.0,0.5,3.0,829.0,110281.0,0.7,3337.0,881168.0,0.4,362.0,56250.0,0.6
2021-Q4,6446.0,333576.0,1.9,2.6,1234.0,280326.0,0.4,998.0,236694.0,0.4,5212.0,53250.0,8.9,318.0,88442.0,0.4,6507.0,907428.0,0.7,3.1,1099.0,121941.0,0.9,3573.0,895856.0,0.4,791.0,62475.0,1.3
2022-Q1,2994.0,330647.0,0.9,2.9,1127.0,281690.0,0.4,873.0,239066.0,0.4,1867.0,48957.0,3.7,1427.0,88066.0,1.6,8459.0,932341.0,0.9,3.3,4675.0,129751.0,3.5,3982.0,892259.0,0.4,601.0,58300.0,1.0
2022-Q2,2974.0,330596.0,0.9,2.9,1618.0,281714.0,0.6,1053.0,236159.0,0.4,1356.0,48882.0,2.7,402.0,95135.0,0.4,16400.0,959679.0,1.7,3.5,13162.0,141959.0,8.5,4168.0,903983.0,0.5,897.0,59211.0,1.5
2022-Q3,11554.0,331403.0,3.4,2.7,1637.0,282374.0,0.6,1222.0,232598.0,0.5,9917.0,49029.0,16.8,457.0,99411.0,0.5,6716.0,959063.0,0.7,3.4,3322.0,141011.0,2.3,5069.0,922182.0,0.5,722.0,58331.0,1.2
2022-Q4,3550.0,336921.0,1.0,2.8,1951.0,287560.0,0.7,1332.0,240699.0,0.6,1599.0,49361.0,3.1,2230.0,94744.0,2.3,11861.0,932981.0,1.3,3.3,4681.0,124351.0,3.6,5376.0,931943.0,0.6,2152.0,59741.0,3.5
2023-Q1,6857.0,330364.0,2.0,2.7,4909.0,279559.0,1.7,4301.0,232628.0,1.8,1948.0,50805.0,3.7,1072.0,92049.0,1.2,17025.0,935789.0,1.8,3.2,5354.0,132413.0,3.9,6003.0,928216.0,0.6,1176.0,57862.0,2.0
2023-Q2,6521.0,330693.0,1.9,2.6,5143.0,280531.0,1.8,4304.0,233340.0,1.8,1378.0,50162.0,2.7,1094.0,96633.0,1.1,19772.0,974256.0,2.0,3.2,8772.0,136341.0,6.0,7283.0,922649.0,0.8,1268.0,61799.0,2.0
2023-Q3,6769.0,336734.0,2.0,2.4,5149.0,277465.0,1.8,4407.0,230264.0,1.9,1620.0,59269.0,2.7,1093.0,94892.0,1.1,19879.0,950763.0,2.0,3.1,4260.0,128853.0,3.2,9309.0,927269.0,1.0,1010.0,59675.0,1.7
2023-Q4,8453.0,341866.0,2.4,2.4,6992.0,279069.0,2.4,5915.0,229321.0,2.5,1461.0,62797.0,2.3,496.0,95195.0,0.5,27492.0,960186.0,2.8,2.9,4964.0,136166.0,3.5,12153.0,908152.0,1.3,1023.0,60901.0,1.7
2024-Q1,9897.0,349177.0,2.8,2.3,7583.0,284011.0,2.6,6322.0,231607.0,2.7,2314.0,65166.0,3.4,732.0,96804.0,0.8,37026.0,973643.0,3.7,2.8,24627.0,135272.0,15.4,14175.0,879137.0,1.6,2203.0,60017.0,3.5
2024-Q2,8290.0,344052.0,2.4,2.2,5672.0,280730.0,2.0,4855.0,224824.0,2.1,2618.0,63322.0,4.0,1319.0,98351.0,1.3,27971.0,996244.0,2.7,2.7,7794.0,143934.0,5.1,15154.0,913290.0,1.6,2399.0,58197.0,4.0
