new_cases_0_17,new_cases_18_39,new_cases_40_64,new_cases_65,new_deaths_0_17,new_deaths_18_39,new_deaths_40_64,new_deaths_65,date,icu_0_17,icu_18_39,icu_40_64,icu_65,DisplayDate,new_cases_0_64,new_cases_0_64_7day,new_cases_65_7day,max_new_cases_0_64,max_new_cases_65,new_cases_%_of_max_0_64,new_cases_%_of_max_65,icu_0_64,icu_0_64_7day,icu_65_7day,max_icu_0_64,max_icu_65,icu_%_of_max_0_64,icu_%_of_max_65,new_deaths_0_64,new_deaths_0_64_7day,new_deaths_65_7day,max_new_deaths_0_64,max_new_deaths_65,new_deaths_%_of_max_0_64,new_deaths_%_of_max_65,new_cases_65_7day_share,new_cases_0_64_7day_share
78.0,379.0,146.0,31.0,0.0,0.0,2.0,9.0,2021-06-30,0,4,80,112,30/06/21,603.0,413.14285714285717,20.285714285714285,6029.285714285715,786.0,0.06852268688544011,0.02580879680116321,84,95.0,130.57142857142858,315.7142857142857,521.7142857142857,0.3009049773755656,0.25027382256297925,2.0,3.142857142857143,12.714285714285714,16.857142857142858,68.28571428571429,0.1864406779661017,0.18619246861924682,0.04680290046143704,0.953197099538563
102.0,453.0,158.0,24.0,0.0,0.0,3.0,1.0,2021-07-01,0,4,75,110,01/07/21,713.0,451.42857142857144,22.0,6029.285714285715,786.0,0.07487264542115862,0.027989821882951654,79,91.0,125.0,315.7142857142857,521.7142857142857,0.28823529411764703,0.2395947426067908,3.0,3.2857142857142856,10.571428571428571,16.857142857142858,68.28571428571429,0.19491525423728812,0.15481171548117154,0.04646952323476162,0.9535304767652384
129.0,640.0,185.0,30.0,0.0,0.0,2.0,10.0,2021-07-02,0,4,75,107,02/07/21,954.0,534.0,23.571428571428573,6029.285714285715,786.0,0.08856770524819334,0.02998909487459106,79,87.71428571428571,120.71428571428571,315.7142857142857,521.7142857142857,0.2778280542986425,0.23138006571741512,2.0,2.7142857142857144,9.857142857142858,16.857142857142858,68.28571428571429,0.1610169491525424,0.14435146443514643,0.04227517294388932,0.9577248270561107
175.0,787.0,188.0,32.0,0.0,0.0,2.0,7.0,2021-07-03,0,3,72,102,03/07/21,1150.0,647.5714285714286,25.285714285714285,6029.285714285715,786.0,0.10740433597914938,0.0321701199563795,75,84.14285714285714,115.57142857142857,315.7142857142857,521.7142857142857,0.2665158371040724,0.2215224534501643,2.0,2.7142857142857144,9.428571428571429,16.857142857142858,68.28571428571429,0.1610169491525424,0.13807531380753138,0.0375796178343949,0.962420382165605
101.0,376.0,119.0,21.0,0.0,0.0,1.0,5.0,2021-07-04,0,3,72,102,04/07/21,596.0,701.1428571428571,26.142857142857142,6029.285714285715,786.0,0.11628953915412865,0.03326063249727372,75,81.28571428571429,110.71428571428571,315.7142857142857,521.7142857142857,0.2574660633484163,0.21221248630887185,1.0,2.142857142857143,8.285714285714286,16.857142857142858,68.28571428571429,0.1271186440677966,0.12133891213389121,0.03594578668238067,0.9640542133176194
140.0,590.0,246.0,25.0,0.0,0.0,1.0,5.0,2021-07-05,0,3,70,100,05/07/21,976.0,790.7142857142857,27.571428571428573,6029.285714285715,786.0,0.13114559886269397,0.035078153398764085,73,78.85714285714286,107.14285714285714,315.7142857142857,521.7142857142857,0.2497737556561086,0.20536692223439212,1.0,2.0,6.714285714285714,16.857142857142858,68.28571428571429,0.11864406779661017,0.09832635983263598,0.0336941340782123,0.9663058659217877
299.0,1293.0,518.0,65.0,0.0,0.0,2.0,9.0,2021-07-06,0,3,68,97,06/07/21,2110.0,1014.5714285714286,32.57142857142857,6029.285714285715,786.0,0.16827390119654068,0.04143947655398037,71,76.57142857142857,104.28571428571429,315.7142857142857,521.7142857142857,0.2425339366515837,0.19989047097480836,2.0,1.8571428571428572,6.571428571428571,16.857142857142858,68.28571428571429,0.11016949152542373,0.09623430962343095,0.031105047748976808,0.9688949522510232
287.0,1213.0,276.0,41.0,0.0,0.0,3.0,6.0,2021-07-07,0,3,63,93,07/07/21,1776.0,1182.142857142857,34.0,6029.285714285715,786.0,0.19606681672787582,0.043256997455470736,66,74.0,101.57142857142857,315.7142857142857,521.7142857142857,0.2343891402714932,0.19468784227820374,3.0,2.0,6.142857142857143,16.857142857142858,68.28571428571429,0.11864406779661017,0.0899581589958159,0.027957241865382357,0.9720427581346176
348.0,1392.0,295.0,37.0,0.0,0.0,1.0,9.0,2021-07-08,0,3,61,89,08/07/21,2035.0,1371.0,35.857142857142854,6029.285714285715,786.0,0.2273901196540694,0.04561977462740821,64,71.85714285714286,98.57142857142857,315.7142857142857,521.7142857142857,0.22760180995475113,0.18893756845564075,1.0,1.7142857142857142,7.285714285714286,16.857142857142858,68.28571428571429,0.10169491525423728,0.10669456066945605,0.025487408610885456,0.9745125913891145
367.0,1294.0,290.0,52.0,0.0,0.0,3.0,9.0,2021-07-09,0,2,58,81,09/07/21,1951.0,1513.4285714285713,39.0,6029.285714285715,786.0,0.2510129131619476,0.04961832061068702,60,69.14285714285714,94.85714285714286,315.7142857142857,521.7142857142857,0.2190045248868778,0.18181818181818185,3.0,1.8571428571428572,7.142857142857143,16.857142857142858,68.28571428571429,0.11016949152542373,0.10460251046025104,0.025121928775190948,0.9748780712248091
436.0,1500.0,325.0,64.0,0.0,0.0,0.0,2.0,2021-07-10,0,3,56,83,10/07/21,2261.0,1672.142857142857,43.57142857142857,6029.285714285715,786.0,0.2773368084350195,0.0554343874954562,59,66.85714285714286,92.14285714285714,315.7142857142857,521.7142857142857,0.21176470588235294,0.17661555312157723,0.0,1.5714285714285714,6.428571428571429,16.857142857142858,68.28571428571429,0.09322033898305085,0.09414225941422594,0.0253955037468776,0.9746044962531223
293.0,900.0,235.0,38.0,0.0,0.0,1.0,4.0,2021-07-11,0,3,56,83,11/07/21,1428.0,1791.0,46.0,6029.285714285715,786.0,0.29705011254590685,0.058524173027989825,59,64.57142857142857,89.42857142857143,315.7142857142857,521.7142857142857,0.20452488687782805,0.17141292442497263,1.0,1.5714285714285714,6.285714285714286,16.857142857142858,68.28571428571429,0.09322033898305085,0.09205020920502091,0.025040827436037017,0.974959172563963
497.0,1159.0,377.0,45.0,0.0,0.0,1.0,9.0,2021-07-12,0,3,56,80,12/07/21,2033.0,1942.0,48.857142857142854,6029.285714285715,786.0,0.3220945385617818,0.062159214830970554,59,62.57142857142857,86.57142857142857,315.7142857142857,521.7142857142857,0.19819004524886877,0.16593647316538884,1.0,1.5714285714285714,6.857142857142857,16.857142857142858,68.28571428571429,0.09322033898305085,0.10041841004184099,0.024540757749712972,0.975459242250287
704.0,2219.0,887.0,106.0,0.0,0.0,0.0,4.0,2021-07-13,0,3,56,74,13/07/21,3810.0,2184.8571428571427,54.714285714285715,6029.285714285715,786.0,0.3623741262883544,0.06961105052708107,59,60.857142857142854,83.28571428571429,315.7142857142857,521.7142857142857,0.1927601809954751,0.15963855421686748,0.0,1.2857142857142858,6.142857142857143,16.857142857142858,68.28571428571429,0.07627118644067797,0.0899581589958159,0.024430694648210755,0.9755693053517892
595.0,1695.0,564.0,82.0,0.0,0.0,0.0,7.0,2021-07-14,0,3,56,76,14/07/21,2854.0,2338.8571428571427,60.57142857142857,6029.285714285715,786.0,0.38791612368202816,0.07706288622319156,59,59.857142857142854,80.85714285714286,315.7142857142857,521.7142857142857,0.18959276018099547,0.15498357064622126,0.0,0.8571428571428571,6.285714285714286,16.857142857142858,68.28571428571429,0.05084745762711864,0.09205020920502091,0.02524410573946178,0.9747558942605383
538.0,1671.0,513.0,81.0,0.0,0.0,1.0,5.0,2021-07-15,0,3,54,75,15/07/21,2722.0,2437.0,66.85714285714286,6029.285714285715,786.0,0.4041938158985902,0.08505997818974918,57,58.857142857142854,78.85714285714286,315.7142857142857,521.7142857142857,0.1864253393665158,0.15115005476451263,1.0,0.8571428571428571,5.714285714285714,16.857142857142858,68.28571428571429,0.05084745762711864,0.08368200836820083,0.026701660295544022,0.973298339704456
541.0,1486.0,584.0,84.0,0.0,0.0,2.0,12.0,2021-07-16,0,3,51,69,16/07/21,2611.0,2531.285714285714,71.42857142857143,6029.285714285715,786.0,0.4198317734865537,0.09087604507451837,54,58.0,77.14285714285714,315.7142857142857,521.7142857142857,0.183710407239819,0.14786418400876233,2.0,0.7142857142857143,6.142857142857143,16.857142857142858,68.28571428571429,0.0423728813559322,0.0899581589958159,0.027443877270980844,0.9725561227290191
468.0,1417.0,562.0,107.0,0.0,0.0,4.0,3.0,2021-07-17,0,3,52,69,17/07/21,2447.0,2557.8571428571427,77.57142857142857,6029.285714285715,786.0,0.4242388342613434,0.09869138495092693,55,57.42857142857143,75.14285714285714,315.7142857142857,521.7142857142857,0.18190045248868777,0.14403066812705367,4.0,1.2857142857142858,6.285714285714286,16.857142857142858,68.28571428571429,0.07627118644067797,0.09205020920502091,0.02943408499566349,0.9705659150043365
292.0,859.0,355.0,52.0,0.0,0.0,0.0,10.0,2021-07-18,0,3,54,66,18/07/21,1506.0,2569.0,79.57142857142857,6029.285714285715,786.0,0.4260869565217391,0.10123591421301345,57,57.142857142857146,72.71428571428571,315.7142857142857,521.7142857142857,0.18099547511312217,0.13937568455640745,0.0,1.1428571428571428,7.142857142857143,16.857142857142858,68.28571428571429,0.06779661016949153,0.10460251046025104,0.030043149946062567,0.9699568500539375
359.0,900.0,499.0,89.0,0.0,0.0,2.0,6.0,2021-07-19,0,3,51,69,19/07/21,1758.0,2529.714285714286,85.85714285714286,6029.285714285715,786.0,0.4195711408600877,0.10923300617957107,54,56.42857142857143,71.14285714285714,315.7142857142857,521.7142857142857,0.17873303167420815,0.13636363636363638,2.0,1.2857142857142858,6.714285714285714,16.857142857142858,68.28571428571429,0.07627118644067797,0.09832635983263598,0.03282538642197826,0.9671746135780218
688.0,2221.0,1218.0,215.0,0.0,0.0,3.0,6.0,2021-07-20,0,3,52,66,20/07/21,4127.0,2575.0,101.42857142857143,6029.285714285715,786.0,0.42708209927733676,0.12904398400581607,55,55.857142857142854,70.0,315.7142857142857,521.7142857142857,0.1769230769230769,0.13417305585980285,3.0,1.7142857142857142,7.0,16.857142857142858,68.28571428571429,0.10169491525423728,0.10251046025104602,0.03789698425406992,0.96210301574593
541.0,1538.0,731.0,158.0,0.0,0.0,0.0,3.0,2021-07-21,0,3,56,66,21/07/21,2810.0,2568.714285714286,112.28571428571429,6029.285714285715,786.0,0.42603956877147253,0.14285714285714288,59,55.857142857142854,68.57142857142857,315.7142857142857,521.7142857142857,0.1769230769230769,0.13143483023001096,0.0,1.7142857142857142,6.428571428571429,16.857142857142858,68.28571428571429,0.10169491525423728,0.09414225941422594,0.041882026962220924,0.9581179730377791
507.0,1347.0,629.0,117.0,0.0,0.0,1.0,4.0,2021-07-22,0,3,56,67,22/07/21,2483.0,2534.5714285714284,117.42857142857143,6029.285714285715,786.0,0.42037673261461905,0.14940021810250817,59,56.142857142857146,67.42857142857143,315.7142857142857,521.7142857142857,0.17782805429864254,0.12924424972617746,1.0,1.7142857142857142,6.285714285714286,16.857142857142858,68.28571428571429,0.10169491525423728,0.09205020920502091,0.044279250161603105,0.9557207498383968
593.0,1454.0,678.0,126.0,0.0,0.0,2.0,5.0,2021-07-23,0,4,58,68,23/07/21,2725.0,2550.8571428571427,123.42857142857143,6029.285714285715,786.0,0.4230778343798128,0.15703380588876772,62,57.285714285714285,67.28571428571429,315.7142857142857,521.7142857142857,0.18144796380090497,0.12897042716319826,2.0,1.7142857142857142,5.285714285714286,16.857142857142858,68.28571428571429,0.10169491525423728,0.07740585774058577,0.046153846153846156,0.9538461538461538
542.0,1300.0,531.0,99.0,0.0,0.0,1.0,7.0,2021-07-24,0,5,59,69,24/07/21,2373.0,2540.285714285714,122.28571428571429,6029.285714285715,786.0,0.4213244876199502,0.15557978916757542,64,58.57142857142857,67.28571428571429,315.7142857142857,521.7142857142857,0.1855203619909502,0.12897042716319826,1.0,1.2857142857142858,5.857142857142857,16.857142857142858,68.28571428571429,0.07627118644067797,0.08577405857740585,0.04592767464320206,0.954072325356798
389.0,756.0,336.0,80.0,0.0,1.0,3.0,4.0,2021-07-25,0,5,61,68,25/07/21,1481.0,2536.714285714286,126.28571428571429,6029.285714285715,786.0,0.4207321407416183,0.16066884769174847,66,59.857142857142854,67.57142857142857,315.7142857142857,521.7142857142857,0.18959276018099547,0.12951807228915663,4.0,1.8571428571428572,5.0,16.857142857142858,68.28571428571429,0.11016949152542373,0.07322175732217573,0.047422348586449226,0.9525776514135508
499.0,991.0,477.0,94.0,0.0,0.0,0.0,5.0,2021-07-26,0,5,65,77,26/07/21,1967.0,2566.5714285714284,127.0,6029.285714285715,786.0,0.42568416064447334,0.16157760814249364,70,62.142857142857146,68.71428571428571,315.7142857142857,521.7142857142857,0.19683257918552036,0.13170865279299016,0.0,1.5714285714285714,4.857142857142857,16.857142857142858,68.28571428571429,0.09322033898305085,0.0711297071129707,0.047149297268629015,0.952850702731371
882.0,2033.0,1048.0,211.0,0.0,0.0,1.0,7.0,2021-07-27,0,6,64,72,27/07/21,3963.0,2543.1428571428573,126.42857142857143,6029.285714285715,786.0,0.4217983651226158,0.1608505997818975,70,64.28571428571429,69.57142857142857,315.7142857142857,521.7142857142857,0.20361990950226247,0.1333515881708653,1.0,1.2857142857142858,5.0,16.857142857142858,68.28571428571429,0.07627118644067797,0.07322175732217573,0.0473591266655964,0.9526408733344035
618.0,1432.0,667.0,164.0,0.0,0.0,3.0,12.0,2021-07-28,0,6,65,73,28/07/21,2717.0,2529.8571428571427,127.28571428571429,6029.285714285715,786.0,0.4195948347352209,0.1619411123227917,71,66.0,70.57142857142857,315.7142857142857,521.7142857142857,0.20904977375565612,0.13526834611171962,3.0,1.7142857142857142,6.285714285714286,16.857142857142858,68.28571428571429,0.10169491525423728,0.09205020920502091,0.04790322580645162,0.9520967741935484
611.0,1338.0,622.0,126.0,0.0,0.0,3.0,6.0,2021-07-29,0,9,67,81,29/07/21,2571.0,2542.4285714285716,128.57142857142858,6029.285714285715,786.0,0.4216798957469494,0.16357688113413305,76,68.42857142857143,72.57142857142857,315.7142857142857,521.7142857142857,0.2167420814479638,0.13910186199342828,3.0,2.0,6.571428571428571,16.857142857142858,68.28571428571429,0.11864406779661017,0.09623430962343095,0.04813606460929561,0.9518639353907045
577.0,1467.0,651.0,148.0,0.0,1.0,1.0,11.0,2021-07-30,0,7,70,88,30/07/21,2695.0,2538.1428571428573,131.71428571428572,6029.285714285715,786.0,0.4209690794929511,0.16757542711741186,77,70.57142857142857,75.42857142857143,315.7142857142857,521.7142857142857,0.22352941176470587,0.14457831325301207,2.0,2.0,7.428571428571429,16.857142857142858,68.28571428571429,0.11864406779661017,0.10878661087866108,0.04933383273583391,0.9506661672641661
601.0,1396.0,625.0,130.0,0.0,0.0,0.0,17.0,2021-07-31,0,10,73,89,31/07/21,2622.0,2573.714285714286,136.14285714285714,6029.285714285715,786.0,0.4268688544011373,0.17320974191203198,83,73.28571428571429,78.28571428571429,315.7142857142857,521.7142857142857,0.2321266968325792,0.15005476451259586,0.0,1.8571428571428572,8.857142857142858,16.857142857142858,68.28571428571429,0.11016949152542373,0.1297071129707113,0.05023986504296483,0.949760134957035
331.0,776.0,391.0,105.0,0.0,0.0,0.0,10.0,2021-08-01,0,10,77,89,01/08/21,1498.0,2576.1428571428573,139.71428571428572,6029.285714285715,786.0,0.427271650278403,0.17775354416575792,87,76.28571428571429,81.28571428571429,315.7142857142857,521.7142857142857,0.2416289592760181,0.15580503833515885,0.0,1.2857142857142858,9.714285714285714,16.857142857142858,68.28571428571429,0.07627118644067797,0.1422594142259414,0.05144390089947925,0.9485560991005207
421.0,1031.0,577.0,128.0,0.0,0.0,0.0,8.0,2021-08-02,0,11,83,94,02/08/21,2029.0,2585.0,144.57142857142858,6029.285714285715,786.0,0.42874067053666626,0.18393311523082517,94,79.71428571428571,83.71428571428571,315.7142857142857,521.7142857142857,0.2524886877828054,0.16046002190580505,0.0,1.2857142857142858,10.142857142857142,16.857142857142858,68.28571428571429,0.07627118644067797,0.14853556485355646,0.05296488198042603,0.9470351180195741
706.0,1966.0,1045.0,251.0,0.0,0.0,4.0,10.0,2021-08-03,0,11,84,96,03/08/21,3717.0,2549.8571428571427,150.28571428571428,6029.285714285715,786.0,0.4229119772538798,0.1912031988367866,95,83.28571428571429,87.14285714285714,315.7142857142857,521.7142857142857,0.26380090497737557,0.1670317634173056,4.0,1.7142857142857142,10.571428571428571,16.857142857142858,68.28571428571429,0.10169491525423728,0.15481171548117154,0.055658430770858684,0.9443415692291414
552.0,1436.0,693.0,175.0,0.0,0.0,5.0,11.0,2021-08-04,0,11,85,96,04/08/21,2681.0,2544.714285714286,151.85714285714286,6029.285714285715,786.0,0.42205899774908184,0.19320247182842604,96,86.85714285714286,90.42857142857143,315.7142857142857,521.7142857142857,0.2751131221719457,0.17332968236582696,5.0,2.0,10.428571428571429,16.857142857142858,68.28571428571429,0.11864406779661017,0.1527196652719665,0.056314897223988136,0.9436851027760119
495.0,1415.0,673.0,205.0,0.0,0.0,1.0,12.0,2021-08-05,0,12,87,93,05/08/21,2583.0,2546.4285714285716,163.14285714285714,6029.285714285715,786.0,0.4223433242506812,0.20756088695019992,99,90.14285714285714,92.14285714285714,315.7142857142857,521.7142857142857,0.2855203619909502,0.17661555312157723,1.0,1.7142857142857142,11.285714285714286,16.857142857142858,68.28571428571429,0.10169491525423728,0.16527196652719664,0.06020983813992723,0.9397901618600727
533.0,1399.0,792.0,200.0,0.0,0.0,9.0,13.0,2021-08-06,1,12,84,94,06/08/21,2724.0,2550.5714285714284,170.57142857142858,6029.285714285715,786.0,0.4230304466295462,0.21701199563794984,97,93.0,93.0,315.7142857142857,521.7142857142857,0.29457013574660634,0.17825848849945236,9.0,2.7142857142857144,11.571428571428571,16.857142857142858,68.28571428571429,0.1610169491525424,0.16945606694560666,0.06268374632507351,0.9373162536749265
579.0,1249.0,722.0,195.0,0.0,0.0,1.0,9.0,2021-08-07,1,12,89,96,07/08/21,2550.0,2540.285714285714,179.85714285714286,6029.285714285715,786.0,0.4213244876199502,0.22882588149763722,102,95.71428571428571,94.0,315.7142857142857,521.7142857142857,0.3031674208144796,0.1801752464403067,1.0,2.857142857142857,10.428571428571429,16.857142857142858,68.28571428571429,0.1694915254237288,0.1527196652719665,0.06612047686571085,0.9338795231342892
427.0,803.0,497.0,126.0,0.0,0.0,4.0,13.0,2021-08-08,1,12,89,102,08/08/21,1727.0,2573.0,182.85714285714286,6029.285714285715,786.0,0.4267503850254709,0.232642675390767,102,97.85714285714286,95.85714285714286,315.7142857142857,521.7142857142857,0.30995475113122173,0.18373493975903618,4.0,3.4285714285714284,10.857142857142858,16.857142857142858,68.28571428571429,0.20338983050847456,0.1589958158995816,0.06635218495671558,0.9336478150432845
568.0,1096.0,710.0,218.0,0.0,0.0,4.0,18.0,2021-08-09,1,12,88,106,09/08/21,2374.0,2622.285714285714,195.71428571428572,6029.285714285715,786.0,0.4349247719464518,0.2490003635041803,101,98.85714285714286,97.57142857142857,315.7142857142857,521.7142857142857,0.31312217194570136,0.18702081051478645,4.0,4.0,12.285714285714286,16.857142857142858,68.28571428571429,0.23728813559322035,0.1799163179916318,0.0694514853492852,0.9305485146507148
969.0,1972.0,1345.0,327.0,0.0,1.0,1.0,19.0,2021-08-10,1,12,95,111,10/08/21,4286.0,2703.5714285714284,206.57142857142858,6029.285714285715,786.0,0.448406586897287,0.2628135223555071,108,100.71428571428571,99.71428571428571,315.7142857142857,521.7142857142857,0.3190045248868778,0.19112814895947428,2.0,3.7142857142857144,13.571428571428571,16.857142857142858,68.28571428571429,0.22033898305084745,0.19874476987447698,0.0709832605174022,0.9290167394825979
782.0,1435.0,961.0,294.0,0.0,0.0,3.0,17.0,2021-08-11,1,13,94,118,11/08/21,3178.0,2774.5714285714284,223.57142857142858,6029.285714285715,786.0,0.46018244283852616,0.28444202108324246,108,102.42857142857143,102.85714285714286,315.7142857142857,521.7142857142857,0.3244343891402715,0.19715224534501646,3.0,3.4285714285714284,14.428571428571429,16.857142857142858,68.28571428571429,0.20338983050847456,0.2112970711297071,0.07456997188735885,0.9254300281126412
835.0,1570.0,917.0,281.0,0.0,0.0,2.0,18.0,2021-08-12,1,14,105,120,12/08/21,3322.0,2880.1428571428573,234.42857142857142,6029.285714285715,786.0,0.4776922165620187,0.29825517993456924,120,105.42857142857143,106.71428571428571,315.7142857142857,521.7142857142857,0.3339366515837104,0.20454545454545456,2.0,3.5714285714285716,15.285714285714286,16.857142857142858,68.28571428571429,0.21186440677966104,0.22384937238493724,0.07526832400697182,0.9247316759930281
778.0,1488.0,958.0,268.0,0.0,0.0,5.0,19.0,2021-08-13,1,14,102,118,13/08/21,3224.0,2951.5714285714284,244.14285714285714,6029.285714285715,786.0,0.48953915412865767,0.31061432206470374,117,108.28571428571429,110.14285714285714,315.7142857142857,521.7142857142857,0.3429864253393665,0.21111719605695511,5.0,3.0,16.142857142857142,16.857142857142858,68.28571428571429,0.17796610169491525,0.23640167364016734,0.07639696021457308,0.9236030397854269
751.0,1355.0,914.0,249.0,0.0,2.0,2.0,20.0,2021-08-14,1,14,101,120,14/08/21,3020.0,3018.714285714286,251.85714285714286,6029.285714285715,786.0,0.5006752754412984,0.3204289349327517,116,110.28571428571429,113.57142857142857,315.7142857142857,521.7142857142857,0.3493212669683258,0.21768893756845567,4.0,3.4285714285714284,17.714285714285715,16.857142857142858,68.28571428571429,0.20338983050847456,0.2594142259414226,0.0770070760898052,0.9229929239101948
410.0,804.0,530.0,143.0,0.0,0.0,1.0,16.0,2021-08-15,1,14,105,121,15/08/21,1744.0,3021.1428571428573,254.28571428571428,6029.285714285715,786.0,0.5010780713185642,0.32351872046528535,120,112.85714285714286,116.28571428571429,315.7142857142857,521.7142857142857,0.3574660633484163,0.22289156626506026,1.0,3.0,18.142857142857142,16.857142857142858,68.28571428571429,0.17796610169491525,0.2656903765690376,0.07763433356594557,0.9223656664340545
449.0,950.0,780.0,257.0,0.0,0.0,2.0,12.0,2021-08-16,1,13,111,125,16/08/21,2179.0,2993.285714285714,259.85714285714283,6029.285714285715,786.0,0.4964577656675749,0.33060705198109774,125,116.28571428571429,119.0,315.7142857142857,521.7142857142857,0.36832579185520364,0.22809419496166486,2.0,2.7142857142857144,17.285714285714285,16.857142857142858,68.28571428571429,0.1610169491525424,0.2531380753138075,0.07987879852450377,0.9201212014754963
921.0,1836.0,1277.0,384.0,0.0,1.0,1.0,14.0,2021-08-17,0,13,116,129,17/08/21,4034.0,2957.285714285714,268.0,6029.285714285715,786.0,0.49048690913398885,0.34096692111959287,129,119.28571428571429,121.57142857142857,315.7142857142857,521.7142857142857,0.3778280542986425,0.23302300109529028,2.0,2.7142857142857144,16.571428571428573,16.857142857142858,68.28571428571429,0.1610169491525424,0.24267782426778242,0.08309341365106082,0.9169065863489392
644.0,1390.0,1030.0,373.0,0.0,0.0,4.0,21.0,2021-08-18,0,13,128,141,18/08/21,3064.0,2941.0,279.2857142857143,6029.285714285715,786.0,0.4877858073687951,0.35532533624136675,141,124.0,124.85714285714286,315.7142857142857,521.7142857142857,0.3927601809954751,0.23932092004381164,4.0,2.857142857142857,17.142857142857142,16.857142857142858,68.28571428571429,0.1694915254237288,0.2510460251046025,0.08672699849170437,0.9132730015082956
666.0,1396.0,916.0,295.0,0.0,0.0,3.0,17.0,2021-08-19,0,12,130,144,19/08/21,2978.0,2891.8571428571427,281.2857142857143,6029.285714285715,786.0,0.4796351143229475,0.3578698655034533,142,127.14285714285714,128.28571428571428,315.7142857142857,521.7142857142857,0.4027149321266968,0.24589266155531217,3.0,3.0,17.0,16.857142857142858,68.28571428571429,0.17796610169491525,0.24895397489539747,0.08864577705744643,0.9113542229425536
679.0,1539.0,1014.0,364.0,0.0,0.0,2.0,28.0,2021-08-20,1,13,140,142,20/08/21,3232.0,2893.0,295.0,6029.285714285715,786.0,0.4798246653240137,0.3753180661577608,154,132.42857142857142,131.71428571428572,315.7142857142857,521.7142857142857,0.4194570135746606,0.2524644030668127,2.0,2.5714285714285716,18.285714285714285,16.857142857142858,68.28571428571429,0.15254237288135594,0.26778242677824265,0.092534504391468,0.907465495608532
634.0,1350.0,909.0,291.0,0.0,0.0,5.0,18.0,2021-08-21,1,15,147,154,21/08/21,2893.0,2874.8571428571427,301.0,6029.285714285715,786.0,0.47681554318208735,0.38295165394402036,163,139.14285714285714,136.57142857142858,315.7142857142857,521.7142857142857,0.4407239819004525,0.2617743702081052,5.0,2.7142857142857144,18.0,16.857142857142858,68.28571428571429,0.1610169491525424,0.2635983263598326,0.09477756286266925,0.9052224371373307
375.0,821.0,561.0,190.0,0.0,1.0,5.0,27.0,2021-08-22,1,14,147,156,22/08/21,1757.0,2876.714285714286,307.7142857142857,6029.285714285715,786.0,0.47712356355882,0.3914940021810251,162,145.14285714285714,141.57142857142858,315.7142857142857,521.7142857142857,0.4597285067873303,0.27135815991237683,6.0,3.4285714285714284,19.571428571428573,16.857142857142858,68.28571428571429,0.20338983050847456,0.28661087866108786,0.09663092728006818,0.9033690727199318
468.0,1142.0,770.0,247.0,0.0,0.0,7.0,31.0,2021-08-23,1,13,148,157,23/08/21,2380.0,2905.4285714285716,306.2857142857143,6029.285714285715,786.0,0.4818860324606089,0.3896764812795347,162,150.42857142857142,146.14285714285714,315.7142857142857,521.7142857142857,0.4764705882352941,0.2801204819277109,7.0,4.142857142857143,22.285714285714285,16.857142857142858,68.28571428571429,0.2457627118644068,0.3263598326359832,0.09536518103371586,0.9046348189662842
937.0,2062.0,1542.0,460.0,0.0,0.0,6.0,38.0,2021-08-24,1,12,148,165,24/08/21,4541.0,2977.8571428571427,317.14285714285717,6029.285714285715,786.0,0.49389882715318084,0.4034896401308615,161,155.0,151.28571428571428,315.7142857142857,521.7142857142857,0.49095022624434387,0.2899780941949617,6.0,4.714285714285714,25.714285714285715,16.857142857142858,68.28571428571429,0.2796610169491525,0.37656903765690375,0.09624972902666379,0.9037502709733362
621.0,1393.0,929.0,321.0,0.0,0.0,4.0,39.0,2021-08-25,1,11,153,167,25/08/21,2943.0,2960.5714285714284,309.7142857142857,6029.285714285715,786.0,0.4910318682620542,0.39403853144311163,165,158.42857142857142,155.0,315.7142857142857,521.7142857142857,0.5018099547511312,0.2970974808324206,4.0,4.714285714285714,28.285714285714285,16.857142857142858,68.28571428571429,0.2796610169491525,0.4142259414225941,0.09470557399965054,0.9052944260003495
666.0,1449.0,1119.0,294.0,0.0,0.0,4.0,26.0,2021-08-26,1,12,155,168,26/08/21,3234.0,2997.1428571428573,309.57142857142856,6029.285714285715,786.0,0.49709750029617344,0.39385677935296254,168,162.14285714285714,158.42857142857142,315.7142857142857,521.7142857142857,0.5135746606334841,0.30366922234392113,4.0,4.857142857142857,29.571428571428573,16.857142857142858,68.28571428571429,0.28813559322033894,0.4330543933054393,0.09361904350455783,0.9063809564954423
576.0,1272.0,935.0,284.0,0.0,0.0,2.0,20.0,2021-08-27,1,13,157,166,27/08/21,2783.0,2933.0,298.14285714285717,6029.285714285715,786.0,0.4864589503613316,0.3793166121410397,171,164.57142857142858,161.85714285714286,315.7142857142857,521.7142857142857,0.5212669683257919,0.3102409638554217,2.0,4.857142857142857,28.428571428571427,16.857142857142858,68.28571428571429,0.28813559322033894,0.4163179916317991,0.09227164205500045,0.9077283579449995
627.0,1191.0,963.0,279.0,0.0,0.0,5.0,33.0,2021-08-28,1,13,156,163,28/08/21,2781.0,2917.0,296.42857142857144,6029.285714285715,786.0,0.48380523634640443,0.3771355870592512,170,165.57142857142858,163.14285714285714,315.7142857142857,521.7142857142857,0.5244343891402715,0.31270536692223444,5.0,4.857142857142857,30.571428571428573,16.857142857142858,68.28571428571429,0.28813559322033894,0.4476987447698745,0.09224682137458878,0.9077531786254112
